value,count
<NULL>,19559
"('', '')",1031
"('', '', '', '')",414
"('', '', '')",276
"('', '', '', '', '')",169
"('', '', '', '', '', '')",104
"('', '', '', '', '', '', '')",52
"('',)",39
"('', '', '', '', '', '', '', '')",21
"('0', '')",15
"('', '', '', '', '', '', '', '', '')",11
"('', '', '', '', '', '', '', '', '', '')",10
"('', '', '0', '')",8
"('', '0')",6
"('1', '')",6
"('', '0', '')",5
"('1', '0', '0')",4
"('0', '', '')",3
"('', '', '', '', '', '', '', '', '', '', '')",2
"('0', '0', '1', '0', '0')",2
"('', '0', '0', '')",2
"('1', '0', '')",2
"('0', '0', '')",2
"('0', '1', '')",2
"('1', '', '')",2
"('0', '0', '', '')",2
"('', '', '', '', '', '', '', '', '', '', '', '', '', '', '')",1
"('1', '1')",1
"('1', '0', '0', '0', '0', '0')",1
"('0', '0', '0')",1
"('0',)",1
"('', '', '', '0')",1
"('', '1', '')",1
"('1', '0', '', '0', '0', '', '0', '0', '', '', '', '')",1
"('1', '0', '0', '0')",1
"('', '1')",1
"('0', '1', '', '')",1
"('', '0', '', '0', '')",1
"('', '', '1', '')",1
"('', '0', '', '', '0', '0')",1
"('', '', '1', '0')",1
"('', '', '', '', '', '', '', '', '', '', '', '')",1
"('1', '', '1', '0', '0', '0', '', '0', '0', '0')",1
"('0', '', '', '', '')",1
"('1', '0')",1
"('1', '0', '', '')",1
"('', '', '0', '0', '0', '0', '0')",1
"('0', '0', '0', '0', '1', '1', '1', '')",1
"('', '', '', '', '0', '0')",1
"('', '0', '0', '', '0', '')",1
"('', '', '0', '', '', '0', '0', '')",1
"('0', '', '0', '')",1
"('0', '', '', '', '', '')",1
"('', '0', '1', '', '')",1
"('', '0', '0', '0')",1
"('', '', '0')",1
"('0', '', '', '0')",1
"('0', '0', '1', '0', '0', '', '')",1
"('0', '1')",1
"('0', '', '0', '0', '')",1
"('', '', '0', '', '0', '')",1
"('0', '0', '0', '', '')",1
"('', '0', '0')",1
"('', '', '', '', '0', '')",1
"('1', '', '1', '', '1', '')",1
