value,count
<NULL>,17168
"('', '')",2250
"('', '', '', '')",872
"('', '', '')",639
"('', '', '', '', '')",326
"('', '', '', '', '', '')",226
"('', '', '', '', '', '', '')",95
"('',)",75
"('', '', '', '', '', '', '', '')",48
"('', '', '', '', '', '', '', '', '')",19
"('', '', '', '', '', '', '', '', '', '')",11
"('', '', '', '', '', '', '', '', '', '', '')",8
"('1', '1')",8
"('1', '', '')",4
"('1', '')",4
"('', '', '', '', '', '', '', '', '', '', '', '')",3
"('', '', '', '', '', '', '', '', '', '', '', '', '')",2
"('', '1', '')",2
"('', '', '1', '1', '')",2
"('1',)",2
"('', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')",1
"('', '', '', '', '', '', '', '', '', '', '', '', '', '')",1
"('1', '1', '1')",1
"('1', '', '', '')",1
"('', '', '1', '')",1
"('1', '', '', '', '')",1
"('1', '1', '', '', '')",1
"('', '1', '1', '', '', '')",1
"('', '', '1', '', '', '')",1
"('', '', '', '1', '1')",1
"('1', '', '', '', '', '', '', '', '')",1
"('1', '', '', '', '', '')",1
"('', '1', '', '', '', '')",1
"('', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')",1
"('', '', '', '1', '', '')",1
"('1', '1', '', '')",1
"('', '1', '', '', '', '', '', '', '', '', '')",1
"('', '', '', '', '', '1')",1
"('', '', '', '1')",1
"('1', '', '', '', '1')",1
"('', '1')",1
"('', '', '', '', '1', '')",1
"('', '', '1')",1
"('', '', '', '', '', '', '', '1')",1
