value,count
<NULL>,21185
"('', '')",282
"('', '', '', '')",98
"('', '', '')",91
"('', '', '', '', '')",41
"('', '', '', '', '', '')",28
"('', '', '', '', '', '', '')",17
"('', '', '', '', '', '', '', '')",16
"('',)",7
"('', '', '', '', '', '', '', '', '')",5
"('', '', '', '', '', '', '', '', '', '', '')",2
"('', '', '', '', '', '', '', '', '', '')",2
"('1', '')",2
"('1', '', '')",2
"('1', '1')",2
"('', '', '', '', '', '', '', '', '', '', '', '')",1
"('1', '1', '1')",1
"('1', '', '', '1')",1
"('', '', '1', '', '', '')",1
"('', '', '', '1', '', '')",1
"('1', '1', '')",1
"('', '1')",1
"('', '1', '1')",1
