value,count
<NULL>,19559
"('', '')",1051
"('', '', '', '')",431
"('', '', '')",291
"('', '', '', '', '')",175
"('', '', '', '', '', '')",112
"('', '', '', '', '', '', '')",54
"('',)",39
"('', '', '', '', '', '', '', '')",22
"('', '', '', '', '', '', '', '', '', '')",11
"('', '', '', '', '', '', '', '', '')",10
"('1', '1', '')",5
"('1', '1')",5
"('10', '10')",3
"('', '', '', '', '', '', '', '', '', '', '')",2
"('', '', '', '', '', '', '', '', '', '', '', '')",2
"('', '', '', '', '', '', '', '', '', '', '', '', '', '', '')",1
"('5', '', '')",1
"('10', '10', '')",1
"('', '', '1', '')",1
"('', '1', '1', '')",1
"('998', '998')",1
"('', '1', '1')",1
"('1', '', '', '1', '', '', '', '', '')",1
"('', '', '998', '998')",1
"('1', '')",1
"('1',)",1
"('1', '', '', '1')",1
"('', '', '', '', '', '', '', '1')",1
"('', '1', '')",1
"('1', '998')",1
"('', '', '10', '10', '')",1
