value,count
<NULL>,19559
"('', '')",804
"('', '', '', '')",325
"('', '', '')",256
"('1', '1')",181
"('', '', '', '', '')",139
"('', '', '', '', '', '')",94
"('1', '1', '', '')",63
"('', '', '', '', '', '', '')",47
"('', '1')",40
"('',)",38
"('', '', '', '', '', '', '', '')",21
"('1', '1', '', '', '')",21
"('4', '1')",15
"('1', '')",15
"('', '1', '', '')",15
"('1', '1', '')",13
"('', '', '', '', '', '', '', '', '', '')",10
"('', '', '', '', '', '', '', '', '')",10
"('4', '1', '', '')",9
"('', '1', '')",8
"('1', '1', '', '', '', '')",7
"('1', '', '')",7
"('', '1', '', '', '')",7
"('', '1', '1', '')",6
"('1', '', '', '')",6
"('4', '1', '')",6
"('4', '', '')",4
"('1', '1', '', '', '', '', '')",4
"('', '1', '', '', '', '')",4
"('4', '1', '', '', '')",3
"('4', '')",3
"('', '', '1', '1')",3
"('', '', '1', '', '')",3
"('', '', '', '1', '', '')",3
"('', '', '1')",3
"('', '', '', '', '', '', '', '', '', '', '')",2
"('', '', '', '', '', '', '', '', '', '', '', '')",2
"('', '', '1', '')",2
"('1', '1', '1', '1')",2
"('', '', '', '', '', '', '', '', '', '', '', '', '', '', '')",1
"('4', '', '', '')",1
"('', '1', '1', '', '', '', '', '', '', '')",1
"('1', '', '', '', '', '')",1
"('', '1', '1')",1
"('1', '', '', '', '')",1
"('', '1', '1', '1', '', '')",1
"('3', '', '', '1', '', '', '', '', '')",1
"('4', '6')",1
"('3', '1', '')",1
"('1',)",1
"('3', '6')",1
"('1', '', '', '1')",1
"('', '', '', '1')",1
"('4', '', '', '', '')",1
"('1', '1', '', '', '', '', '', '')",1
"('2', '1')",1
"('', '', '1', '1', '', '')",1
"('1', '1', '1', '1', '', '', '')",1
"('1', '1', '1', '1', '', '', '', '1')",1
"('4', '1', '', '', '', '', '')",1
"('3', '1')",1
"('', '', '1', '1', '')",1
"('', '', '1', '', '', '')",1
"('1', '1', '4', '1')",1
"('', '4', '1')",1
"('1', '', '', '', '', '', '')",1
"('3',)",1
