value,count
<NULL>,21185
"('', '')",283
"('', '', '', '')",98
"('', '', '')",89
"('', '', '', '', '')",40
"('', '', '', '', '', '')",30
"('', '', '', '', '', '', '', '')",15
"('', '', '', '', '', '', '')",14
"('',)",7
"('', '', '', '', '', '', '', '', '')",5
"('', '', '1')",3
"('', '', '', '', '', '', '', '', '', '', '')",2
"('', '', '', '', '', '', '', '', '', '')",2
"('', '1', '')",2
"('1', '1')",2
"('', '', '', '', '', '', '', '', '', '', '', '')",1
"('1', '1', '1')",1
"('', '', '', '', '1')",1
"('', '', '1', '', '', '', '')",1
"('', '', '', '', '1', '1', '')",1
"('', '', '', '', '1', '1', '', '')",1
"('', '1', '', '')",1
"('1', '')",1
"('', '1')",1
"('', '', '', '', '', '', '1')",1
"('1', '', '')",1
