value,count
<NULL>,17168
"('', '')",2237
"('', '', '', '')",870
"('', '', '')",633
"('', '', '', '', '')",325
"('', '', '', '', '', '')",225
"('', '', '', '', '', '', '')",92
"('',)",74
"('', '', '', '', '', '', '', '')",48
"('', '', '', '', '', '', '', '', '')",19
"('1', '1')",16
"('', '', '', '', '', '', '', '', '', '')",10
"('', '', '', '', '', '', '', '', '', '', '')",7
"('1', '')",6
"('', '', '1')",4
"('1', '', '')",4
"('', '1')",4
"('', '', '', '', '', '', '', '', '', '', '', '')",3
"('1', '', '', '')",3
"('1',)",3
"('', '', '', '', '', '', '', '', '', '', '', '', '')",2
"('1', '1', '1')",2
"('', '', '1', '', '', '')",2
"('1', '1', '')",2
"('', '', '', '1', '', '')",2
"('', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')",1
"('', '', '', '', '', '', '', '', '', '', '', '', '', '')",1
"('', '', '', '', '1', '')",1
"('', '', '', '1', '')",1
"('1', '', '', '', '', '', '', '', '', '')",1
"('1', '', '', '', '1', '', '1')",1
"('1', '1', '', '', '')",1
"('', '', '1', '1', '')",1
"('', '', '', '', '', '', '', '1')",1
"('1', '1', '', '')",1
"('', '', '', '1', '1')",1
"('1', '1', '', '', '', '1', '1', '', '')",1
"('', '', '', '', '', '', '', '', '', '1', '1')",1
"('', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')",1
"('', '', '1', '', '', '', '')",1
"('', '', '', '1', '', '', '', '', '', '', '')",1
"('', '', '1', '1')",1
"('', '1', '', '', '', '')",1
"('', '', '1', '', '')",1
"('1', '', '', '', '1')",1
"('', '1', '1', '', '', '')",1
"('', '', '1', '')",1
"('1', '1', '', '', '1')",1
"('1', '', '1')",1
"('', '1', '')",1
"('', '', '', '1', '', '1')",1
"('1', '1', '1', '', '', '', '')",1
