value,count
<NULL>,21185
"('', '')",219
"('', '', '')",85
"('', '', '', '')",79
"('1', '1')",51
"('', '', '', '', '')",32
"('', '', '', '', '', '')",29
"('', '', '', '', '', '', '', '')",16
"('', '', '', '', '', '', '')",15
"('', '1')",12
"('1', '1', '', '')",10
"('', '', '', '', '', '', '', '', '')",5
"('',)",5
"('4', '1', '', '')",4
"('1', '', '')",4
"('4', '1')",3
"('4', '1', '', '', '')",3
"('', '1', '', '', '')",3
"('', '', '', '', '', '', '', '', '', '', '')",2
"('', '', '', '', '', '', '', '', '', '')",2
"('', '1', '1', '')",2
"('1', '1', '', '', '', '', '')",2
"('1',)",2
"('1', '')",2
"('', '1', '1')",2
"('', '', '', '', '', '', '', '', '', '', '', '')",1
"('1', '1', '', '', '')",1
"('', '', '1')",1
"('1', '1', '1')",1
"('4', '', '', '')",1
"('1', '', '', '', '', '')",1
"('1', '', '', '1', '1')",1
"('4', '', '')",1
"('', '1', '')",1
"('1', '', '', '', '')",1
"('1', '', '', '')",1
"('', '1', '', '')",1
"('1', '1', '')",1
"('', '', '1', '1')",1
