value,count
<NULL>,21185
"('', '')",285
"('', '', '', '')",98
"('', '', '')",91
"('', '', '', '', '')",35
"('', '', '', '', '', '')",29
"('', '', '', '', '', '', '', '')",16
"('', '', '', '', '', '', '')",16
"('',)",7
"('', '', '', '', '', '', '', '', '')",5
"('', '', '', '', '', '', '', '', '', '', '')",2
"('', '', '', '', '', '', '', '', '', '')",2
"('', '', '', '', '', '', '', '', '', '', '', '')",1
"('', '', '1', '0', '0')",1
"('1', '0')",1
"('', '0', '0', '0', '0')",1
"('0', '')",1
"('', '', '0', '', '0', '')",1
"('0', '', '')",1
"('', '', '', '0', '', '', '')",1
"('', '0', '0', '0', '')",1
"('0', '', '', '')",1
"('', '0', '1', '', '')",1
"('', '', '0')",1
"('0', '0', '0', '', '')",1
"('0', '0', '')",1
"('1', '0', '')",1
"('', '', '1')",1
"('1', '', '', '', '')",1
