value,count
<NULL>,21185
"('', '')",285
"('', '', '', '')",99
"('', '', '')",96
"('', '', '', '', '')",39
"('', '', '', '', '', '')",30
"('', '', '', '', '', '', '')",17
"('', '', '', '', '', '', '', '')",16
"('',)",6
"('', '', '', '', '', '', '', '', '')",5
"('', '', '', '', '', '', '', '', '', '', '')",2
"('', '', '', '', '', '', '', '', '', '')",2
"('', '', '', '', '', '', '', '', '', '', '', '')",1
"('1', '23', '', '', '')",1
"('', '', '', '52', '20')",1
"('78',)",1
"('18', '133')",1
"('57', '95')",1
