value,count
<NULL>,21185
"('', '')",285
"('', '', '', '')",99
"('', '', '')",96
"('', '', '', '', '')",39
"('', '', '', '', '', '')",30
"('', '', '', '', '', '', '')",17
"('', '', '', '', '', '', '', '')",16
"('',)",6
"('', '', '', '', '', '', '', '', '')",5
"('', '', '', '', '', '', '', '', '', '', '')",2
"('', '', '', '', '', '', '', '', '', '')",2
"('', '', '', '', '', '', '', '', '', '', '', '')",1
"('23', '1', '', '', '')",1
"('', '', '', '20', '17')",1
"('6',)",1
"('133', '18')",1
"('15', '57')",1
