value,count
<NULL>,19559
"('', '')",705
"('0', '0')",346
"('', '', '', '')",282
"('', '', '')",207
"('0', '0', '0', '0')",149
"('', '', '', '', '')",102
"('0', '0', '0')",84
"('', '', '', '', '', '')",80
"('0', '0', '0', '0', '0')",73
"('', '', '', '', '', '', '')",36
"('0', '0', '0', '0', '0', '0')",32
"('',)",25
"('0', '0', '0', '0', '0', '0', '0')",18
"('0',)",14
"('', '', '', '', '', '', '', '')",13
"('1', '1')",10
"('0', '0', '0', '0', '0', '0', '0', '0')",9
"('0', '0', '0', '0', '0', '0', '0', '0', '0')",6
"('1', '1', '')",6
"('', '', '', '', '', '', '', '', '', '')",6
"('0', '0', '0', '0', '0', '0', '0', '0', '0', '0')",5
"('', '', '', '', '', '', '', '', '')",4
"('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')",2
"('', '', '', '', '', '', '', '', '', '', '', '')",2
"('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')",1
"('1', '0', '0')",1
"('', '', '1', '')",1
"('', '1', '1', '')",1
"('', '1', '1')",1
"('1', '', '', '1', '', '', '', '', '')",1
"('', '', '1', '1')",1
"('1', '')",1
"('1',)",1
"('1', '', '', '1')",1
"('', '', '', '', '', '', '', '1')",1
"('', '1', '')",1
"('', '', '1', '1', '')",1
