value,count
<NULL>,17168
"('', '')",1733
"('', '', '', '')",667
"('', '', '')",563
"('1', '1')",359
"('', '', '', '', '')",254
"('', '', '', '', '', '')",196
"('1', '1', '', '')",109
"('', '', '', '', '', '', '')",75
"('',)",75
"('', '1')",74
"('1', '')",49
"('', '', '', '', '', '', '', '')",44
"('1', '4')",32
"('1', '1', '', '', '')",28
"('1', '', '', '')",25
"('', '1', '', '')",23
"('1', '1', '')",22
"('1', '', '')",20
"('', '', '', '', '', '', '', '', '')",19
"('1', '1', '', '', '', '')",13
"('1', '', '', '', '')",13
"('', '', '', '', '', '', '', '', '', '')",11
"('', '', '', '', '', '', '', '', '', '', '')",9
"('', '1', '1', '')",9
"('1', '1', '1')",9
"('', '1', '')",9
"('', '1', '', '', '')",8
"('1', '1', '1', '1')",6
"('1', '1', '', '', '', '', '')",6
"('', '', '1', '1')",5
"('', '1', '', '', '', '')",5
"('1', '', '', '', '', '')",5
"('1', '', '', '', '', '', '')",4
"('', '4')",4
"('1', '4', '', '', '')",4
"('', '1', '1')",4
"('', '', '1', '')",4
"('', '1', '1', '', '')",4
"('1', '3')",4
"('', '', '1')",4
"('', '', '', '', '', '', '', '', '', '', '', '')",3
"('', '', '', '', '1')",3
"('1', '', '', '1')",3
"('1', '', '1', '', '')",3
"('', '4', '', '')",3
"('1', '4', '', '')",3
"('', '', '1', '', '')",3
"('1', '', '1', '')",3
"('', '1', '3')",3
"('4', '1')",3
"('', '1', '1', '', '', '')",3
"('', '', '', '', '', '', '', '', '', '', '', '', '')",2
"('', '', '', '1')",2
"('', '', '1', '', '', '', '')",2
"('', '', '1', '1', '', '', '')",2
"('', '1', '', '', '', '', '')",2
"('', '', '1', '3')",2
"('1', '', '1')",2
"('1', '4', '')",2
"('1', '2')",2
"('1', '', '', '', '1', '')",2
"('1', '4', '', '', '', '')",2
"('', '', '', '4')",2
"('', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')",1
"('1', '3', '', '', '3', '1')",1
"('1', '1', '1', '1', '1', '1', '1')",1
"('', '1', '3', '', '')",1
"('', '', '', '', '', '', '', '', '', '', '', '', '', '')",1
"('', '', '', '', '1', '4', '', '')",1
"('', '', '', '', '1', '4')",1
"('1', '2', '')",1
"('', '1', '1', '', '', '', '')",1
"('1', '5')",1
"('', '', '1', '', '', '', '1')",1
"('', '', '4', '', '')",1
"('1', '', '', '', '1')",1
"('1', '3', '')",1
"('', '1', '4', '', '', '')",1
"('1', '1', '3', '')",1
"('', '1', '5')",1
"('1', '', '', '1', '')",1
"('1', '', '', '', '', '', '', '')",1
"('', '1', '3', '')",1
"('1', '1', '', '2', '', '')",1
"('', '', '', '', '1', '', '', '')",1
"('', '1', '', '1')",1
"('1', '', '', '4')",1
"('1', '4', '1', '4')",1
"('1', '1', '1', '', '')",1
"('6', '3', '')",1
"('1', '1', '1', '1', '1')",1
"('5',)",1
"('2', '3')",1
"('1', '2', '', '', '')",1
"('', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')",1
"('1', '3', '', '')",1
"('', '', '1', '1', '', '')",1
"('1',)",1
"('', '1', '4')",1
"('', '', '1', '4', '', '')",1
"('1', '', '', '1', '', '')",1
"('1', '1', '', '', '', '', '', '')",1
"('3', '')",1
"('', '', '', '', '', '', '1', '', '')",1
"('', '1', '1', '1')",1
"('1', '', '', '1', '', '', '', '1')",1
"('1', '1', '4')",1
"('', '2', '1')",1
"('1', '2', '', '')",1
"('', '', '1', '3', '')",1
"('6', '1', '')",1
"('1', '', '', '1', '1')",1
"('', '', '1', '4')",1
"('', '1', '', '1', '3')",1
"('', '4', '', '', '')",1
"('5', '', '')",1
"('1', '', '', '3')",1
"('', '', '', '', '', '1', '1')",1
"('1', '', '', '', '6')",1
