example_id,o_tract_fips,d_tract_fips,path_order,first_raw_position,path_occurrences,screenline_id,tract_a,tract_b,screenline_color,shared_boundary_m,is_validation_candidate,is_in_cached_validation_path,mapped_mdot_station_ids,mapped_fhwa_station_ids
68,24005430900,24510200500,2,4,1,24510200500__24510200600,24510200500,24510200600,#ff7f0e,686.4704889151558,True,True,S2012241339,
69,24005411407,24510270501,1,1,1,24005411407__24005440300,24005411407,24005440300,#1f77b4,2727.225896027558,True,True,B030058;B0905;B1194;S2009030059,
69,24005411407,24510270501,2,3,2,24005440100__24510270501,24005440100,24510270501,#ff7f0e,1296.4193480039735,True,True,B1050;S2012240147;S2012240148,
70,24005408100,24005407002,1,1,1,24005407001__24005408100,24005407001,24005408100,#1f77b4,6120.535969925586,True,True,B030046;B1207,
70,24005408100,24005407002,2,2,1,24005407001__24005407002,24005407001,24005407002,#ff7f0e,8035.937328673807,True,True,B0970;S2008030004;S2008030010;S2011030926,
71,24033800607,24033800509,1,1,2,24033800607__24033800608,24033800607,24033800608,#1f77b4,10761.092241115442,True,True,B3359,
71,24033800607,24033800509,2,3,1,24033800509__24033800607,24033800509,24033800607,#ff7f0e,2668.4505592639402,True,True,B160007;B3188;B3297,
72,24510270301,24510270702,1,1,1,24510270301__24510270600,24510270301,24510270600,#1f77b4,978.0650867179836,True,True,S2005240052;S2012240256;S2012240259,
72,24510270301,24510270702,2,2,1,24510270600__24510270702,24510270600,24510270702,#ff7f0e,2124.9698204744927,True,True,S2005240061,
73,24510271200,24005490500,1,1,1,24005490603__24510271200,24005490603,24510271200,#1f77b4,677.7083199149986,True,True,S2008030083,
73,24510271200,24005490500,2,2,1,24005490500__24005490603,24005490500,24005490603,#ff7f0e,1682.1678857778043,True,True,B1019;B1020,
74,24031701206,24031701210,1,1,1,24031701002__24031701206,24031701002,24031701206,#1f77b4,2194.608167286678,True,True,B150016;S2001150111;S2001150117;S2017150193;S2017150194;S2017150195;S2017150196;S2017150197,
74,24031701206,24031701210,2,2,1,24031701002__24031701210,24031701002,24031701210,#ff7f0e,1761.042107925287,True,True,B2813;S2017150260,
75,24031704503,24031704401,1,1,1,24031704404__24031704503,24031704404,24031704503,#1f77b4,1447.5901037467504,True,True,B2804;S2000150138;S2000150139;S2000150140;S2000150141;S2012150741,
75,24031704503,24031704401,2,2,1,24031704401__24031704404,24031704401,24031704404,#ff7f0e,1200.6571983947301,True,True,B2900;B2971;S2000150138;S2000150139;S2000150140;S2000150141,
76,24005492001,24005491701,1,1,1,24005491900__24005492001,24005491900,24005492001,#1f77b4,519.9169574634934,True,True,S2004030021,
76,24005492001,24005491701,2,2,1,24005491701__24005491900,24005491701,24005491900,#ff7f0e,1510.3394392373448,True,True,B030089;B0958;S2012030133,
77,24005440702,24005440900,1,1,1,24005440701__24005440702,24005440701,24005440702,#1f77b4,1670.0881705963077,True,True,S2012030082,
77,24005440702,24005440900,2,2,1,24005440701__24005440900,24005440701,24005440900,#ff7f0e,1684.1601614133724,True,True,B1178;S1998030122;S2000030088;S2000030090;S2010030166,
78,24001001800,24001002100,1,1,1,24001001800__24001001900,24001001800,24001001900,#1f77b4,4803.135702607973,True,True,B0562;S2006010023,
78,24001001800,24001002100,2,2,1,24001001900__24001002100,24001001900,24001002100,#ff7f0e,12904.534867075217,True,True,P0001,P0001
79,24005408507,24005408900,1,1,1,24005408506__24005408507,24005408506,24005408507,#1f77b4,3042.243586206394,True,True,S2011030933;S2011030935,
79,24005408507,24005408900,2,2,1,24005408506__24005408900,24005408506,24005408900,#ff7f0e,1339.421223893649,True,True,S2011030936;S2011030937,
80,24027606803,24027606707,1,1,1,24027606803__24027606804,24027606803,24027606804,#1f77b4,2168.0367199868415,True,True,S2011130740,
80,24027606803,24027606707,2,2,1,24027606707__24027606804,24027606707,24027606804,#ff7f0e,3016.575660418602,True,True,P0069;S2000130035;S2000130038,P0069
