example_id,o_tract_fips,d_tract_fips,path_order,screenline_id,screenline_color,station_id,is_fhwa_station,boundary_distance_m,boundary_centroid_distance_ratio,station_x,station_y
29,24033807404,24033806712,1,24033807404__24033807408,#1f77b4,S2012161017,False,0.06453817453591187,6.527629669287241e-05,408754.07429483125,151623.89527096727
29,24033807404,24033806712,2,24033806712__24033807408,#ff7f0e,S2010160122,False,143.73803338156753,0.2315024376938063,411947.1343717608,148706.24135892506
30,24005402603,24005402602,1,24005402603__24005402604,#1f77b4,B030120,False,4.400808342131148,0.004386751269518115,419102.8688042288,190198.59160029437
30,24005402603,24005402602,2,24005402602__24005402604,#ff7f0e,B030013,False,96.72443866975487,0.1625756685548873,418402.7216286078,189093.09898163678
30,24005402603,24005402602,2,24005402602__24005402604,#ff7f0e,B0936,False,73.70893106293695,0.07386450444329512,417922.118509689,188683.7900117651
30,24005402603,24005402602,2,24005402602__24005402604,#ff7f0e,S2011030971,False,1.842994268888827,0.0033854019982477355,419974.4657443446,188891.81446747654
31,24011955000,24035810500,1,24011955000__24011955100,#1f77b4,B1430,False,0.8470429043045745,0.000165038343045748,500229.76543309714,154944.57711576737
31,24011955000,24035810500,1,24011955000__24011955100,#1f77b4,P0084,True,0.9666795349180092,0.00017568148892446712,499460.83942331915,155897.9213155236
31,24011955000,24035810500,2,24011955100__24035810500,#ff7f0e,B3568,False,144.40756671229127,0.01628961730701685,496558.95630826545,152286.42733443298
32,24033800514,24033803523,1,24033800514__24033800518,#1f77b4,B160071,False,167.7355174819014,0.10581764000289128,419868.94646823657,142133.75499680534
32,24033800514,24033803523,1,24033800514__24033800518,#1f77b4,B3141,False,156.18857258905308,0.07282254133900459,417309.3579471722,141858.17565530865
32,24033800514,24033803523,2,24033803520__24033803523,#ff7f0e,S2012161053,False,151.3310289909284,0.10145531738057595,417197.25542550295,139266.16472749962
33,24043000900,24043000800,1,24043000900__24043001001,#1f77b4,B210034,False,433.16380853571246,0.257815957471429,337094.76740718936,218434.0011220502
33,24043000900,24043000800,1,24043000900__24043001001,#1f77b4,B210052,False,360.24463672355114,0.39477792536067546,336392.0972367785,219182.15266130277
33,24043000900,24043000800,1,24043000900__24043001001,#1f77b4,S2013210536,False,486.74354453393926,0.2727374500821963,334002.0741418082,218030.1236621851
33,24043000900,24043000800,1,24043000900__24043001001,#1f77b4,S2013210537,False,476.9869323519412,0.26570495360172364,334003.7126422789,218008.5449767106
33,24043000900,24043000800,2,24043000800__24043000900,#ff7f0e,B210034,False,5.308114431397202,0.0135816712283096,337094.76740718936,218434.0011220502
34,24003750803,24003750203,1,24003750803__24003751102,#1f77b4,B0618,False,0.5007344268874774,0.0005137580862633463,433396.8373159198,170212.22707617198
34,24003750803,24003750203,1,24003750803__24003751102,#1f77b4,S2010020171,False,73.568282026774,0.05482124355299168,433267.9545784735,171041.80789693492
34,24003750803,24003750203,1,24003750803__24003751102,#1f77b4,S2010020172,False,84.48553585799891,0.05998698886536292,433382.5235674265,171033.4981122017
34,24003750803,24003750203,2,24003750203__24003751102,#ff7f0e,B0772,False,1.0118447433314166,0.000968007781535003,433607.8882084788,171024.98243977712
34,24003750803,24003750203,2,24003750203__24003751102,#ff7f0e,S2005020023,False,12.888260192667616,0.01383925566605668,433734.72614786716,171052.03539400556
34,24003750803,24003750203,2,24003750203__24003751102,#ff7f0e,S2005020024,False,18.661757840029683,0.019554802419633817,435111.6066304875,171018.94521030836
34,24003750803,24003750203,2,24003750203__24003751102,#ff7f0e,S2005020027,False,11.95036930058991,0.01879911460490147,434479.7949671735,171046.402046854
34,24003750803,24003750203,2,24003750203__24003751102,#ff7f0e,S2010020171,False,73.568282026774,0.05576382790083832,433267.9545784735,171041.80789693492
34,24003750803,24003750203,2,24003750203__24003751102,#ff7f0e,S2010020172,False,39.608072749523735,0.03234342656991608,433382.5235674265,171033.4981122017
35,24021751902,24021750300,1,24021751902__24021772200,#1f77b4,P0067,True,261.13019856199895,0.12756985433646645,368759.78695985477,192947.67972030665
35,24021751902,24021750300,1,24021751902__24021772200,#1f77b4,S2017100229,False,315.910438930744,0.1478879649349796,368794.82869944896,192311.92346621264
35,24021751902,24021750300,2,24021750300__24021772200,#ff7f0e,B2008,False,90.73092199656068,0.18074548294170314,364599.84508577234,193998.84112892576
36,24005408602,24005490301,1,24005408602__24005490200,#1f77b4,S2012030118,False,3.2578753862360945,0.007543889467091626,433228.55822833156,194813.89004310282
36,24005408602,24005490301,1,24005408602__24005490200,#1f77b4,S2012030119,False,85.48768738490485,0.06656309419937201,434776.44359578483,195215.6548498786
36,24005408602,24005490301,2,24005490200__24005490301,#ff7f0e,B030152,False,58.72517904902167,0.03681574779736774,431941.3528962482,194419.23096227672
36,24005408602,24005490301,2,24005490200__24005490301,#ff7f0e,B1103,False,19.58048747921655,0.025646542971680144,434060.4878822163,193955.68782328037
36,24005408602,24005490301,2,24005490200__24005490301,#ff7f0e,B1104,False,20.07541142854477,0.026279836508429015,432666.3954438629,193954.65635527112
36,24005408602,24005490301,2,24005490200__24005490301,#ff7f0e,S2000030147,False,71.37656481156675,0.21212829609292602,433250.90891173144,193908.32358534474
36,24005408602,24005490301,2,24005490200__24005490301,#ff7f0e,S2000030149,False,56.405517874637255,0.11834096581879092,433309.35981526406,194058.12052079587
36,24005408602,24005490301,2,24005490200__24005490301,#ff7f0e,S2001030145,False,97.30390182113479,0.11100673428716376,434276.70726993104,194043.06432559775
36,24005408602,24005490301,2,24005490200__24005490301,#ff7f0e,S2006030057,False,93.9568208378815,0.0636371399134751,432062.0727906007,194392.61937030044
36,24005408602,24005490301,2,24005490200__24005490301,#ff7f0e,S2006030058,False,51.62911180836764,0.03580450991076838,432097.8906801373,194325.77405993163
36,24005408602,24005490301,2,24005490200__24005490301,#ff7f0e,S2006030059,False,97.66249051542965,0.06098232193916697,431887.7821805598,194271.48564035556
36,24005408602,24005490301,2,24005490200__24005490301,#ff7f0e,S2006030061,False,89.24077478747422,0.05781107676472597,431941.4782569934,194249.732817053
37,24025301202,24025303502,1,24025301202__24025303501,#1f77b4,S2011120703,False,0.9462368369371358,0.0006227484636441109,457643.6931768656,203916.22089688384
37,24025301202,24025303502,2,24025303501__24025303502,#ff7f0e,B2307,False,195.40440860456238,0.11715902449511327,455404.8941769526,206493.5503544981
37,24025301202,24025303502,2,24025303501__24025303502,#ff7f0e,S2011120705,False,204.0860781814488,0.14389018216137292,455443.8966342892,206227.84240973726
38,24003730700,24003731203,1,24003730700__24003731201,#1f77b4,B020081,False,75.84366957726637,0.039580341912834736,440910.6397128194,154466.49131398072
