scenario,activity_pair,vehicle_trips,share
real,3 -> 4,16.84379404,7.726355082770511e-05
real,12 -> 14,16.7919076,7.702554443884233e-05
real,15 -> 6,15.64155643,7.174881071234725e-05
real,7 -> 17,15.526540370000001,7.122122475536459e-05
real,12 -> 4,15.01569521,6.887794562887943e-05
real,4 -> 12,14.65848781,6.723941264513532e-05
real,3 -> 12,14.5408854,6.669996293677877e-05
real,2 -> 17,14.06355765,6.451043029431012e-05
real,14 -> 9,13.79027151,6.325684944914814e-05
real,18 -> 3,12.0455577,5.5253736622037484e-05
real,15 -> 2,10.61761225,4.870366033914883e-05
real,11 -> 15,10.09287716,4.62966672234045e-05
real,15 -> 11,9.63931186,4.4216134445159166e-05
real,10 -> 15,9.61669949,4.4112410070788355e-05
real,8 -> 4,9.31114538,4.2710814002079875e-05
real,14 -> 15,9.00397299,4.1301794780444186e-05
real,5 -> 17,8.08029825,3.70648402051995e-05
real,4 -> 15,7.56677891,3.4709294445563766e-05
real,6 -> 17,7.03613952,3.22752179315026e-05
real,4 -> 9,4.76164904,2.184198594165031e-05
real,17 -> 10,4.71320934,2.161978996762326e-05
real,12 -> 15,4.66704495,2.1408030984776247e-05
real,17 -> 11,4.66118539,2.138115281167505e-05
real,14 -> 4,4.657366,2.1363633027670625e-05
real,17 -> 5,4.538444,2.081813027634796e-05
real,17 -> 6,4.34590742,1.9934952780844546e-05
real,15 -> 13,4.34332824,1.9923121918715113e-05
real,3 -> 14,4.22733858,1.9391069996825296e-05
real,17 -> 7,3.0032897,1.3776280203570646e-05
real,15 -> 12,2.73441231,1.254292257408697e-05
real,13 -> 15,2.71715949,1.2463782795256518e-05
real,3 -> 15,2.357252,1.0812864327549658e-05
real,17 -> 4,2.25095801,1.0325287058465182e-05
real,17 -> 8,1.70361886,7.814607686846724e-06
real,3 -> 9,1.63628565,7.505745984971656e-06
real,12 -> 9,1.39077868,6.379589953254298e-06
real,15 -> 14,1.37978269,6.32915065019417e-06
real,17 -> 16,1.14241579,5.24033363548762e-06
synthetic,1 -> 2,23378.99999976,0.10724095479077547
synthetic,2 -> 1,20804.39999952,0.09543110140812854
synthetic,1 -> 16,15879.39999024,0.07283981421256042
synthetic,16 -> 1,11120.39999328,0.051009979594804
synthetic,5 -> 1,10273.39999776,0.04712473693137615
synthetic,1 -> 5,10134.79999824,0.04648896994892701
synthetic,1 -> 10,5083.3999992,0.023317877988931587
synthetic,2 -> 2,4689.99999996,0.021513327258206535
synthetic,2 -> 5,4605.99999984,0.02112801393362522
synthetic,7 -> 1,4066.19999856,0.018651917114517334
synthetic,11 -> 1,3753.79999932,0.017218918517679187
synthetic,1 -> 6,3594.99999948,0.016490492853459528
synthetic,10 -> 1,3572.99999952,0.016389577459253974
synthetic,6 -> 1,3303.19999956,0.015151987759157364
synthetic,1 -> 18,3216.39999948,0.014753830657291838
synthetic,13 -> 1,3151.9999998,0.0144584237770027
synthetic,1 -> 8,3017.79999984,0.013842839871413062
synthetic,1 -> 7,2984.39999892,0.013689631950256883
synthetic,1 -> 13,2982.99999972,0.013683210065192684
synthetic,1 -> 9,2919.39999948,0.013391472833039849
synthetic,5 -> 5,2706.99999924,0.01241718056974662
synthetic,18 -> 1,2620.9999998,0.012022693121521868
synthetic,8 -> 1,2556.9999996,0.011729121064199988
