scenario,rows,vehicle_trips,mean_vehicle_weight,median_vehicle_weight,weighted_mean_departure_min,weighted_mean_departure_hour,mean_vehicle_occupancy
real,35507,218004.39999918,6.139758357483876,4.85593911,805.9262333880711,13.432103889801185,1.3640127298842482
synthetic,21640,218004.39995495998,10.074140478510165,12.0,839.6424521665124,13.994040869441873,1.3789279112754158
