LOCATION_ID,COUNTY_DESC,ROADNAME,ID_PREFIX,ID_RTE_NO,ID_MP,BEGIN_SECTION,END_SECTION,STATION_DESC,ROAD_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,MAIN_LINE,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,AADT_2017,AADT_2018,AAWDT_2017,AAWDT_2018,AADT,AAWDT,TRUCK_AADT,LINK,longitude,latitude,station_class,is_mainline,is_ramp,candidate_reason,candidate_for_tract_screenline_seed
B0845,Anne Arundel,No Name,MD,32.0,4.04,2.83,4.54,Md32-.50 Mi S Of Md170,Sappington Station Rd To Md 170,Urban,2.0,Principal Arterial Other Freeways and Expressways,1.0,South,4.0,C,8.59,68.24,47.8,52.2,50911.0,50452.0,54481.0,53982.0,52410.0,55560.0,2889.0,https://maps.roads.maryland.gov/itms_public/?stationid=B0845,-76.68857725780973,39.09506922766883,B,True,False,,False
B0639,Anne Arundel,Southern Md Blvd,MD,4.0,4.24,1.9,4.77,Md4-.20 Mi S Of Md408,Md 258 To Prince Georges Co/l,Urban,3.0,Principal Arterial Other,1.0,South,4.0,C,8.35,79.92,50.0,50.0,45071.0,44802.0,47331.0,47042.0,45110.0,46910.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B0639,-76.70249347040611,38.80999706455801,B,True,False,,False
S2007020018,Anne Arundel,Ramp 6 Fr Md 32 Eb To Md 295 Sb,RP,295.0,0.2,0.0,0.57,Exit 4 Ramp 6 Fr Md 32 Eb To Md 295 Sb,Exit 4  Ramp 06 Savage Rd To Baltimore Washington Pkwy,Urban,2.0,Principal Arterial Other Freeways and Expressways,2.0,South,1.0,F,9.13,100.0,0.0,100.0,9010.0,8931.0,9640.0,9561.0,8932.0,9472.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2007020018,-76.78045712742748,39.11535734470841,S,False,True,,False
S2006020031,Anne Arundel,Ramp 2 Fr Md 32 Wb To Guilford Rd,RP,32.0,0.09,0.08,0.11,Exit 11 Ramp 2 Fr Md 32 Wb To Guilford Rd,Exit 11 Ramp 02 Ramp 7 Fr Ramp 2 (md32) To Guilford Rd To Guilford Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,2.0,North,1.0,F,11.98,100.0,100.0,0.0,1092.0,1083.0,1172.0,1163.0,1084.0,1154.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2006020031,-76.7849714438012,39.12256727059288,S,False,True,,False
B0730,Anne Arundel,Davidsonville Rd,MD,424.0,5.97,5.85,7.35,Md424-.10 Mi N Of Md450,Md 450 To Riedel Rd,Urban,4.0,Minor Arterial,1.0,North,3.0,C,8.83,61.36,50.43,49.57,19771.0,19592.0,21161.0,20962.0,19500.0,20670.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B0730,-76.67134804047922,38.9943003464863,B,True,False,,False
S2011020798,Anne Arundel,Clark Station Rd,CO,1175.0,1.41,0.0,1.525,Clark Station Rd - Between Maryland Ave & Quarterfield Rd,Donaldson Ave To Wb&a Rd,Urban,7.0,Local,1.0,South,2.0,F,12.13,68.17,46.24,53.76,3460.0,3431.0,3670.0,3641.0,3432.0,3782.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2011020798,-76.68314406820664,39.11623426656338,S,True,False,,False
S2006020025,Anne Arundel,Ramp 5 Fr Md 295 Sb To Nsa Ent,RP,295.0,0.13,0.0,0.23,Exit 5 Ramp 5 Fr Md 295 Sb To Nsa Entrance,Exit 5  Ramp 05 Baltimore Washington Pkwy To Technology Dr,Urban,2.0,Principal Arterial Other Freeways and Expressways,2.0,South,1.0,F,20.95,100.0,0.0,100.0,4862.0,4823.0,5202.0,5163.0,4824.0,5114.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2006020025,-76.77069375632101,39.12028873641087,S,False,True,,False
S2010020045,Anne Arundel,Samford Rd,GV,69.0,0.25,0.0,0.326,Samford Rd - .10 Mile West Of Md 32/mapes Rd,Road End - Gate/barricade To Roundabout At Savage Rd,Urban,7.0,Local,1.0,South,2.0,F,12.25,94.35,49.07,50.93,5205.0,5165.0,5525.0,5485.0,5175.0,5695.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2010020045,-76.76906493733604,39.100397690199046,S,True,False,,False
S1999020036,Anne Arundel,Ramp 3 Fr Ramp 6 (fr Is595) To Md 424 Nb,RP,595.0,0.05,0.0,0.08,Exit 16 Ramp 3 Fr Ramp 6 (fr Is 595 Eb) To Md 424 Nb,Exit 16 Ramp 03 Ramp 6 Fr Is 595 Eb To Md 424 Sb To Davidsonville Rd,Rural,1.0,Interstate,2.0,North,1.0,F,13.35,100.0,100.0,0.0,1243.0,1244.0,1293.0,1294.0,1255.0,1315.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S1999020036,-76.65329095734242,38.95937321542517,S,False,True,,False
P0024,Anne Arundel,John Hanson Hwy,IS,595.0,0.81,0.0,2.15,Us 50/is 595 - 1.34 Miles West Of Md 424 (atr#24),Prince Georges Co/l To Md 424,Rural,1.0,Interstate,1.0,East,6.0,F,9.26,59.28,51.22,48.78,88540.0,88769.0,93255.0,93777.0,90707.0,95411.0,5897.0,https://maps.roads.maryland.gov/itms_public/?stationid=P0024,-76.67898544156633,38.955902756122114,P,True,False,,False
S2006020045,Anne Arundel,Ramp 2 Fr Md 198 Wb To Md 295 Nb,RP,295.0,0.1,0.0,0.31,Exit 2 Ramp 2 Fr Md 198 Wb To Md 295 Nb,Exit 2  Ramp 02 Laurel Ft Meade Rd To Baltimore Washington Pkwy,Urban,2.0,Principal Arterial Other Freeways and Expressways,2.0,North,1.0,F,12.45,100.0,100.0,0.0,462.0,463.0,492.0,503.0,464.0,494.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2006020045,-76.79773386024664,39.09677264293299,S,False,True,,False
S2010020053,Anne Arundel,Ramp 7 Fr Ramp 2 (fr Md 32 Wb) To Md 170,RP,32.0,0.03,0.0,0.06,Exit 5 Ramp 7 Fr Ramp 2 (fr Md 32 Wb) To Md 170 Sb,Exit 5  Ramp 07 Ramp 2 Fr Md 32 Wb To Md 170 Nb To Telegraph Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,2.0,West,2.0,F,15.96,100.0,0.0,100.0,1611.0,1602.0,1721.0,1712.0,1603.0,1703.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2010020053,-76.69338662314355,39.101149864809,S,False,True,,False
S2008020010,Anne Arundel,Severn Rd,CO,935.0,0.1,0.0,1.77,Severn Rd - .10 Mile West Of Md 174,Reece Rd To Ridge Rd,Urban,5.0,Major Collector,1.0,East,3.0,F,9.28,51.99,49.32,50.68,9243.0,9164.0,9803.0,9714.0,9165.0,10085.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2008020010,-76.7008686677888,39.13479400115552,S,True,False,,False
S2006020036,Anne Arundel,Guilford Rd,CO,6107.0,0.46,0.35,0.64,Guilford Rd - North Of Roundabout/south Of Brockbridge Rd,Roundabout To Brock Bridge Rd,Urban,7.0,Local,1.0,South,3.0,F,10.02,79.59,47.6,52.4,13885.0,7660.0,14725.0,8120.0,7661.0,8431.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2006020036,-76.78677131638929,39.12354396737239,S,True,False,,False
S2011020777,Anne Arundel,Millersville Rd,CO,1207.0,1.51,0.0,1.63,Millersville Rd - .10 Mile East Of Md 3,Generals Hwy To Robert Crain Hwy,Urban,5.0,Major Collector,1.0,West,2.0,F,10.38,79.97,39.02,60.98,5200.0,5151.0,5510.0,5461.0,5152.0,5672.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2011020777,-76.65224907690286,39.05771181737907,S,True,False,,False
S2011020783,Anne Arundel,Layton St                               ,CO,4093.0,0.11,0.0,0.21,Layton St - Between Md 424 & Crofton Pkwy,Crofton Pkwy To Davidsonville Rd,Urban,5.0,Major Collector,1.0,West,2.0,F,9.92,51.08,50.31,49.69,2100.0,2081.0,2230.0,2211.0,2082.0,2292.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2011020783,-76.67496811183535,38.99913000829956,S,True,False,,False
B0817,Anne Arundel,Davidsonville Rd,MD,424.0,3.66,3.32,5.85,Md424-.30 Mi N Of Is595 (us50),Is 595  To Md 450,Rural,4.0,Minor Arterial,1.0,North,3.0,F,8.5,51.55,49.39,50.61,14071.0,13992.0,14781.0,14692.0,14163.0,14733.0,588.0,https://maps.roads.maryland.gov/itms_public/?stationid=B0817,-76.65993910399425,38.963755079557785,B,True,False,,False
B0844,Anne Arundel,No Name,MD,32.0,5.68,4.54,6.08,Md32-.40 Mi S Of Md175,Md 170 To Md 175,Urban,2.0,Principal Arterial Other Freeways and Expressways,1.0,South,4.0,C,8.3,67.51,48.56,51.44,54011.0,53532.0,57791.0,57282.0,53800.0,57030.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B0844,-76.71284173908566,39.09658467829279,B,True,False,,False
S2008020035,Anne Arundel,Ramp 8 Fr Md 408 Sb To Ramp 1 (to Md 4),RP,4.0,0.03,0.0,0.06,Exit 4 Ramp 8 Fr Md 408 Sb To Ramp 1 (to Md 4 Wb),Exit 4  Ramp 08 Fr Md 408 Sb To Ramp 1 (to Md 4),Urban,3.0,Principal Arterial Other,2.0,West,1.0,F,11.27,100.0,0.0,100.0,5773.0,5744.0,6063.0,6034.0,5815.0,6055.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2008020035,-76.70384614098452,38.81103567717215,S,False,True,,False
S2006020032,Anne Arundel,Ramp 7 Fr Ramp 2 (md32) To Guilford Rd,RP,32.0,0.02,0.0,0.04,Exit 11 Ramp 7 Fr Ramp 2 (fr Md 32) To Guilford Rd,Exit 11 Ramp 07 Ramp 2 Fr Md 32 Wb To Guilford Rd To Guilford Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,2.0,East,1.0,F,18.7,100.0,100.0,0.0,3582.0,3553.0,3832.0,3803.0,3554.0,3774.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2006020032,-76.78455802383607,39.12262241157512,S,False,True,,False
B0725,Anne Arundel,Bayard Rd,MD,422.0,0.09,0.0,1.91,Md422-.10 Mi E Of Polling House Rd,Bayard Rd (back) To S. Polling House Rd,Rural,6.0,Minor Collector,1.0,East,2.0,F,8.45,56.36,50.46,49.54,630.0,631.0,670.0,671.0,642.0,682.0,105.0,https://maps.roads.maryland.gov/itms_public/?stationid=B0725,-76.66219123431044,38.84359749147387,B,True,False,,False
S2010020049,Anne Arundel,Ramp 8 Fr Md 32aa To Md 32 Wb,RP,32.0,0.07,0.0,0.15,Exit 3 Ramp 8 Fr Md 32aa To Md 32 Wb ,Exit 3  Ramp 08 Sappington Station Rd To No Name,Urban,2.0,Principal Arterial Other Freeways and Expressways,2.0,North,1.0,F,13.65,100.0,100.0,0.0,1461.0,1452.0,1561.0,1552.0,1453.0,1543.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2010020049,-76.67326069834787,39.07971312307425,S,False,True,,False
S2011020785,Anne Arundel,Underwood Rd,CO,2630.0,2.22,0.0,2.39,Underwood Rd - .10 Mile North Of Md 424,Johns Hopkins Rd To Md 424,Urban,5.0,Major Collector,1.0,North,3.0,F,10.81,58.27,48.3,51.7,5100.0,5051.0,5410.0,5351.0,5052.0,5562.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2011020785,-76.66887339028061,38.996304245612805,S,True,False,,False
S2010020038,Anne Arundel,Ramp 4 Fr Md 295 Nb To Md 32 Eb,RP,295.0,0.2,0.0,0.475,Exit 4 Ramp 4 Fr Md 295 Nb To Md 32 Eb (west Of Ramp 5),Exit 4 Ramp 4 Fr Md 295 Nb To Ramp 5 Fr Md 32 Sb,Urban,2.0,Principal Arterial Other Freeways and Expressways,2.0,East,1.0,F,12.29,100.0,100.0,0.0,2660.0,2641.0,2850.0,2831.0,2642.0,2802.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2010020038,-76.78076622514034,39.11156757696424,S,False,True,,False
S2010020043,Anne Arundel,Ramp 4 Fr Md 32 Nb To Samford Rd Eb,RP,32.0,0.05,0.0,0.146,Exit 10a Ramp 4 Fr Md 32 Nb To Samford Rd Eb,Exit 10 Ramp 04 Mapes Rd To Samford Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,2.0,East,1.0,F,24.76,100.0,100.0,0.0,3301.0,3272.0,3531.0,3502.0,3273.0,3473.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2010020043,-76.7671075945702,39.097066681950345,S,False,True,,False
B0677,Anne Arundel,Annapolis Rd,MD,175.0,8.22,7.27,8.42,Md175-.20 Mi S Of Md295,Md 713 To Md 295,Urban,4.0,Minor Arterial,1.0,South,4.0,F,8.3,55.65,49.57,50.43,38090.0,37751.0,40760.0,40391.0,37752.0,40022.0,1132.0,https://maps.roads.maryland.gov/itms_public/?stationid=B0677,-76.75260644038332,39.13838105109909,B,True,False,,False
B0807,Anne Arundel,Savage Rd,MD,32.0,10.81,10.41,11.46,Md32-.40 Mi N Of Md295,Md 295 To Howard Co/l,Urban,2.0,Principal Arterial Other Freeways and Expressways,1.0,South,5.0,C,8.81,51.15,49.58,50.42,79321.0,78612.0,84871.0,84122.0,80250.0,85070.0,3639.0,https://maps.roads.maryland.gov/itms_public/?stationid=B0807,-76.78142750376706,39.11919335303625,B,True,False,,False
B0811,Anne Arundel,Telegraph Rd,MD,170.0,3.42,0.96,3.52,Md170-.10 Mi S Of Md174,Md 32 To Md 174,Urban,3.0,Principal Arterial Other,1.0,North,3.0,F,7.57,56.8,51.84,48.16,24300.0,24081.0,26000.0,25771.0,24082.0,25532.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B0811,-76.68653230864246,39.135233794229805,B,True,False,,False
S2001020064,Anne Arundel,Ramp 4 Fr Md 170 To Ramp 5 (to Md100 Eb),RP,100.0,0.08,0.0,0.13,Exit 11 Ramp 4 Fr Md 170 Nb To Ramp 5 (to Md 100 Eb),Exit 11 Ramp 04 Telegraph Rd To Ramp 5 Fr Md 170 Sb To Md 100 Eb,Urban,2.0,Principal Arterial Other Freeways and Expressways,2.0,East,1.0,F,10.22,100.0,100.0,0.0,5532.0,5483.0,5922.0,5873.0,5484.0,5814.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2001020064,-76.68562067044437,39.14841071519864,S,False,True,,False
B1311,Calvert,Southern Md Blvd,MD,4.0,36.03,31.845,36.297,Md4-.20 Mi S Of Md260 Struc #4030,Mt Harmony Rd To Md 260 Struc #3040,Urban,3.0,Principal Arterial Other,1.0,South,4.0,F,8.14,74.25,50.18,49.82,32020.0,31831.0,33620.0,33421.0,32212.0,33502.0,1080.0,https://maps.roads.maryland.gov/itms_public/?stationid=B1311,-76.6567479440503,38.75983429474592,B,True,False,,False
B0847,Anne Arundel,Robert Crain Hwy,MD,3.0,5.75,5.65,6.41,Md3-.10 Mi N Of Md175/millersville Rd,Md 175 To Md 32,Urban,3.0,Principal Arterial Other,1.0,North,4.0,F,7.1,51.33,48.89,51.11,69432.0,74010.0,74292.0,79190.0,74011.0,78451.0,5625.0,https://maps.roads.maryland.gov/itms_public/?stationid=B0847,-76.65322404992173,39.05872419080521,B,True,False,,False
S2011020365,Anne Arundel,Dairy Farm Rd,CO,1071.0,0.2,0.0,1.63,Dairy Farm Rd - .20 Mile West Of Md 175,Md 175 To Waugh Chapel Rd,Urban,5.0,Major Collector,1.0,West,2.0,F,9.92,64.52,52.14,47.86,6643.0,6584.0,7043.0,6984.0,6585.0,7245.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2011020365,-76.67384092198651,39.067719287946574,S,True,False,,False
S2010020055,Anne Arundel,Ramp 4 Fr Md 175 To Ramp 5 (to Md 32 Eb),RP,32.0,0.01,0.0,0.03,Exit 6 Ramp 4 Fr Md 175 Nb To Ramp 5 (to Md 32 Eb),Exit 6  Ramp 04 Annapolis Rd To Ramp 5 Fr Md 175 Sb To Md 32 Eb,Urban,2.0,Principal Arterial Other Freeways and Expressways,2.0,South,1.0,F,16.24,100.0,0.0,100.0,315.0,490.0,345.0,520.0,491.0,521.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2010020055,-76.71575964409661,39.09150274821814,S,False,True,,False
S2010020047,Anne Arundel,Ramp 6 Fr Md 32 Eb To Burns Crossing Rd,RP,32.0,0.05,0.0,0.12,Exit 3 Ramp 6 Fr Md 32 Eb To Burns Crossing Rd,Exit 3  Ramp 06 No Name To Burns Crossing Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,2.0,East,1.0,F,17.11,100.0,100.0,0.0,1341.0,1332.0,1441.0,1432.0,1333.0,1413.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2010020047,-76.67429967183918,39.07915710787152,S,False,True,,False
S2011020779,Anne Arundel,Crofton Pkwy,CO,2643.0,0.84,0.0,3.39,Crofton Pkwy - .30 Mile North Of Crawford Blvd,Farnborn St To Farnborn St,Urban,6.0,Minor Collector,1.0,North,3.0,F,11.82,60.75,43.15,56.85,4860.0,4821.0,5150.0,5111.0,4822.0,5302.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2011020779,-76.69261654775615,39.01124283011901,S,True,False,,False
S2015020232,Anne Arundel,Ramp 7 Fr Rp 2 (md 4 Wb) To Md 794 Sb,RP,4.0,0.01,0.0,0.015,Exit 4 Ramp 7 Fr Rp 2 (md 4 Wb) To Md 794 Sb,Exit 4 Ramp 7 Fr Rp 2 (md 4 Wb) To Md 794 Sb,Urban,3.0,Principal Arterial Other,2.0,South,1.0,F,27.27,100.0,0.0,100.0,42.0,43.0,52.0,53.0,44.0,54.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2015020232,-76.69905602205567,38.80981898822102,S,False,True,,False
S2010020051,Anne Arundel,Ramp 3 Fr Ramp 6 (fr Md 32 Eb) To Md 170,RP,32.0,0.02,0.0,0.05,Exit 5 Ramp 3 Fr Ramp 6 (fr Md 32 Eb) To Md 170 Nb,Exit 5  Ramp 03 Ramp 6 Fr Md 32 Eb To Md 170 Sb To Telegraph Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,2.0,East,2.0,F,12.25,100.0,100.0,0.0,3281.0,3252.0,3511.0,3482.0,3253.0,3453.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2010020051,-76.69480074926719,39.09976639883288,S,False,True,,False
B0813,Anne Arundel,Jessup Rd,MD,175.0,9.72,8.42,9.82,Md175-.10 Mi S Of Howard Co/l,Md 295 To Howard Co/l,Urban,4.0,Minor Arterial,1.0,North,3.0,C,8.01,50.23,49.55,50.45,19234.0,19065.0,20584.0,20405.0,19890.0,21080.0,1350.0,https://maps.roads.maryland.gov/itms_public/?stationid=B0813,-76.7757885352852,39.14963057751013,B,True,False,,False
S1999020039,Anne Arundel,Ramp 6 Fr Is 595 Eb To Md 424 Sb,RP,595.0,0.5,0.43,0.63,Exit 16 Ramp 6 Fr Is 595 Eb To Md 424 Sb,Exit 16 Ramp 06 Ramp 3 Fr Ramp 6 (fr Is595) To Md 424 Nb To Davidsonville Rd,Rural,1.0,Interstate,2.0,East,1.0,F,13.65,100.0,100.0,0.0,4503.0,4484.0,4683.0,4664.0,4525.0,4715.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S1999020039,-76.65286341047116,38.95877470530976,S,False,True,,False
S2001020081,Anne Arundel,Ramp 8 Fr Md 295 Sb To Md 175 Wb,RP,295.0,0.12,0.0,0.329,Exit 6 Ramp 8 Fr Md 295 Sb To Md 175 Wb,Exit 6  Ramp 08 Baltimore Washington Pkwy To Jessup Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,2.0,West,1.0,F,10.03,100.0,0.0,100.0,5570.0,5521.0,5960.0,5911.0,5522.0,5852.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2001020081,-76.75519383903155,39.142461926692825,S,False,True,,False
S2000020014,Anne Arundel,Annapolis Rd,MD,175.0,2.45,2.27,3.27,Md 175 North Of Odenton Rd/sappington Station Rd,Sappington Station Rd To Md 170,Urban,4.0,Minor Arterial,1.0,North,3.0,F,7.98,54.7,49.27,50.73,,14420.0,,15430.0,14421.0,15291.0,648.0,https://maps.roads.maryland.gov/itms_public/?stationid=S2000020014,-76.68683118442569,39.08003479316921,S,True,False,,False
S2008020032,Anne Arundel,Ramp 1 Fr Md 408 Nb To Md 4 Wb,RP,4.0,0.02,0.0,0.05,Exit 4 Ramp 1 Fr Md 408 Nb To Md 4 Wb,Exit 4  Ramp 01 Mt Zion Rd To Ramp 8 Fr Md 408 Sb To Ramp 1 (to Md 4),Urban,3.0,Principal Arterial Other,2.0,West,1.0,F,12.54,100.0,0.0,100.0,303.0,304.0,323.0,324.0,315.0,335.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2008020032,-76.70391142335286,38.81095456242198,S,False,True,,False
B020048,Anne Arundel,Piney Orchard Pkwy,CO,5496.0,2.64,1.41,2.74,Piney Orchard Pkwy-.10 Mi S Of Md175,Waugh Chapel Rd To Md 175,Urban,4.0,Minor Arterial,1.0,South,4.0,F,8.53,63.63,49.45,50.55,26960.0,26721.0,28850.0,28591.0,27842.0,28322.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B020048,-76.69936052129258,39.08595199253848,B,True,False,,False
B020095,Anne Arundel,Stevenson Rd,CO,1337.0,0.1,0.0,0.9,Stevenson Rd-.10 Mi E Of Quarterfield Rd,Quarterfield Rd To Md 997e (ahead),Urban,5.0,Major Collector,1.0,West,2.0,F,10.2,55.74,51.84,48.16,3700.0,3671.0,3920.0,3891.0,3672.0,4042.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B020095,-76.6580522430456,39.13217315800661,B,True,False,,False
S2010020008,Anne Arundel,Ramp 5 Fr Md 295 Sb To Md 175 Eb,RP,295.0,0.1,0.0,0.17,Exit 6 Ramp 5 Fr Md 295 Sb To Md 175 Eb,Exit 6  Ramp 05 Baltimore Washington Pkwy To Jessup Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,2.0,East,1.0,F,8.45,100.0,100.0,0.0,5090.0,5041.0,5450.0,5391.0,5042.0,5352.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2010020008,-76.75723105639918,39.14018103248324,S,False,True,,False
S2011020811,Anne Arundel,Russett Green E,CO,996.0,0.12,0.0,1.12,Russett Green E - .10 Mile North Of Md 198,Laurel Ft Meade Rd To Orient Fishtail Rd,Urban,6.0,Minor Collector,1.0,North,3.0,F,7.87,50.52,42.63,57.37,16400.0,16251.0,17380.0,17231.0,16252.0,17882.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2011020811,-76.80536153078259,39.09940397886099,S,True,False,,False
S2007020015,Anne Arundel,Ramp 3 Fr Md 32 Eb To Md 295 Nb,RP,295.0,0.05,0.0,0.25,Exit 4 Ramp 3 Fr Md 32 Eb To Md 295 Nb,Exit 4  Ramp 03 Savage Rd To Baltimore Washington Pkwy,Urban,2.0,Principal Arterial Other Freeways and Expressways,2.0,North,1.0,F,11.3,100.0,100.0,0.0,5700.0,5651.0,6100.0,6051.0,5652.0,5992.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2007020015,-76.7775368625423,39.11243713884213,S,False,True,,False
B0731,Anne Arundel,Davidsonville Rd,MD,424.0,8.15,7.35,8.24,Md424-.10 Mi S Of Md3,Riedel Rd To Md 3,Urban,4.0,Minor Arterial,1.0,North,3.0,F,7.72,55.49,56.93,43.07,18941.0,18772.0,20271.0,20092.0,19563.0,19903.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B0731,-76.69446381725527,39.01863779413144,B,True,False,,False
S2006020049,Anne Arundel,Ramp 6 Fr Md 198 Eb To Md 295 Sb,RP,295.0,0.03,0.0,0.05,Exit 2 Ramp 6 Fr Md 198 Eb To Md 295 Sb,Exit 2  Ramp 06 Laurel Ft Meade Rd To Ramp 7 Fr Md 198 Wb To Md 295 Sb,Urban,2.0,Principal Arterial Other Freeways and Expressways,2.0,South,1.0,F,7.08,100.0,0.0,100.0,6402.0,6343.0,6852.0,6793.0,6344.0,6734.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2006020049,-76.80342152909502,39.09664100108824,S,False,True,,False
B020051,Anne Arundel,Robert Crain Hwy,MD,3.0,0.1,0.0,0.22,Md3-.10 Mi N Of Prince Georges Co/l,Prince Georges Co/l To Md 450,Urban,3.0,Principal Arterial Other,1.0,North,6.0,C,8.13,57.81,48.97,51.03,81401.0,80672.0,87101.0,86322.0,82320.0,87260.0,,https://maps.roads.maryland.gov/itms_public/?stationid=B020051,-76.70455909968956,38.98994470235257,B,True,False,,False
B0715,Anne Arundel,Baltimore Washington Pkwy,MD,295.0,3.75,2.5,4.25,Md295-.50 Mi S Of Md32,Md 198 To Md 32,Urban,2.0,Principal Arterial Other Freeways and Expressways,1.0,North,4.0,F,6.2,57.72,50.22,49.78,104431.0,103492.0,111741.0,110742.0,103493.0,109703.0,2071.0,https://maps.roads.maryland.gov/itms_public/?stationid=B0715,-76.7843347996745,39.109457776812015,B,True,False,,False
B020065,Anne Arundel,Southern Md Blvd,MD,794.0,0.6,0.0,2.75,Md794-.10 Mi N Of Md259,Md 4 To Md 408,Urban,7.0,Local,1.0,South,2.0,F,9.47,60.23,54.83,45.17,1780.0,1761.0,1890.0,1871.0,1762.0,1942.0,73.0,https://maps.roads.maryland.gov/itms_public/?stationid=B020065,-76.66999594302595,38.79318411260286,B,True,False,,False
S2000020147,Anne Arundel,Ramp 2 Fr Ramp 7 (fr Md100 Wb) To Md 170,RP,100.0,0.05,0.0,0.09,Exit 11 Ramp 2 Fr Ramp 7 (fr Md 100 Wb) To Md 170 Nb,Exit 11 Ramp 02 Ramp 7 Fr Md 100 Wb To Md 170 Sb To Telegraph Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,2.0,North,1.0,F,13.53,100.0,100.0,0.0,4622.0,4583.0,4952.0,4903.0,4584.0,4864.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2000020147,-76.68786400355897,39.14977591248604,S,False,True,,False
S2010020050,Anne Arundel,Ramp 1 Fr Md 170 To Ramp 8 (to Md 32 Wb),RP,32.0,0.02,0.0,0.05,Exit 5 Ramp 1 Fr Md 170 To Ramp 8 (to Md 32 Wb),Exit 5  Ramp 01 Telegraph Rd To Ramp 8 Fr Md 170 Sb To Md 32 Wb,Urban,2.0,Principal Arterial Other Freeways and Expressways,2.0,West,1.0,F,10.14,100.0,0.0,100.0,1161.0,1152.0,1241.0,1232.0,1153.0,1223.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2010020050,-76.69426133339697,39.10140084257698,S,False,True,,False
S2010020054,Anne Arundel,Ramp 3 Fr Ramp 6 (fr Md32 Eb) To Md 175,RP,32.0,0.01,0.0,0.03,Exit 6 Ramp 3 Fr Ramp 6 (fr Md 32 Eb) To Md 175 Nb,Exit 6  Ramp 03 Ramp 6 Fr Md 32 Eb To Md 175 Sb To Annapolis Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,2.0,North,1.0,F,10.69,100.0,100.0,0.0,6185.0,6580.0,6625.0,7040.0,6581.0,6981.0,,https://maps.roads.maryland.gov/itms_public/?stationid=S2010020054,-76.71569876167653,39.09111618350143,S,False,True,,False
