matsim_link_id,count_link_id,direction
mdot_aadt_S2012030035_3437_rev,mdot_aadt_S2012030035_3437,rev
mdot_aadt_S2006030033_3438_fwd,mdot_aadt_S2006030033_3438,fwd
mdot_aadt_S2006030033_3438_rev,mdot_aadt_S2006030033_3438,rev
mdot_aadt_S2013240275_3439_fwd,mdot_aadt_S2013240275_3439,fwd
mdot_aadt_S2013240275_3439_rev,mdot_aadt_S2013240275_3439,rev
mdot_aadt_V2013000544_3440_fwd,mdot_aadt_V2013000544_3440,fwd
mdot_aadt_V2013000544_3440_rev,mdot_aadt_V2013000544_3440,rev
mdot_aadt_S2011230162_3441_fwd,mdot_aadt_S2011230162_3441,fwd
mdot_aadt_S2011230162_3441_rev,mdot_aadt_S2011230162_3441,rev
mdot_aadt_B2446_3442_fwd,mdot_aadt_B2446_3442,fwd
mdot_aadt_B2446_3442_rev,mdot_aadt_B2446_3442,rev
mdot_aadt_B2975_3443_fwd,mdot_aadt_B2975_3443,fwd
mdot_aadt_B2975_3443_rev,mdot_aadt_B2975_3443,rev
mdot_aadt_S2006030029_3444_fwd,mdot_aadt_S2006030029_3444,fwd
mdot_aadt_S2006030029_3444_rev,mdot_aadt_S2006030029_3444,rev
mdot_aadt_S2012150697_3445_fwd,mdot_aadt_S2012150697_3445,fwd
mdot_aadt_S2012150697_3445_rev,mdot_aadt_S2012150697_3445,rev
mdot_aadt_V2013000839_3446_fwd,mdot_aadt_V2013000839_3446,fwd
mdot_aadt_V2013000839_3446_rev,mdot_aadt_V2013000839_3446,rev
mdot_aadt_S2000130038_3447_fwd,mdot_aadt_S2000130038_3447,fwd
mdot_aadt_S2000130038_3447_rev,mdot_aadt_S2000130038_3447,rev
mdot_aadt_B150028_3448_fwd,mdot_aadt_B150028_3448,fwd
mdot_aadt_B150028_3448_rev,mdot_aadt_B150028_3448,rev
mdot_aadt_V2013000848_3449_fwd,mdot_aadt_V2013000848_3449,fwd
mdot_aadt_V2013000848_3449_rev,mdot_aadt_V2013000848_3449,rev
mdot_aadt_S2012241376_3450_fwd,mdot_aadt_S2012241376_3450,fwd
mdot_aadt_S2012241376_3450_rev,mdot_aadt_S2012241376_3450,rev
mdot_aadt_S2017150200_3451_fwd,mdot_aadt_S2017150200_3451,fwd
mdot_aadt_S2017150200_3451_rev,mdot_aadt_S2017150200_3451,rev
mdot_aadt_S2012240633_3452_fwd,mdot_aadt_S2012240633_3452,fwd
mdot_aadt_S2012240633_3452_rev,mdot_aadt_S2012240633_3452,rev
mdot_aadt_B3311_3453_fwd,mdot_aadt_B3311_3453,fwd
mdot_aadt_B3311_3453_rev,mdot_aadt_B3311_3453,rev
mdot_aadt_S2011100683_3454_fwd,mdot_aadt_S2011100683_3454,fwd
mdot_aadt_S2011100683_3454_rev,mdot_aadt_S2011100683_3454,rev
mdot_aadt_S1998120102_3455_fwd,mdot_aadt_S1998120102_3455,fwd
mdot_aadt_S1998120102_3455_rev,mdot_aadt_S1998120102_3455,rev
mdot_aadt_S2003240017_3456_fwd,mdot_aadt_S2003240017_3456,fwd
mdot_aadt_S2003240017_3456_rev,mdot_aadt_S2003240017_3456,rev
mdot_aadt_B080108_3457_fwd,mdot_aadt_B080108_3457,fwd
mdot_aadt_B080108_3457_rev,mdot_aadt_B080108_3457,rev
mdot_aadt_B030121_3458_fwd,mdot_aadt_B030121_3458,fwd
mdot_aadt_B030121_3458_rev,mdot_aadt_B030121_3458,rev
mdot_aadt_B120011_3459_fwd,mdot_aadt_B120011_3459,fwd
mdot_aadt_B120011_3459_rev,mdot_aadt_B120011_3459,rev
mdot_aadt_S2000150129_3460_fwd,mdot_aadt_S2000150129_3460,fwd
mdot_aadt_S2000150129_3460_rev,mdot_aadt_S2000150129_3460,rev
mdot_aadt_S2010240111_3461_fwd,mdot_aadt_S2010240111_3461,fwd
mdot_aadt_S2010240111_3461_rev,mdot_aadt_S2010240111_3461,rev
mdot_aadt_B150100_3462_fwd,mdot_aadt_B150100_3462,fwd
mdot_aadt_B150100_3462_rev,mdot_aadt_B150100_3462,rev
mdot_aadt_S2012150763_3463_fwd,mdot_aadt_S2012150763_3463,fwd
mdot_aadt_S2012150763_3463_rev,mdot_aadt_S2012150763_3463,rev
mdot_aadt_B220007_3464_fwd,mdot_aadt_B220007_3464,fwd
mdot_aadt_B220007_3464_rev,mdot_aadt_B220007_3464,rev
mdot_aadt_V2013000571_3465_fwd,mdot_aadt_V2013000571_3465,fwd
mdot_aadt_V2013000571_3465_rev,mdot_aadt_V2013000571_3465,rev
mdot_aadt_B2815_3466_fwd,mdot_aadt_B2815_3466,fwd
mdot_aadt_B2815_3466_rev,mdot_aadt_B2815_3466,rev
mdot_aadt_S2010160089_3467_fwd,mdot_aadt_S2010160089_3467,fwd
mdot_aadt_S2010160089_3467_rev,mdot_aadt_S2010160089_3467,rev
mdot_aadt_B210040_3468_fwd,mdot_aadt_B210040_3468,fwd
mdot_aadt_B210040_3468_rev,mdot_aadt_B210040_3468,rev
mdot_aadt_V2013000546_3469_fwd,mdot_aadt_V2013000546_3469,fwd
mdot_aadt_V2013000546_3469_rev,mdot_aadt_V2013000546_3469,rev
mdot_aadt_S2005130088_3470_fwd,mdot_aadt_S2005130088_3470,fwd
mdot_aadt_S2005130088_3470_rev,mdot_aadt_S2005130088_3470,rev
mdot_aadt_S2017100151_3471_fwd,mdot_aadt_S2017100151_3471,fwd
mdot_aadt_S2017100151_3471_rev,mdot_aadt_S2017100151_3471,rev
mdot_aadt_B3564_3472_fwd,mdot_aadt_B3564_3472,fwd
mdot_aadt_B3564_3472_rev,mdot_aadt_B3564_3472,rev
mdot_aadt_S2009030016_3473_fwd,mdot_aadt_S2009030016_3473,fwd
mdot_aadt_S2009030016_3473_rev,mdot_aadt_S2009030016_3473,rev
mdot_aadt_B130089_3474_fwd,mdot_aadt_B130089_3474,fwd
mdot_aadt_B130089_3474_rev,mdot_aadt_B130089_3474,rev
mdot_aadt_S2005150082_3475_fwd,mdot_aadt_S2005150082_3475,fwd
mdot_aadt_S2005150082_3475_rev,mdot_aadt_S2005150082_3475,rev
mdot_aadt_B220010_3476_fwd,mdot_aadt_B220010_3476,fwd
mdot_aadt_B220010_3476_rev,mdot_aadt_B220010_3476,rev
mdot_aadt_B2867_3477_fwd,mdot_aadt_B2867_3477,fwd
mdot_aadt_B2867_3477_rev,mdot_aadt_B2867_3477,rev
mdot_aadt_B1505_3478_fwd,mdot_aadt_B1505_3478,fwd
mdot_aadt_B1505_3478_rev,mdot_aadt_B1505_3478,rev
mdot_aadt_B2735_3479_fwd,mdot_aadt_B2735_3479,fwd
mdot_aadt_B2735_3479_rev,mdot_aadt_B2735_3479,rev
mdot_aadt_S2012150832_3480_fwd,mdot_aadt_S2012150832_3480,fwd
mdot_aadt_S2012150832_3480_rev,mdot_aadt_S2012150832_3480,rev
mdot_aadt_V2013000685_3481_fwd,mdot_aadt_V2013000685_3481,fwd
mdot_aadt_V2013000685_3481_rev,mdot_aadt_V2013000685_3481,rev
mdot_aadt_B200004_3482_fwd,mdot_aadt_B200004_3482,fwd
mdot_aadt_B200004_3482_rev,mdot_aadt_B200004_3482,rev
mdot_aadt_B060057_3483_fwd,mdot_aadt_B060057_3483,fwd
mdot_aadt_B060057_3483_rev,mdot_aadt_B060057_3483,rev
mdot_aadt_S2012150803_3484_fwd,mdot_aadt_S2012150803_3484,fwd
mdot_aadt_S2012150803_3484_rev,mdot_aadt_S2012150803_3484,rev
mdot_aadt_S2012151317_3485_fwd,mdot_aadt_S2012151317_3485,fwd
mdot_aadt_S2012151317_3485_rev,mdot_aadt_S2012151317_3485,rev
mdot_aadt_S2012240266_3486_fwd,mdot_aadt_S2012240266_3486,fwd
mdot_aadt_S2012240266_3486_rev,mdot_aadt_S2012240266_3486,rev
mdot_aadt_B2349_3487_fwd,mdot_aadt_B2349_3487,fwd
mdot_aadt_B2349_3487_rev,mdot_aadt_B2349_3487,rev
mdot_aadt_V2013000837_3488_fwd,mdot_aadt_V2013000837_3488,fwd
mdot_aadt_V2013000837_3488_rev,mdot_aadt_V2013000837_3488,rev
mdot_aadt_BC007_3489_fwd,mdot_aadt_BC007_3489,fwd
mdot_aadt_BC007_3489_rev,mdot_aadt_BC007_3489,rev
mdot_aadt_S2012150796_3490_fwd,mdot_aadt_S2012150796_3490,fwd
mdot_aadt_S2012150796_3490_rev,mdot_aadt_S2012150796_3490,rev
mdot_aadt_B0563_3491_fwd,mdot_aadt_B0563_3491,fwd
mdot_aadt_B0563_3491_rev,mdot_aadt_B0563_3491,rev
mdot_aadt_B4208_3492_fwd,mdot_aadt_B4208_3492,fwd
mdot_aadt_B4208_3492_rev,mdot_aadt_B4208_3492,rev
mdot_aadt_S2007220011_3493_fwd,mdot_aadt_S2007220011_3493,fwd
mdot_aadt_S2007220011_3493_rev,mdot_aadt_S2007220011_3493,rev
mdot_aadt_BC052_3494_fwd,mdot_aadt_BC052_3494,fwd
mdot_aadt_BC052_3494_rev,mdot_aadt_BC052_3494,rev
mdot_aadt_B1629_3495_fwd,mdot_aadt_B1629_3495,fwd
mdot_aadt_B1629_3495_rev,mdot_aadt_B1629_3495,rev
mdot_aadt_S2011230593_3496_fwd,mdot_aadt_S2011230593_3496,fwd
mdot_aadt_S2011230593_3496_rev,mdot_aadt_S2011230593_3496,rev
mdot_aadt_S2017150268_3497_fwd,mdot_aadt_S2017150268_3497,fwd
mdot_aadt_S2017150268_3497_rev,mdot_aadt_S2017150268_3497,rev
mdot_aadt_S2012150750_3498_fwd,mdot_aadt_S2012150750_3498,fwd
mdot_aadt_S2012150750_3498_rev,mdot_aadt_S2012150750_3498,rev
mdot_aadt_B4151_3499_fwd,mdot_aadt_B4151_3499,fwd
mdot_aadt_B4151_3499_rev,mdot_aadt_B4151_3499,rev
mdot_aadt_B3280_3500_fwd,mdot_aadt_B3280_3500,fwd
mdot_aadt_B3280_3500_rev,mdot_aadt_B3280_3500,rev
mdot_aadt_V2013000535_3501_fwd,mdot_aadt_V2013000535_3501,fwd
mdot_aadt_V2013000535_3501_rev,mdot_aadt_V2013000535_3501,rev
mdot_aadt_V2013000425_3502_fwd,mdot_aadt_V2013000425_3502,fwd
mdot_aadt_V2013000425_3502_rev,mdot_aadt_V2013000425_3502,rev
mdot_aadt_S2003240018_3503_fwd,mdot_aadt_S2003240018_3503,fwd
mdot_aadt_S2003240018_3503_rev,mdot_aadt_S2003240018_3503,rev
mdot_aadt_S2009230002_3504_fwd,mdot_aadt_S2009230002_3504,fwd
mdot_aadt_S2009230002_3504_rev,mdot_aadt_S2009230002_3504,rev
mdot_aadt_B0983_3505_fwd,mdot_aadt_B0983_3505,fwd
mdot_aadt_B0983_3505_rev,mdot_aadt_B0983_3505,rev
mdot_aadt_S2012241386_3506_fwd,mdot_aadt_S2012241386_3506,fwd
mdot_aadt_S2012241386_3506_rev,mdot_aadt_S2012241386_3506,rev
mdot_aadt_B2899_3507_fwd,mdot_aadt_B2899_3507,fwd
mdot_aadt_B2899_3507_rev,mdot_aadt_B2899_3507,rev
mdot_aadt_S2017120345_3508_fwd,mdot_aadt_S2017120345_3508,fwd
mdot_aadt_S2017120345_3508_rev,mdot_aadt_S2017120345_3508,rev
mdot_aadt_B240204_3509_fwd,mdot_aadt_B240204_3509,fwd
mdot_aadt_B240204_3509_rev,mdot_aadt_B240204_3509,rev
mdot_aadt_S2014150333_3510_fwd,mdot_aadt_S2014150333_3510,fwd
mdot_aadt_S2014150333_3510_rev,mdot_aadt_S2014150333_3510,rev
mdot_aadt_B220001_3511_fwd,mdot_aadt_B220001_3511,fwd
mdot_aadt_B220001_3511_rev,mdot_aadt_B220001_3511,rev
mdot_aadt_S2000150181_3512_fwd,mdot_aadt_S2000150181_3512,fwd
mdot_aadt_S2000150181_3512_rev,mdot_aadt_S2000150181_3512,rev
mdot_aadt_S2012150790_3513_fwd,mdot_aadt_S2012150790_3513,fwd
mdot_aadt_S2012150790_3513_rev,mdot_aadt_S2012150790_3513,rev
mdot_aadt_B3638_3514_fwd,mdot_aadt_B3638_3514,fwd
mdot_aadt_B3638_3514_rev,mdot_aadt_B3638_3514,rev
mdot_aadt_S2012161253_3515_fwd,mdot_aadt_S2012161253_3515,fwd
mdot_aadt_S2012161253_3515_rev,mdot_aadt_S2012161253_3515,rev
mdot_aadt_S1999100096_3516_fwd,mdot_aadt_S1999100096_3516,fwd
mdot_aadt_S1999100096_3516_rev,mdot_aadt_S1999100096_3516,rev
mdot_aadt_B2880_3517_fwd,mdot_aadt_B2880_3517,fwd
mdot_aadt_B2880_3517_rev,mdot_aadt_B2880_3517,rev
mdot_aadt_B240159_3518_fwd,mdot_aadt_B240159_3518,fwd
mdot_aadt_B240159_3518_rev,mdot_aadt_B240159_3518,rev
mdot_aadt_S2012150875_3519_fwd,mdot_aadt_S2012150875_3519,fwd
mdot_aadt_S2012150875_3519_rev,mdot_aadt_S2012150875_3519,rev
mdot_aadt_B2148_3520_fwd,mdot_aadt_B2148_3520,fwd
mdot_aadt_B2148_3520_rev,mdot_aadt_B2148_3520,rev
mdot_aadt_S2017040316_3521_fwd,mdot_aadt_S2017040316_3521,fwd
mdot_aadt_S2017040316_3521_rev,mdot_aadt_S2017040316_3521,rev
mdot_aadt_B2527_3522_fwd,mdot_aadt_B2527_3522,fwd
mdot_aadt_B2527_3522_rev,mdot_aadt_B2527_3522,rev
mdot_aadt_S2012150904_3523_fwd,mdot_aadt_S2012150904_3523,fwd
mdot_aadt_S2012150904_3523_rev,mdot_aadt_S2012150904_3523,rev
mdot_aadt_B2896_3524_fwd,mdot_aadt_B2896_3524,fwd
mdot_aadt_B2896_3524_rev,mdot_aadt_B2896_3524,rev
mdot_aadt_B100007_3525_fwd,mdot_aadt_B100007_3525,fwd
mdot_aadt_B100007_3525_rev,mdot_aadt_B100007_3525,rev
mdot_aadt_S2010150044_3526_fwd,mdot_aadt_S2010150044_3526,fwd
mdot_aadt_S2010150044_3526_rev,mdot_aadt_S2010150044_3526,rev
mdot_aadt_B2756_3527_fwd,mdot_aadt_B2756_3527,fwd
mdot_aadt_B2756_3527_rev,mdot_aadt_B2756_3527,rev
mdot_aadt_S2009160021_3528_fwd,mdot_aadt_S2009160021_3528,fwd
mdot_aadt_S2009160021_3528_rev,mdot_aadt_S2009160021_3528,rev
mdot_aadt_B150082_3529_fwd,mdot_aadt_B150082_3529,fwd
mdot_aadt_B150082_3529_rev,mdot_aadt_B150082_3529,rev
mdot_aadt_V2013000578_3530_fwd,mdot_aadt_V2013000578_3530,fwd
mdot_aadt_V2013000578_3530_rev,mdot_aadt_V2013000578_3530,rev
mdot_aadt_S2012150709_3531_fwd,mdot_aadt_S2012150709_3531,fwd
mdot_aadt_S2012150709_3531_rev,mdot_aadt_S2012150709_3531,rev
mdot_aadt_V2013000528_3532_fwd,mdot_aadt_V2013000528_3532,fwd
mdot_aadt_V2013000528_3532_rev,mdot_aadt_V2013000528_3532,rev
mdot_aadt_V2013000712_3533_fwd,mdot_aadt_V2013000712_3533,fwd
mdot_aadt_V2013000712_3533_rev,mdot_aadt_V2013000712_3533,rev
mdot_aadt_S2012161085_3534_fwd,mdot_aadt_S2012161085_3534,fwd
mdot_aadt_S2012161085_3534_rev,mdot_aadt_S2012161085_3534,rev
mdot_aadt_S2012161263_3535_fwd,mdot_aadt_S2012161263_3535,fwd
mdot_aadt_S2012161263_3535_rev,mdot_aadt_S2012161263_3535,rev
mdot_aadt_S2012161239_3536_fwd,mdot_aadt_S2012161239_3536,fwd
mdot_aadt_S2012161239_3536_rev,mdot_aadt_S2012161239_3536,rev
mdot_aadt_V2013000524_3537_fwd,mdot_aadt_V2013000524_3537,fwd
mdot_aadt_V2013000524_3537_rev,mdot_aadt_V2013000524_3537,rev
mdot_aadt_B220026_3538_fwd,mdot_aadt_B220026_3538,fwd
mdot_aadt_B220026_3538_rev,mdot_aadt_B220026_3538,rev
mdot_aadt_S1998210015_3539_fwd,mdot_aadt_S1998210015_3539,fwd
mdot_aadt_S1998210015_3539_rev,mdot_aadt_S1998210015_3539,rev
mdot_aadt_B030080_3540_fwd,mdot_aadt_B030080_3540,fwd
mdot_aadt_B030080_3540_rev,mdot_aadt_B030080_3540,rev
mdot_aadt_S2012161110_3541_fwd,mdot_aadt_S2012161110_3541,fwd
mdot_aadt_S2012161110_3541_rev,mdot_aadt_S2012161110_3541,rev
mdot_aadt_S2012150853_3542_fwd,mdot_aadt_S2012150853_3542,fwd
mdot_aadt_S2012150853_3542_rev,mdot_aadt_S2012150853_3542,rev
mdot_aadt_S2006150115_3543_fwd,mdot_aadt_S2006150115_3543,fwd
mdot_aadt_S2006150115_3543_rev,mdot_aadt_S2006150115_3543,rev
mdot_aadt_B010047_3544_fwd,mdot_aadt_B010047_3544,fwd
mdot_aadt_B010047_3544_rev,mdot_aadt_B010047_3544,rev
mdot_aadt_B2439_3545_fwd,mdot_aadt_B2439_3545,fwd
mdot_aadt_B2439_3545_rev,mdot_aadt_B2439_3545,rev
mdot_aadt_B150073_3546_fwd,mdot_aadt_B150073_3546,fwd
mdot_aadt_B150073_3546_rev,mdot_aadt_B150073_3546,rev
mdot_aadt_B3291_3547_fwd,mdot_aadt_B3291_3547,fwd
mdot_aadt_B3291_3547_rev,mdot_aadt_B3291_3547,rev
mdot_aadt_B120045_3548_fwd,mdot_aadt_B120045_3548,fwd
mdot_aadt_B120045_3548_rev,mdot_aadt_B120045_3548,rev
mdot_aadt_B150016_3549_fwd,mdot_aadt_B150016_3549,fwd
mdot_aadt_B150016_3549_rev,mdot_aadt_B150016_3549,rev
mdot_aadt_B2968_3550_fwd,mdot_aadt_B2968_3550,fwd
mdot_aadt_B2968_3550_rev,mdot_aadt_B2968_3550,rev
mdot_aadt_S2012150866_3551_fwd,mdot_aadt_S2012150866_3551,fwd
mdot_aadt_S2012150866_3551_rev,mdot_aadt_S2012150866_3551,rev
mdot_aadt_B2964_3552_fwd,mdot_aadt_B2964_3552,fwd
mdot_aadt_B2964_3552_rev,mdot_aadt_B2964_3552,rev
mdot_aadt_S2007100036_3553_fwd,mdot_aadt_S2007100036_3553,fwd
mdot_aadt_S2007100036_3553_rev,mdot_aadt_S2007100036_3553,rev
mdot_aadt_V2017000912_3554_fwd,mdot_aadt_V2017000912_3554,fwd
mdot_aadt_V2017000912_3554_rev,mdot_aadt_V2017000912_3554,rev
mdot_aadt_V2013000483_3555_fwd,mdot_aadt_V2013000483_3555,fwd
mdot_aadt_V2013000483_3555_rev,mdot_aadt_V2013000483_3555,rev
mdot_aadt_S2012161002_3556_fwd,mdot_aadt_S2012161002_3556,fwd
mdot_aadt_S2012161002_3556_rev,mdot_aadt_S2012161002_3556,rev
mdot_aadt_S2012240489_3557_fwd,mdot_aadt_S2012240489_3557,fwd
mdot_aadt_S2012240489_3557_rev,mdot_aadt_S2012240489_3557,rev
mdot_aadt_S2012150770_3558_fwd,mdot_aadt_S2012150770_3558,fwd
mdot_aadt_S2012150770_3558_rev,mdot_aadt_S2012150770_3558,rev
mdot_aadt_S2000210028_3559_fwd,mdot_aadt_S2000210028_3559,fwd
mdot_aadt_S2000210028_3559_rev,mdot_aadt_S2000210028_3559,rev
mdot_aadt_S2000150022_3560_fwd,mdot_aadt_S2000150022_3560,fwd
mdot_aadt_S2000150022_3560_rev,mdot_aadt_S2000150022_3560,rev
mdot_aadt_B160060_3561_fwd,mdot_aadt_B160060_3561,fwd
mdot_aadt_B160060_3561_rev,mdot_aadt_B160060_3561,rev
mdot_aadt_B2813_3562_fwd,mdot_aadt_B2813_3562,fwd
mdot_aadt_B2813_3562_rev,mdot_aadt_B2813_3562,rev
mdot_aadt_B240041_3563_fwd,mdot_aadt_B240041_3563,fwd
mdot_aadt_B240041_3563_rev,mdot_aadt_B240041_3563,rev
mdot_aadt_B150029_3564_fwd,mdot_aadt_B150029_3564,fwd
mdot_aadt_B150029_3564_rev,mdot_aadt_B150029_3564,rev
mdot_aadt_S2012150864_3565_fwd,mdot_aadt_S2012150864_3565,fwd
mdot_aadt_S2012150864_3565_rev,mdot_aadt_S2012150864_3565,rev
mdot_aadt_B130051_3566_fwd,mdot_aadt_B130051_3566,fwd
mdot_aadt_B130051_3566_rev,mdot_aadt_B130051_3566,rev
mdot_aadt_V2013000859_3567_fwd,mdot_aadt_V2013000859_3567,fwd
mdot_aadt_V2013000859_3567_rev,mdot_aadt_V2013000859_3567,rev
mdot_aadt_B220023_3568_fwd,mdot_aadt_B220023_3568,fwd
mdot_aadt_B220023_3568_rev,mdot_aadt_B220023_3568,rev
mdot_aadt_B1025_3569_fwd,mdot_aadt_B1025_3569,fwd
mdot_aadt_B1025_3569_rev,mdot_aadt_B1025_3569,rev
mdot_aadt_S1999030127_3570_fwd,mdot_aadt_S1999030127_3570,fwd
mdot_aadt_S1999030127_3570_rev,mdot_aadt_S1999030127_3570,rev
mdot_aadt_V2013000492_3571_fwd,mdot_aadt_V2013000492_3571,fwd
mdot_aadt_V2013000492_3571_rev,mdot_aadt_V2013000492_3571,rev
mdot_aadt_S2012161126_3572_fwd,mdot_aadt_S2012161126_3572,fwd
mdot_aadt_S2012161126_3572_rev,mdot_aadt_S2012161126_3572,rev
mdot_aadt_S2004160081_3573_fwd,mdot_aadt_S2004160081_3573,fwd
mdot_aadt_S2004160081_3573_rev,mdot_aadt_S2004160081_3573,rev
mdot_aadt_B030007_3574_fwd,mdot_aadt_B030007_3574,fwd
mdot_aadt_B030007_3574_rev,mdot_aadt_B030007_3574,rev
mdot_aadt_S2011130529_3575_fwd,mdot_aadt_S2011130529_3575,fwd
mdot_aadt_S2011130529_3575_rev,mdot_aadt_S2011130529_3575,rev
mdot_aadt_S2007150052_3576_fwd,mdot_aadt_S2007150052_3576,fwd
mdot_aadt_S2007150052_3576_rev,mdot_aadt_S2007150052_3576,rev
mdot_aadt_B2616_3577_fwd,mdot_aadt_B2616_3577,fwd
mdot_aadt_B2616_3577_rev,mdot_aadt_B2616_3577,rev
mdot_aadt_B1450_3578_fwd,mdot_aadt_B1450_3578,fwd
mdot_aadt_B1450_3578_rev,mdot_aadt_B1450_3578,rev
mdot_aadt_B0965_3579_fwd,mdot_aadt_B0965_3579,fwd
mdot_aadt_B0965_3579_rev,mdot_aadt_B0965_3579,rev
mdot_aadt_S2010210032_3580_fwd,mdot_aadt_S2010210032_3580,fwd
mdot_aadt_S2010210032_3580_rev,mdot_aadt_S2010210032_3580,rev
mdot_aadt_B240004_3581_fwd,mdot_aadt_B240004_3581,fwd
mdot_aadt_B240004_3581_rev,mdot_aadt_B240004_3581,rev
mdot_aadt_B2565_3582_fwd,mdot_aadt_B2565_3582,fwd
mdot_aadt_B2565_3582_rev,mdot_aadt_B2565_3582,rev
mdot_aadt_S2006030062_3583_fwd,mdot_aadt_S2006030062_3583,fwd
mdot_aadt_S2006030062_3583_rev,mdot_aadt_S2006030062_3583,rev
mdot_aadt_S2010240105_3584_fwd,mdot_aadt_S2010240105_3584,fwd
mdot_aadt_S2010240105_3584_rev,mdot_aadt_S2010240105_3584,rev
mdot_aadt_B3815_3585_fwd,mdot_aadt_B3815_3585,fwd
mdot_aadt_B3815_3585_rev,mdot_aadt_B3815_3585,rev
mdot_aadt_B220011_3586_fwd,mdot_aadt_B220011_3586,fwd
mdot_aadt_B220011_3586_rev,mdot_aadt_B220011_3586,rev
mdot_aadt_B2897_3587_fwd,mdot_aadt_B2897_3587,fwd
mdot_aadt_B2897_3587_rev,mdot_aadt_B2897_3587,rev
mdot_aadt_V2013000165_3588_fwd,mdot_aadt_V2013000165_3588,fwd
mdot_aadt_V2013000165_3588_rev,mdot_aadt_V2013000165_3588,rev
mdot_aadt_B240187_3589_fwd,mdot_aadt_B240187_3589,fwd
mdot_aadt_B240187_3589_rev,mdot_aadt_B240187_3589,rev
mdot_aadt_B150090_3590_fwd,mdot_aadt_B150090_3590,fwd
mdot_aadt_B150090_3590_rev,mdot_aadt_B150090_3590,rev
mdot_aadt_P0061_3591_fwd,mdot_aadt_P0061_3591,fwd
mdot_aadt_P0061_3591_rev,mdot_aadt_P0061_3591,rev
mdot_aadt_V2013000580_3592_fwd,mdot_aadt_V2013000580_3592,fwd
mdot_aadt_V2013000580_3592_rev,mdot_aadt_V2013000580_3592,rev
mdot_aadt_V2013000477_3593_fwd,mdot_aadt_V2013000477_3593,fwd
mdot_aadt_V2013000477_3593_rev,mdot_aadt_V2013000477_3593,rev
mdot_aadt_V2013000563_3594_fwd,mdot_aadt_V2013000563_3594,fwd
mdot_aadt_V2013000563_3594_rev,mdot_aadt_V2013000563_3594,rev
mdot_aadt_B3521_3595_fwd,mdot_aadt_B3521_3595,fwd
mdot_aadt_B3521_3595_rev,mdot_aadt_B3521_3595,rev
mdot_aadt_S2012161260_3596_fwd,mdot_aadt_S2012161260_3596,fwd
mdot_aadt_S2012161260_3596_rev,mdot_aadt_S2012161260_3596,rev
mdot_aadt_S2012161039_3597_fwd,mdot_aadt_S2012161039_3597,fwd
mdot_aadt_S2012161039_3597_rev,mdot_aadt_S2012161039_3597,rev
mdot_aadt_S2010150033_3598_fwd,mdot_aadt_S2010150033_3598,fwd
mdot_aadt_S2010150033_3598_rev,mdot_aadt_S2010150033_3598,rev
mdot_aadt_S2005130023_3599_fwd,mdot_aadt_S2005130023_3599,fwd
mdot_aadt_S2005130023_3599_rev,mdot_aadt_S2005130023_3599,rev
mdot_aadt_B210024_3600_fwd,mdot_aadt_B210024_3600,fwd
mdot_aadt_B210024_3600_rev,mdot_aadt_B210024_3600,rev
mdot_aadt_B210012_3601_fwd,mdot_aadt_B210012_3601,fwd
mdot_aadt_B210012_3601_rev,mdot_aadt_B210012_3601,rev
mdot_aadt_B2751_3602_fwd,mdot_aadt_B2751_3602,fwd
mdot_aadt_B2751_3602_rev,mdot_aadt_B2751_3602,rev
mdot_aadt_V2013000606_3603_fwd,mdot_aadt_V2013000606_3603,fwd
mdot_aadt_V2013000606_3603_rev,mdot_aadt_V2013000606_3603,rev
mdot_aadt_B160055_3604_fwd,mdot_aadt_B160055_3604,fwd
mdot_aadt_B160055_3604_rev,mdot_aadt_B160055_3604,rev
mdot_aadt_S2012161078_3605_fwd,mdot_aadt_S2012161078_3605,fwd
mdot_aadt_S2012161078_3605_rev,mdot_aadt_S2012161078_3605,rev
mdot_aadt_B2778_3606_fwd,mdot_aadt_B2778_3606,fwd
mdot_aadt_B2778_3606_rev,mdot_aadt_B2778_3606,rev
mdot_aadt_B2780_3607_fwd,mdot_aadt_B2780_3607,fwd
mdot_aadt_B2780_3607_rev,mdot_aadt_B2780_3607,rev
mdot_aadt_S2012031547_3608_fwd,mdot_aadt_S2012031547_3608,fwd
mdot_aadt_S2012031547_3608_rev,mdot_aadt_S2012031547_3608,rev
mdot_aadt_B3288_3609_fwd,mdot_aadt_B3288_3609,fwd
mdot_aadt_B3288_3609_rev,mdot_aadt_B3288_3609,rev
mdot_aadt_S2011220137_3610_fwd,mdot_aadt_S2011220137_3610,fwd
mdot_aadt_S2011220137_3610_rev,mdot_aadt_S2011220137_3610,rev
mdot_aadt_S2014090528_3611_fwd,mdot_aadt_S2014090528_3611,fwd
mdot_aadt_S2014090528_3611_rev,mdot_aadt_S2014090528_3611,rev
mdot_aadt_B1188_3612_fwd,mdot_aadt_B1188_3612,fwd
mdot_aadt_B1188_3612_rev,mdot_aadt_B1188_3612,rev
mdot_aadt_S2010020092_3613_fwd,mdot_aadt_S2010020092_3613,fwd
mdot_aadt_S2010020092_3613_rev,mdot_aadt_S2010020092_3613,rev
mdot_aadt_V2013000422_3614_fwd,mdot_aadt_V2013000422_3614,fwd
mdot_aadt_V2013000422_3614_rev,mdot_aadt_V2013000422_3614,rev
mdot_aadt_B040009_3615_fwd,mdot_aadt_B040009_3615,fwd
