matsim_link_id,count_link_id,direction
mdot_aadt_S2017030293_4639_fwd,mdot_aadt_S2017030293_4639,fwd
mdot_aadt_S2017030293_4639_rev,mdot_aadt_S2017030293_4639,rev
mdot_aadt_S2012240464_4640_fwd,mdot_aadt_S2012240464_4640,fwd
mdot_aadt_S2012240464_4640_rev,mdot_aadt_S2012240464_4640,rev
mdot_aadt_S2011220153_4641_fwd,mdot_aadt_S2011220153_4641,fwd
mdot_aadt_S2011220153_4641_rev,mdot_aadt_S2011220153_4641,rev
mdot_aadt_B2935_4642_fwd,mdot_aadt_B2935_4642,fwd
mdot_aadt_B2935_4642_rev,mdot_aadt_B2935_4642,rev
mdot_aadt_S2012161205_4643_fwd,mdot_aadt_S2012161205_4643,fwd
mdot_aadt_S2012161205_4643_rev,mdot_aadt_S2012161205_4643,rev
mdot_aadt_S2012241367_4644_fwd,mdot_aadt_S2012241367_4644,fwd
mdot_aadt_S2012241367_4644_rev,mdot_aadt_S2012241367_4644,rev
mdot_aadt_S1998030122_4645_fwd,mdot_aadt_S1998030122_4645,fwd
mdot_aadt_S1998030122_4645_rev,mdot_aadt_S1998030122_4645,rev
mdot_aadt_S2011020839_4646_fwd,mdot_aadt_S2011020839_4646,fwd
mdot_aadt_S2011020839_4646_rev,mdot_aadt_S2011020839_4646,rev
mdot_aadt_S2003210012_4647_fwd,mdot_aadt_S2003210012_4647,fwd
mdot_aadt_S2003210012_4647_rev,mdot_aadt_S2003210012_4647,rev
mdot_aadt_B160080_4648_fwd,mdot_aadt_B160080_4648,fwd
mdot_aadt_B160080_4648_rev,mdot_aadt_B160080_4648,rev
mdot_aadt_B240111_4649_fwd,mdot_aadt_B240111_4649,fwd
mdot_aadt_B240111_4649_rev,mdot_aadt_B240111_4649,rev
mdot_aadt_S2011020842_4650_fwd,mdot_aadt_S2011020842_4650,fwd
mdot_aadt_S2011020842_4650_rev,mdot_aadt_S2011020842_4650,rev
mdot_aadt_S1999030171_4651_fwd,mdot_aadt_S1999030171_4651,fwd
mdot_aadt_S1999030171_4651_rev,mdot_aadt_S1999030171_4651,rev
mdot_aadt_B100019_4652_fwd,mdot_aadt_B100019_4652,fwd
mdot_aadt_B100019_4652_rev,mdot_aadt_B100019_4652,rev
mdot_aadt_B1037_4653_fwd,mdot_aadt_B1037_4653,fwd
mdot_aadt_B1037_4653_rev,mdot_aadt_B1037_4653,rev
mdot_aadt_S2011030942_4654_fwd,mdot_aadt_S2011030942_4654,fwd
mdot_aadt_S2011030942_4654_rev,mdot_aadt_S2011030942_4654,rev
mdot_aadt_B010049_4655_fwd,mdot_aadt_B010049_4655,fwd
mdot_aadt_B010049_4655_rev,mdot_aadt_B010049_4655,rev
mdot_aadt_S2012241375_4656_fwd,mdot_aadt_S2012241375_4656,fwd
mdot_aadt_S2012241375_4656_rev,mdot_aadt_S2012241375_4656,rev
mdot_aadt_S2010020090_4657_fwd,mdot_aadt_S2010020090_4657,fwd
mdot_aadt_S2010020090_4657_rev,mdot_aadt_S2010020090_4657,rev
mdot_aadt_S2012151274_4658_fwd,mdot_aadt_S2012151274_4658,fwd
mdot_aadt_S2012151274_4658_rev,mdot_aadt_S2012151274_4658,rev
mdot_aadt_B210030_4659_fwd,mdot_aadt_B210030_4659,fwd
mdot_aadt_B210030_4659_rev,mdot_aadt_B210030_4659,rev
mdot_aadt_B0574_4660_fwd,mdot_aadt_B0574_4660,fwd
mdot_aadt_B0574_4660_rev,mdot_aadt_B0574_4660,rev
mdot_aadt_B3161_4661_fwd,mdot_aadt_B3161_4661,fwd
mdot_aadt_B3161_4661_rev,mdot_aadt_B3161_4661,rev
mdot_aadt_B160016_4662_fwd,mdot_aadt_B160016_4662,fwd
mdot_aadt_B160016_4662_rev,mdot_aadt_B160016_4662,rev
mdot_aadt_B1193_4663_fwd,mdot_aadt_B1193_4663,fwd
mdot_aadt_B1193_4663_rev,mdot_aadt_B1193_4663,rev
mdot_aadt_S1998240012_4664_fwd,mdot_aadt_S1998240012_4664,fwd
mdot_aadt_S1998240012_4664_rev,mdot_aadt_S1998240012_4664,rev
mdot_aadt_B3349_4665_fwd,mdot_aadt_B3349_4665,fwd
mdot_aadt_B3349_4665_rev,mdot_aadt_B3349_4665,rev
mdot_aadt_B120019_4666_fwd,mdot_aadt_B120019_4666,fwd
mdot_aadt_B120019_4666_rev,mdot_aadt_B120019_4666,rev
mdot_aadt_S2012120615_4667_fwd,mdot_aadt_S2012120615_4667,fwd
mdot_aadt_S2012120615_4667_rev,mdot_aadt_S2012120615_4667,rev
mdot_aadt_S2000100023_4668_fwd,mdot_aadt_S2000100023_4668,fwd
mdot_aadt_S2000100023_4668_rev,mdot_aadt_S2000100023_4668,rev
mdot_aadt_B3811_4669_fwd,mdot_aadt_B3811_4669,fwd
mdot_aadt_B3811_4669_rev,mdot_aadt_B3811_4669,rev
mdot_aadt_S2006030041_4670_fwd,mdot_aadt_S2006030041_4670,fwd
mdot_aadt_S2006030041_4670_rev,mdot_aadt_S2006030041_4670,rev
mdot_aadt_S2002030080_4671_fwd,mdot_aadt_S2002030080_4671,fwd
mdot_aadt_S2002030080_4671_rev,mdot_aadt_S2002030080_4671,rev
mdot_aadt_S2010240091_4672_fwd,mdot_aadt_S2010240091_4672,fwd
mdot_aadt_S2010240091_4672_rev,mdot_aadt_S2010240091_4672,rev
mdot_aadt_V2013000867_4673_fwd,mdot_aadt_V2013000867_4673,fwd
mdot_aadt_V2013000867_4673_rev,mdot_aadt_V2013000867_4673,rev
mdot_aadt_S2013240312_4674_fwd,mdot_aadt_S2013240312_4674,fwd
mdot_aadt_S2013240312_4674_rev,mdot_aadt_S2013240312_4674,rev
mdot_aadt_B0824_4675_fwd,mdot_aadt_B0824_4675,fwd
mdot_aadt_B0824_4675_rev,mdot_aadt_B0824_4675,rev
mdot_aadt_B160069_4676_fwd,mdot_aadt_B160069_4676,fwd
mdot_aadt_B160069_4676_rev,mdot_aadt_B160069_4676,rev
mdot_aadt_S2012031544_4677_fwd,mdot_aadt_S2012031544_4677,fwd
mdot_aadt_S2012031544_4677_rev,mdot_aadt_S2012031544_4677,rev
mdot_aadt_S2009150011_4678_fwd,mdot_aadt_S2009150011_4678,fwd
mdot_aadt_S2009150011_4678_rev,mdot_aadt_S2009150011_4678,rev
mdot_aadt_S2011070560_4679_fwd,mdot_aadt_S2011070560_4679,fwd
mdot_aadt_S2011070560_4679_rev,mdot_aadt_S2011070560_4679,rev
mdot_aadt_B2805_4680_fwd,mdot_aadt_B2805_4680,fwd
mdot_aadt_B2805_4680_rev,mdot_aadt_B2805_4680,rev
mdot_aadt_S2017130246_4681_fwd,mdot_aadt_S2017130246_4681,fwd
mdot_aadt_S2017130246_4681_rev,mdot_aadt_S2017130246_4681,rev
mdot_aadt_S2010160106_4682_fwd,mdot_aadt_S2010160106_4682,fwd
mdot_aadt_S2010160106_4682_rev,mdot_aadt_S2010160106_4682,rev
mdot_aadt_S2009160009_4683_fwd,mdot_aadt_S2009160009_4683,fwd
mdot_aadt_S2009160009_4683_rev,mdot_aadt_S2009160009_4683,rev
mdot_aadt_S2011020908_4684_fwd,mdot_aadt_S2011020908_4684,fwd
mdot_aadt_S2011020908_4684_rev,mdot_aadt_S2011020908_4684,rev
mdot_aadt_V2013000804_4685_fwd,mdot_aadt_V2013000804_4685,fwd
mdot_aadt_V2013000804_4685_rev,mdot_aadt_V2013000804_4685,rev
mdot_aadt_B230004_4686_fwd,mdot_aadt_B230004_4686,fwd
mdot_aadt_B230004_4686_rev,mdot_aadt_B230004_4686,rev
mdot_aadt_S2006240023_4687_fwd,mdot_aadt_S2006240023_4687,fwd
mdot_aadt_S2006240023_4687_rev,mdot_aadt_S2006240023_4687,rev
mdot_aadt_S2010240118_4688_fwd,mdot_aadt_S2010240118_4688,fwd
mdot_aadt_S2010240118_4688_rev,mdot_aadt_S2010240118_4688,rev
mdot_aadt_B160124_4689_fwd,mdot_aadt_B160124_4689,fwd
mdot_aadt_B160124_4689_rev,mdot_aadt_B160124_4689,rev
mdot_aadt_S2006240025_4690_fwd,mdot_aadt_S2006240025_4690,fwd
mdot_aadt_S2006240025_4690_rev,mdot_aadt_S2006240025_4690,rev
mdot_aadt_S2005240091_4691_fwd,mdot_aadt_S2005240091_4691,fwd
mdot_aadt_S2005240091_4691_rev,mdot_aadt_S2005240091_4691,rev
mdot_aadt_B020040_4692_fwd,mdot_aadt_B020040_4692,fwd
mdot_aadt_B020040_4692_rev,mdot_aadt_B020040_4692,rev
mdot_aadt_S2012030142_4693_fwd,mdot_aadt_S2012030142_4693,fwd
mdot_aadt_S2012030142_4693_rev,mdot_aadt_S2012030142_4693,rev
mdot_aadt_B230024_4694_fwd,mdot_aadt_B230024_4694,fwd
mdot_aadt_B230024_4694_rev,mdot_aadt_B230024_4694,rev
mdot_aadt_S2007160071_4695_fwd,mdot_aadt_S2007160071_4695,fwd
mdot_aadt_S2007160071_4695_rev,mdot_aadt_S2007160071_4695,rev
mdot_aadt_V2013000718_4696_fwd,mdot_aadt_V2013000718_4696,fwd
mdot_aadt_V2013000718_4696_rev,mdot_aadt_V2013000718_4696,rev
mdot_aadt_B0807_4697_fwd,mdot_aadt_B0807_4697,fwd
mdot_aadt_B0807_4697_rev,mdot_aadt_B0807_4697,rev
mdot_aadt_V2013000878_4698_fwd,mdot_aadt_V2013000878_4698,fwd
mdot_aadt_V2013000878_4698_rev,mdot_aadt_V2013000878_4698,rev
mdot_aadt_S1997160138_4699_fwd,mdot_aadt_S1997160138_4699,fwd
mdot_aadt_S1997160138_4699_rev,mdot_aadt_S1997160138_4699,rev
mdot_aadt_B2982_4700_fwd,mdot_aadt_B2982_4700,fwd
mdot_aadt_B2982_4700_rev,mdot_aadt_B2982_4700,rev
mdot_aadt_B4247_4701_fwd,mdot_aadt_B4247_4701,fwd
mdot_aadt_B4247_4701_rev,mdot_aadt_B4247_4701,rev
mdot_aadt_S2011030999_4702_fwd,mdot_aadt_S2011030999_4702,fwd
mdot_aadt_S2011030999_4702_rev,mdot_aadt_S2011030999_4702,rev
mdot_aadt_B3720_4703_fwd,mdot_aadt_B3720_4703,fwd
mdot_aadt_B3720_4703_rev,mdot_aadt_B3720_4703,rev
mdot_aadt_S2000210046_4704_fwd,mdot_aadt_S2000210046_4704,fwd
mdot_aadt_S2000210046_4704_rev,mdot_aadt_S2000210046_4704,rev
mdot_aadt_S2012150916_4705_fwd,mdot_aadt_S2012150916_4705,fwd
mdot_aadt_S2012150916_4705_rev,mdot_aadt_S2012150916_4705,rev
mdot_aadt_S2012211488_4706_fwd,mdot_aadt_S2012211488_4706,fwd
mdot_aadt_S2012211488_4706_rev,mdot_aadt_S2012211488_4706,rev
mdot_aadt_B060054_4707_fwd,mdot_aadt_B060054_4707,fwd
mdot_aadt_B060054_4707_rev,mdot_aadt_B060054_4707,rev
mdot_aadt_T0006_4708_fwd,mdot_aadt_T0006_4708,fwd
mdot_aadt_T0006_4708_rev,mdot_aadt_T0006_4708,rev
mdot_aadt_S2000160195_4709_fwd,mdot_aadt_S2000160195_4709,fwd
mdot_aadt_S2000160195_4709_rev,mdot_aadt_S2000160195_4709,rev
mdot_aadt_S2012151280_4710_fwd,mdot_aadt_S2012151280_4710,fwd
mdot_aadt_S2012151280_4710_rev,mdot_aadt_S2012151280_4710,rev
mdot_aadt_S2009240057_4711_fwd,mdot_aadt_S2009240057_4711,fwd
mdot_aadt_S2009240057_4711_rev,mdot_aadt_S2009240057_4711,rev
mdot_aadt_B1035_4712_fwd,mdot_aadt_B1035_4712,fwd
mdot_aadt_B1035_4712_rev,mdot_aadt_B1035_4712,rev
mdot_aadt_B170024_4713_fwd,mdot_aadt_B170024_4713,fwd
mdot_aadt_B170024_4713_rev,mdot_aadt_B170024_4713,rev
mdot_aadt_S2012021525_4714_fwd,mdot_aadt_S2012021525_4714,fwd
mdot_aadt_S2012021525_4714_rev,mdot_aadt_S2012021525_4714,rev
mdot_aadt_S2010020062_4715_fwd,mdot_aadt_S2010020062_4715,fwd
mdot_aadt_S2010020062_4715_rev,mdot_aadt_S2010020062_4715,rev
mdot_aadt_S1998030082_4716_fwd,mdot_aadt_S1998030082_4716,fwd
mdot_aadt_S1998030082_4716_rev,mdot_aadt_S1998030082_4716,rev
mdot_aadt_S2012241356_4717_fwd,mdot_aadt_S2012241356_4717,fwd
mdot_aadt_S2012241356_4717_rev,mdot_aadt_S2012241356_4717,rev
mdot_aadt_B030084_4718_fwd,mdot_aadt_B030084_4718,fwd
mdot_aadt_B030084_4718_rev,mdot_aadt_B030084_4718,rev
mdot_aadt_S2012150899_4719_fwd,mdot_aadt_S2012150899_4719,fwd
mdot_aadt_S2012150899_4719_rev,mdot_aadt_S2012150899_4719,rev
mdot_aadt_S2014040319_4720_fwd,mdot_aadt_S2014040319_4720,fwd
mdot_aadt_S2014040319_4720_rev,mdot_aadt_S2014040319_4720,rev
mdot_aadt_B190016_4721_fwd,mdot_aadt_B190016_4721,fwd
mdot_aadt_B190016_4721_rev,mdot_aadt_B190016_4721,rev
mdot_aadt_B080088_4722_fwd,mdot_aadt_B080088_4722,fwd
mdot_aadt_B080088_4722_rev,mdot_aadt_B080088_4722,rev
mdot_aadt_S2012021517_4723_fwd,mdot_aadt_S2012021517_4723,fwd
mdot_aadt_S2012021517_4723_rev,mdot_aadt_S2012021517_4723,rev
mdot_aadt_B2785_4724_fwd,mdot_aadt_B2785_4724,fwd
mdot_aadt_B2785_4724_rev,mdot_aadt_B2785_4724,rev
mdot_aadt_V2013000868_4725_fwd,mdot_aadt_V2013000868_4725,fwd
mdot_aadt_V2013000868_4725_rev,mdot_aadt_V2013000868_4725,rev
mdot_aadt_B240132_4726_fwd,mdot_aadt_B240132_4726,fwd
mdot_aadt_B240132_4726_rev,mdot_aadt_B240132_4726,rev
mdot_aadt_S2004020142_4727_fwd,mdot_aadt_S2004020142_4727,fwd
mdot_aadt_S2004020142_4727_rev,mdot_aadt_S2004020142_4727,rev
mdot_aadt_V2013000696_4728_fwd,mdot_aadt_V2013000696_4728,fwd
mdot_aadt_V2013000696_4728_rev,mdot_aadt_V2013000696_4728,rev
mdot_aadt_S2007070003_4729_fwd,mdot_aadt_S2007070003_4729,fwd
mdot_aadt_S2007070003_4729_rev,mdot_aadt_S2007070003_4729,rev
mdot_aadt_B240077_4730_fwd,mdot_aadt_B240077_4730,fwd
mdot_aadt_B240077_4730_rev,mdot_aadt_B240077_4730,rev
mdot_aadt_B3816_4731_fwd,mdot_aadt_B3816_4731,fwd
mdot_aadt_B3816_4731_rev,mdot_aadt_B3816_4731,rev
mdot_aadt_S2012151293_4732_fwd,mdot_aadt_S2012151293_4732,fwd
mdot_aadt_S2012151293_4732_rev,mdot_aadt_S2012151293_4732,rev
mdot_aadt_B2978_4733_fwd,mdot_aadt_B2978_4733,fwd
mdot_aadt_B2978_4733_rev,mdot_aadt_B2978_4733,rev
mdot_aadt_B1833_4734_fwd,mdot_aadt_B1833_4734,fwd
mdot_aadt_B1833_4734_rev,mdot_aadt_B1833_4734,rev
mdot_aadt_S2012240308_4735_fwd,mdot_aadt_S2012240308_4735,fwd
mdot_aadt_S2012240308_4735_rev,mdot_aadt_S2012240308_4735,rev
mdot_aadt_V2013000719_4736_fwd,mdot_aadt_V2013000719_4736,fwd
mdot_aadt_V2013000719_4736_rev,mdot_aadt_V2013000719_4736,rev
mdot_aadt_B150093_4737_fwd,mdot_aadt_B150093_4737,fwd
mdot_aadt_B150093_4737_rev,mdot_aadt_B150093_4737,rev
mdot_aadt_B3273_4738_fwd,mdot_aadt_B3273_4738,fwd
mdot_aadt_B3273_4738_rev,mdot_aadt_B3273_4738,rev
mdot_aadt_S1999160202_4739_fwd,mdot_aadt_S1999160202_4739,fwd
mdot_aadt_S1999160202_4739_rev,mdot_aadt_S1999160202_4739,rev
mdot_aadt_B240165_4740_fwd,mdot_aadt_B240165_4740,fwd
mdot_aadt_B240165_4740_rev,mdot_aadt_B240165_4740,rev
mdot_aadt_S2010240112_4741_fwd,mdot_aadt_S2010240112_4741,fwd
mdot_aadt_S2010240112_4741_rev,mdot_aadt_S2010240112_4741,rev
mdot_aadt_S2008020030_4742_fwd,mdot_aadt_S2008020030_4742,fwd
mdot_aadt_S2008020030_4742_rev,mdot_aadt_S2008020030_4742,rev
mdot_aadt_S2011020867_4743_fwd,mdot_aadt_S2011020867_4743,fwd
mdot_aadt_S2011020867_4743_rev,mdot_aadt_S2011020867_4743,rev
mdot_aadt_S2015020234_4744_fwd,mdot_aadt_S2015020234_4744,fwd
mdot_aadt_S2015020234_4744_rev,mdot_aadt_S2015020234_4744,rev
mdot_aadt_S2012161010_4745_fwd,mdot_aadt_S2012161010_4745,fwd
mdot_aadt_S2012161010_4745_rev,mdot_aadt_S2012161010_4745,rev
mdot_aadt_S2012161166_4746_fwd,mdot_aadt_S2012161166_4746,fwd
mdot_aadt_S2012161166_4746_rev,mdot_aadt_S2012161166_4746,rev
mdot_aadt_S2011031010_4747_fwd,mdot_aadt_S2011031010_4747,fwd
mdot_aadt_S2011031010_4747_rev,mdot_aadt_S2011031010_4747,rev
mdot_aadt_B220011_4748_fwd,mdot_aadt_B220011_4748,fwd
mdot_aadt_B220011_4748_rev,mdot_aadt_B220011_4748,rev
mdot_aadt_B240152_4749_fwd,mdot_aadt_B240152_4749,fwd
mdot_aadt_B240152_4749_rev,mdot_aadt_B240152_4749,rev
mdot_aadt_S2011020829_4750_fwd,mdot_aadt_S2011020829_4750,fwd
mdot_aadt_S2011020829_4750_rev,mdot_aadt_S2011020829_4750,rev
mdot_aadt_B010028_4751_fwd,mdot_aadt_B010028_4751,fwd
mdot_aadt_B010028_4751_rev,mdot_aadt_B010028_4751,rev
mdot_aadt_B3988_4752_fwd,mdot_aadt_B3988_4752,fwd
mdot_aadt_B3988_4752_rev,mdot_aadt_B3988_4752,rev
mdot_aadt_S2012011470_4753_fwd,mdot_aadt_S2012011470_4753,fwd
mdot_aadt_S2012011470_4753_rev,mdot_aadt_S2012011470_4753,rev
mdot_aadt_B2987_4754_fwd,mdot_aadt_B2987_4754,fwd
mdot_aadt_B2987_4754_rev,mdot_aadt_B2987_4754,rev
mdot_aadt_S2013240311_4755_fwd,mdot_aadt_S2013240311_4755,fwd
mdot_aadt_S2013240311_4755_rev,mdot_aadt_S2013240311_4755,rev
mdot_aadt_S2000020118_4756_fwd,mdot_aadt_S2000020118_4756,fwd
mdot_aadt_S2000020118_4756_rev,mdot_aadt_S2000020118_4756,rev
mdot_aadt_B130073_4757_fwd,mdot_aadt_B130073_4757,fwd
mdot_aadt_B130073_4757_rev,mdot_aadt_B130073_4757,rev
mdot_aadt_B3849_4758_fwd,mdot_aadt_B3849_4758,fwd
mdot_aadt_B3849_4758_rev,mdot_aadt_B3849_4758,rev
mdot_aadt_B3512_4759_fwd,mdot_aadt_B3512_4759,fwd
mdot_aadt_B3512_4759_rev,mdot_aadt_B3512_4759,rev
mdot_aadt_S2011010344_4760_fwd,mdot_aadt_S2011010344_4760,fwd
mdot_aadt_S2011010344_4760_rev,mdot_aadt_S2011010344_4760,rev
mdot_aadt_B030023_4761_fwd,mdot_aadt_B030023_4761,fwd
mdot_aadt_B030023_4761_rev,mdot_aadt_B030023_4761,rev
mdot_aadt_S2010160139_4762_fwd,mdot_aadt_S2010160139_4762,fwd
mdot_aadt_S2010160139_4762_rev,mdot_aadt_S2010160139_4762,rev
mdot_aadt_B1310_4763_fwd,mdot_aadt_B1310_4763,fwd
mdot_aadt_B1310_4763_rev,mdot_aadt_B1310_4763,rev
mdot_aadt_S2010020168_4764_fwd,mdot_aadt_S2010020168_4764,fwd
mdot_aadt_S2010020168_4764_rev,mdot_aadt_S2010020168_4764,rev
mdot_aadt_S2010210070_4765_fwd,mdot_aadt_S2010210070_4765,fwd
mdot_aadt_S2010210070_4765_rev,mdot_aadt_S2010210070_4765,rev
mdot_aadt_S2010210064_4766_fwd,mdot_aadt_S2010210064_4766,fwd
mdot_aadt_S2010210064_4766_rev,mdot_aadt_S2010210064_4766,rev
mdot_aadt_B240216_4767_fwd,mdot_aadt_B240216_4767,fwd
mdot_aadt_B240216_4767_rev,mdot_aadt_B240216_4767,rev
mdot_aadt_B240109_4768_fwd,mdot_aadt_B240109_4768,fwd
mdot_aadt_B240109_4768_rev,mdot_aadt_B240109_4768,rev
mdot_aadt_B3938_4769_fwd,mdot_aadt_B3938_4769,fwd
mdot_aadt_B3938_4769_rev,mdot_aadt_B3938_4769,rev
mdot_aadt_S2012150776_4770_fwd,mdot_aadt_S2012150776_4770,fwd
mdot_aadt_S2012150776_4770_rev,mdot_aadt_S2012150776_4770,rev
mdot_aadt_S2007100006_4771_fwd,mdot_aadt_S2007100006_4771,fwd
mdot_aadt_S2007100006_4771_rev,mdot_aadt_S2007100006_4771,rev
mdot_aadt_B160072_4772_fwd,mdot_aadt_B160072_4772,fwd
mdot_aadt_B160072_4772_rev,mdot_aadt_B160072_4772,rev
mdot_aadt_S2012240259_4773_fwd,mdot_aadt_S2012240259_4773,fwd
mdot_aadt_S2012240259_4773_rev,mdot_aadt_S2012240259_4773,rev
mdot_aadt_S2012030133_4774_fwd,mdot_aadt_S2012030133_4774,fwd
mdot_aadt_S2012030133_4774_rev,mdot_aadt_S2012030133_4774,rev
mdot_aadt_B1174_4775_fwd,mdot_aadt_B1174_4775,fwd
mdot_aadt_B1174_4775_rev,mdot_aadt_B1174_4775,rev
mdot_aadt_S1999160214_4776_fwd,mdot_aadt_S1999160214_4776,fwd
mdot_aadt_S1999160214_4776_rev,mdot_aadt_S1999160214_4776,rev
mdot_aadt_B0536_4777_fwd,mdot_aadt_B0536_4777,fwd
mdot_aadt_B0536_4777_rev,mdot_aadt_B0536_4777,rev
mdot_aadt_B220054_4778_fwd,mdot_aadt_B220054_4778,fwd
mdot_aadt_B220054_4778_rev,mdot_aadt_B220054_4778,rev
mdot_aadt_V2013000864_4779_fwd,mdot_aadt_V2013000864_4779,fwd
mdot_aadt_V2013000864_4779_rev,mdot_aadt_V2013000864_4779,rev
mdot_aadt_S2012030052_4780_fwd,mdot_aadt_S2012030052_4780,fwd
mdot_aadt_S2012030052_4780_rev,mdot_aadt_S2012030052_4780,rev
mdot_aadt_S2006020035_4781_fwd,mdot_aadt_S2006020035_4781,fwd
mdot_aadt_S2006020035_4781_rev,mdot_aadt_S2006020035_4781,rev
mdot_aadt_B230007_4782_fwd,mdot_aadt_B230007_4782,fwd
mdot_aadt_B230007_4782_rev,mdot_aadt_B230007_4782,rev
mdot_aadt_S2011020812_4783_fwd,mdot_aadt_S2011020812_4783,fwd
mdot_aadt_S2011020812_4783_rev,mdot_aadt_S2011020812_4783,rev
mdot_aadt_B230008_4784_fwd,mdot_aadt_B230008_4784,fwd
mdot_aadt_B230008_4784_rev,mdot_aadt_B230008_4784,rev
mdot_aadt_S2012030135_4785_fwd,mdot_aadt_S2012030135_4785,fwd
mdot_aadt_S2012030135_4785_rev,mdot_aadt_S2012030135_4785,rev
mdot_aadt_B130076_4786_fwd,mdot_aadt_B130076_4786,fwd
mdot_aadt_B130076_4786_rev,mdot_aadt_B130076_4786,rev
mdot_aadt_B3719_4787_fwd,mdot_aadt_B3719_4787,fwd
mdot_aadt_B3719_4787_rev,mdot_aadt_B3719_4787,rev
mdot_aadt_B3935_4788_fwd,mdot_aadt_B3935_4788,fwd
mdot_aadt_B3935_4788_rev,mdot_aadt_B3935_4788,rev
mdot_aadt_S2012241377_4789_fwd,mdot_aadt_S2012241377_4789,fwd
mdot_aadt_S2012241377_4789_rev,mdot_aadt_S2012241377_4789,rev
mdot_aadt_S1999160321_4790_fwd,mdot_aadt_S1999160321_4790,fwd
mdot_aadt_S1999160321_4790_rev,mdot_aadt_S1999160321_4790,rev
mdot_aadt_P0007_4791_fwd,mdot_aadt_P0007_4791,fwd
mdot_aadt_P0007_4791_rev,mdot_aadt_P0007_4791,rev
mdot_aadt_B1614_4792_fwd,mdot_aadt_B1614_4792,fwd
mdot_aadt_B1614_4792_rev,mdot_aadt_B1614_4792,rev
mdot_aadt_B3934_4793_fwd,mdot_aadt_B3934_4793,fwd
mdot_aadt_B3934_4793_rev,mdot_aadt_B3934_4793,rev
mdot_aadt_S2009030117_4794_fwd,mdot_aadt_S2009030117_4794,fwd
mdot_aadt_S2009030117_4794_rev,mdot_aadt_S2009030117_4794,rev
mdot_aadt_B020100_4795_fwd,mdot_aadt_B020100_4795,fwd
mdot_aadt_B020100_4795_rev,mdot_aadt_B020100_4795,rev
mdot_aadt_B100069_4796_fwd,mdot_aadt_B100069_4796,fwd
mdot_aadt_B100069_4796_rev,mdot_aadt_B100069_4796,rev
mdot_aadt_S2014240324_4797_fwd,mdot_aadt_S2014240324_4797,fwd
mdot_aadt_S2014240324_4797_rev,mdot_aadt_S2014240324_4797,rev
mdot_aadt_B040009_4798_fwd,mdot_aadt_B040009_4798,fwd
mdot_aadt_B040009_4798_rev,mdot_aadt_B040009_4798,rev
mdot_aadt_S2012150736_4799_fwd,mdot_aadt_S2012150736_4799,fwd
mdot_aadt_S2012150736_4799_rev,mdot_aadt_S2012150736_4799,rev
mdot_aadt_B1108_4800_fwd,mdot_aadt_B1108_4800,fwd
mdot_aadt_B1108_4800_rev,mdot_aadt_B1108_4800,rev
mdot_aadt_B1411_4801_fwd,mdot_aadt_B1411_4801,fwd
mdot_aadt_B1411_4801_rev,mdot_aadt_B1411_4801,rev
mdot_aadt_B1506_4802_fwd,mdot_aadt_B1506_4802,fwd
mdot_aadt_B1506_4802_rev,mdot_aadt_B1506_4802,rev
mdot_aadt_B1744_4803_fwd,mdot_aadt_B1744_4803,fwd
mdot_aadt_B1744_4803_rev,mdot_aadt_B1744_4803,rev
mdot_aadt_B2387_4804_fwd,mdot_aadt_B2387_4804,fwd
mdot_aadt_B2387_4804_rev,mdot_aadt_B2387_4804,rev
mdot_aadt_S2012150929_4805_fwd,mdot_aadt_S2012150929_4805,fwd
mdot_aadt_S2012150929_4805_rev,mdot_aadt_S2012150929_4805,rev
mdot_aadt_B210056_4806_fwd,mdot_aadt_B210056_4806,fwd
mdot_aadt_B210056_4806_rev,mdot_aadt_B210056_4806,rev
mdot_aadt_S2012240228_4807_fwd,mdot_aadt_S2012240228_4807,fwd
mdot_aadt_S2012240228_4807_rev,mdot_aadt_S2012240228_4807,rev
mdot_aadt_S1999100058_4808_fwd,mdot_aadt_S1999100058_4808,fwd
mdot_aadt_S1999100058_4808_rev,mdot_aadt_S1999100058_4808,rev
mdot_aadt_B170002_4809_fwd,mdot_aadt_B170002_4809,fwd
mdot_aadt_B170002_4809_rev,mdot_aadt_B170002_4809,rev
mdot_aadt_B1660_4810_fwd,mdot_aadt_B1660_4810,fwd
mdot_aadt_B1660_4810_rev,mdot_aadt_B1660_4810,rev
mdot_aadt_B4004_4811_fwd,mdot_aadt_B4004_4811,fwd
mdot_aadt_B4004_4811_rev,mdot_aadt_B4004_4811,rev
mdot_aadt_S2002160123_4812_fwd,mdot_aadt_S2002160123_4812,fwd
mdot_aadt_S2002160123_4812_rev,mdot_aadt_S2002160123_4812,rev
mdot_aadt_S2012240536_4813_fwd,mdot_aadt_S2012240536_4813,fwd
mdot_aadt_S2012240536_4813_rev,mdot_aadt_S2012240536_4813,rev
mdot_aadt_B3556_4814_fwd,mdot_aadt_B3556_4814,fwd
mdot_aadt_B3556_4814_rev,mdot_aadt_B3556_4814,rev
mdot_aadt_S2012161193_4815_fwd,mdot_aadt_S2012161193_4815,fwd
mdot_aadt_S2012161193_4815_rev,mdot_aadt_S2012161193_4815,rev
mdot_aadt_V2013000808_4816_fwd,mdot_aadt_V2013000808_4816,fwd
mdot_aadt_V2013000808_4816_rev,mdot_aadt_V2013000808_4816,rev
