AADT,AADT_2010,AADT_2010_ANNO,AADT_2011,AADT_2011_ANNO,AADT_2012,AADT_2012_ANNO,AADT_2013,AADT_2013_ANNO,AADT_2014,AADT_2014_ANNO,AADT_2015,AADT_2015_ANNO,AADT_2016,AADT_2016_ANNO,AADT_2017,AADT_2017_ANNO,AADT_2018,AADT_2018_ANNO,AADT_ANNO,AAWDT,AAWDT_2010,AAWDT_2010_ANNO,AAWDT_2011,AAWDT_2011_ANNO,AAWDT_2012,AAWDT_2012_ANNO,AAWDT_2013,AAWDT_2013_ANNO,AAWDT_2014,AAWDT_2014_ANNO,AAWDT_2015,AAWDT_2015_ANNO,AAWDT_2016,AAWDT_2016_ANNO,AAWDT_2017,AAWDT_2017_ANNO,AAWDT_2018,AAWDT_2018_ANNO,AAWDT_ANNO,AVMT,BEGIN_SECTION,BUS_AADT,BUS_AADT_ANNO,BUS_AADT_PCT_OVERALL,CAR_AADT,CAR_AADT_ANNO,CAR_AADT_PCT_OVERALL,COMBINATION_UNIT_AADT,COMBINATION_UNIT_AADT_ANNO,COUNTED_FACTORED,COUNTY_DESC,COUNTY_ID,CUTRUCK_AADT_PCT_OVERALL,CUTRUCK__AADT_PCT_TRUCK,D_FACTOR,D_FACTOR_ANNO,END_SECTION,F_SYSTEM,F_SYSTEM_DESC,ID_MP,ID_PREFIX,ID_RTE_NO,K_FACTOR,K_FACTOR_ANNO,LIGHT_TRUCK_AADT,LIGHT_TRUCK_AADT_ANNO,LIGHT_TRUCK_AADT_PCT_OVERALL,LINK,LOCATION_ID,LOC_ERROR,MAIN_LINE,MCYCLE_AADT_PCT_OVERALL,MOTORCYCLE_AADT,MOTORCYCLE_AADT_ANNO,MP_SUFFIX,MUNICIPALITY,MUN_SORT,NORTH_EAST_SPLIT,NORTH_EAST_SPLIT_ANNO,NUM_LANES,NUM_LANES_ANNO,OBJECTID,PEAK_HOUR_DIRECTION,ROADNAME,ROAD_SECTION,ROUTEID,ROUTEID_RH,RURAL_URBAN,SINGLE_UNIT_AADT,SINGLE_UNIT_AADT_ANNO,SOUTH_WEST_SPLIT,SOUTH_WEST_SPLIT_ANNO,STATION_DESC,STMP_SEQ,SUTRUCK_AADT_PCT_OVERALL,SUTRUCK_AADT_PCT_TRUCK,TRUCK_AADT,TRUCK_AADT_ANNO,TRUCK_AADT_PCT_OVERALL,geometry_x,geometry_y
1674.0,1701.0,"1,701",1712.0,"1,712",1703.0,"1,703",1714.0,"1,714",1715.0,"1,715",1610.0,"1,610",1641.0,"1,641",1682.0,"1,682",1673.0,"1,673","1,674",1774.0,1821.0,"1,821",1852.0,"1,852",1843.0,"1,843",1854.0,"1,854",1845.0,"1,845",1720.0,"1,720",1761.0,"1,761",1802.0,"1,802",1793.0,"1,793","1,774",0.1283,0.0,,N/A,,,N/A,,,N/A,F,Montgomery,15.0,,,100.0,100,0.21,3.0,Principal Arterial Other,0.1,RP,28.0,8.85,8.85,,N/A,,https://maps.roads.maryland.gov/itms_public/?stationid=S2009150005,S2009150005,NO ERROR,2.0,,,N/A,  ,None,0.0,0.0,0,1.0,1,1817,West,Ramp 2 Fr Md 28 Wb To Stonestreet Ave,Exit 22 Ramp 02 Veirs Mill Rd To Reading Ave,15000RP00028  02WWMD22        02,15000RP00028--102202,Urban,,N/A,100.0,100,Exit 22 Ramp 2 Fr Md 28 Wb To Stonestreet Ave  ,0.0,,,,N/A,,-77.14132630867985,39.08083198666021
1021.0,960.0,960,850.0,850,870.0,870,871.0,871,872.0,872,893.0,893,970.0,970,990.0,990,1010.0,"1,010","1,021",1081.0,1010.0,"1,010",920.0,920,920.0,920,931.0,931,922.0,922,953.0,953,1040.0,"1,040",1050.0,"1,050",1070.0,"1,070","1,081",0.272,3.19,10.0,10,0.00979432,706.0,706,0.69147894,12.0,12,F,Harford,12.0,0.01175318,0.12631579,63.39,63.39,3.92,7.0,Local,3.28,MD,156.0,10.18,10.18,202.0,202,0.19784525,https://maps.roads.maryland.gov/itms_public/?stationid=B2378,B2378,NO ERROR,1.0,0.00783546,8.0,8,  ,None,0.0,57.0,57,2.0,2,1818,East,Aldino Rd,Chapel Rd W. To Md 155,12000MD00156  01EE**************,12000MD00156--1-----,Rural,83.0,83,43.0,43,Md156-.10 Mi E Of W Chapel Rd,0.0,0.08129285,0.87368421,95.0,95,0.09304603,-76.18358503048816,39.56609570521374
213.0,,N/A,190.0,190,191.0,191,192.0,192,193.0,193,204.0,204,210.0,210,211.0,211,212.0,212,213,203.0,,N/A,0.0,0,191.0,191,192.0,192,193.0,193,204.0,204,210.0,210,211.0,211,212.0,212,203,0.0039,0.0,,N/A,,,N/A,,,N/A,F,Garrett,11.0,,,100.0,100,0.05,1.0,Interstate,0.02,RP,68.0,13.36,13.36,,N/A,,https://maps.roads.maryland.gov/itms_public/?stationid=S2010110016,S2010110016,NO ERROR,2.0,,,N/A,  ,None,0.0,0.0,0,1.0,1,1819,West,Ramp 1 Fr Us 219 Nb To Ramp 8 (to Is 68),Exit 22 Ramp 01 Chestnut Ridge Rd To Ramp 8 Fr Us 219 Sb To Is 68 Wb,11000RP00068  02WWIS22        01,11000RP00068--102201,Rural,,N/A,100.0,100,Exit 22 Ramp 1 Fr Us 219 Nb To Ramp 8 (to Is 68 Wb),0.0,,,,N/A,,-79.10500808122718,39.689921095436745
2062.0,1921.0,"1,921",2000.0,"2,000",2001.0,"2,001",1992.0,"1,992",1860.0,"1,860",1911.0,"1,911",1952.0,"1,952",2080.0,"2,080",2061.0,"2,061","2,062",2272.0,2021.0,"2,021",2160.0,"2,160",2121.0,"2,121",2132.0,"2,132",1970.0,"1,970",2031.0,"2,031",2092.0,"2,092",2210.0,"2,210",2191.0,"2,191","2,272",1.1365,0.0,128.0,128,0.06207565,1310.0,"1,310",0.63530553,8.0,8,F,Talbot,20.0,0.00387973,0.05555556,61.54,61.54,1.51,6.0,Minor Collector,0.1,CO,28.0,9.41,9.41,467.0,467,0.22647915,https://maps.roads.maryland.gov/itms_public/?stationid=B200013,B200013,NO ERROR,1.0,0.00630456,13.0,13,  ,None,0.0,46.11,46.11,2.0,2,1820,South,Black Dog Alley,Md 331 To Md 328,20000CO00028  01NN**************,20000CO00028--1-----,Rural,136.0,136,53.89,53.89,Black Dog Alley-.10 Mi N Of Md331,0.0,0.06595538,0.94444444,144.0,144,0.06983511,-76.02182678247891,38.77529671791016
93270.0,78870.0,"78,870",79191.0,"79,191",78562.0,"78,562",76870.0,"76,870",76641.0,"76,641",78632.0,"78,632",90890.0,"90,890",93071.0,"93,071",92232.0,"92,232","93,270",98870.0,84390.0,"84,390",85531.0,"85,531",84852.0,"84,852",83020.0,"83,020",82011.0,"82,011",84142.0,"84,142",97250.0,"97,250",99591.0,"99,591",98692.0,"98,692","98,870",52.7675,1.5,,N/A,,,N/A,,,N/A,C,Howard,13.0,,,52.86,52.86,3.05,2.0,Principal Arterial Other Freeways and Expressways,2.3,MD,32.0,7.68,7.68,,N/A,,https://maps.roads.maryland.gov/itms_public/?stationid=B2580,B2580,NO ERROR,1.0,,,N/A,  ,None,0.0,49.67,49.67,4.0,4,1821,North,Patuxent Pkwy,Us 1 To Is 95,13000MD00032  01NN**************,13000MD00032--1-----,Urban,,N/A,50.33,50.33,Md32-.10 Mi S Of Vollmerhausen Rd,2.0,,,,N/A,,-76.82187932103564,39.147191776424876
4812.0,3964.0,"3,964",3985.0,"3,985",4000.0,"4,000",4011.0,"4,011",4650.0,"4,650",4771.0,"4,771",4862.0,"4,862",4850.0,"4,850",4811.0,"4,811","4,812",5102.0,4244.0,"4,244",4305.0,"4,305",4320.0,"4,320",4331.0,"4,331",4980.0,"4,980",5111.0,"5,111",5202.0,"5,202",5190.0,"5,190",5151.0,"5,151","5,102",0.1001,0.0,,N/A,,,N/A,,,N/A,F,Frederick,10.0,,,100.0,100,0.057,2.0,Principal Arterial Other Freeways and Expressways,0.02,RP,15.0,8.68,8.68,,N/A,,https://maps.roads.maryland.gov/itms_public/?stationid=S2002100038,S2002100038,NO ERROR,2.0,,,N/A,  ,None,0.0,100.0,100,2.0,2,1822,North,Ramp 1 Fr Ramp 4 To Us 15b(nbl),Exit 12 Ramp 01 Ramp 4 Fr Us 40 Nb To Us 15b Nb To S Jefferson St,10000RP00015  02NNUS12        01,10000RP00015--101201,Urban,,N/A,0.0,0,Exit 12 Ramp 1 Fr Ramp 4 (fr Us 40 Wb) To Us 15b Nb,0.0,,,,N/A,,-77.43117358223522,39.40609713999902
4983.0,4691.0,"4,691",4712.0,"4,712",4673.0,"4,673",4684.0,"4,684",4675.0,"4,675",4660.0,"4,660",4900.0,"4,900",5021.0,"5,021",4982.0,"4,982","4,983",5283.0,5021.0,"5,021",5092.0,"5,092",5053.0,"5,053",5064.0,"5,064",5005.0,"5,005",4990.0,"4,990",5240.0,"5,240",5371.0,"5,371",5332.0,"5,332","5,283",0.0855,0.0,,N/A,,,N/A,,,N/A,F,Baltimore,3.0,,,100.0,100,0.047,3.0,Principal Arterial Other,0.02,RP,40.0,8.95,8.95,,N/A,,https://maps.roads.maryland.gov/itms_public/?stationid=S2009030027,S2009030027,NO ERROR,2.0,,,N/A,  ,None,0.0,100.0,100,1.0,1,1823,North,Ramp 6 Fr Us 40 Eb To Ramp 9 (to Md 43),Exit 20 Ramp 06 Pulaski Hwy To Ramp 9 Fr Us 40 Wb To Md 43 Wb,03000RP00040  02NNUS20        06,03000RP00040--102006,Urban,,N/A,0.0,0,Exit 20 Ramp 6 Fr Us 40 Eb To Ramp 9 (to Md 43) ,0.0,,,,N/A,,-76.43377975022256,39.372037243073024
77530.0,67740.0,"67,740",68011.0,"68,011",67472.0,"67,472",64340.0,"64,340",64151.0,"64,151",65822.0,"65,822",71630.0,"71,630",73351.0,"73,351",72692.0,"72,692","77,530",82180.0,72480.0,"72,480",73451.0,"73,451",72872.0,"72,872",69490.0,"69,490",68641.0,"68,641",70432.0,"70,432",76640.0,"76,640",78491.0,"78,491",77782.0,"77,782","82,180",35.0901,1.38,254.0,254,0.00327615,70226.0,"70,226",0.90579131,287.0,287,C,Montgomery,15.0,0.00370179,0.17216557,57.45,57.45,2.62,3.0,Principal Arterial Other,2.42,MD,185.0,6.77,6.77,5224.0,"5,224",0.06738037,https://maps.roads.maryland.gov/itms_public/?stationid=B2951,B2951,NO ERROR,1.0,0.00205082,159.0,159,  ,None,0.0,51.66,51.66,6.0,6,1824,South,Connecticut Ave,Md 410 To Is 495,15000MD00185  01NN**************,15000MD00185--1-----,Urban,1380.0,"1,380",48.34,48.34,Md185-.20 Mi S Of Is495,0.0,0.01779956,0.82783443,1667.0,"1,667",0.02150135,-77.0772113989804,39.00263231896586
6841.0,,N/A,,N/A,7220.0,"7,220",7231.0,"7,231",7212.0,"7,212",7403.0,"7,403",7544.0,"7,544",7735.0,"7,735",6840.0,"6,840","6,841",7251.0,,N/A,,N/A,7800.0,"7,800",7811.0,"7,811",7722.0,"7,722",7923.0,"7,923",8074.0,"8,074",8285.0,"8,285",7320.0,"7,320","7,251",4.0701,0.59,,N/A,,,N/A,,,N/A,F,Montgomery,15.0,,,63.98,63.98,2.22,4.0,Minor Arterial,1.71,CO,5430.0,9.3,9.3,,N/A,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150888,S2012150888,NO ERROR,1.0,,,N/A,  ,None,0.0,49.72,49.72,3.0,3,1825,South,Crystal Rock Dr,Germantown Rd To Road End,15000CO05430  01NN**************,15000CO05430--1-----,Urban,,N/A,50.28,50.28,Crystal Rock Dr - .10 Mi North Of Father Hurley Blvd,0.0,,,,N/A,,-77.2713216311241,39.194667401812204
1270.0,,N/A,,N/A,,N/A,1140.0,"1,140",1141.0,"1,141",1172.0,"1,172",1193.0,"1,193",1224.0,"1,224",1215.0,"1,215","1,270",1400.0,,N/A,,N/A,,N/A,1230.0,"1,230",1221.0,"1,221",1252.0,"1,252",1283.0,"1,283",1304.0,"1,304",1295.0,"1,295","1,400",0.0695,0.17,,N/A,,,N/A,,,N/A,C,Baltimore,3.0,,,67.8,67.8,0.32,6.0,Minor Collector,0.23,CO,6378.0,7.95,7.95,,N/A,,https://maps.roads.maryland.gov/itms_public/?stationid=S2013030247,S2013030247,NO ERROR,1.0,,,N/A,  ,None,0.0,50.13,50.13,2.0,2,1826,South,Upper Mills Cir,Crosby Rd To Johnnycake Rd,03000CO06378  01NN**************,03000CO06378--1-----,Urban,,N/A,49.87,49.87,Upper Mills Cir - Between Crosby Rd & Johnnycake Rd,0.0,,,,N/A,,-76.76497017642083,39.30138886496112
1623.0,4620.0,"4,620",4641.0,"4,641",4602.0,"4,602",4613.0,"4,613",4604.0,"4,604",4725.0,"4,725",1590.0,"1,590",1631.0,"1,631",1622.0,"1,622","1,623",1723.0,4940.0,"4,940",5011.0,"5,011",4972.0,"4,972",4983.0,"4,983",4934.0,"4,934",5065.0,"5,065",1700.0,"1,700",1751.0,"1,751",1742.0,"1,742","1,723",0.0527,0.0,,N/A,,,N/A,,,N/A,F,Baltimore City,24.0,,,100.0,100,0.089,2.0,Principal Arterial Other Freeways and Expressways,0.04,RP,295.0,10.57,10.57,,N/A,,https://maps.roads.maryland.gov/itms_public/?stationid=S2010240124,S2010240124,NO ERROR,2.0,,,N/A,  ,None,0.0,100.0,100,1.0,1,1827,North,Ramp 4 Fr Md 295 Nb To Md 648e,Exit 2  Ramp 04 Baltimore Washington Pkwy To Russell St (ahead),24000RP00295  02NNMD2         04,24000RP00295--100204,Urban,,N/A,0.0,0,Exit 2 Ramp 4 Fr Md 295 Nb To Russell St (ahead),0.0,,,,N/A,,-76.63509041864465,39.263798287654744
5613.0,5050.0,"5,050",5071.0,"5,071",5032.0,"5,032",5043.0,"5,043",5034.0,"5,034",5175.0,"5,175",5530.0,"5,530",5661.0,"5,661",5612.0,"5,612","5,613",5953.0,5400.0,"5,400",5481.0,"5,481",5442.0,"5,442",5453.0,"5,453",5394.0,"5,394",5545.0,"5,545",5920.0,"5,920",6061.0,"6,061",6012.0,"6,012","5,953",0.4712,0.0,,N/A,,,N/A,,,N/A,F,Howard,13.0,,,100.0,100,0.23,2.0,Principal Arterial Other Freeways and Expressways,0.1,RP,100.0,11.17,11.17,,N/A,,https://maps.roads.maryland.gov/itms_public/?stationid=S2010130058,S2010130058,NO ERROR,2.0,,,N/A,  ,None,0.0,100.0,100,2.0,2,1828,North,Ramp 2 Fr Md 100 Wb To Md 104 Nb,Exit 2  Ramp 02 No Name To Waterloo Rd,13000RP00100  02WWMD2         02,13000RP00100--100202,Urban,,N/A,0.0,0,Exit 2 Ramp 2 Fr Md 100 Wb To Md 104 Nb ,0.0,,,,N/A,,-76.80425717610827,39.22270179617257
831.0,,N/A,,N/A,770.0,770,771.0,771,772.0,772,793.0,793,814.0,814,835.0,835,830.0,830,831,911.0,,N/A,,N/A,830.0,830,831.0,831,832.0,832,853.0,853,874.0,874,895.0,895,880.0,880,911,0.3731,0.0,,N/A,,,N/A,,,N/A,F,Montgomery,15.0,,,56.57,56.57,1.23,5.0,Major Collector,0.05,CO,132.0,10.62,10.62,,N/A,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150670,S2012150670,NO ERROR,1.0,,,N/A,  ,None,0.0,50.46,50.46,2.0,2,1829,North,Old Baltimore Rd,Gold Mine Rd To Spartan Rd,15000CO00132  01SS**************,15000CO00132--1-----,Urban,,N/A,49.54,49.54,Old Baltimore Rd - Between Gold Mine Rd & Carter Mill Way,0.0,,,,N/A,,-77.05193617377097,39.17400854789201
6252.0,,N/A,5200.0,"5,200",5161.0,"5,161",5172.0,"5,172",5163.0,"5,163",5304.0,"5,304",5415.0,"5,415",6230.0,"6,230",6171.0,"6,171","6,252",6792.0,,N/A,5620.0,"5,620",5571.0,"5,571",5592.0,"5,592",5523.0,"5,523",5684.0,"5,684",5805.0,"5,805",6600.0,"6,600",6541.0,"6,541","6,792",7.1198,0.0,,N/A,,,N/A,,,N/A,F,Harford,12.0,,,59.47,59.47,3.12,5.0,Major Collector,0.24,CO,1056.0,10.3,10.3,,N/A,,https://maps.roads.maryland.gov/itms_public/?stationid=S2011120666,S2011120666,NO ERROR,1.0,,,N/A,  ,None,0.0,50.54,50.54,2.0,2,1830,North,Schucks Rd,Churchville Rd To Calvary Rd,12000CO01056  01SS**************,12000CO01056--1-----,Urban,,N/A,49.46,49.46,Schucks Rd -.20 Mile South Of Md 22,0.0,,,,N/A,,-76.28654406145681,39.551618844315996
1791.0,,N/A,,N/A,1770.0,"1,770",1771.0,"1,771",1772.0,"1,772",1823.0,"1,823",1864.0,"1,864",1915.0,"1,915",1790.0,"1,790","1,791",1971.0,,N/A,,N/A,1910.0,"1,910",1911.0,"1,911",1902.0,"1,902",1953.0,"1,953",1994.0,"1,994",2035.0,"2,035",1900.0,"1,900","1,971",0.6668,0.0,,N/A,,,N/A,,,N/A,F,Prince George's,16.0,,,56.21,56.21,1.02,6.0,Minor Collector,0.42,CO,729.0,8.5,8.5,,N/A,,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161134,S2012161134,NO ERROR,1.0,,,N/A,  ,None,0.0,51.31,51.31,2.0,2,1831,North,Lakehurst Ave,Longfields Pl To Marbury Dr,16000CO00729  01NN**************,16000CO00729--1-----,Urban,,N/A,48.69,48.69,Lakehurst Ave - Between Marlboro Pike & Millvale Ave,0.0,,,,N/A,,-76.87859950772537,38.848498971930425
4971.0,6642.0,"6,642",4400.0,"4,400",4371.0,"4,371",4382.0,"4,382",4373.0,"4,373",4494.0,"4,494",4585.0,"4,585",4830.0,"4,830",4970.0,"4,970","4,971",5471.0,7112.0,"7,112",4750.0,"4,750",4721.0,"4,721",4732.0,"4,732",4683.0,"4,683",4814.0,"4,814",4925.0,"4,925",5120.0,"5,120",5270.0,"5,270","5,471",4.8354,0.0,,N/A,,,N/A,,,N/A,F,Howard,13.0,,,87.44,87.44,2.665,5.0,Major Collector,2.52,CO,78.0,11.69,11.69,,N/A,,https://maps.roads.maryland.gov/itms_public/?stationid=S2005130018,S2005130018,NO ERROR,1.0,,,N/A,  ,None,0.0,87.05,87.05,2.0,2,1832,North,Old Columbia Rd,Hammond Pkwy (back) To Cul De Sac,13000CO00078  01NN**************,13000CO00078--1-----,Urban,,N/A,12.95,12.95,Old Columbia Rd - 100ft South Of Ramp 3 (fr Md 32),0.0,,,,N/A,,-76.86001660561848,39.1750373447372
7533.0,7504.0,"7,504",7515.0,"7,515",6690.0,"6,690",6751.0,"6,751",6840.0,"6,840",7001.0,"7,001",7340.0,"7,340",7521.0,"7,521",7482.0,"7,482","7,533",7833.0,7954.0,"7,954",7975.0,"7,975",7090.0,"7,090",7161.0,"7,161",7180.0,"7,180",7351.0,"7,351",7710.0,"7,710",7821.0,"7,821",7782.0,"7,782","7,833",0.7699,0.0,,N/A,,,N/A,,,N/A,F,Frederick,10.0,,,100.0,100,0.28,1.0,Interstate,0.2,RP,70.0,12.51,12.51,,N/A,,https://maps.roads.maryland.gov/itms_public/?stationid=S2006100023,S2006100023,NO ERROR,2.0,,,N/A,  ,None,0.0,0.0,0,1.0,1,1833,West,Ramp 8 Fr Ramp 7 (to Us 15) To Is 70 Wb,Exit 52 Ramp 08 Ramp 7 Fr Is 70 Wb To Us 15 Sb To Eisenhower Memorial Hwy,10000RP00070  02WWIS52        08,10000RP00070--105208,Urban,,N/A,100.0,100,Exit 52 Ramp 8 Fr Ramp 7 (to Us 15 Sb) To Is 70 Wb,0.0,,,,N/A,,-77.44354607684674,39.401108073261895
10962.0,11112.0,"11,112",10790.0,"10,790",10701.0,"10,701",10722.0,"10,722",10270.0,"10,270",10541.0,"10,541",10742.0,"10,742",11060.0,"11,060",10961.0,"10,961","10,962",11622.0,11892.0,"11,892",11650.0,"11,650",11561.0,"11,561",11582.0,"11,582",10990.0,"10,990",11281.0,"11,281",11492.0,"11,492",11830.0,"11,830",11731.0,"11,731","11,622",4.2812,3.104,,N/A,,,N/A,,,N/A,F,Baltimore,3.0,,,63.61,63.61,4.174,2.0,Principal Arterial Other Freeways and Expressways,3.26,MD,702.0,8.48,8.48,,N/A,,https://maps.roads.maryland.gov/itms_public/?stationid=B030100,B030100,NO ERROR,1.0,,,N/A,  ,None,0.0,49.4,49.4,4.0,4,1834,East,Southeast Blvd,Middleborough Rd To Back River Neck Rd,03000MD00702  01EE**************,03000MD00702--1-----,Urban,,N/A,50.6,50.6,Md702-.20 Mi E Of Middleborough Rd,1.0,,,,N/A,,-76.44158270722326,39.300635572470135
3414.0,3491.0,"3,491",3512.0,"3,512",3483.0,"3,483",3494.0,"3,494",3485.0,"3,485",3300.0,"3,300",3361.0,"3,361",3442.0,"3,442",3413.0,"3,413","3,414",3624.0,3741.0,"3,741",3792.0,"3,792",3763.0,"3,763",3774.0,"3,774",3735.0,"3,735",3530.0,"3,530",3601.0,"3,601",3682.0,"3,682",3653.0,"3,653","3,624",0.7477,0.0,,N/A,,,N/A,,,N/A,F,Baltimore,3.0,,,67.34,67.34,0.6,4.0,Minor Arterial,0.1,MD,151.0,8.37,8.37,,N/A,,https://maps.roads.maryland.gov/itms_public/?stationid=B030080,B030080,NO ERROR,1.0,,,N/A,B ,None,0.0,49.75,49.75,2.0,2,1835,West,Wharf Rd,Md 158 To Wharf Rd (ahead),03000MD00151B 01SS**************,03000MD00151B-1-----,Urban,,N/A,50.25,50.25,Md151b (wharf Rd)-.10 Mi E Of Md158 ,1.0,,,,N/A,,-76.46506633243006,39.23617334812715
12455.0,11751.0,"11,751",11802.0,"11,802",11713.0,"11,713",11744.0,"11,744",11715.0,"11,715",12025.0,"12,025",12255.0,"12,255",12555.0,"12,555",12445.0,"12,445","12,455",13205.0,12571.0,"12,571",12752.0,"12,752",12653.0,"12,653",12684.0,"12,684",12545.0,"12,545",12875.0,"12,875",13125.0,"13,125",13435.0,"13,435",13325.0,"13,325","13,205",8.3648,0.977,,N/A,,,N/A,,,N/A,F,Baltimore City,24.0,,,65.44,65.44,2.817,4.0,Minor Arterial,1.66,MU,1665.0,8.7,8.7,,N/A,,https://maps.roads.maryland.gov/itms_public/?stationid=S2009240026,S2009240026,NO ERROR,1.0,,,N/A,  ,Baltimore City,999.0,51.77,51.77,2.0,2,1836,East,E Baltimore St,N Caroline St To N Haven St,24999MU01665  01EE**************,24999MU01665--1-----,Urban,,N/A,48.23,48.23,E Baltimore St - .01 Mile East Of N Patterson Park Ave,0.0,,,,N/A,,-76.58445501544766,39.29190814949421
11681.0,12711.0,"12,711",12580.0,"12,580",11260.0,"11,260",11281.0,"11,281",11252.0,"11,252",11553.0,"11,553",11774.0,"11,774",12065.0,"12,065",11680.0,"11,680","11,681",12381.0,13601.0,"13,601",13590.0,"13,590",12160.0,"12,160",12181.0,"12,181",12042.0,"12,042",12363.0,"12,363",12604.0,"12,604",12915.0,"12,915",12500.0,"12,500","12,381",1.2791,7.53,,N/A,,,N/A,,,N/A,F,Anne Arundel,2.0,,,54.83,54.83,7.83,4.0,Minor Arterial,7.73,MD,648.0,8.55,8.55,,N/A,,https://maps.roads.maryland.gov/itms_public/?stationid=B0765,B0765,NO ERROR,1.0,,,N/A,E ,None,0.0,50.44,50.44,2.0,2,1837,North,Balto Annapolis Blvd,Md 168 To Baltimore Co/l,02000MD00648E 01NN**************,02000MD00648E-1-----,Urban,,N/A,49.56,49.56,Md648e-.20 Mi N Of Md168,1.0,,,,N/A,,-76.64164840139141,39.22408829623292
135302.0,123912.0,"123,912",116560.0,"116,560",117141.0,"117,141",118202.0,"118,202",128830.0,"128,830",131921.0,"131,921",134692.0,"134,692",135170.0,"135,170",134361.0,"134,361","135,302",140712.0,131352.0,"131,352",123550.0,"123,550",124171.0,"124,171",125292.0,"125,292",135270.0,"135,270",138521.0,"138,521",141432.0,"141,432",140580.0,"140,580",139741.0,"139,741","140,712",55.3115,4.74,425.0,425,0.00314112,120892.0,"120,892",0.89349751,680.0,680,F,Baltimore City,24.0,0.00502579,0.24139155,55.01,55.01,5.86,1.0,Interstate,5.36,IS,83.0,8.36,8.36,11035.0,"11,035",0.08155829,https://maps.roads.maryland.gov/itms_public/?stationid=B240004,B240004,NO ERROR,1.0,0.00098299,133.0,133,  ,None,0.0,49.95,49.95,6.0,6,1838,North,Jones Falls Expwy,Coldspring La To Northern Pkwy,24000IS00083  01NN**************,24000IS00083--1-----,Urban,2137.0,"2,137",50.05,50.05,Is83-.50 Mi S Of Northern Pkwy,1.0,0.0157943,0.75860845,2817.0,"2,817",0.02082009,-76.64785873881816,39.354105820161536
695.0,652.0,652,643.0,643,644.0,644,645.0,645,620.0,620,641.0,641,662.0,662,683.0,683,684.0,684,695,745.0,692.0,692,693.0,693,684.0,684,695.0,695,660.0,660,681.0,681,712.0,712,723.0,723,734.0,734,745,0.7839,4.2,,N/A,,,N/A,,,N/A,F,Kent,14.0,,,57.14,57.14,7.29,6.0,Minor Collector,4.7,MD,444.0,8.3,8.3,,N/A,,https://maps.roads.maryland.gov/itms_public/?stationid=B2649,B2649,NO ERROR,1.0,,,N/A,  ,None,0.0,50.22,50.22,2.0,2,1839,South,Kentmore Park Rd,Md 213 To Belchester Rd (ahead),14000MD00444  01NN**************,14000MD00444--1-----,Rural,,N/A,49.78,49.78,Md444-.50 Mi N Of Md213,0.0,,,,N/A,,-75.95260710634591,39.334041697648026
2320.0,2364.0,"2,364",2325.0,"2,325",2335.0,"2,335",2230.0,"2,230",2231.0,"2,231",2292.0,"2,292",2343.0,"2,343",2404.0,"2,404",2395.0,"2,395","2,320",2410.0,2514.0,"2,514",2475.0,"2,475",2485.0,"2,485",2360.0,"2,360",2341.0,"2,341",2412.0,"2,412",2463.0,"2,463",2504.0,"2,504",2495.0,"2,495","2,410",0.4234,0.0,,N/A,,,N/A,,,N/A,C,Harford,12.0,,,100.0,100,0.5,1.0,Interstate,0.06,RP,95.0,10.81,10.81,,N/A,,https://maps.roads.maryland.gov/itms_public/?stationid=S1998120073,S1998120073,NO ERROR,2.0,,,N/A,  ,None,0.0,100.0,100,1.0,1,1840,North,Ramp 4 Fr Md 24 Nb To Is 95 Eb,Exit 77 Ramp 04 Vietnam Veterans Memorial Hwy To J F K Memorial Hwy,12000RP00095  02NNIS77        04,12000RP00095--107704,Urban,,N/A,0.0,0,Exit 77 Ramp 4 Fr Md 24 Nb To Is 95 Eb (south Of Ramp 5),0.0,,,,N/A,,-76.30777711133115,39.454881134610375
1652.0,1742.0,"1,742",1730.0,"1,730",1721.0,"1,721",1722.0,"1,722",1650.0,"1,650",1691.0,"1,691",1722.0,"1,722",1660.0,"1,660",1651.0,"1,651","1,652",1822.0,1862.0,"1,862",1870.0,"1,870",1861.0,"1,861",1862.0,"1,862",1770.0,"1,770",1811.0,"1,811",1842.0,"1,842",1760.0,"1,760",1751.0,"1,751","1,822",1.4863,1.91,14.0,14,0.00847458,1312.0,"1,312",0.79418886,17.0,17,F,Charles,8.0,0.01029056,0.34,73.77,73.77,4.375,5.0,Major Collector,4.3,CO,111.0,10.17,10.17,255.0,255,0.15435835,https://maps.roads.maryland.gov/itms_public/?stationid=B080102,B080102,NO ERROR,1.0,0.01271186,21.0,21,  ,None,0.0,48.28,48.28,2.0,2,1841,South,Piney Church Rd,Billingsley Rd To Renner Rd,08000CO00111  01NN**************,08000CO00111--1-----,Urban,33.0,33,51.72,51.72,Piney Church Rd-.10 Mi S Of Renner Rd,0.0,0.01997579,0.66,50.0,50,0.03026634,-76.87880789710835,38.595502318361454
