taz,x,y,lon,lat,out_sr,state,stfips,cntyfips,fipsstco,region
1,-77.04839616,38.89375491,-77.04839616,38.89375491,4326,District of Columbia,11,1,11001,TPB Modeled Region
2,-77.04748375,38.88933448,-77.04748375,38.88933448,4326,District of Columbia,11,1,11001,TPB Modeled Region
3,-77.05061307,38.88402855,-77.05061307,38.88402855,4326,District of Columbia,11,1,11001,TPB Modeled Region
4,-77.05470591,38.87995310,-77.05470591,38.87995310,4326,District of Columbia,11,1,11001,TPB Modeled Region
5,-77.03242755,38.88083094,-77.03242755,38.88083094,4326,District of Columbia,11,1,11001,TPB Modeled Region
6,-77.03834260,38.88340843,-77.03834260,38.88340843,4326,District of Columbia,11,1,11001,TPB Modeled Region
7,-77.04473096,38.89108251,-77.04473096,38.89108251,4326,District of Columbia,11,1,11001,TPB Modeled Region
8,-77.03654583,38.89373660,-77.03654583,38.89373660,4326,District of Columbia,11,1,11001,TPB Modeled Region
9,-77.03621950,38.88948738,-77.03621950,38.88948738,4326,District of Columbia,11,1,11001,TPB Modeled Region
10,-77.03407420,38.88578476,-77.03407420,38.88578476,4326,District of Columbia,11,1,11001,TPB Modeled Region
11,-77.02986755,38.88529322,-77.02986755,38.88529322,4326,District of Columbia,11,1,11001,TPB Modeled Region
12,-77.02508209,38.88616923,-77.02508209,38.88616923,4326,District of Columbia,11,1,11001,TPB Modeled Region
13,-77.03002021,38.89036632,-77.03002021,38.89036632,4326,District of Columbia,11,1,11001,TPB Modeled Region
14,-77.02621846,38.89329716,-77.02621846,38.89329716,4326,District of Columbia,11,1,11001,TPB Modeled Region
15,-77.02498716,38.88983104,-77.02498716,38.88983104,4326,District of Columbia,11,1,11001,TPB Modeled Region
16,-77.02194061,38.89270610,-77.02194061,38.89270610,4326,District of Columbia,11,1,11001,TPB Modeled Region
17,-77.01661430,38.89346143,-77.01661430,38.89346143,4326,District of Columbia,11,1,11001,TPB Modeled Region
18,-77.01730813,38.89598418,-77.01730813,38.89598418,4326,District of Columbia,11,1,11001,TPB Modeled Region
19,-77.02180748,38.89471537,-77.02180748,38.89471537,4326,District of Columbia,11,1,11001,TPB Modeled Region
20,-77.02193691,38.89797916,-77.02193691,38.89797916,4326,District of Columbia,11,1,11001,TPB Modeled Region
21,-77.02629946,38.89533486,-77.02629946,38.89533486,4326,District of Columbia,11,1,11001,TPB Modeled Region
22,-77.03012987,38.89381962,-77.03012987,38.89381962,4326,District of Columbia,11,1,11001,TPB Modeled Region
23,-77.02833041,38.89797844,-77.02833041,38.89797844,4326,District of Columbia,11,1,11001,TPB Modeled Region
24,-77.02550301,38.89798085,-77.02550301,38.89798085,4326,District of Columbia,11,1,11001,TPB Modeled Region
25,-77.02461057,38.90154351,-77.02461057,38.90154351,4326,District of Columbia,11,1,11001,TPB Modeled Region
26,-77.02941017,38.90125039,-77.02941017,38.90125039,4326,District of Columbia,11,1,11001,TPB Modeled Region
27,-77.02978628,38.90370348,-77.02978628,38.90370348,4326,District of Columbia,11,1,11001,TPB Modeled Region
28,-77.03544550,38.90142371,-77.03544550,38.90142371,4326,District of Columbia,11,1,11001,TPB Modeled Region
29,-77.03227091,38.89930856,-77.03227091,38.89930856,4326,District of Columbia,11,1,11001,TPB Modeled Region
30,-77.03147048,38.89711020,-77.03147048,38.89711020,4326,District of Columbia,11,1,11001,TPB Modeled Region
31,-77.03281239,38.89420013,-77.03281239,38.89420013,4326,District of Columbia,11,1,11001,TPB Modeled Region
32,-77.03656428,38.89747801,-77.03656428,38.89747801,4326,District of Columbia,11,1,11001,TPB Modeled Region
33,-77.04147146,38.89473284,-77.04147146,38.89473284,4326,District of Columbia,11,1,11001,TPB Modeled Region
34,-77.04515084,38.89394591,-77.04515084,38.89394591,4326,District of Columbia,11,1,11001,TPB Modeled Region
35,-77.04499916,38.89765225,-77.04499916,38.89765225,4326,District of Columbia,11,1,11001,TPB Modeled Region
36,-77.04102767,38.89890446,-77.04102767,38.89890446,4326,District of Columbia,11,1,11001,TPB Modeled Region
37,-77.04178861,38.90133856,-77.04178861,38.90133856,4326,District of Columbia,11,1,11001,TPB Modeled Region
38,-77.04253384,38.90399932,-77.04253384,38.90399932,4326,District of Columbia,11,1,11001,TPB Modeled Region
39,-77.03841695,38.90422207,-77.03841695,38.90422207,4326,District of Columbia,11,1,11001,TPB Modeled Region
40,-77.03444976,38.90454349,-77.03444976,38.90454349,4326,District of Columbia,11,1,11001,TPB Modeled Region
41,-77.03397526,38.90795655,-77.03397526,38.90795655,4326,District of Columbia,11,1,11001,TPB Modeled Region
42,-77.03919824,38.90965147,-77.03919824,38.90965147,4326,District of Columbia,11,1,11001,TPB Modeled Region
43,-77.03977566,38.90716149,-77.03977566,38.90716149,4326,District of Columbia,11,1,11001,TPB Modeled Region
44,-77.04395561,38.90692878,-77.04395561,38.90692878,4326,District of Columbia,11,1,11001,TPB Modeled Region
45,-77.04525448,38.90899665,-77.04525448,38.90899665,4326,District of Columbia,11,1,11001,TPB Modeled Region
46,-77.04616281,38.91188517,-77.04616281,38.91188517,4326,District of Columbia,11,1,11001,TPB Modeled Region
47,-77.04339415,38.91343881,-77.04339415,38.91343881,4326,District of Columbia,11,1,11001,TPB Modeled Region
48,-77.04977873,38.91426916,-77.04977873,38.91426916,4326,District of Columbia,11,1,11001,TPB Modeled Region
49,-77.04817945,38.90796963,-77.04817945,38.90796963,4326,District of Columbia,11,1,11001,TPB Modeled Region
50,-77.05167222,38.90780326,-77.05167222,38.90780326,4326,District of Columbia,11,1,11001,TPB Modeled Region
51,-77.05789101,38.90870179,-77.05789101,38.90870179,4326,District of Columbia,11,1,11001,TPB Modeled Region
52,-77.05995061,38.90602848,-77.05995061,38.90602848,4326,District of Columbia,11,1,11001,TPB Modeled Region
53,-77.05509831,38.90123590,-77.05509831,38.90123590,4326,District of Columbia,11,1,11001,TPB Modeled Region
54,-77.05338061,38.90383981,-77.05338061,38.90383981,4326,District of Columbia,11,1,11001,TPB Modeled Region
55,-77.04737783,38.90401280,-77.04737783,38.90401280,4326,District of Columbia,11,1,11001,TPB Modeled Region
56,-77.04741150,38.90105972,-77.04741150,38.90105972,4326,District of Columbia,11,1,11001,TPB Modeled Region
57,-77.05167211,38.90019469,-77.05167211,38.90019469,4326,District of Columbia,11,1,11001,TPB Modeled Region
58,-77.04840791,38.89749629,-77.04840791,38.89749629,4326,District of Columbia,11,1,11001,TPB Modeled Region
59,-77.05231175,38.89491800,-77.05231175,38.89491800,4326,District of Columbia,11,1,11001,TPB Modeled Region
60,-77.05562749,38.89770570,-77.05562749,38.89770570,4326,District of Columbia,11,1,11001,TPB Modeled Region
61,-77.06276518,38.89772416,-77.06276518,38.89772416,4326,District of Columbia,11,1,11001,TPB Modeled Region
62,-77.05965251,38.90335325,-77.05965251,38.90335325,4326,District of Columbia,11,1,11001,TPB Modeled Region
63,-77.06531698,38.90417368,-77.06531698,38.90417368,4326,District of Columbia,11,1,11001,TPB Modeled Region
64,-77.07322198,38.90442788,-77.07322198,38.90442788,4326,District of Columbia,11,1,11001,TPB Modeled Region
65,-77.06534034,38.90597041,-77.06534034,38.90597041,4326,District of Columbia,11,1,11001,TPB Modeled Region
66,-77.07416919,38.90940262,-77.07416919,38.90940262,4326,District of Columbia,11,1,11001,TPB Modeled Region
67,-77.07693445,38.91620812,-77.07693445,38.91620812,4326,District of Columbia,11,1,11001,TPB Modeled Region
68,-77.07055141,38.91602960,-77.07055141,38.91602960,4326,District of Columbia,11,1,11001,TPB Modeled Region
69,-77.06661716,38.90961866,-77.06661716,38.90961866,4326,District of Columbia,11,1,11001,TPB Modeled Region
70,-77.06147617,38.91421343,-77.06147617,38.91421343,4326,District of Columbia,11,1,11001,TPB Modeled Region
71,-77.05518520,38.91428954,-77.05518520,38.91428954,4326,District of Columbia,11,1,11001,TPB Modeled Region
72,-77.05226759,38.91789615,-77.05226759,38.91789615,4326,District of Columbia,11,1,11001,TPB Modeled Region
73,-77.05945825,38.92289070,-77.05945825,38.92289070,4326,District of Columbia,11,1,11001,TPB Modeled Region
74,-77.05855645,38.92685673,-77.05855645,38.92685673,4326,District of Columbia,11,1,11001,TPB Modeled Region
75,-77.06802772,38.92201712,-77.06802772,38.92201712,4326,District of Columbia,11,1,11001,TPB Modeled Region
76,-77.07800887,38.92211471,-77.07800887,38.92211471,4326,District of Columbia,11,1,11001,TPB Modeled Region
77,-77.07507202,38.92680560,-77.07507202,38.92680560,4326,District of Columbia,11,1,11001,TPB Modeled Region
78,-77.07889062,38.92875440,-77.07889062,38.92875440,4326,District of Columbia,11,1,11001,TPB Modeled Region
79,-77.06925745,38.92873430,-77.06925745,38.92873430,4326,District of Columbia,11,1,11001,TPB Modeled Region
80,-77.06957261,38.93459556,-77.06957261,38.93459556,4326,District of Columbia,11,1,11001,TPB Modeled Region
81,-77.07524356,38.93427568,-77.07524356,38.93427568,4326,District of Columbia,11,1,11001,TPB Modeled Region
82,-77.08007357,38.93918624,-77.08007357,38.93918624,4326,District of Columbia,11,1,11001,TPB Modeled Region
83,-77.08844517,38.93121724,-77.08844517,38.93121724,4326,District of Columbia,11,1,11001,TPB Modeled Region
84,-77.08353468,38.93202094,-77.08353468,38.93202094,4326,District of Columbia,11,1,11001,TPB Modeled Region
85,-77.08510197,38.92030873,-77.08510197,38.92030873,4326,District of Columbia,11,1,11001,TPB Modeled Region
86,-77.09355196,38.92475735,-77.09355196,38.92475735,4326,District of Columbia,11,1,11001,TPB Modeled Region
87,-77.09213652,38.90981636,-77.09213652,38.90981636,4326,District of Columbia,11,1,11001,TPB Modeled Region
88,-77.09186207,38.91675859,-77.09186207,38.91675859,4326,District of Columbia,11,1,11001,TPB Modeled Region
89,-77.08392005,38.91043483,-77.08392005,38.91043483,4326,District of Columbia,11,1,11001,TPB Modeled Region
90,-77.10861034,38.92664893,-77.10861034,38.92664893,4326,District of Columbia,11,1,11001,TPB Modeled Region
91,-77.10196151,38.93041809,-77.10196151,38.93041809,4326,District of Columbia,11,1,11001,TPB Modeled Region
92,-77.10729159,38.94034341,-77.10729159,38.94034341,4326,District of Columbia,11,1,11001,TPB Modeled Region
93,-77.10049033,38.94116706,-77.10049033,38.94116706,4326,District of Columbia,11,1,11001,TPB Modeled Region
94,-77.09337513,38.93775240,-77.09337513,38.93775240,4326,District of Columbia,11,1,11001,TPB Modeled Region
95,-77.08561361,38.94410916,-77.08561361,38.94410916,4326,District of Columbia,11,1,11001,TPB Modeled Region
96,-77.09407589,38.94904220,-77.09407589,38.94904220,4326,District of Columbia,11,1,11001,TPB Modeled Region
97,-77.08672621,38.95695591,-77.08672621,38.95695591,4326,District of Columbia,11,1,11001,TPB Modeled Region
98,-77.07988044,38.95750252,-77.07988044,38.95750252,4326,District of Columbia,11,1,11001,TPB Modeled Region
99,-77.08368122,38.95262389,-77.08368122,38.95262389,4326,District of Columbia,11,1,11001,TPB Modeled Region
100,-77.08680005,38.95063413,-77.08680005,38.95063413,4326,District of Columbia,11,1,11001,TPB Modeled Region
101,-77.07769503,38.95184419,-77.07769503,38.95184419,4326,District of Columbia,11,1,11001,TPB Modeled Region
102,-77.06777431,38.95726055,-77.06777431,38.95726055,4326,District of Columbia,11,1,11001,TPB Modeled Region
103,-77.07453446,38.95849251,-77.07453446,38.95849251,4326,District of Columbia,11,1,11001,TPB Modeled Region
104,-77.07863699,38.96317807,-77.07863699,38.96317807,4326,District of Columbia,11,1,11001,TPB Modeled Region
105,-77.07179357,38.96557515,-77.07179357,38.96557515,4326,District of Columbia,11,1,11001,TPB Modeled Region
106,-77.06608242,38.96888604,-77.06608242,38.96888604,4326,District of Columbia,11,1,11001,TPB Modeled Region
107,-77.05825278,38.96454331,-77.05825278,38.96454331,4326,District of Columbia,11,1,11001,TPB Modeled Region
108,-77.05861347,38.97467618,-77.05861347,38.97467618,4326,District of Columbia,11,1,11001,TPB Modeled Region
109,-77.05184306,38.98270415,-77.05184306,38.98270415,4326,District of Columbia,11,1,11001,TPB Modeled Region
110,-77.04728157,38.97535826,-77.04728157,38.97535826,4326,District of Columbia,11,1,11001,TPB Modeled Region
111,-77.03317239,38.98145525,-77.03317239,38.98145525,4326,District of Columbia,11,1,11001,TPB Modeled Region
112,-77.04674078,38.98729793,-77.04674078,38.98729793,4326,District of Columbia,11,1,11001,TPB Modeled Region
113,-77.04045551,38.99035534,-77.04045551,38.99035534,4326,District of Columbia,11,1,11001,TPB Modeled Region
114,-77.03273908,38.98714454,-77.03273908,38.98714454,4326,District of Columbia,11,1,11001,TPB Modeled Region
115,-77.02383905,38.98037585,-77.02383905,38.98037585,4326,District of Columbia,11,1,11001,TPB Modeled Region
116,-77.02440902,38.97451267,-77.02440902,38.97451267,4326,District of Columbia,11,1,11001,TPB Modeled Region
117,-77.02867118,38.98003628,-77.02867118,38.98003628,4326,District of Columbia,11,1,11001,TPB Modeled Region
118,-77.03115247,38.97497192,-77.03115247,38.97497192,4326,District of Columbia,11,1,11001,TPB Modeled Region
119,-77.04062929,38.97297515,-77.04062929,38.97297515,4326,District of Columbia,11,1,11001,TPB Modeled Region
120,-77.03488732,38.96727775,-77.03488732,38.96727775,4326,District of Columbia,11,1,11001,TPB Modeled Region
121,-77.03242047,38.95907325,-77.03242047,38.95907325,4326,District of Columbia,11,1,11001,TPB Modeled Region
122,-77.03043573,38.96710220,-77.03043573,38.96710220,4326,District of Columbia,11,1,11001,TPB Modeled Region
123,-77.02283268,38.96913168,-77.02283268,38.96913168,4326,District of Columbia,11,1,11001,TPB Modeled Region
124,-77.01621135,38.96509282,-77.01621135,38.96509282,4326,District of Columbia,11,1,11001,TPB Modeled Region
125,-77.02356252,38.96223507,-77.02356252,38.96223507,4326,District of Columbia,11,1,11001,TPB Modeled Region
126,-77.02446661,38.95754567,-77.02446661,38.95754567,4326,District of Columbia,11,1,11001,TPB Modeled Region
127,-77.02370862,38.95363558,-77.02370862,38.95363558,4326,District of Columbia,11,1,11001,TPB Modeled Region
128,-77.01601492,38.95469945,-77.01601492,38.95469945,4326,District of Columbia,11,1,11001,TPB Modeled Region
129,-77.01711808,38.94921259,-77.01711808,38.94921259,4326,District of Columbia,11,1,11001,TPB Modeled Region
130,-77.02166069,38.94489607,-77.02166069,38.94489607,4326,District of Columbia,11,1,11001,TPB Modeled Region
131,-77.02401590,38.94865595,-77.02401590,38.94865595,4326,District of Columbia,11,1,11001,TPB Modeled Region
132,-77.02902774,38.94518067,-77.02902774,38.94518067,4326,District of Columbia,11,1,11001,TPB Modeled Region
133,-77.03200068,38.95265444,-77.03200068,38.95265444,4326,District of Columbia,11,1,11001,TPB Modeled Region
134,-77.03416349,38.94599934,-77.03416349,38.94599934,4326,District of Columbia,11,1,11001,TPB Modeled Region
135,-77.03967696,38.94562785,-77.03967696,38.94562785,4326,District of Columbia,11,1,11001,TPB Modeled Region
136,-77.04109093,38.95331821,-77.04109093,38.95331821,4326,District of Columbia,11,1,11001,TPB Modeled Region
137,-77.04990282,38.96546869,-77.04990282,38.96546869,4326,District of Columbia,11,1,11001,TPB Modeled Region
138,-77.06059135,38.95720977,-77.06059135,38.95720977,4326,District of Columbia,11,1,11001,TPB Modeled Region
139,-77.04919163,38.95454788,-77.04919163,38.95454788,4326,District of Columbia,11,1,11001,TPB Modeled Region
140,-77.05483301,38.94938028,-77.05483301,38.94938028,4326,District of Columbia,11,1,11001,TPB Modeled Region
141,-77.06278673,38.95046719,-77.06278673,38.95046719,4326,District of Columbia,11,1,11001,TPB Modeled Region
142,-77.06770259,38.94558256,-77.06770259,38.94558256,4326,District of Columbia,11,1,11001,TPB Modeled Region
143,-77.07115524,38.95061660,-77.07115524,38.95061660,4326,District of Columbia,11,1,11001,TPB Modeled Region
144,-77.07415864,38.94489029,-77.07415864,38.94489029,4326,District of Columbia,11,1,11001,TPB Modeled Region
145,-77.07125533,38.93977595,-77.07125533,38.93977595,4326,District of Columbia,11,1,11001,TPB Modeled Region
146,-77.06434612,38.94016235,-77.06434612,38.94016235,4326,District of Columbia,11,1,11001,TPB Modeled Region
147,-77.05768456,38.94423441,-77.05768456,38.94423441,4326,District of Columbia,11,1,11001,TPB Modeled Region
148,-77.05379392,38.93759273,-77.05379392,38.93759273,4326,District of Columbia,11,1,11001,TPB Modeled Region
149,-77.06117885,38.93299659,-77.06117885,38.93299659,4326,District of Columbia,11,1,11001,TPB Modeled Region
150,-77.05130572,38.93007183,-77.05130572,38.93007183,4326,District of Columbia,11,1,11001,TPB Modeled Region
151,-77.04693005,38.92096486,-77.04693005,38.92096486,4326,District of Columbia,11,1,11001,TPB Modeled Region
152,-77.04575225,38.92629801,-77.04575225,38.92629801,4326,District of Columbia,11,1,11001,TPB Modeled Region
153,-77.04101598,38.93079040,-77.04101598,38.93079040,4326,District of Columbia,11,1,11001,TPB Modeled Region
154,-77.04000648,38.92669384,-77.04000648,38.92669384,4326,District of Columbia,11,1,11001,TPB Modeled Region
155,-77.03477919,38.92907940,-77.03477919,38.92907940,4326,District of Columbia,11,1,11001,TPB Modeled Region
156,-77.03453942,38.93414447,-77.03453942,38.93414447,4326,District of Columbia,11,1,11001,TPB Modeled Region
157,-77.04166786,38.93446948,-77.04166786,38.93446948,4326,District of Columbia,11,1,11001,TPB Modeled Region
158,-77.04401833,38.93958886,-77.04401833,38.93958886,4326,District of Columbia,11,1,11001,TPB Modeled Region
159,-77.03292986,38.93945765,-77.03292986,38.93945765,4326,District of Columbia,11,1,11001,TPB Modeled Region
160,-77.03130836,38.93374758,-77.03130836,38.93374758,4326,District of Columbia,11,1,11001,TPB Modeled Region
161,-77.02717021,38.93863852,-77.02717021,38.93863852,4326,District of Columbia,11,1,11001,TPB Modeled Region
162,-77.02325471,38.94010943,-77.02325471,38.94010943,4326,District of Columbia,11,1,11001,TPB Modeled Region
163,-77.01881302,38.93965398,-77.01881302,38.93965398,4326,District of Columbia,11,1,11001,TPB Modeled Region
164,-77.02144722,38.93486523,-77.02144722,38.93486523,4326,District of Columbia,11,1,11001,TPB Modeled Region
165,-77.02808628,38.93398601,-77.02808628,38.93398601,4326,District of Columbia,11,1,11001,TPB Modeled Region
166,-77.02619857,38.93072569,-77.02619857,38.93072569,4326,District of Columbia,11,1,11001,TPB Modeled Region
167,-77.02091087,38.93036950,-77.02091087,38.93036950,4326,District of Columbia,11,1,11001,TPB Modeled Region
168,-77.01466432,38.92396491,-77.01466432,38.92396491,4326,District of Columbia,11,1,11001,TPB Modeled Region
169,-77.02018419,38.92101839,-77.02018419,38.92101839,4326,District of Columbia,11,1,11001,TPB Modeled Region
170,-77.02360707,38.92043623,-77.02360707,38.92043623,4326,District of Columbia,11,1,11001,TPB Modeled Region
171,-77.02751690,38.92222068,-77.02751690,38.92222068,4326,District of Columbia,11,1,11001,TPB Modeled Region
172,-77.02624573,38.92584432,-77.02624573,38.92584432,4326,District of Columbia,11,1,11001,TPB Modeled Region
173,-77.03111627,38.92923651,-77.03111627,38.92923651,4326,District of Columbia,11,1,11001,TPB Modeled Region
174,-77.03102006,38.92572884,-77.03102006,38.92572884,4326,District of Columbia,11,1,11001,TPB Modeled Region
175,-77.03435654,38.92533946,-77.03435654,38.92533946,4326,District of Columbia,11,1,11001,TPB Modeled Region
176,-77.03086187,38.92207009,-77.03086187,38.92207009,4326,District of Columbia,11,1,11001,TPB Modeled Region
177,-77.03429512,38.92145417,-77.03429512,38.92145417,4326,District of Columbia,11,1,11001,TPB Modeled Region
178,-77.03894219,38.91978285,-77.03894219,38.91978285,4326,District of Columbia,11,1,11001,TPB Modeled Region
179,-77.03935458,38.92297438,-77.03935458,38.92297438,4326,District of Columbia,11,1,11001,TPB Modeled Region
180,-77.04374111,38.91810732,-77.04374111,38.91810732,4326,District of Columbia,11,1,11001,TPB Modeled Region
181,-77.04040333,38.91423563,-77.04040333,38.91423563,4326,District of Columbia,11,1,11001,TPB Modeled Region
182,-77.03885579,38.91706086,-77.03885579,38.91706086,4326,District of Columbia,11,1,11001,TPB Modeled Region
183,-77.03406588,38.91827889,-77.03406588,38.91827889,4326,District of Columbia,11,1,11001,TPB Modeled Region
184,-77.03306485,38.91555280,-77.03306485,38.91555280,4326,District of Columbia,11,1,11001,TPB Modeled Region
185,-77.03835940,38.91310819,-77.03835940,38.91310819,4326,District of Columbia,11,1,11001,TPB Modeled Region
186,-77.03296728,38.91180883,-77.03296728,38.91180883,4326,District of Columbia,11,1,11001,TPB Modeled Region
187,-77.03076246,38.90741178,-77.03076246,38.90741178,4326,District of Columbia,11,1,11001,TPB Modeled Region
188,-77.02573980,38.91189265,-77.02573980,38.91189265,4326,District of Columbia,11,1,11001,TPB Modeled Region
189,-77.02839224,38.91874649,-77.02839224,38.91874649,4326,District of Columbia,11,1,11001,TPB Modeled Region
190,-77.02586744,38.91551456,-77.02586744,38.91551456,4326,District of Columbia,11,1,11001,TPB Modeled Region
191,-77.01966025,38.91236473,-77.01966025,38.91236473,4326,District of Columbia,11,1,11001,TPB Modeled Region
192,-77.01726683,38.90693532,-77.01726683,38.90693532,4326,District of Columbia,11,1,11001,TPB Modeled Region
193,-77.02827469,38.90696741,-77.02827469,38.90696741,4326,District of Columbia,11,1,11001,TPB Modeled Region
194,-77.02440825,38.90643232,-77.02440825,38.90643232,4326,District of Columbia,11,1,11001,TPB Modeled Region
195,-77.02046380,38.90652238,-77.02046380,38.90652238,4326,District of Columbia,11,1,11001,TPB Modeled Region
196,-77.01834851,38.90332882,-77.01834851,38.90332882,4326,District of Columbia,11,1,11001,TPB Modeled Region
197,-77.01835168,38.90173136,-77.01835168,38.90173136,4326,District of Columbia,11,1,11001,TPB Modeled Region
198,-77.01962902,38.90059339,-77.01962902,38.90059339,4326,District of Columbia,11,1,11001,TPB Modeled Region
199,-77.01756258,38.89857142,-77.01756258,38.89857142,4326,District of Columbia,11,1,11001,TPB Modeled Region
200,-77.01260392,38.89751155,-77.01260392,38.89751155,4326,District of Columbia,11,1,11001,TPB Modeled Region
201,-77.01218418,38.90061859,-77.01218418,38.90061859,4326,District of Columbia,11,1,11001,TPB Modeled Region
202,-77.01402281,38.90407775,-77.01402281,38.90407775,4326,District of Columbia,11,1,11001,TPB Modeled Region
203,-77.01055232,38.90468036,-77.01055232,38.90468036,4326,District of Columbia,11,1,11001,TPB Modeled Region
204,-77.00667757,38.90428260,-77.00667757,38.90428260,4326,District of Columbia,11,1,11001,TPB Modeled Region
205,-77.00200816,38.90485393,-77.00200816,38.90485393,4326,District of Columbia,11,1,11001,TPB Modeled Region
206,-77.00566281,38.90701501,-77.00566281,38.90701501,4326,District of Columbia,11,1,11001,TPB Modeled Region
207,-77.00741682,38.90876104,-77.00741682,38.90876104,4326,District of Columbia,11,1,11001,TPB Modeled Region
208,-77.01265687,38.90799068,-77.01265687,38.90799068,4326,District of Columbia,11,1,11001,TPB Modeled Region
209,-77.01358096,38.91131600,-77.01358096,38.91131600,4326,District of Columbia,11,1,11001,TPB Modeled Region
210,-77.01164144,38.91390877,-77.01164144,38.91390877,4326,District of Columbia,11,1,11001,TPB Modeled Region
211,-77.01331950,38.91804957,-77.01331950,38.91804957,4326,District of Columbia,11,1,11001,TPB Modeled Region
212,-77.00225352,38.91755853,-77.00225352,38.91755853,4326,District of Columbia,11,1,11001,TPB Modeled Region
213,-77.00463550,38.91272880,-77.00463550,38.91272880,4326,District of Columbia,11,1,11001,TPB Modeled Region
214,-76.99709904,38.91333160,-76.99709904,38.91333160,4326,District of Columbia,11,1,11001,TPB Modeled Region
215,-76.98734103,38.91724210,-76.98734103,38.91724210,4326,District of Columbia,11,1,11001,TPB Modeled Region
216,-76.98472947,38.92132818,-76.98472947,38.92132818,4326,District of Columbia,11,1,11001,TPB Modeled Region
217,-76.99219424,38.92393799,-76.99219424,38.92393799,4326,District of Columbia,11,1,11001,TPB Modeled Region
218,-76.99397805,38.91936781,-76.99397805,38.91936781,4326,District of Columbia,11,1,11001,TPB Modeled Region
219,-76.99808825,38.92319325,-76.99808825,38.92319325,4326,District of Columbia,11,1,11001,TPB Modeled Region
220,-76.99718791,38.92919555,-76.99718791,38.92919555,4326,District of Columbia,11,1,11001,TPB Modeled Region
221,-77.00272986,38.92788936,-77.00272986,38.92788936,4326,District of Columbia,11,1,11001,TPB Modeled Region
222,-77.00522609,38.92219190,-77.00522609,38.92219190,4326,District of Columbia,11,1,11001,TPB Modeled Region
223,-77.01062813,38.92902683,-77.01062813,38.92902683,4326,District of Columbia,11,1,11001,TPB Modeled Region
224,-77.01024240,38.93623805,-77.01024240,38.93623805,4326,District of Columbia,11,1,11001,TPB Modeled Region
225,-77.00442030,38.94284967,-77.00442030,38.94284967,4326,District of Columbia,11,1,11001,TPB Modeled Region
226,-76.99917014,38.93636095,-76.99917014,38.93636095,4326,District of Columbia,11,1,11001,TPB Modeled Region
227,-76.99353701,38.93843254,-76.99353701,38.93843254,4326,District of Columbia,11,1,11001,TPB Modeled Region
228,-76.99363668,38.94359766,-76.99363668,38.94359766,4326,District of Columbia,11,1,11001,TPB Modeled Region
229,-76.98598974,38.94270260,-76.98598974,38.94270260,4326,District of Columbia,11,1,11001,TPB Modeled Region
230,-76.98431900,38.93667136,-76.98431900,38.93667136,4326,District of Columbia,11,1,11001,TPB Modeled Region
231,-76.99082504,38.93540689,-76.99082504,38.93540689,4326,District of Columbia,11,1,11001,TPB Modeled Region
232,-76.99124775,38.92895595,-76.99124775,38.92895595,4326,District of Columbia,11,1,11001,TPB Modeled Region
233,-76.98421292,38.92914564,-76.98421292,38.92914564,4326,District of Columbia,11,1,11001,TPB Modeled Region
234,-76.98122429,38.92403526,-76.98122429,38.92403526,4326,District of Columbia,11,1,11001,TPB Modeled Region
235,-76.97320783,38.92771427,-76.97320783,38.92771427,4326,District of Columbia,11,1,11001,TPB Modeled Region
236,-76.97215653,38.93632475,-76.97215653,38.93632475,4326,District of Columbia,11,1,11001,TPB Modeled Region
237,-76.97695383,38.93280489,-76.97695383,38.93280489,4326,District of Columbia,11,1,11001,TPB Modeled Region
238,-76.97542763,38.94170113,-76.97542763,38.94170113,4326,District of Columbia,11,1,11001,TPB Modeled Region
239,-76.99581579,38.95661469,-76.99581579,38.95661469,4326,District of Columbia,11,1,11001,TPB Modeled Region
240,-76.98449093,38.94778941,-76.98449093,38.94778941,4326,District of Columbia,11,1,11001,TPB Modeled Region
241,-76.99663927,38.94908160,-76.99663927,38.94908160,4326,District of Columbia,11,1,11001,TPB Modeled Region
242,-76.99187755,38.95120609,-76.99187755,38.95120609,4326,District of Columbia,11,1,11001,TPB Modeled Region
243,-77.00098785,38.95425366,-77.00098785,38.95425366,4326,District of Columbia,11,1,11001,TPB Modeled Region
244,-77.00423498,38.94890546,-77.00423498,38.94890546,4326,District of Columbia,11,1,11001,TPB Modeled Region
245,-77.01255518,38.94704582,-77.01255518,38.94704582,4326,District of Columbia,11,1,11001,TPB Modeled Region
246,-77.00690740,38.95709230,-77.00690740,38.95709230,4326,District of Columbia,11,1,11001,TPB Modeled Region
247,-77.01031523,38.95920376,-77.01031523,38.95920376,4326,District of Columbia,11,1,11001,TPB Modeled Region
248,-77.00605234,38.96473659,-77.00605234,38.96473659,4326,District of Columbia,11,1,11001,TPB Modeled Region
249,-77.00239956,38.96097044,-77.00239956,38.96097044,4326,District of Columbia,11,1,11001,TPB Modeled Region
250,-77.01271876,38.97097897,-77.01271876,38.97097897,4326,District of Columbia,11,1,11001,TPB Modeled Region
251,-76.92899007,38.90586990,-76.92899007,38.90586990,4326,District of Columbia,11,1,11001,TPB Modeled Region
252,-76.92190781,38.90025013,-76.92190781,38.90025013,4326,District of Columbia,11,1,11001,TPB Modeled Region
253,-76.92926290,38.89501221,-76.92926290,38.89501221,4326,District of Columbia,11,1,11001,TPB Modeled Region
