taz,x,y,lon,lat,out_sr,state,stfips,cntyfips,fipsstco,region
1916,-77.15531180,38.92957169,-77.15531180,38.92957169,4326,Virginia,51,59,51059,TPB Modeled Region
1917,-77.14504065,38.92012006,-77.14504065,38.92012006,4326,Virginia,51,59,51059,TPB Modeled Region
1918,-77.16925590,38.92020887,-77.16925590,38.92020887,4326,Virginia,51,59,51059,TPB Modeled Region
1919,-77.16090449,38.90950736,-77.16090449,38.90950736,4326,Virginia,51,59,51059,TPB Modeled Region
1920,-77.17375395,38.88870712,-77.17375395,38.88870712,4326,Virginia,51,59,51059,TPB Modeled Region
1921,-77.17967999,38.89633484,-77.17967999,38.89633484,4326,Virginia,51,59,51059,TPB Modeled Region
1922,-77.17574228,38.90378933,-77.17574228,38.90378933,4326,Virginia,51,59,51059,TPB Modeled Region
1923,-77.18527324,38.90726897,-77.18527324,38.90726897,4326,Virginia,51,59,51059,TPB Modeled Region
1924,-77.19323877,38.90567603,-77.19323877,38.90567603,4326,Virginia,51,59,51059,TPB Modeled Region
1925,-77.19037171,38.89825260,-77.19037171,38.89825260,4326,Virginia,51,59,51059,TPB Modeled Region
1926,-77.18334125,38.90175587,-77.18334125,38.90175587,4326,Virginia,51,59,51059,TPB Modeled Region
1927,-77.18418120,38.89379600,-77.18418120,38.89379600,4326,Virginia,51,59,51059,TPB Modeled Region
1928,-77.18945918,38.89054131,-77.18945918,38.89054131,4326,Virginia,51,59,51059,TPB Modeled Region
1929,-77.19503714,38.89543707,-77.19503714,38.89543707,4326,Virginia,51,59,51059,TPB Modeled Region
1930,-77.20748426,38.88973819,-77.20748426,38.88973819,4326,Virginia,51,59,51059,TPB Modeled Region
1931,-77.20645303,38.88255185,-77.20645303,38.88255185,4326,Virginia,51,59,51059,TPB Modeled Region
1932,-77.19487884,38.88047372,-77.19487884,38.88047372,4326,Virginia,51,59,51059,TPB Modeled Region
1933,-77.18727754,38.88677102,-77.18727754,38.88677102,4326,Virginia,51,59,51059,TPB Modeled Region
1934,-77.18782738,38.88162237,-77.18782738,38.88162237,4326,Virginia,51,59,51059,TPB Modeled Region
1935,-77.18342003,38.87343167,-77.18342003,38.87343167,4326,Virginia,51,59,51059,TPB Modeled Region
1936,-77.16890798,38.87386605,-77.16890798,38.87386605,4326,Virginia,51,59,51059,TPB Modeled Region
1937,-77.16778962,38.87816419,-77.16778962,38.87816419,4326,Virginia,51,59,51059,TPB Modeled Region
1938,-77.17907589,38.88276237,-77.17907589,38.88276237,4326,Virginia,51,59,51059,TPB Modeled Region
1939,-77.16461656,38.88240485,-77.16461656,38.88240485,4326,Virginia,51,59,51059,TPB Modeled Region
1940,-77.15672672,38.87686719,-77.15672672,38.87686719,4326,Virginia,51,59,51059,TPB Modeled Region
1941,-77.15985950,38.87275467,-77.15985950,38.87275467,4326,Virginia,51,59,51059,TPB Modeled Region
1942,-77.15785424,38.87128937,-77.15785424,38.87128937,4326,Virginia,51,59,51059,TPB Modeled Region
1943,-77.15374464,38.86803029,-77.15374464,38.86803029,4326,Virginia,51,59,51059,TPB Modeled Region
1944,-77.14641593,38.87042970,-77.14641593,38.87042970,4326,Virginia,51,59,51059,TPB Modeled Region
1945,-77.14963178,38.86804673,-77.14963178,38.86804673,4326,Virginia,51,59,51059,TPB Modeled Region
1946,-77.14637693,38.86493173,-77.14637693,38.86493173,4326,Virginia,51,59,51059,TPB Modeled Region
1947,-77.15600973,38.86099225,-77.15600973,38.86099225,4326,Virginia,51,59,51059,TPB Modeled Region
1948,-77.16850493,38.86534938,-77.16850493,38.86534938,4326,Virginia,51,59,51059,TPB Modeled Region
1949,-77.16228503,38.85078082,-77.16228503,38.85078082,4326,Virginia,51,59,51059,TPB Modeled Region
1950,-77.14470120,38.83331446,-77.14470120,38.83331446,4326,Virginia,51,59,51059,TPB Modeled Region
1951,-77.16121230,38.84187530,-77.16121230,38.84187530,4326,Virginia,51,59,51059,TPB Modeled Region
1952,-77.17390559,38.83237475,-77.17390559,38.83237475,4326,Virginia,51,59,51059,TPB Modeled Region
1953,-77.18099841,38.85291032,-77.18099841,38.85291032,4326,Virginia,51,59,51059,TPB Modeled Region
1954,-77.18753972,38.84295413,-77.18753972,38.84295413,4326,Virginia,51,59,51059,TPB Modeled Region
1955,-77.19320277,38.83282485,-77.19320277,38.83282485,4326,Virginia,51,59,51059,TPB Modeled Region
1956,-77.19477054,38.83670233,-77.19477054,38.83670233,4326,Virginia,51,59,51059,TPB Modeled Region
1957,-77.20376009,38.83753717,-77.20376009,38.83753717,4326,Virginia,51,59,51059,TPB Modeled Region
1958,-77.19946635,38.83192098,-77.19946635,38.83192098,4326,Virginia,51,59,51059,TPB Modeled Region
1959,-77.21335044,38.84327926,-77.21335044,38.84327926,4326,Virginia,51,59,51059,TPB Modeled Region
1960,-77.21005998,38.85545371,-77.21005998,38.85545371,4326,Virginia,51,59,51059,TPB Modeled Region
1961,-77.19901677,38.85841141,-77.19901677,38.85841141,4326,Virginia,51,59,51059,TPB Modeled Region
1962,-77.18490845,38.86310183,-77.18490845,38.86310183,4326,Virginia,51,59,51059,TPB Modeled Region
1963,-77.19684493,38.87173314,-77.19684493,38.87173314,4326,Virginia,51,59,51059,TPB Modeled Region
1964,-77.20920314,38.86449596,-77.20920314,38.86449596,4326,Virginia,51,59,51059,TPB Modeled Region
1965,-77.21586190,38.86154493,-77.21586190,38.86154493,4326,Virginia,51,59,51059,TPB Modeled Region
1966,-77.21267051,38.86986087,-77.21267051,38.86986087,4326,Virginia,51,59,51059,TPB Modeled Region
1967,-77.20638923,38.87155077,-77.20638923,38.87155077,4326,Virginia,51,59,51059,TPB Modeled Region
1968,-77.22420333,38.87992880,-77.22420333,38.87992880,4326,Virginia,51,59,51059,TPB Modeled Region
1969,-77.22379428,38.87034244,-77.22379428,38.87034244,4326,Virginia,51,59,51059,TPB Modeled Region
1970,-77.21790170,38.87054969,-77.21790170,38.87054969,4326,Virginia,51,59,51059,TPB Modeled Region
1971,-77.22338168,38.86067993,-77.22338168,38.86067993,4326,Virginia,51,59,51059,TPB Modeled Region
1972,-77.23092501,38.86096187,-77.23092501,38.86096187,4326,Virginia,51,59,51059,TPB Modeled Region
1973,-77.23275311,38.86959894,-77.23275311,38.86959894,4326,Virginia,51,59,51059,TPB Modeled Region
1974,-77.23769204,38.85526045,-77.23769204,38.85526045,4326,Virginia,51,59,51059,TPB Modeled Region
1975,-77.23177287,38.84409687,-77.23177287,38.84409687,4326,Virginia,51,59,51059,TPB Modeled Region
1976,-77.25900814,38.84898578,-77.25900814,38.84898578,4326,Virginia,51,59,51059,TPB Modeled Region
1977,-77.26130694,38.83199458,-77.26130694,38.83199458,4326,Virginia,51,59,51059,TPB Modeled Region
1978,-77.27574268,38.82949576,-77.27574268,38.82949576,4326,Virginia,51,59,51059,TPB Modeled Region
1979,-77.24771941,38.81612046,-77.24771941,38.81612046,4326,Virginia,51,59,51059,TPB Modeled Region
1980,-77.24687687,38.82863081,-77.24687687,38.82863081,4326,Virginia,51,59,51059,TPB Modeled Region
1981,-77.22811475,38.82573489,-77.22811475,38.82573489,4326,Virginia,51,59,51059,TPB Modeled Region
1982,-77.21686099,38.82588949,-77.21686099,38.82588949,4326,Virginia,51,59,51059,TPB Modeled Region
1983,-77.21757872,38.80669477,-77.21757872,38.80669477,4326,Virginia,51,59,51059,TPB Modeled Region
1984,-77.24321765,38.80439731,-77.24321765,38.80439731,4326,Virginia,51,59,51059,TPB Modeled Region
1985,-77.22533809,38.80046018,-77.22533809,38.80046018,4326,Virginia,51,59,51059,TPB Modeled Region
1986,-77.22454651,38.78566622,-77.22454651,38.78566622,4326,Virginia,51,59,51059,TPB Modeled Region
1987,-77.20324514,38.78606954,-77.20324514,38.78606954,4326,Virginia,51,59,51059,TPB Modeled Region
1988,-77.20662132,38.79692632,-77.20662132,38.79692632,4326,Virginia,51,59,51059,TPB Modeled Region
1989,-77.19831632,38.80503999,-77.19831632,38.80503999,4326,Virginia,51,59,51059,TPB Modeled Region
1990,-77.21016772,38.82060750,-77.21016772,38.82060750,4326,Virginia,51,59,51059,TPB Modeled Region
1991,-77.20657879,38.83087863,-77.20657879,38.83087863,4326,Virginia,51,59,51059,TPB Modeled Region
1992,-77.19965643,38.82980433,-77.19965643,38.82980433,4326,Virginia,51,59,51059,TPB Modeled Region
1993,-77.19601412,38.82942973,-77.19601412,38.82942973,4326,Virginia,51,59,51059,TPB Modeled Region
1994,-77.18954105,38.83102330,-77.18954105,38.83102330,4326,Virginia,51,59,51059,TPB Modeled Region
1995,-77.19133998,38.82883843,-77.19133998,38.82883843,4326,Virginia,51,59,51059,TPB Modeled Region
1996,-77.19766995,38.81785647,-77.19766995,38.81785647,4326,Virginia,51,59,51059,TPB Modeled Region
1997,-77.17509133,38.80967860,-77.17509133,38.80967860,4326,Virginia,51,59,51059,TPB Modeled Region
1998,-77.17940599,38.82013800,-77.17940599,38.82013800,4326,Virginia,51,59,51059,TPB Modeled Region
1999,-77.15520535,38.82427571,-77.15520535,38.82427571,4326,Virginia,51,59,51059,TPB Modeled Region
2000,-77.16203048,38.82880180,-77.16203048,38.82880180,4326,Virginia,51,59,51059,TPB Modeled Region
2001,-77.14672764,38.82318074,-77.14672764,38.82318074,4326,Virginia,51,59,51059,TPB Modeled Region
2002,-77.14757870,38.81510585,-77.14757870,38.81510585,4326,Virginia,51,59,51059,TPB Modeled Region
2003,-77.15888520,38.81467721,-77.15888520,38.81467721,4326,Virginia,51,59,51059,TPB Modeled Region
2004,-77.16410219,38.80633305,-77.16410219,38.80633305,4326,Virginia,51,59,51059,TPB Modeled Region
2005,-77.17836043,38.80462109,-77.17836043,38.80462109,4326,Virginia,51,59,51059,TPB Modeled Region
2006,-77.16411886,38.79676723,-77.16411886,38.79676723,4326,Virginia,51,59,51059,TPB Modeled Region
2007,-77.15107778,38.80091109,-77.15107778,38.80091109,4326,Virginia,51,59,51059,TPB Modeled Region
2008,-77.14893307,38.78734029,-77.14893307,38.78734029,4326,Virginia,51,59,51059,TPB Modeled Region
2009,-77.15196891,38.77746621,-77.15196891,38.77746621,4326,Virginia,51,59,51059,TPB Modeled Region
2010,-77.16041167,38.77537028,-77.16041167,38.77537028,4326,Virginia,51,59,51059,TPB Modeled Region
2011,-77.16404723,38.78587282,-77.16404723,38.78587282,4326,Virginia,51,59,51059,TPB Modeled Region
2012,-77.17577422,38.78263858,-77.17577422,38.78263858,4326,Virginia,51,59,51059,TPB Modeled Region
2013,-77.17578224,38.79861557,-77.17578224,38.79861557,4326,Virginia,51,59,51059,TPB Modeled Region
2014,-77.19131307,38.78920224,-77.19131307,38.78920224,4326,Virginia,51,59,51059,TPB Modeled Region
2015,-77.18194416,38.78927292,-77.18194416,38.78927292,4326,Virginia,51,59,51059,TPB Modeled Region
2016,-77.18251976,38.78329827,-77.18251976,38.78329827,4326,Virginia,51,59,51059,TPB Modeled Region
2017,-77.18300338,38.78071988,-77.18300338,38.78071988,4326,Virginia,51,59,51059,TPB Modeled Region
2018,-77.18432276,38.77526996,-77.18432276,38.77526996,4326,Virginia,51,59,51059,TPB Modeled Region
2019,-77.18854228,38.78110066,-77.18854228,38.78110066,4326,Virginia,51,59,51059,TPB Modeled Region
2020,-77.19992260,38.76912403,-77.19992260,38.76912403,4326,Virginia,51,59,51059,TPB Modeled Region
2021,-77.19082312,38.77172826,-77.19082312,38.77172826,4326,Virginia,51,59,51059,TPB Modeled Region
2022,-77.18788861,38.77462205,-77.18788861,38.77462205,4326,Virginia,51,59,51059,TPB Modeled Region
2023,-77.19463587,38.76177958,-77.19463587,38.76177958,4326,Virginia,51,59,51059,TPB Modeled Region
2024,-77.18047266,38.75962746,-77.18047266,38.75962746,4326,Virginia,51,59,51059,TPB Modeled Region
2025,-77.17609498,38.76656109,-77.17609498,38.76656109,4326,Virginia,51,59,51059,TPB Modeled Region
2026,-77.17565657,38.77090214,-77.17565657,38.77090214,4326,Virginia,51,59,51059,TPB Modeled Region
2027,-77.17997220,38.77510887,-77.17997220,38.77510887,4326,Virginia,51,59,51059,TPB Modeled Region
2028,-77.17481734,38.77433473,-77.17481734,38.77433473,4326,Virginia,51,59,51059,TPB Modeled Region
2029,-77.17028501,38.77359166,-77.17028501,38.77359166,4326,Virginia,51,59,51059,TPB Modeled Region
2030,-77.16589462,38.77332658,-77.16589462,38.77332658,4326,Virginia,51,59,51059,TPB Modeled Region
2031,-77.16339671,38.76439659,-77.16339671,38.76439659,4326,Virginia,51,59,51059,TPB Modeled Region
2032,-77.15806479,38.76990883,-77.15806479,38.76990883,4326,Virginia,51,59,51059,TPB Modeled Region
2033,-77.14475236,38.77393112,-77.14475236,38.77393112,4326,Virginia,51,59,51059,TPB Modeled Region
2034,-77.15504399,38.75191162,-77.15504399,38.75191162,4326,Virginia,51,59,51059,TPB Modeled Region
2035,-77.16981599,38.75385670,-77.16981599,38.75385670,4326,Virginia,51,59,51059,TPB Modeled Region
2036,-77.14199561,38.73430369,-77.14199561,38.73430369,4326,Virginia,51,59,51059,TPB Modeled Region
2037,-77.13169683,38.74766407,-77.13169683,38.74766407,4326,Virginia,51,59,51059,TPB Modeled Region
2038,-77.13792070,38.76243675,-77.13792070,38.76243675,4326,Virginia,51,59,51059,TPB Modeled Region
2039,-77.13615853,38.76887774,-77.13615853,38.76887774,4326,Virginia,51,59,51059,TPB Modeled Region
2040,-77.13861948,38.77173927,-77.13861948,38.77173927,4326,Virginia,51,59,51059,TPB Modeled Region
2041,-77.12103608,38.77405413,-77.12103608,38.77405413,4326,Virginia,51,59,51059,TPB Modeled Region
2042,-77.11341565,38.75509084,-77.11341565,38.75509084,4326,Virginia,51,59,51059,TPB Modeled Region
2043,-77.10280626,38.76656735,-77.10280626,38.76656735,4326,Virginia,51,59,51059,TPB Modeled Region
2044,-77.08820149,38.76815625,-77.08820149,38.76815625,4326,Virginia,51,59,51059,TPB Modeled Region
2045,-77.08299168,38.77241065,-77.08299168,38.77241065,4326,Virginia,51,59,51059,TPB Modeled Region
2046,-77.08109321,38.77135144,-77.08109321,38.77135144,4326,Virginia,51,59,51059,TPB Modeled Region
2047,-77.08922409,38.78059062,-77.08922409,38.78059062,4326,Virginia,51,59,51059,TPB Modeled Region
2048,-77.10446649,38.77581107,-77.10446649,38.77581107,4326,Virginia,51,59,51059,TPB Modeled Region
2049,-77.10527557,38.78571087,-77.10527557,38.78571087,4326,Virginia,51,59,51059,TPB Modeled Region
2050,-77.10692834,38.79784897,-77.10692834,38.79784897,4326,Virginia,51,59,51059,TPB Modeled Region
2051,-77.11590897,38.79397809,-77.11590897,38.79397809,4326,Virginia,51,59,51059,TPB Modeled Region
2052,-77.12822865,38.78015170,-77.12822865,38.78015170,4326,Virginia,51,59,51059,TPB Modeled Region
2053,-77.12995575,38.78914737,-77.12995575,38.78914737,4326,Virginia,51,59,51059,TPB Modeled Region
2054,-77.14001655,38.79013743,-77.14001655,38.79013743,4326,Virginia,51,59,51059,TPB Modeled Region
2055,-77.12723351,38.79562686,-77.12723351,38.79562686,4326,Virginia,51,59,51059,TPB Modeled Region
2056,-77.12467304,38.79930078,-77.12467304,38.79930078,4326,Virginia,51,59,51059,TPB Modeled Region
2057,-77.09702442,38.79769073,-77.09702442,38.79769073,4326,Virginia,51,59,51059,TPB Modeled Region
2058,-77.08610942,38.79681446,-77.08610942,38.79681446,4326,Virginia,51,59,51059,TPB Modeled Region
2059,-77.07350717,38.79295195,-77.07350717,38.79295195,4326,Virginia,51,59,51059,TPB Modeled Region
2060,-77.08150668,38.78952058,-77.08150668,38.78952058,4326,Virginia,51,59,51059,TPB Modeled Region
2061,-77.07615685,38.78561007,-77.07615685,38.78561007,4326,Virginia,51,59,51059,TPB Modeled Region
2062,-77.07016910,38.77935825,-77.07016910,38.77935825,4326,Virginia,51,59,51059,TPB Modeled Region
2063,-77.07018870,38.78803624,-77.07018870,38.78803624,4326,Virginia,51,59,51059,TPB Modeled Region
2064,-77.06154863,38.79225135,-77.06154863,38.79225135,4326,Virginia,51,59,51059,TPB Modeled Region
2065,-77.07038094,38.79655443,-77.07038094,38.79655443,4326,Virginia,51,59,51059,TPB Modeled Region
2066,-77.05216222,38.78226424,-77.05216222,38.78226424,4326,Virginia,51,59,51059,TPB Modeled Region
2067,-77.05158406,38.76388934,-77.05158406,38.76388934,4326,Virginia,51,59,51059,TPB Modeled Region
2068,-77.05997618,38.72118441,-77.05997618,38.72118441,4326,Virginia,51,59,51059,TPB Modeled Region
2069,-77.07137562,38.73348022,-77.07137562,38.73348022,4326,Virginia,51,59,51059,TPB Modeled Region
2070,-77.06380338,38.74153436,-77.06380338,38.74153436,4326,Virginia,51,59,51059,TPB Modeled Region
2071,-77.04773409,38.74444707,-77.04773409,38.74444707,4326,Virginia,51,59,51059,TPB Modeled Region
2072,-77.06961335,38.76675079,-77.06961335,38.76675079,4326,Virginia,51,59,51059,TPB Modeled Region
2073,-77.07197106,38.75419666,-77.07197106,38.75419666,4326,Virginia,51,59,51059,TPB Modeled Region
2074,-77.08268966,38.74966310,-77.08268966,38.74966310,4326,Virginia,51,59,51059,TPB Modeled Region
2075,-77.08571181,38.74907846,-77.08571181,38.74907846,4326,Virginia,51,59,51059,TPB Modeled Region
2076,-77.09040699,38.74956619,-77.09040699,38.74956619,4326,Virginia,51,59,51059,TPB Modeled Region
2077,-77.08506067,38.72514821,-77.08506067,38.72514821,4326,Virginia,51,59,51059,TPB Modeled Region
2078,-77.09206729,38.72065676,-77.09206729,38.72065676,4326,Virginia,51,59,51059,TPB Modeled Region
2079,-77.10451769,38.72267875,-77.10451769,38.72267875,4326,Virginia,51,59,51059,TPB Modeled Region
2080,-77.10093818,38.72983654,-77.10093818,38.72983654,4326,Virginia,51,59,51059,TPB Modeled Region
2081,-77.09915943,38.73534616,-77.09915943,38.73534616,4326,Virginia,51,59,51059,TPB Modeled Region
2082,-77.11037834,38.73861181,-77.11037834,38.73861181,4326,Virginia,51,59,51059,TPB Modeled Region
2083,-77.11632378,38.72840141,-77.11632378,38.72840141,4326,Virginia,51,59,51059,TPB Modeled Region
2084,-77.11107650,38.73005284,-77.11107650,38.73005284,4326,Virginia,51,59,51059,TPB Modeled Region
2085,-77.12910555,38.72288614,-77.12910555,38.72288614,4326,Virginia,51,59,51059,TPB Modeled Region
2086,-77.12809849,38.71669327,-77.12809849,38.71669327,4326,Virginia,51,59,51059,TPB Modeled Region
2087,-77.11613171,38.71265331,-77.11613171,38.71265331,4326,Virginia,51,59,51059,TPB Modeled Region
2088,-77.10361700,38.70489848,-77.10361700,38.70489848,4326,Virginia,51,59,51059,TPB Modeled Region
2089,-77.14155619,38.69090099,-77.14155619,38.69090099,4326,Virginia,51,59,51059,TPB Modeled Region
2090,-77.17079650,38.68744038,-77.17079650,38.68744038,4326,Virginia,51,59,51059,TPB Modeled Region
2091,-77.20097729,38.66455162,-77.20097729,38.66455162,4326,Virginia,51,59,51059,TPB Modeled Region
2092,-77.14876172,38.65078440,-77.14876172,38.65078440,4326,Virginia,51,59,51059,TPB Modeled Region
2093,-77.18733742,38.63406930,-77.18733742,38.63406930,4326,Virginia,51,59,51059,TPB Modeled Region
2094,-77.26445578,38.69377148,-77.26445578,38.69377148,4326,Virginia,51,59,51059,TPB Modeled Region
2095,-77.28226301,38.70890141,-77.28226301,38.70890141,4326,Virginia,51,59,51059,TPB Modeled Region
2096,-77.24284769,38.71196777,-77.24284769,38.71196777,4326,Virginia,51,59,51059,TPB Modeled Region
2097,-77.22694575,38.70886489,-77.22694575,38.70886489,4326,Virginia,51,59,51059,TPB Modeled Region
2098,-77.21750425,38.69952405,-77.21750425,38.69952405,4326,Virginia,51,59,51059,TPB Modeled Region
2099,-77.23295364,38.69103590,-77.23295364,38.69103590,4326,Virginia,51,59,51059,TPB Modeled Region
2100,-77.24702927,38.68907671,-77.24702927,38.68907671,4326,Virginia,51,59,51059,TPB Modeled Region
2101,-77.22634711,38.68614049,-77.22634711,38.68614049,4326,Virginia,51,59,51059,TPB Modeled Region
2102,-77.22517540,38.68015922,-77.22517540,38.68015922,4326,Virginia,51,59,51059,TPB Modeled Region
2103,-77.20286454,38.69102850,-77.20286454,38.69102850,4326,Virginia,51,59,51059,TPB Modeled Region
2104,-77.21109125,38.69317504,-77.21109125,38.69317504,4326,Virginia,51,59,51059,TPB Modeled Region
2105,-77.20491038,38.69975219,-77.20491038,38.69975219,4326,Virginia,51,59,51059,TPB Modeled Region
2106,-77.21147569,38.71076975,-77.21147569,38.71076975,4326,Virginia,51,59,51059,TPB Modeled Region
2107,-77.21513926,38.71821872,-77.21513926,38.71821872,4326,Virginia,51,59,51059,TPB Modeled Region
2108,-77.19939059,38.71781209,-77.19939059,38.71781209,4326,Virginia,51,59,51059,TPB Modeled Region
2109,-77.19875752,38.70679752,-77.19875752,38.70679752,4326,Virginia,51,59,51059,TPB Modeled Region
2110,-77.19122677,38.71535468,-77.19122677,38.71535468,4326,Virginia,51,59,51059,TPB Modeled Region
2111,-77.17812291,38.71468210,-77.17812291,38.71468210,4326,Virginia,51,59,51059,TPB Modeled Region
2112,-77.15789919,38.72213207,-77.15789919,38.72213207,4326,Virginia,51,59,51059,TPB Modeled Region
2113,-77.17487264,38.72680678,-77.17487264,38.72680678,4326,Virginia,51,59,51059,TPB Modeled Region
2114,-77.17552216,38.73517717,-77.17552216,38.73517717,4326,Virginia,51,59,51059,TPB Modeled Region
2115,-77.17943385,38.74510833,-77.17943385,38.74510833,4326,Virginia,51,59,51059,TPB Modeled Region
2116,-77.19458663,38.73090820,-77.19458663,38.73090820,4326,Virginia,51,59,51059,TPB Modeled Region
2117,-77.18959754,38.72689467,-77.18959754,38.72689467,4326,Virginia,51,59,51059,TPB Modeled Region
2118,-77.20571247,38.73072482,-77.20571247,38.73072482,4326,Virginia,51,59,51059,TPB Modeled Region
2119,-77.20436525,38.74153509,-77.20436525,38.74153509,4326,Virginia,51,59,51059,TPB Modeled Region
2120,-77.19687780,38.73597206,-77.19687780,38.73597206,4326,Virginia,51,59,51059,TPB Modeled Region
2121,-77.18988654,38.74674050,-77.18988654,38.74674050,4326,Virginia,51,59,51059,TPB Modeled Region
2122,-77.18443355,38.74742598,-77.18443355,38.74742598,4326,Virginia,51,59,51059,TPB Modeled Region
2123,-77.19393007,38.75338066,-77.19393007,38.75338066,4326,Virginia,51,59,51059,TPB Modeled Region
2124,-77.20698658,38.75070468,-77.20698658,38.75070468,4326,Virginia,51,59,51059,TPB Modeled Region
2125,-77.21772970,38.76913440,-77.21772970,38.76913440,4326,Virginia,51,59,51059,TPB Modeled Region
2126,-77.23288544,38.74766729,-77.23288544,38.74766729,4326,Virginia,51,59,51059,TPB Modeled Region
2127,-77.23979224,38.73837667,-77.23979224,38.73837667,4326,Virginia,51,59,51059,TPB Modeled Region
2128,-77.21708851,38.73984555,-77.21708851,38.73984555,4326,Virginia,51,59,51059,TPB Modeled Region
2129,-77.22549528,38.71993413,-77.22549528,38.71993413,4326,Virginia,51,59,51059,TPB Modeled Region
2130,-77.23659480,38.72918695,-77.23659480,38.72918695,4326,Virginia,51,59,51059,TPB Modeled Region
2131,-77.26384333,38.72088462,-77.26384333,38.72088462,4326,Virginia,51,59,51059,TPB Modeled Region
2132,-77.26702197,38.74057719,-77.26702197,38.74057719,4326,Virginia,51,59,51059,TPB Modeled Region
2133,-77.27594477,38.76744958,-77.27594477,38.76744958,4326,Virginia,51,59,51059,TPB Modeled Region
2134,-77.26493181,38.76184581,-77.26493181,38.76184581,4326,Virginia,51,59,51059,TPB Modeled Region
2135,-77.25212219,38.75522736,-77.25212219,38.75522736,4326,Virginia,51,59,51059,TPB Modeled Region
2136,-77.24499903,38.76651365,-77.24499903,38.76651365,4326,Virginia,51,59,51059,TPB Modeled Region
2137,-77.23182379,38.76827547,-77.23182379,38.76827547,4326,Virginia,51,59,51059,TPB Modeled Region
2138,-77.24750787,38.78160203,-77.24750787,38.78160203,4326,Virginia,51,59,51059,TPB Modeled Region
2139,-77.25903887,38.79039133,-77.25903887,38.79039133,4326,Virginia,51,59,51059,TPB Modeled Region
2140,-77.26846842,38.78229821,-77.26846842,38.78229821,4326,Virginia,51,59,51059,TPB Modeled Region
2141,-77.28542907,38.77685270,-77.28542907,38.77685270,4326,Virginia,51,59,51059,TPB Modeled Region
2142,-77.28768532,38.79240754,-77.28768532,38.79240754,4326,Virginia,51,59,51059,TPB Modeled Region
2143,-77.25808630,38.79949299,-77.25808630,38.79949299,4326,Virginia,51,59,51059,TPB Modeled Region
2144,-77.27264944,38.80488365,-77.27264944,38.80488365,4326,Virginia,51,59,51059,TPB Modeled Region
2145,-77.29233768,38.81935058,-77.29233768,38.81935058,4326,Virginia,51,59,51059,TPB Modeled Region
2146,-77.29234930,38.80824001,-77.29234930,38.80824001,4326,Virginia,51,59,51059,TPB Modeled Region
2147,-77.31246962,38.80554709,-77.31246962,38.80554709,4326,Virginia,51,59,51059,TPB Modeled Region
2148,-77.29318733,38.78282836,-77.29318733,38.78282836,4326,Virginia,51,59,51059,TPB Modeled Region
2149,-77.31477826,38.77812320,-77.31477826,38.77812320,4326,Virginia,51,59,51059,TPB Modeled Region
2150,-77.31356562,38.79235967,-77.31356562,38.79235967,4326,Virginia,51,59,51059,TPB Modeled Region
2151,-77.33059124,38.79527160,-77.33059124,38.79527160,4326,Virginia,51,59,51059,TPB Modeled Region
2152,-77.34724234,38.76988525,-77.34724234,38.76988525,4326,Virginia,51,59,51059,TPB Modeled Region
2153,-77.32886110,38.76865133,-77.32886110,38.76865133,4326,Virginia,51,59,51059,TPB Modeled Region
2154,-77.32459091,38.75453312,-77.32459091,38.75453312,4326,Virginia,51,59,51059,TPB Modeled Region
2155,-77.29435755,38.76041351,-77.29435755,38.76041351,4326,Virginia,51,59,51059,TPB Modeled Region
2156,-77.30300885,38.73477564,-77.30300885,38.73477564,4326,Virginia,51,59,51059,TPB Modeled Region
2157,-77.33000774,38.72318527,-77.33000774,38.72318527,4326,Virginia,51,59,51059,TPB Modeled Region
2158,-77.35814843,38.74844465,-77.35814843,38.74844465,4326,Virginia,51,59,51059,TPB Modeled Region
2159,-77.37237477,38.72875567,-77.37237477,38.72875567,4326,Virginia,51,59,51059,TPB Modeled Region
2160,-77.90495225,39.02587593,-77.90495225,39.02587593,4326,Virginia,51,107,51107,TPB Modeled Region
2161,-77.85223512,39.08193637,-77.85223512,39.08193637,4326,Virginia,51,107,51107,TPB Modeled Region
2162,-77.81961979,39.07217479,-77.81961979,39.07217479,4326,Virginia,51,107,51107,TPB Modeled Region
2163,-77.80622630,39.03359780,-77.80622630,39.03359780,4326,Virginia,51,107,51107,TPB Modeled Region
2164,-77.86209156,39.02510002,-77.86209156,39.02510002,4326,Virginia,51,107,51107,TPB Modeled Region
2165,-77.82198373,39.01521505,-77.82198373,39.01521505,4326,Virginia,51,107,51107,TPB Modeled Region
2166,-77.82847008,38.99448893,-77.82847008,38.99448893,4326,Virginia,51,107,51107,TPB Modeled Region
2167,-77.77465330,38.99448050,-77.77465330,38.99448050,4326,Virginia,51,107,51107,TPB Modeled Region
2168,-77.74895846,39.03845311,-77.74895846,39.03845311,4326,Virginia,51,107,51107,TPB Modeled Region
2169,-77.77777378,39.05559354,-77.77777378,39.05559354,4326,Virginia,51,107,51107,TPB Modeled Region
2170,-77.72766358,39.06252449,-77.72766358,39.06252449,4326,Virginia,51,107,51107,TPB Modeled Region
2171,-77.70002577,39.06016087,-77.70002577,39.06016087,4326,Virginia,51,107,51107,TPB Modeled Region
2172,-77.66448610,39.07869216,-77.66448610,39.07869216,4326,Virginia,51,107,51107,TPB Modeled Region
2173,-77.69285226,39.09007997,-77.69285226,39.09007997,4326,Virginia,51,107,51107,TPB Modeled Region
