scenario,source_row,o_tpb_taz,d_tpb_taz,o_activity,d_activity,departure_time_min,travel_mode,vehicle_occupancy,person_weight,vehicle_weight_unscaled,vehicle_weight
real,110363,2275,2279,2,1,720,4,2,38.00000000,19.00000000,1.35319437
real,110366,933,980,1,7,645,4,1,209.00000000,209.00000000,14.88513802
real,110367,980,995,7,2,690,4,1,209.00000000,209.00000000,14.88513802
real,110368,995,893,2,7,1080,4,1,209.00000000,209.00000000,14.88513802
real,110369,893,900,7,13,1140,4,1,209.00000000,209.00000000,14.88513802
real,110370,900,933,13,1,1290,4,1,209.00000000,209.00000000,14.88513802
real,110371,845,1106,1,16,300,4,2,69.00000000,34.50000000,2.45711609
real,110372,1106,2089,16,2,335,4,1,69.00000000,69.00000000,4.91423217
real,110373,2089,1106,2,16,1050,4,1,69.00000000,69.00000000,4.91423217
real,110374,1106,845,16,1,1120,4,2,69.00000000,34.50000000,2.45711609
real,110390,1274,719,1,18,465,4,1,156.00000000,156.00000000,11.11043795
real,110391,719,693,18,2,545,4,1,156.00000000,156.00000000,11.11043795
real,110392,693,719,2,18,1080,4,1,156.00000000,156.00000000,11.11043795
real,110393,719,545,18,8,1115,4,1,156.00000000,156.00000000,11.11043795
real,110394,545,585,8,6,1130,4,1,156.00000000,156.00000000,11.11043795
real,110395,585,1274,6,1,1185,4,1,156.00000000,156.00000000,11.11043795
real,110396,1151,1160,1,5,660,4,1,156.00000000,156.00000000,11.11043795
real,110397,1160,880,5,7,670,4,1,156.00000000,156.00000000,11.11043795
real,110398,880,1151,7,1,835,4,1,156.00000000,156.00000000,11.11043795
real,110399,2305,2280,1,16,450,4,2,167.00000000,83.50000000,5.94693313
real,110400,2280,2305,16,1,480,4,1,167.00000000,167.00000000,11.89386627
real,110401,2305,2280,1,16,990,4,1,167.00000000,167.00000000,11.89386627
real,110402,2280,2305,16,1,1010,4,2,167.00000000,83.50000000,5.94693313
real,110403,2305,2272,1,2,570,4,1,167.00000000,167.00000000,11.89386627
real,110404,2272,2305,2,1,1170,4,1,167.00000000,167.00000000,11.89386627
real,110408,1915,1916,1,16,410,4,3,298.00000000,99.33333333,7.07459510
real,110409,1916,1915,16,1,420,4,1,298.00000000,298.00000000,21.22378531
real,110410,1915,1837,1,2,505,4,1,298.00000000,298.00000000,21.22378531
real,110411,1837,657,2,16,1005,4,1,298.00000000,298.00000000,21.22378531
real,110412,657,1915,16,1,1055,4,3,298.00000000,99.33333333,7.07459510
real,110413,1915,1878,1,5,660,4,1,298.00000000,298.00000000,21.22378531
real,110414,1878,1915,5,1,740,4,1,298.00000000,298.00000000,21.22378531
real,110419,1585,1575,1,16,580,4,2,74.00000000,37.00000000,2.63516798
real,110420,1575,1583,16,3,595,4,2,74.00000000,37.00000000,2.63516798
real,110421,1583,1575,3,16,705,4,2,74.00000000,37.00000000,2.63516798
real,110422,1575,1584,16,7,730,4,1,74.00000000,74.00000000,5.27033595
real,110423,1584,1585,7,1,870,4,1,74.00000000,74.00000000,5.27033595
real,110424,1370,1352,1,5,1050,4,1,160.00000000,160.00000000,11.39532097
real,110425,1352,1370,5,1,1090,4,1,160.00000000,160.00000000,11.39532097
real,110426,1156,1152,1,5,530,4,1,157.00000000,157.00000000,11.18165871
real,110427,1152,1160,5,5,570,4,1,157.00000000,157.00000000,11.18165871
real,110428,1160,1224,5,13,590,4,1,157.00000000,157.00000000,11.18165871
real,110429,1224,1156,13,1,650,4,1,157.00000000,157.00000000,11.18165871
real,110430,1156,1223,1,13,500,4,1,157.00000000,157.00000000,11.18165871
real,110431,1223,1156,13,1,555,4,1,157.00000000,157.00000000,11.18165871
real,110435,564,662,1,2,530,4,1,47.00000000,47.00000000,3.34737554
real,110436,662,564,2,1,1030,4,1,47.00000000,47.00000000,3.34737554
real,110449,515,753,1,2,485,4,1,101.00000000,101.00000000,7.19329636
real,110450,753,515,2,1,1020,4,1,101.00000000,101.00000000,7.19329636
