count_id,observed_volume,lon,lat,source_observed_column,route_id,road_name,county,station_desc,location_id,object_id
S2012220628,1533.00000000,-75.63412449,38.39407713,AADT,22000CO01320  01WW**************,Naylor Mill Rd,Wicomico,Naylor Mill Rd - Between Us 50bu & Brick Kiln Rd,S2012220628,4330
S2012161170,23701.00000000,-76.91529306,38.86458036,AADT,16000CO03074  01SS**************,Marlboro Pike,Prince George's,Marlboro Pike - Between Brooks Dr & Walker Mill Rd,S2012161170,4331
B240202,16282.00000000,-76.61225492,39.24631411,AADT,24000MD00002  09SS**************,Potee St (sb Couplet),Baltimore City,Md2 (potee St)-.20 Mi N Of Frankfurst Ave (one Way Couplet Sb - Nb See B240201),B240202,4332
B040024,9282.00000000,-76.43139589,38.35599431,AADT,04000MD00760  01NN**************,Rousby Hall Rd,Calvert,Md760-.10 Mi S Of Southern Connector Blvd/olivet Rd,B040024,4333
S2001020092,30340.00000000,-76.72059185,39.09958081,AADT,02000MD00175  01NN**************,Annapolis Rd,Anne Arundel,Md 175 North Of Md 32,S2001020092,4334
B230036,12152.00000000,-75.08697104,38.33167634,AADT,23000US00050  01EE**************,N Division St,Worcester,Us50 Between Md528 & Md378 (one Way Eb),B230036,4335
S2011130527,4254.00000000,-76.79486410,39.12899673,AADT,13000RP00032  02EEMD11        03,Ramp 3 Fr Md 732r Wb To Md 32 Nb,Howard,Exit 11 Ramp 3 Fr Md 732r Wb To Md 32 Nb,S2011130527,4336
S2000210072,2381.00000000,-77.78330526,39.61675168,AADT,21000RP00070  02NNIS26        01,Ramp 1 Fr Ramp 12 (fr Is81 Nb) To Ramp 9,Washington,Exit 26 Ramp 1 Fr Ramp 12 (fr Is 81 Nb) To Ramp 9 (to Is 70 Wb),S2000210072,4337
S2012240292,1101.00000000,-76.59652482,39.33167758,AADT,24999MU02590  01EE**************,E 36th St,Baltimore City,E 36th St - Between Md 542 (the Alameda) & Loch Raven Blvd,S2012240292,4338
S2007100038,4504.00000000,-77.26078210,39.38037446,AADT,10000RP00070  02EEIS62        03,Ramp 3 Fr Ramp 6 (fr Is70) To Md 75 Nb,Frederick,Exit 62 Ramp 3 Fr Ramp 6 (fr Is 70 Eb) To Md 75 Nb,S2007100038,4339
B2820,30152.00000000,-77.10529896,38.96594098,AADT,15000MD00190  01EE**************,River Rd,Montgomery,Md190-.05 Mile East Of Brookside Dr/ridgefield Rd,B2820,4340
B150042,33002.00000000,-77.13021236,39.09120955,AADT,15130MU01295  01EE**************,E Gude Dr,Montgomery,E. Gude Dr-.10 Mi W Of Md28,B150042,4341
B3289,240100.00000000,-76.96582944,39.01842780,AADT,16000IS00495  01EE**************,Capital Beltway,Prince George's,Is495-.10 Mi W Of Md212,B3289,4342
B220034,20781.00000000,-75.62781687,38.40088200,AADT,22000US00050  01EE**************,Salisbury Bypass,Wicomico,Us50-.30 Mi E Of Us50bu,B220034,4343
S2012161079,2611.00000000,-76.93163040,38.74633845,AADT,16000CO00146  01NN**************,Tippett Rd,Prince George's,Tippett Rd - .10 Mi South Of Md 223,S2012161079,4344
B3202,54682.00000000,-77.00889344,38.67255799,AADT,16000MD00210  01NN**************,Indian Head Hwy,Prince George's,Md210-.20 Mi N Of Md373,B3202,4345
B160121,844.00000000,-76.99766274,38.82214510,AADT,16000CO01667  01SS**************,Winthrop St,Prince George's,Winthrop St-.03 Mi S Of Audrey La,B160121,4346
S2010160133,11203.00000000,-76.84329435,38.86729073,AADT,16000RP00095  02NNIS13        04,Ramp 4 Fr Is 95 Nb To Md 221a Eb,Prince George's,Exit 13 Ramp 4 Fr Is 95 Nb To Md 221a Eb  ,S2010160133,4347
S2010160134,12233.00000000,-76.84676759,38.86681629,AADT,16000RP00095  02SSIS13        06,Ramp 6 Fr Md 221a Eb To Is 95 Sb,Prince George's,Exit 13 Ramp 6 Fr Md 221a Eb To Is 95 Sb ,S2010160134,4348
B0997,16031.00000000,-76.72140946,39.38847681,AADT,03000MD00129  01NN**************,Park Heights Ave,Baltimore,Md129-.10 Mi S Of Is695,B0997,4349
B070023,602.00000000,-76.07798068,39.59734923,AADT,07000CO00109  01NN**************,Cokesbury Rd,Cecil,Cokesbury Rd-.10 Mi S Of Md222,B070023,4350
S2012150680,11191.00000000,-77.13602688,39.09984449,AADT,15000CO00140  01WW**************,Southlawn La,Montgomery,Southlawn La - .10 Mile East Of E Gude Dr,S2012150680,4351
B0547,12881.00000000,-78.79238285,39.64173849,AADT,01000US00220  01NN**************,Mcmullen Hwy,Allegany,Us220-.30 Mi S Of Is68 (exit #42),B0547,4352
S1999020040,2325.00000000,-76.65673722,38.96195929,AADT,02000RP00595  02SSIS16        07,Ramp 7 Fr Ramp 2 (fr Is595 Wb) To Md 424,Anne Arundel,Exit 16 Ramp 7 Fr Ramp 2 (fr Is 595 Wb) To Md 424 Sb,S1999020040,4353
B3611,10914.00000000,-76.68298218,38.35701162,AADT,18000MD00005  01NN**************,Point Lookout Rd,St. Mary's,Md5-.50 Mi S Of Md247,B3611,4354
B0703,21070.00000000,-76.56086047,38.93874013,AADT,02000MD00253  01NN**************,Mayo Rd,Anne Arundel,Md253-.20 Mi S Of Md2,B0703,4355
B050005,1605.00000000,-75.83931841,38.91047625,AADT,05000CO00045  01NN**************,River Rd,Caroline,River Rd-.20 Mi N Of Central Ave,B050005,4356
S2004160034,4672.00000000,-76.93103090,38.92113916,AADT,16000RP00050  02SSUS1         08,Ramp 8 Fr Md 201 Sb To Md 459 Wb,Prince George's,Exit 1 Ramp 8 Fr Md 201 Sb To Md 459,S2004160034,4357
S2006130014,4223.00000000,-76.86639590,39.13305156,AADT,13000RP00095  02SSIS35        06,Ramp 6 Fr Md 216 Eb To Is 95 Sb,Howard,Exit 35 Ramp 6 Fr Md 216 Eb To Is 95 Sb,S2006130014,4358
B210036,4402.00000000,-77.73079806,39.64637691,AADT,21073MU02500  01EE**************,W Washington St,Washington,W Washington St-.10 Mi W Of Us40,B210036,4359
S2012240276,1041.00000000,-76.58799898,39.35106967,AADT,24999MU02575  01EE**************,Hartsdale Rd,Baltimore City,Hartsdale Rd - .15 Mile East Of Md 542,S2012240276,4360
B2659,4312.00000000,-76.08408154,39.22059311,AADT,14000MD00514  01NN**************,Flatland Rd,Kent,Md514-.20 Mi N Of Md20,B2659,4361
B240062,4271.00000000,-76.59128226,39.23988206,AADT,24999MU04350  01SS**************,Frankfurst Ave,Baltimore City,Frankfurst Ave-.10 Mi E Of Shell Rd,B240062,4362
S2012150960,15201.00000000,-77.15205958,39.08081133,AADT,15130MU02012  01EE**************,Maryland Ave,Montgomery,Maryland Ave - Between Fleet St & S Washington St,S2012150960,4363
S2000160425,2303.00000000,-76.71585525,38.96276092,AADT,16000RP00003  02NNMD1         01,Ramp 1 Fr Ramp 4 (fr Is 595) To Md 3e Wb,Prince George's,Exit 1 Ramp 1 Fr Ramp 4 Nb (fr Is 595 Wb) To Md 3e Wb,S2000160425,4364
S2007030023,2864.00000000,-76.57095294,39.40195018,AADT,03000RP00695  02NNIS29A       06,Ramp 6 Fr Cromwell Brdg Rd To Is 695 Sb,Baltimore,Exit 29a Ramp 6 Fr Cromwell Bridge Rd To Is 695 Sb,S2007030023,4365
S2011040645,2682.00000000,-76.65691917,38.73680591,AADT,04000CO00003  01EE**************,Brickhouse Rd,Calvert,Brickhouse Rd -.10 Mile East Of Md 4,S2011040645,4366
B3708,26511.00000000,-75.69736726,38.22121591,AADT,19000US00013  01NN**************,Ocean Hwy,Somerset,Us13-.10 Mi N Of Md822 (umes Blvd),B3708,4367
B150060,27671.00000000,-77.19097797,39.10230578,AADT,15000CO00212  01NN**************,Shady Grove Rd,Montgomery,Shady Grove Rd-.10 Mi S Of Md28,B150060,4368
S2012030074,3861.00000000,-76.45899837,39.32507922,AADT,03000CO04589  01SS**************,Marlyn Ave N,Baltimore,Marlyn Ave N - Between Stemmers Run Rd & Torner Rd,S2012030074,4369
S2012030197,1331.00000000,-76.70021651,39.37489125,AADT,03000CO01572  01SS**************,Labyrinth Rd,Baltimore,Labyrinth Rd - Between Smith Ave & Hatton Rd,S2012030197,4370
B3164,49421.00000000,-76.89320412,38.99593750,AADT,16000MD00193  01EE**************,Greenbelt Rd,Prince George's,Md193-.20 Mi W Of Is95,B3164,4371
B240139,11302.00000000,-76.61210201,39.29648411,AADT,24999MU01790  01EE**************,Centre St,Baltimore City,Centre St-.05 Mi E Of Calvert St (one Way) ,B240139,4372
S1999160202,2491.00000000,-76.84608057,38.94534032,AADT,16000RP00595  02SSIS8         05,Ramp 5 Fr Md 704 Sb To Is 595 Eb,Prince George's,Exit 8 Ramp 5 Fr Md 704 Sb To Is 595 Eb,S1999160202,4373
S2004030017,6031.00000000,-76.54618811,39.39648872,AADT,03000RP00695  02NNIS30        02,Ramp 2 Fr Is 695 Wb To Md 41 Nb,Baltimore,Exit 30 Ramp 2 Fr Is 695 Wb To Md 41 Nb,S2004030017,4374
S2011120706,11510.00000000,-76.31772682,39.47883366,AADT,12000CO00246  01EE**************,Singer Rd,Harford,Singer Rd Between Md 24 & Singer Woods Dr,S2011120706,4375
S2010240114,5812.00000000,-76.62265530,39.31040575,AADT,24000RP00083  02SSIS6         07,Ramp 7 Fr Us 1 Wb To Is 83 Sb,Baltimore City,Exit 6 Ramp 7 Fr Us 1 Wb To Is 83 Sb,S2010240114,4376
B160128,5115.00000000,-76.87154836,38.82896459,AADT,16000MD00337  01NN**************,Allentown Rd,Prince George's,Md337-.40 Mi N Of Forestville Rd,B160128,4377
B4138,450.00000000,-75.79601494,38.29218699,AADT,22000MD00352  01EE**************,Whitehaven Rd,Wicomico,Md352-.50 Mi E Of Whitehaven Rd,B4138,4378
B3117,60782.00000000,-76.83028651,38.81580056,AADT,16000MD00004  01NN**************,Pennsylvania Ave,Prince George's,Md4-.30 Mi N Of Md223,B3117,4379
S1999160174,4835.00000000,-76.89962621,38.93066779,AADT,16000RP00050  02SSUS3         05,Ramp 5 Fr Ramp 8 (fr Md 202) To Us 50 Wb,Prince George's,Exit 3 Ramp 5 Fr Ramp 8 (fr Md 202 Sb) To Us 50 Eb,S1999160174,4380
B030095,20861.00000000,-76.48316913,39.34166102,AADT,03000MD00007  01EE**************,Philadelphia Rd,Baltimore,Md7-.20 Mi E Of Rossville Blvd,B030095,4381
B3183,42751.00000000,-76.90448112,38.99134145,AADT,16000MD00201  01NN**************,Kenilworth Ave,Prince George's,Md201-.10 Mi N Of Pontiac St,B3183,4382
S2017210277,2652.00000000,-77.75891482,39.65506102,AADT,21073MU00885  01SS**************,Garland Groh Blvd,Washington,Garland Groh Blvd - .05 Mile North Of Centre Blvd,S2017210277,4383
S2012161174,8651.00000000,-76.88220139,38.91535417,AADT,16000CO03191  01SS**************,Belle Haven Dr                          ,Prince George's,Belle Haven Dr - .10 Mi South Of Md 704,S2012161174,4384
S2011030998,21411.00000000,-76.67682926,39.24438085,AADT,03000CO03071  01EE**************,Sulphur Spring Rd,Baltimore,Sulphur Spring Rd - Between Us 1al & Old Sulphur Spring Rd,S2011030998,4385
S2012241404,7365.00000000,-76.63793986,39.28507602,AADT,24999MU01875  01SS**************,S Carey St,Baltimore City,S Carey St - Between W Pratt St & Mchenry St,S2012241404,4386
S2012030076,2401.00000000,-76.46620150,39.31905940,AADT,03000CO04766  01SS**************,Essex Ave,Baltimore,Essex Ave - .10 Mile North Of N. Marlyn Ave,S2012030076,4387
B130091,694.00000000,-76.72615817,39.19288721,AADT,13000CO01068  01NN**************,Anderson Ave,Howard,Anderson Ave-.10 Mi N Of Hanover Rd,B130091,4388
S2011130745,12782.00000000,-76.84943388,39.19863167,AADT,13000CO00800  01SS**************,Stevens Forest Rd,Howard,Stevens Forest Rd -.20 Mile North Of Broken Land Pkwy,S2011130745,4389
B190003,1393.00000000,-75.84360274,37.99568626,AADT,19000MD00358  01NN**************,Jacksonville Rd,Somerset,Md358-.30 Mi N Of Md413,B190003,4390
S2010020146,1860.00000000,-76.59792111,39.13301713,AADT,02000RP00100  02SSMD16        05,Ramp 5 Fr Md 2 Sb To Md 100 Eb,Anne Arundel,Exit 16 Ramp 5 Fr Md 2 Sb To Md 100 Eb,S2010020146,4391
B210054,795.00000000,-77.89361161,39.63982117,AADT,21000CO00088  01NN**************,St Paul Rd,Washington,St Paul Rd-.10 Mi N Of Md68,B210054,4392
S2011020787,10912.00000000,-76.68361100,39.02914339,AADT,02000CO04458  01WW**************,Johns Hopkins Rd,Anne Arundel,Johns Hopkins Rd - .10 Mile East Of Md 3,S2011020787,4393
B120008,12371.00000000,-76.18380436,39.52422423,AADT,12001MU00150  01WW**************,Beards Hill Rd,Harford,Beards Hill Rd-.10 Mi E Of Md22,B120008,4394
B4113,19881.00000000,-75.59723854,38.36750528,AADT,22000US00050BU01EE**************,E Salisbury Pkwy,Wicomico,Us50bu-.10 Mi W Of Us13bu,B4113,4395
S2012161082,10491.00000000,-76.95806044,38.77576429,AADT,16000CO00148  01EE**************,Bock Rd,Prince George's,Bock Rd - Between Tucker Rd & Op 42-no Name,S2012161082,4396
S2012161137,6240.00000000,-76.95870771,38.84931545,AADT,16000CO00996  01WW**************,Oxon Run Dr,Prince George's,Oxon Run Dr - .10 Mi West Of Md 637,S2012161137,4397
S2009060012,524.00000000,-76.99924876,39.58980447,AADT,06000RP00140  02EEMD10        06,Ramp 6 Fr Md 140 Eb To Penna Ave Sb,Carroll,Exit 10 Ramp 6 Fr Md 140 Eb To Penn Ave Sb,S2009060012,4398
S2013090194,2370.00000000,-76.08505633,38.57662725,AADT,09019MU00530  01NN**************,Glenburn Ave,Dorchester,Glenburn Ave - Between Glasgow St & Locust St,S2013090194,4399
B3170,17912.00000000,-76.72137894,38.94362960,AADT,16000MD00197  01NN**************,Collington Rd,Prince George's,Md197-.20 Mi N Of Us301,B3170,4400
B170011,14041.00000000,-75.95720427,39.10029084,AADT,17000US00301  01NN**************,Blue Star Memorial Hwy,Queen Anne's,Us301-.20 Mi N Of Md405,B170011,4401
B3672,20032.00000000,-76.49410692,38.29013921,AADT,18000MD00237  01NN**************,Chancellors Run Rd,St. Mary's,Md237-.10 Mi S Of Md235,B3672,4402
S2000190002,80.00000000,-75.68942247,38.18818807,AADT,19000CO00351  01SS**************,Mulder Branch Rd,Somerset,Mulder Branch Rd Between Md 675 & Old Princess Anne Rd,S2000190002,4403
S2008030023,14625.00000000,-76.82553266,39.43743339,AADT,03000CO06781  01EE**************,Franklin Blvd,Baltimore,Franklin Blvd - West Of Ramp 6 To Is 795 Sb,S2008030023,4404
S2011020774,2982.00000000,-76.56746382,39.01484085,AADT,02000CO02753  01NN**************,Sherwood Forest Rd                      ,Anne Arundel,Sherwood Forest Rd - .10 Mile North Of Md 798,S2011020774,4405
B210046,2480.00000000,-77.71892648,39.65226722,AADT,21073MU02030  01SS**************,Prospect St,Washington,Prospect St-.10 Mi W Of Pennsylvania Ave (one Way),B210046,4406
S1999100097,13964.00000000,-77.41149347,39.38273983,AADT,10000RP00270  02SSIS31        08,Ramp 8 Fr Is 270 Sb To Md 85 Wb,Frederick,Exit 31 Ramp 8 Fr Is 270 Sb To Md 85 Wb,S1999100097,4407
B3184,54291.00000000,-76.89807752,38.99892923,AADT,16000MD00201  01NN**************,Kenilworth Ave,Prince George's,Md201-.30 Mi S Of Is95,B3184,4408
B220031,14930.00000000,-75.60025897,38.34841638,AADT,22133MU00631  01WW**************,W College Ave,Wicomico,W College Ave-.10 Mi E Of Us13bu,B220031,4409
S2012150950,4611.00000000,-77.16668779,39.08810291,AADT,15130MU01390  01SS**************,Henderson Cir                           ,Montgomery,Henderson Cir - Between Beall Ave & Mannakee St,S2012150950,4410
S2008240013,7862.00000000,-76.61116037,39.30471153,AADT,24999MU00955  01WW**************,E Preston St,Baltimore City,Preston St - .04 Mile East Of Guilford Ave ,S2008240013,4411
S2012161192,5651.00000000,-76.95090861,38.82423690,AADT,16000CO03733  01NN**************,Raleigh Rd,Prince George's,Raleigh Rd - .10 Mi North Of Md 414,S2012161192,4412
S2017210271,4012.00000000,-77.70437816,39.66309141,AADT,21073MU01840  01SS**************,Oak Hill Ave,Washington,Oak Hill Ave - .05 Mile North Of Northern Ave,S2017210271,4413
S2010160083,8661.00000000,-76.84016034,38.94898159,AADT,16000RP00595  02SSIS8         08,Ramp 8 Fr Md 704 Sb To Is 595 Wb,Prince George's,Exit 8 Ramp 8 Fr Md 704 Sb To Is 595 Wb,S2010160083,4414
B150108,11242.00000000,-77.15142529,39.05793128,AADT,15130MU02934  01NN**************,Tower Oaks Blvd,Montgomery,Tower Oak S Blvd-.20 Mi N Of Montrose Rd,B150108,4415
S2000160223,3831.00000000,-76.87800971,38.82678933,AADT,16000RP00095  02EEIS9         05,Ramp 5 Fr Forestville Rd To Ramp 4,Prince George's,Exit 9 Ramp 5 Fr Forestville Rd Sb To Ramp 4 (to Is 95 Eb),S2000160223,4416
S2012240470,261.00000000,-76.68293448,39.31301118,AADT,24999MU01023  01EE**************,Gwynns Falls Pkwy,Baltimore City,Gwynns Falls Pkwy -between Lyndhurst Ave & Windsor Mill Rd,S2012240470,4417
S2014210549,465.00000000,-78.16401680,39.69731049,AADT,21000CO00038  01EE**************,Old Route 40,Washington,Old Route 40 - .10 Mi E Of Md 144wb (main St),S2014210549,4418
S1999030137,1812.00000000,-76.72703195,39.28026366,AADT,03000RP00695  02NNIS14        03,Ramp 3 Fr Edmonston Ave Eb To Ramp 2,Baltimore,Exit 14 Ramp 3 Fr Edmondson Ave Eb To Ramp 2 (to Is 695 Nb),S1999030137,4419
B150083,25161.00000000,-77.16783405,39.14650264,AADT,15000CO05221  01SS**************,Midcounty Hwy,Montgomery,Midcounty Hwy-.10 Mi S Of Washington Grove La,B150083,4420
S2006130019,4493.00000000,-76.90300347,39.14522830,AADT,13000RP00029  02SSUS13        05,Ramp 5 Fr Us 29 Sb To Md 216 Eb,Howard,Exit 13 Ramp 5 Fr Us 29 Sb To Md 216 Eb,S2006130019,4421
S2012240411,1831.00000000,-76.69343662,39.33457098,AADT,24999MU04440  01EE**************,Belle Ave,Baltimore City,Belle Ave - Between Gwynn Oak Ave & Hillsdale Rd,S2012240411,4422
B0841,142381.00000000,-76.54797213,38.98325947,AADT,02000IS00595  01EE**************,John Hanson Hwy,Anne Arundel,Is595-.25 Mi W Of Md450,B0841,4423
S2014220343,7285.00000000,-75.52666249,38.37350571,AADT,22000CO00356  01NN**************,Hobbs Rd,Wicomico,Hobbs Rd - Between Us 50 & Winterplace Pkwy,S2014220343,4424
S2012161050,4631.00000000,-76.72808291,38.86030427,AADT,16000CO00103  01EE**************,Leeland Rd S,Prince George's,Leeland Rd S - .10 Mi West Of Us 301,S2012161050,4425
S2012030073,1051.00000000,-76.45128576,39.32683779,AADT,03000CO04589  01SS**************,Marlyn Ave N,Baltimore,Marlyn Ave N - Between Orville Rd & Seamaster Rd,S2012030073,4426
S2000150171,9842.00000000,-77.04256233,39.01265578,AADT,15000RP00495  02SSIS31        05,Ramp 5 Fr Md 97 Sb To Is 495 Eb,Montgomery,Exit 31 Ramp 5 Fr Md 97 Sb To Is 495 Eb,S2000150171,4427
S2012030142,20051.00000000,-76.58202080,39.39303803,AADT,03000CO03482  01EE**************,Putty Hill Ave,Baltimore,Putty Hill Ave - .10 Mile East Of Goucher Blvd,S2012030142,4428
B1166,27961.00000000,-76.52621470,39.28926981,AADT,03000MD00150  01EE**************,Eastern Ave,Baltimore,Md150-.20 Mi E Of Balto City Line,B1166,4429
S2014170608,315.00000000,-75.78954356,39.19737852,AADT,17000CO00048  01NN**************,Peters Corner Rd,Queen Anne's,Peters Corner Rd - .10 Mi N Of Md 300,S2014170608,4430
S2012241428,6241.00000000,-76.64155265,39.26117394,AADT,24999MU01630  01EE**************,Waterview Ave,Baltimore City,Waterview Ave - Between Hollins Ferry Rd & Norfolk St,S2012241428,4431
S2012151325,3491.00000000,-77.16393795,39.13008194,AADT,15000RP00370  02SSIS3         10,Ramp 10 Fr Ramp 9 To Shady Grove Rd Nb,Montgomery,Exit 3 Ramp 10 Fr Ramp (fr Is 370 Eb) To Shady Grove Rd Nb,S2012151325,4432
B3218,22560.00000000,-76.91167962,38.88962474,AADT,16000MD00214  01EE**************,E Capitol St,Prince George's,Md214-.10 Mi E Of Wash Dc Line,B3218,4433
B220014,5104.00000000,-75.55475061,38.36690339,AADT,22000CO00774  01NN**************,Phillip Morris Dr,Wicomico,Phillip Morris Dr-.10 Mi N Of Us50bu,B220014,4434
S2011120698,3990.00000000,-76.37203361,39.42394085,AADT,12000CO00508  01SS**************,Joppa Farm Rd,Harford,Joppa Farm Rd -.10 Mile North Of Us 40,S2011120698,4435
S2012030158,5331.00000000,-76.60592886,39.40194738,AADT,03000CO01364  01EE**************,Allegheny Ave,Baltimore,Allegheny Ave - Between Baltimore Ave & Washington Ave,S2012030158,4436
B160082,22230.00000000,-76.81471067,39.04831454,AADT,16000MD00197  01NN**************,Laurel Bowie Rd,Prince George's,Md197-.10 Mi S Of Powder Mill Rd,B160082,4437
B210039,3422.00000000,-77.76256500,39.68986147,AADT,21000CO00149  01WW**************,Garden View Rd,Washington,Garden View Rd-.20 Mi E Of Md58,B210039,4438
S2010160156,14.00000000,-76.84445922,38.89328363,AADT,16000RP00095  02NNIS15        07,Ramp 7 Fr Eb Md 214 To Nb Ramp 2,Prince George's,Exit 15 Ramp 7 Fr Md 214 Eb To Ramp 2 (to Is 95 Nb) ,S2010160156,4439
S2009210004,730.00000000,-78.28004897,39.71715181,AADT,21000RP00068  02NNIS75        02,Ramp 2 Fr Is 68 To Ramp 8 (to Is 68 Wb),Washington,Exit 75 Ramp 2 Fr Is 68 To Ramp 8 (to Is 68 Wb),S2009210004,4440
S2012161093,31361.00000000,-76.95561683,38.98518227,AADT,16000CO00232  01SS**************,Adelphi Rd,Prince George's,Adelphi Rd - Between Campus Dr & Tulane Dr,S2012161093,4441
S2009240082,11400.00000000,-76.59414129,39.28350446,AADT,24999MU03041  01WW**************,Aliceanna St,Baltimore City,Aliceanna St - .01 Mile East Of Broadway,S2009240082,4442
S2001150170,3402.00000000,-77.14426406,39.02081179,AADT,15000RP00270Y 02EEIS1         06,Ramp 6 Fr Democracy Blvd To Is 270y Sb,Montgomery,Exit 1 Ramp 6 Fr Democracy Blvd Eb To Is 270y Sb,S2001150170,4443
B3669,18351.00000000,-76.49184683,38.24324128,AADT,18000MD00246  01EE**************,Great Mills Rd,St. Mary's,Md246-.50 Mi E Of Md5,B3669,4444
B010014,2802.00000000,-78.74215362,39.58800530,AADT,01000CO00518  01WW**************,Pittsburgh Plate Glass Rd,Allegany,Pittsburgh Plate Glass Rd-.50 Mi W Of Md51,B010014,4445
S2014030328,1185.00000000,-76.85367935,39.47859240,AADT,03000CO00480  01SS**************,Gores Mill Rd,Baltimore,Gores Mill Rd - .10 Mile South Of Md 140,S2014030328,4446
S2012150972,320.00000000,-77.14039665,39.08607022,AADT,15130MU02720  01NN**************,Seth Pl                                 ,Montgomery,Seth Pl - Between Charles St & Park Rd,S2012150972,4447
B3161,31451.00000000,-76.95313366,38.99012271,AADT,16000MD00193  01EE**************,University Blvd,Prince George's,Md193-.30 Mi E Of Adelphi Rd,B3161,4448
S2000150020,6531.00000000,-77.17626074,39.08756907,AADT,15000RP00270  02EEIS6         05,Ramp 5 Fr Is 270 Sb To Md 28 Eb,Montgomery,Exit 6 Ramp 5 Fr Is 270 Sb To Md 28 Eb,S2000150020,4449
S2000150172,12340.00000000,-77.04293140,39.01259873,AADT,15000RP00495  02EEIS31        06,Ramp 6 Fr Is 495 Eb To Md 97 Sb,Montgomery,Exit 31 Ramp 6 Fr Is 495 Eb To Md 97 Sb,S2000150172,4450
S2008020030,2965.00000000,-76.67066982,38.79255979,AADT,02000RP00004  02SSMD2         05,Ramp 5 Fr Md 4 Sb To Md 258 Eb,Anne Arundel,Exit 2 Ramp 5 Fr Md 4 Sb To Md 258 Eb,S2008020030,4451
S2017220187,1442.00000000,-75.59321823,38.37901328,AADT,22133MU00890  01NN**************,Emerson Ave,Wicomico,Emerson Ave - .03 Mile North Of W Union Ave,S2017220187,4452
S2012240290,10471.00000000,-76.62676342,39.33728844,AADT,24999MU00990  01EE**************,W 40th St,Baltimore City,W 40th St - Between Beech Ave & University Pkwy,S2012240290,4453
B2647,395.00000000,-75.92148897,39.27858124,AADT,14000MD00444  01NN**************,Locust Grove Rd,Kent,Md444-.10 Mi N Of Morgnec Rd,B2647,4454
B3144,213551.00000000,-76.89838798,39.00679712,AADT,16000IS00095  01NN**************,Capital Beltway,Prince George's,Is95-.30 Mi N Of Md201,B3144,4455
S2014030390,14022.00000000,-76.66157215,39.46991524,AADT,03000RP00083  02NNIS18        04,Ramp 4 Fr Is 83 Nb To Md 943 Eb,Baltimore,Exit 18 Ramp 4 Fr Is 83 Nb To Md 943 Eb,S2014030390,4456
S2011120483,7481.00000000,-76.34787727,39.44087717,AADT,12000RP00095  02EEIS74        06,Ramp 6 Fr Ramp 3 (fr Is 95) To Md 152 Sb,Harford,Exit 74 Ramp 6 Fr Ramp 3 (fr Is 95 Eb) To Md 152 Sb,S2011120483,4457
S2010240091,5870.00000000,-76.61090143,39.29511269,AADT,24000RP00083  02SSIS2         06,Ramp 6 Fr Is 83 Sb To E Pleasant St,Baltimore City,Exit 2 Ramp 6 Fr Is 83 Sb To E Pleasant St,S2010240091,4458
S2011210327,3402.00000000,-77.71109555,39.63444133,AADT,21073MU00480  01NN**************,S Cleveland Ave,Washington,S Cleveland Ave -.10 Mile North Of S Cannon Ave,S2011210327,4459
B220064,1640.00000000,-75.55239984,38.39151949,AADT,22000CO00758  01WW**************,Outten Rd,Wicomico,Outten Rd-.10 Mi W Of Parker Rd,B220064,4460
B220018,9970.00000000,-75.59822874,38.34667951,AADT,22133MU00765  01NN**************,Division St S,Wicomico,Division St N&s-.10 Mi S Of College Ave E&w,B220018,4461
B3961,1122.00000000,-77.56888007,39.66308447,AADT,21000MD00066  01NN**************,Bradbury Ave,Washington,Md66-.10 Mi S Of Stevenson Rd,B3961,4462
S1999030121,24271.00000000,-76.74614736,39.30484248,AADT,03000RP00070  02WWIS91        03,Ramp 3 Fr Ramp 6 To Ramp 2 (to Is695 Nb),Baltimore,Exit 91 Ramp 3 Fr Ramp 6 (fr Is 70 Eb) To Is 695 Nb,S1999030121,4463
B1461,2120.00000000,-75.88214202,38.77839367,AADT,05000MD00578  01EE**************,Bethlehem Rd,Caroline,Md578-.10 Mi W Of Md16,B1461,4464
S2012161156,2861.00000000,-76.93586787,39.06309886,AADT,16000CO02370  01SS**************,Greenmount Ave                          ,Prince George's,Greenmount Ave - Between Briggs Chaney Rd & Castleleigh Rd,S2012161156,4465
S2012161190,1911.00000000,-76.91886036,38.81811433,AADT,16000CO03676  01WW**************,Henderson Rd                            ,Prince George's,Henderson Rd - Between Yorkville Rd &yorkfield Dr,S2012161190,4466
S2017210278,3462.00000000,-77.74304560,39.66897411,AADT,21073MU02351  01EE**************,Terps Blvd,Washington,Terps Blvd - .10 Mile East Of Md 58,S2017210278,4467
S2012161188,10661.00000000,-76.89768854,38.78777318,AADT,16000CO03675  01NN**************,Old Branch Ave,Prince George's,Old Branch Ave - Between Kirby Rd & Wolverton La,S2012161188,4468
S1997160080,9481.00000000,-76.84788059,38.89056475,AADT,16000RP00095  02SSIS15        05,Ramp 5 Fr Is 95 Sb To Md 214 Eb,Prince George's,Exit 15 Ramp 5 Fr Is 95 Sb To Md 214 Eb,S1997160080,4469
S2012150653,7731.00000000,-76.99483007,39.10715381,AADT,15000CO00095  01EE**************,Briggs Chaney Rd,Montgomery,Briggs Chaney Rd  -.10 Mile East Of Md 650,S2012150653,4470
