epoch,loss,numeric_loss,categorical_loss,kl_loss,learning_rate
66.0,1.3908837206287472,0.40534490932068323,0.7816337194616936,20.390509383319177,0.001
67.0,1.376155930022671,0.39511999773652584,0.7720683584474537,20.896758127430257,0.001
68.0,1.3606503717431195,0.38559586095483334,0.762705029417935,21.234948336805928,0.001
69.0,1.3470353731826015,0.3779612627203606,0.7526620890451893,21.641202526005436,0.001
70.0,1.3372525869439182,0.37132087880617953,0.7462058200683768,21.97258921409851,0.001
71.0,1.3234024592186218,0.36453630404385257,0.736516211403015,22.234994696699864,0.001
72.0,1.3135581773165699,0.35863632508064514,0.7282417057311699,22.66801553665231,0.001
73.0,1.3027684225883658,0.35280602544410045,0.7208059068139829,22.915649640505716,0.001
74.0,1.2925483287741604,0.3470785285784229,0.7136058159614806,23.18639956435112,0.001
75.0,1.2829013899581072,0.3425981724915439,0.7057483906615271,23.455483379973668,0.001
76.0,1.2721248250029402,0.335440506673839,0.6990051920011163,23.767913469985196,0.001
77.0,1.2636970662635212,0.3308106486655806,0.6917272193791115,24.11592039343429,0.001
78.0,1.2549923680144357,0.32552294603221493,0.6856412373176993,24.38281923233102,0.001
79.0,1.2465696688656394,0.32096899644424925,0.6793993934648767,24.620128431276644,0.001
80.0,1.2399825581676884,0.31679253749651454,0.6732947257555784,24.989529683709687,0.001
81.0,1.2276670448311933,0.31121990098256497,0.665166760688503,25.12803925988881,0.001
82.0,1.2207960325833325,0.3067323287872419,0.659965889911129,25.409781564860584,0.001
83.0,1.2137640083217185,0.30337772725923967,0.6540021398296095,25.638415166776475,0.001
84.0,1.2018064630630354,0.2974115791113954,0.647393036378573,25.700185497057493,0.001
85.0,1.1949813975591093,0.29484746009791823,0.6407143745792511,25.941956785715877,0.001
86.0,1.1801130341612585,0.28889717182067975,0.6319242253151114,25.92916432907592,0.001
87.0,1.1677175493545184,0.2835922935237623,0.6239543772179242,26.017088067041684,0.001
88.0,1.1543311566522676,0.2783414140411708,0.6162233750025431,25.97663733077376,0.001
89.0,1.1458380494487885,0.27458912358708576,0.6101570861524643,26.109184387067682,0.001
90.0,1.1387813151154889,0.2717885881254118,0.6047644313067606,26.222829836144296,0.001
91.0,1.1277539387141189,0.2661382639653062,0.5991468200944874,26.246885665475506,0.001
92.0,1.1181542916929341,0.26207791302846445,0.592166072973922,26.391031413317815,0.001
93.0,1.1069910362975237,0.2582415511755094,0.5847587914771686,26.399069921066772,0.001
94.0,1.0944596550780343,0.25332266833956385,0.5765186888442192,26.461829808204687,0.001
95.0,1.0800684875549247,0.24771529456524,0.5695741258255423,26.277906278497007,0.001
96.0,1.0668022921096245,0.2424642979826557,0.5616449297290959,26.26930589545263,0.001
97.0,1.051375229609067,0.2371400185779894,0.5516474214318681,26.258779116417173,0.001
98.0,1.0366471834378699,0.23121053796924956,0.544081984317466,26.135466309987248,0.001
99.0,1.0184336144085888,0.22549225206244483,0.5347742328088577,25.816713516026326,0.001
100.0,0.9955969431084585,0.21787964957489814,0.5224849044187972,25.523238822205425,0.001
101.0,0.9768118030948726,0.21143384298233137,0.5137770857712994,25.160087655124055,0.001
102.0,0.9565777294167644,0.20547733207543692,0.5024353340608344,24.86650662008486,0.001
103.0,0.9398104502185839,0.20042258963737314,0.49359992867735425,24.578793538759832,0.001
104.0,0.9237018099658565,0.19605170584976944,0.4833543481619935,24.429575915750302,0.001
105.0,0.912370857582789,0.19248607407693993,0.47636923370840345,24.35155507092062,0.001
106.0,0.9011056406857216,0.18967667528211254,0.4683926990043083,24.303626918357256,0.001
107.0,0.8916952128279699,0.18649692255068043,0.4633130227049736,24.188526998371838,0.001
108.0,0.8802178532021231,0.1834067434208578,0.45562486411773995,24.118624891864656,0.001
109.0,0.8713989973612571,0.18141872799831982,0.4490128597712408,24.09674143682332,0.001
110.0,0.8624610283059072,0.1793043933230448,0.442707507577661,24.044913270157767,0.001
111.0,0.854437970951812,0.17742505676397993,0.4369270423231604,24.00858756287457,0.001
112.0,0.8457962279994738,0.17485688545116007,0.430561233737153,24.03781131413429,0.001
113.0,0.8377388606877088,0.17264932196706398,0.4257687999777598,23.932074498912517,0.001
114.0,0.8286358118057251,0.1702466705074049,0.4205043978614894,23.788474827596588,0.001
115.0,0.818287697829068,0.16775562399870728,0.41329221883320916,23.723986011661896,0.001
116.0,0.8075208593176925,0.16534596389014972,0.4062241643803305,23.59507376091665,0.001
117.0,0.7978276686581303,0.16309354423660122,0.40038994948069256,23.434417802993565,0.001
118.0,0.7903476586080578,0.1611566176153209,0.39549956011445553,23.369148594059357,0.001
119.0,0.7823557518932918,0.1590376020022179,0.39017536256411306,23.31427916435346,0.001
120.0,0.7751064961903715,0.1573446957079787,0.3853122586529005,23.24495451417688,0.001
121.0,0.7677173187199249,0.15592602317191695,0.3791787145344634,23.261258808989503,0.001
122.0,0.7600358161207748,0.15421733369021656,0.3737184756422696,23.210001514382558,0.001
123.0,0.753799090918885,0.15258158165025928,0.369552703208575,23.166481174834786,0.001
124.0,0.748417531246464,0.15128348305072958,0.3652155431982589,23.19185090609337,0.001
125.0,0.7412023527981484,0.14945234650890576,0.3602304202780876,23.15195917974324,0.001
126.0,0.731823493356574,0.14721889344796743,0.35412060411553403,23.048400016680155,0.001
127.0,0.7250295077284722,0.14558896395169438,0.3490701357251433,23.037041267847908,0.001
128.0,0.7151478145220508,0.14328703229830145,0.34256958389935427,22.929120320707696,0.001
129.0,0.707394553646105,0.1411825488555377,0.33761821612375514,22.859379537573687,0.001
130.0,0.7007721692459769,0.13924281999945096,0.33336671111790556,22.816264339777977,0.001
131.0,0.6924815333052857,0.1373488555011684,0.3276061694643813,22.752651179762193,0.001
132.0,0.6837239382473845,0.13493174709141526,0.32213593046414796,22.66562643878536,0.001
133.0,0.6759713790188097,0.13356970954839498,0.3164114821447085,22.599019150755723,0.001
134.0,0.6691715113104206,0.13163749196621927,0.31141167511678725,22.61223489944249,0.001
135.0,0.6646503912259455,0.13093158422403683,0.30748784855076167,22.62309628316801,0.001
136.0,0.6602030020870574,0.12999953036983264,0.30505513641387905,22.51483397287865,0.001
137.0,0.6534501926539695,0.12859075485843502,0.29927338680175886,22.55860537698824,0.001
138.0,0.649287304377447,0.12783581038860425,0.29583023781101453,22.562125994190232,0.001
139.0,0.6456118465558579,0.12731676174489331,0.2930397082409358,22.525537987277932,0.001
140.0,0.6412073354742843,0.12619330948346283,0.2894200659505853,22.55939633443475,0.001
141.0,0.6360509469084543,0.12548961422350852,0.2855220409833133,22.503929321080037,0.001
142.0,0.6326229550522756,0.12501738210246988,0.28205860232653684,22.554697446082827,0.001
143.0,0.6286147005481807,0.12400631640599744,0.2794564107781676,22.515197745196897,0.001
144.0,0.6254379131478262,0.12328874986601747,0.27738148042056116,22.47676872009556,0.001
145.0,0.6221297233616381,0.12249546579710424,0.2745811601071597,22.505310110849877,0.001
146.0,0.6179963932734102,0.12161159386101379,0.27189935247103375,22.448544828859095,0.001
147.0,0.612746408813076,0.12053306649128596,0.2675269787033943,22.46863641259877,0.001
148.0,0.6105491587016136,0.12060867930383987,0.2650317097227323,22.490877316966994,0.001
149.0,0.606983074314518,0.11963367247826433,0.2628425674759634,22.450683445690974,0.001
150.0,0.6025558617561375,0.11888453517466376,0.2591397547286395,22.453157363961278,0.001
151.0,0.5999713902059756,0.11856019898364532,0.2571437036337918,22.426749364426147,0.001
152.0,0.5966087119764389,0.11744067794111766,0.25437297063058917,22.479506575353614,0.001
153.0,0.5933717949205337,0.11708254224225266,0.2514667280324518,22.48225267837037,0.001
154.0,0.5910643458910728,0.11674326107110063,0.2498948188268975,22.4426268573221,0.001
155.0,0.5884303088601865,0.11622799177692361,0.24758118227736592,22.46211402927904,0.001
156.0,0.5819795923690273,0.11493658594208765,0.2432364847289917,22.380652405899955,0.001
157.0,0.5793421771972691,0.11438798965656594,0.24056953790525323,22.43846536227013,0.001
158.0,0.5762843503255278,0.11395944818241956,0.2381759812570598,22.41489261470429,0.001
159.0,0.5720029484191441,0.11273587767255905,0.23551225723469094,22.375481879874453,0.001
160.0,0.5677902192285617,0.11180044516716918,0.23250783476383174,22.34819446197928,0.001
161.0,0.5638811359666798,0.11100438958433666,0.22981541736485206,22.30613333993851,0.001
162.0,0.5608830696915927,0.11058155681988964,0.2275553005471077,22.274621867698077,0.001
163.0,0.5573017912912587,0.10961083074410756,0.22524539234975702,22.24455747212449,0.001
164.0,0.5542493808215068,0.10898599634159646,0.22297585098982947,22.228753834554595,0.001
165.0,0.5503361440140363,0.10821960308508241,0.21961461266154023,22.250193399925756,0.001
166.0,0.548365265811415,0.10762709617342579,0.21830056179059695,22.24376106262207,0.001
167.0,0.5461071781371827,0.10777543124542933,0.2159805684329168,22.23511835211488,0.001
168.0,0.5421218885678679,0.10671545813481013,0.21308894992963365,22.231748485129717,0.001
169.0,0.5419274753631522,0.10643266046156077,0.21283819386948188,22.265662833435893,0.001
170.0,0.5383106538149864,0.10583655457926668,0.20965437237258372,22.28197308544699,0.001
171.0,0.535445336065336,0.10507220026428842,0.2082957136848746,22.207742542981013,0.001
172.0,0.5339185581904023,0.10521085706611746,0.20646471411125844,22.224299374236363,0.001
173.0,0.5308723529996393,0.10414406279586766,0.20473564793802287,22.199264848613304,0.001
174.0,0.5286882193121192,0.10391741661040206,0.20242239990735164,22.23484057596285,0.001
175.0,0.5261984437568002,0.10364633924476632,0.20082893797523899,22.172317139089923,0.001
176.0,0.524826819221723,0.10291916342902946,0.1995559544323786,22.23517066920729,0.001
177.0,0.5219744058776664,0.10233364090935824,0.197273493357445,22.2367274227752,0.001
178.0,0.5191649220305491,0.10182742743867718,0.19551891421890694,22.18185858530541,0.001
179.0,0.5166371052395807,0.1014761676731175,0.19296614676033524,22.21947973939382,0.001
180.0,0.5154953936463622,0.10117913387953963,0.19177885836662223,22.253740606786998,0.001
181.0,0.5117136919062976,0.09996878168626464,0.19009448451810776,22.165043068803065,0.001
182.0,0.509224406116085,0.09942177046923877,0.18791108615866534,22.189155526357155,0.001
183.0,0.5072674842457793,0.09943022197920438,0.18574892481168112,22.208834304112823,0.001
184.0,0.5061801784931252,0.099043774108092,0.18492674888813332,22.220966156214885,0.001
185.0,0.5019438091206224,0.09763011822825697,0.18240349001536085,22.191020390758776,0.001
186.0,0.5022255540166272,0.09774623624129927,0.18200994742243257,22.246937346785035,0.001
187.0,0.4997225323496344,0.097420509717508,0.1800894680768932,22.221256038369653,0.001
188.0,0.49711689094430234,0.09692199851416017,0.17792203736631837,22.22728595994923,0.001
189.0,0.4977892981544477,0.09696626656403824,0.17793725641895103,22.288577928935013,0.001
190.0,0.4948027908257698,0.09635991368391743,0.17556508062364848,22.287780091098455,0.001
191.0,0.4927861883760043,0.09576766958383665,0.17442752298426956,22.25910017806101,0.001
192.0,0.49055193548333154,0.09536455881241794,0.17251941752216043,22.266796364631826,0.001
193.0,0.4889669003279786,0.09479546713638523,0.17124739575059447,22.292404113839208,0.001
194.0,0.4865871364395368,0.09429894921850396,0.1695445047938116,22.274368739019245,0.001
195.0,0.4850239244770242,0.09413524676267415,0.16799208794010284,22.28965959592497,0.001
196.0,0.48391436795665793,0.09384084598386669,0.16716617917361326,22.290734704770998,0.001
197.0,0.483747677307695,0.09385343181760344,0.16627703831620413,22.36172119558674,0.001
198.0,0.4819138118121178,0.09311279916463922,0.1652140017922066,22.35870140110521,0.001
199.0,0.47842847661340615,0.09236963528748517,0.16304053951343989,22.301830596575453,0.001
200.0,0.47939583359787996,0.09284091128470147,0.1628894051324287,22.366552126462057,0.001
201.0,0.476660948637958,0.09205326465166867,0.16094816309404156,22.365952574499122,0.001
202.0,0.47530475653469834,0.09179925677030598,0.1601873538945908,22.331815223171287,0.001
203.0,0.47364832875935453,0.09130674665240937,0.15831004940483667,22.403153397721244,0.001
204.0,0.47353446279486566,0.09148715797080297,0.15807643730074303,22.397087332320538,0.001
205.0,0.472201568895279,0.09111858302191513,0.15703612355064583,22.404686540229136,0.001
206.0,0.4705579253636539,0.09105471776772851,0.1557264454560737,22.377676828811158,0.001
207.0,0.4677804422705141,0.09000416086416811,0.15411897622831336,22.365730816915153,0.001
208.0,0.4665592178089978,0.08993925647512419,0.1529488724116321,22.367109420637018,0.001
209.0,0.4664582850998395,0.08990205487568084,0.15252278207643935,22.403345299638026,0.001
210.0,0.46480553484942816,0.0898328908978532,0.15113274685051886,22.383990326972857,0.001
211.0,0.4645603700587739,0.08934335631730894,0.1506640574975645,22.455296128852183,0.001
212.0,0.4633256842012275,0.08928393511331245,0.14959249390314702,22.44492606594138,0.001
213.0,0.4615147904446136,0.08886990287940796,0.14829233540519732,22.43525574740754,0.001
214.0,0.46077049390910424,0.08871181179943695,0.147964105690451,22.409458108144264,0.001
215.0,0.46022163243054254,0.088559489067831,0.14695456154542427,22.470758647134858,0.001
216.0,0.4580985764934592,0.08803883286779873,0.14566645570541625,22.43932928668854,0.001
217.0,0.45674001558186256,0.0876779875730815,0.14461401383898573,22.444802027314765,0.001
218.0,0.45626196564604704,0.0877454290379128,0.14379227018519625,22.47242718526762,0.001
219.0,0.4552321653115695,0.08741686435322783,0.1430165921784427,22.47987128828214,0.001
220.0,0.45443408157183157,0.08731191755021543,0.14202344233859077,22.509872697804074,0.001
221.0,0.4528094852623874,0.08712864224905292,0.1408423075120743,22.483853954158416,0.001
222.0,0.4528124993794585,0.08677671533333112,0.14073130154990715,22.53044880035261,0.001
223.0,0.4500039905717928,0.08634678359445372,0.13893639503820845,22.472081798396697,0.001
224.0,0.45052383112036476,0.08632035720157841,0.13889630676404527,22.530717135564377,0.001
225.0,0.45101166519944524,0.08655675170628448,0.1389400823611647,22.55148363331137,0.001
226.0,0.4488834652998676,0.08611622306445962,0.13772440256049098,22.50428447113734,0.001
227.0,0.4481301201532965,0.08593272002728562,0.1371433421561163,22.505406340507612,0.001
228.0,0.4459308878471862,0.0853418268297361,0.13551363583705198,22.507542867094415,0.001
229.0,0.4454122050984265,0.08535803725186004,0.13507002411775937,22.498414749424207,0.001
230.0,0.4453146912191556,0.08511254290059277,0.13489717775828217,22.530497546609677,0.001
231.0,0.44413414434210896,0.08520459985896332,0.13396706983242948,22.49624789686508,0.001
232.0,0.44185490205407685,0.08438153330185642,0.13243103915289656,22.504233416901332,0.001
233.0,0.4417577230767028,0.08464001156559818,0.13165630349149443,22.54614120204699,0.001
234.0,0.44122933633795614,0.08411610881759696,0.13169441953913807,22.541881151939634,0.001
235.0,0.44065685345701977,0.08430369626985837,0.13071593475532314,22.563722688857823,0.001
236.0,0.43979050076171144,0.08381034410027065,0.1303435666784304,22.563659519909724,0.001
237.0,0.4385042759381473,0.08375124293103066,0.12929736302323538,22.545567656216555,0.001
238.0,0.4382969967034309,0.08358746028790191,0.1290837302123575,22.562581153765116,0.001
239.0,0.4380492780306568,0.08360625755841329,0.12861773354686015,22.582529128958644,0.001
240.0,0.4372072124590068,0.08316008219299796,0.12798677449493104,22.606035972839077,0.001
241.0,0.43721531270301506,0.08326330314896423,0.12778377679248923,22.61682389315949,0.001
242.0,0.4356692785813928,0.08283655916991299,0.12672288919964883,22.610983635192593,0.001
243.0,0.4355372465364465,0.08308917022050788,0.12619252179719542,22.625555918096953,0.001
244.0,0.43434727096666487,0.08225004201474255,0.1258798115057488,22.62174211789484,0.001
245.0,0.4325322372728287,0.08226144609794225,0.12435046045883605,22.59203356041756,0.001
246.0,0.43268067869421556,0.08204116917228045,0.1245934333839373,22.604607926111786,0.001
247.0,0.43053569083344445,0.08162675335254843,0.1229717333090904,22.593720980430845,0.001
248.0,0.43098445842255195,0.08193109606362914,0.12313586817076218,22.591749705136095,0.001
249.0,0.4300840431696748,0.08170790272896693,0.122299238665191,22.607690671807553,0.001
250.0,0.42988533230677045,0.08171953199660942,0.12203283689609945,22.613296883291305,0.001
251.0,0.42869060455936275,0.08137324486421124,0.12132094443252642,22.599642061207394,0.001
252.0,0.42864544206558297,0.08124862291497183,0.121142848407569,22.62539749493882,0.001
253.0,0.4274868411288414,0.08092531459788753,0.12030483234554665,22.625669897419133,0.001
254.0,0.42756260870254204,0.08079881778999007,0.1203635805818044,22.640021589793026,0.001
255.0,0.42589935238502885,0.08079453285562394,0.11897694421549367,22.612788108930197,0.001
256.0,0.4252280426896326,0.08029450738130639,0.1189059583495741,22.6027582682431,0.001
257.0,0.42426327347211096,0.08000697624193479,0.11799537683050382,22.62609245788017,0.001
258.0,0.42412260759911036,0.0801435881825887,0.11776629804748379,22.62127262272247,0.001
259.0,0.4242955450325796,0.07999934239066354,0.11788413887971068,22.641206802298488,0.001
260.0,0.42264141543815126,0.07981404226664539,0.11662998604992209,22.619739227643297,0.001
261.0,0.42236581784949456,0.07988356768268429,0.11637994752490902,22.610230789881317,0.001
262.0,0.42247431912378636,0.07965724619284067,0.11597292574301157,22.68441523373399,0.001
263.0,0.42272790980665653,0.07980056569728677,0.11638348923834492,22.654386119755436,0.001
264.0,0.4211287597815196,0.07959655121172944,0.11496761737212743,22.656459703837356,0.001
265.0,0.42043571480332986,0.07938506212680851,0.11465476718667435,22.639589144214646,0.001
266.0,0.41995031580533065,0.07937911146035477,0.11414955552990579,22.64216541481889,0.001
267.0,0.4192694315355118,0.07909059715053263,0.11365448908038335,22.65243488468536,0.001
268.0,0.4191645307627987,0.07885333521453212,0.1136133875953008,22.669781323437277,0.001
269.0,0.41735164065883584,0.07858014219019512,0.11263157151741525,22.613993265857435,0.001
270.0,0.41792842269488123,0.07884727071409356,0.11242713714571304,22.665401850661187,0.001
271.0,0.4168877115804855,0.07887548456589381,0.11151484274156562,22.64973887787562,0.001
272.0,0.4169801417823252,0.0785441412569181,0.1118545341709433,22.65814711514129,0.001
273.0,0.4148923339636903,0.07803432320214843,0.11066516818793397,22.619284843200962,0.001
274.0,0.4143354010908571,0.07785116445664401,0.1103489075417388,22.613533420649837,0.001
275.0,0.4143274819742055,0.07797949863215016,0.11000628242073539,22.634170540935916,0.001
276.0,0.4140527046978746,0.07776463623732736,0.1097725865231257,22.651548707866233,0.001
277.0,0.41456305939857274,0.07775220261316866,0.11003235169605577,22.677851080350134,0.001
278.0,0.41299464863184926,0.07752622929337906,0.10889325348753907,22.657517089147003,0.001
279.0,0.41301383180161044,0.0775921419262886,0.10879584942778496,22.662584688021166,0.001
280.0,0.4123615350353119,0.07744476787711932,0.10826766749495241,22.664910573393243,0.001
281.0,0.41222719147325104,0.07738740197871918,0.10809643389699666,22.674336193903397,0.001
282.0,0.41157209301648073,0.07749016491109378,0.10742401957647986,22.66579131557517,0.001
283.0,0.40990019511414444,0.07677329848754351,0.10685179542460943,22.62751057594334,0.001
284.0,0.4109522494823421,0.07701278001614358,0.10724443813028946,22.669503599541372,0.001
285.0,0.4096573169372942,0.07683649825859287,0.10641732686050406,22.64034974956077,0.001
286.0,0.4096588701962336,0.07682371680458931,0.1061710433260491,22.666411543545657,0.001
287.0,0.40853471149048304,0.07668448535546865,0.1053484376502908,22.650179353478837,0.001
288.0,0.40871231985963097,0.07629538371682712,0.10571532978859122,22.67016127773616,0.001
289.0,0.41019077020693046,0.07681336250479363,0.10605034170901939,22.73270714119689,0.001
290.0,0.4073842112060007,0.07631228680480016,0.10461200147731119,22.64599285387013,0.001
291.0,0.4077731172243754,0.07640796787526509,0.10454707949945372,22.681807635581656,0.001
292.0,0.407341168079202,0.07606918691364054,0.10443171433526087,22.68402712747931,0.001
293.0,0.4063806380038936,0.07604579899681213,0.10363839957948144,22.669644403675374,0.001
294.0,0.4053725766264685,0.07587342035688766,0.10292460619722872,22.657455574976254,0.001
295.0,0.4055536507743679,0.07602031358845157,0.10312183868122972,22.641150296006572,0.001
296.0,0.4053976910027195,0.07586855454940229,0.10296921683773058,22.655992455678444,0.001
297.0,0.4039731393121693,0.07564049969389014,0.10208987835879739,22.62427663585367,0.001
298.0,0.4041538842736858,0.07544028575289739,0.10207022978290575,22.664337428193114,0.001
299.0,0.4046453320544604,0.07562891080907491,0.10210821726550795,22.69082091170359,0.001
300.0,0.40316690851564274,0.07519638919394854,0.10141335856424619,22.655716586875045,0.001
301.0,0.40231382479406386,0.07502488077503361,0.10085802467446349,22.643092499476044,0.001
302.0,0.4035285895001398,0.07541252876797767,0.1013292836612218,22.678678303548736,0.001
303.0,0.4022758868459153,0.07499769938999115,0.10085321949225039,22.6424973892839,0.001
304.0,0.40140668061225926,0.07479194106032315,0.10002584194075571,22.658890284359728,0.001
305.0,0.40186107090619055,0.0749731216256477,0.10014157470094559,22.674638016583167,0.001
306.0,0.40161511070652095,0.07491550836116756,0.10004342571921544,22.665618278120206,0.001
307.0,0.40160818350369526,0.07471865568667242,0.1000616628013245,22.68278686314413,0.001
308.0,0.4001981222738414,0.07459750546984477,0.09899031568199532,22.66103052113154,0.001
309.0,0.3991677267094181,0.07415293371432448,0.09861813563870513,22.63966617845509,0.001
310.0,0.3994129354550958,0.0744527192896904,0.09812864127088355,22.683157881645307,0.001
311.0,0.3989842653818871,0.07427227605967761,0.09816002403492252,22.655197117426624,0.001
312.0,0.3988787742782401,0.0741940879658477,0.09786370355788976,22.682098745755408,0.001
313.0,0.39936860239124733,0.07431281521304013,0.09825303439544217,22.680275825605,0.001
314.0,0.39923688483564823,0.07428041131120838,0.09812215011413783,22.683432792419712,0.001
315.0,0.3983482024441027,0.07400113919145984,0.09755261273008503,22.67944552800427,0.001
316.0,0.3974569850860665,0.07387971534440506,0.09702761988389437,22.654965474725312,0.001
317.0,0.3971691356129842,0.07386259370606783,0.09665033952694506,22.665620612227208,0.001
318.0,0.3976032576060186,0.07391354951956501,0.0968730738173881,22.68166394865132,0.001
319.0,0.39630667518262996,0.07337992403605213,0.09636351534220726,22.656324064350564,0.001
320.0,0.3960013107894218,0.07347689684667544,0.09576267473501703,22.676174468645765,0.001
321.0,0.39642821504100817,0.0735641401176039,0.09628854753219918,22.65755333748038,0.001
322.0,0.39508600322078896,0.07320273272931303,0.09535042404039809,22.653285161545288,0.001
323.0,0.3946842202857205,0.073157716491451,0.0948551835738905,22.667132547456923,0.001
