requested_station_id,report_station_id,location,start_date,end_date,day_of_week,duration,report_type_id,count_id,source,report_record_id,report_source,report_values,report_options,itms_station_url
B010015,S2016010133,MD 736 at Park Ave/Alley 33/Bowery St,2018-02-13,2018-02-13,Tuesday,24 Hr,17,1442162,SHA,1201443,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B010015
B010019,S2014010058,S CENTRE ST at SALEM ST/RAMP 1 TO RAMP 8 (TO IS 68 WB),2018-10-30,2018-10-30,Tuesday,24 Hr,17,1471717,SHA,1221329,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B010019
B010025,S2018010248,WILLIAMS ST #2 at PARK ST,2018-10-30,2018-10-30,Tuesday,24 Hr,17,1471637,SHA,1221327,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B010025
B010025,S2018010245,BALTIMORE ST #2 at PARK ST,2018-10-30,2018-10-30,Tuesday,24 Hr,17,1471700,SHA,1221323,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B010025
B010023,S2018010249,WILLIAMS ST #2 at MARYLAND AVE/WILLIAMS ST (AHEAD),2018-11-29,2018-11-29,Thursday,24 Hr,17,1476441,SHA,1222994,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B010023
B010023,S2018010238,MARYLAND AVE at RAMPS 4&amp;6 TO&amp;FR IS 68 EB/EMILY ST,2018-10-30,2018-10-30,Tuesday,24 Hr,17,1471647,SHA,1221315,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B010023
B010034,S2019010005,CENTER ST at AMERICAN AVE,2019-03-06,2019-03-06,Wednesday,24 Hr,17,1486235,SHA,1229639,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B010034
B010034,S2019010007,CENTER ST at COLLEGE AVE,2019-03-06,2019-03-06,Wednesday,24 Hr,17,1486236,SHA,1229641,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B010034
B010034,S2019010006,CENTER ST at OAK ST,2019-03-06,2019-03-06,Wednesday,24 Hr,17,1486302,SHA,1229640,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B010034
B010034,S2019010005,CENTER ST at AMERICAN AVE,2019-01-17,2019-01-17,Thursday,24 Hr,17,1480358,SHA,1226834,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B010034
B010034,S2019010006,CENTER ST at OAK ST,2019-01-17,2019-01-17,Thursday,24 Hr,17,1480359,SHA,1226835,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B010034
B010034,S2019010007,CENTER ST at COLLEGE AVE,2019-01-17,2019-01-17,Thursday,24 Hr,17,1480360,SHA,1226836,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B010034
B010034,S2016010133,MD 736 at Park Ave/Alley 33/Bowery St,2018-02-13,2018-02-13,Tuesday,24 Hr,17,1442162,SHA,1201443,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B010034
B010032,S2018010249,WILLIAMS ST #2 at MARYLAND AVE/WILLIAMS ST (AHEAD),2018-11-29,2018-11-29,Thursday,24 Hr,17,1476441,SHA,1222994,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B010032
B010032,S2018010248,WILLIAMS ST #2 at PARK ST,2018-10-30,2018-10-30,Tuesday,24 Hr,17,1471637,SHA,1221327,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B010032
B020017,B020017,HAMMONDS FERRY RD-.30 MI N OF ANDOVER RD,2018-11-27,2018-11-28,Tuesday,48 Hr,7,1476283,SHA,1222238,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020017
B020010,B020010,MD100-.30 MI E OF MD295,2019-04-23,2019-04-24,Tuesday,48 Hr,10,1492443,SHA,1232901,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020010
B020018,B020018,RIDGE RD-.10 MI S OF FURNACE AVE,2018-11-28,2018-11-29,Wednesday,48 Hr,7,1476290,SHA,1222242,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020018
B020020,B020020,BURNS CROSSING RD-.10 MI N OF NEW CUT RD,2018-12-04,2018-12-05,Tuesday,48 Hr,7,1476576,SHA,1222731,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020020
B020021,B020021,ROBINSON RD-.10 MI S OF MD2,2018-09-05,2018-09-06,Wednesday,48 Hr,7,1461728,SHA,1216543,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020021
B020030,B020030,COHASSET AVE-.10 MI S OF WALNUT AVE,2018-12-11,2018-12-12,Tuesday,48 Hr,7,1479064,SHA,1225018,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020030
B020038,B020038,FAIRFAX RD-.03 MI W OF CHINQUAPIN ROUND RD,2019-07-31,2019-08-01,Wednesday,48 Hr,7,1502748,SHA,1239977,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020038
B020033,B020033,BEVERLY AVE-.10 MI E OF MD214,2017-11-01,2017-11-02,Wednesday,48 Hr,7,1432975,SHA,1193314,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020033
B020028,B020028,BAY RIDGE RD-.20 MI E OF BAY RIDGE AVE/HILLSMERE DR,2019-07-23,2019-07-24,Tuesday,48 Hr,7,1505669,SHA,1239946,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020028
B020023,B020023,BESTGATE RD-.40 MI E OF MD178,2018-09-05,2018-09-06,Wednesday,48 Hr,7,1461732,SHA,1216549,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020023
B020043,B020043,NORTHWEST ST-.10 MI W OF CHURCH CIR (ONE WAY),2019-07-17,2019-07-18,Wednesday,48 Hr,7,1505676,SHA,1239982,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020043
B020046,B020046,TYLER AVE-.10 MI N OF BAY RIDGE AVE,2017-10-17,2017-10-18,Tuesday,48 Hr,7,1430961,SHA,1192764,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020046
B020051,B020051,MD3-.10 MI N OF PRINCE GEORGES CO/L,2019-07-16,2019-07-17,Tuesday,48 Hr,39,1502811,SHA,1239953,Summary,VolumeDetail.rpt|LengthClass.rpt,"[{""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}, {""label"": ""Length Class"", ""value"": ""LengthClass.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020051
B020051,S2010020034,MD 3 at MD 450,2018-02-14,2018-02-14,Wednesday,24 Hr,17,1442163,SHA,1201718,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020051
B020050,S1998020087,MD 174 at RAMPS 7&amp;8 TO AND FR IS 97 SB (Including Ramps 5&amp;6),2018-11-28,2018-11-28,Wednesday,24 Hr,17,1476567,SHA,1223791,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020050
B020050,B020050,MD174-.30 MI W OF IS97,2018-10-17,2018-10-18,Wednesday,48 Hr,7,1464966,SHA,1219797,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020050
B020052,S2019020068,MD 176 at RAMP 7 TO RAMP 6 TO IS 97 SB (including Ramp 6),2019-03-19,2019-03-19,Tuesday,24 Hr,17,1487310,SHA,1230524,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020052
B020052,B020052,MD176-.10 MI E OF MD162,2018-11-13,2018-11-14,Tuesday,48 Hr,7,1472947,SHA,1221801,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020052
B020059,B020059,IS97-.60 MI N OF MD100,2018-08-29,2018-08-30,Wednesday,48 Hr,39,1461672,SHA,1216555,Summary,VolumeDetail.rpt|LengthClass.rpt,"[{""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}, {""label"": ""Length Class"", ""value"": ""LengthClass.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020059
B020060,B020060,US50-.50 MI W OF MD908D,2019-07-22,2019-07-29,Monday,192 Hr,40,1501824,SHA,1239378,Summary,VolumeDetail.rpt|LengthClass.rpt,"[{""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}, {""label"": ""Length Class"", ""value"": ""LengthClass.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020060
B020062,S2000020174,MD 2 at Jumpers Hole Rd,2019-03-06,2019-03-06,Wednesday,24 Hr,17,1486853,SHA,1230517,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020062
B020066,S1992020001,Veterans Hwy at Brightview Dr,2018-05-16,2018-05-16,Wednesday,24 Hr,17,1455821,BMC,1208041,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020066
B020066,B020066,MD3D (BRIGHTVIEW DR)-.10 MI W OF VETERANS HWY,2017-11-01,2017-11-02,Wednesday,48 Hr,7,1432820,SHA,1192751,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020066
B020067,B020067,BRIGHTVIEW DR-.10 MI E OF VETERANS HWY,2017-11-01,2017-11-02,Wednesday,48 Hr,7,1432506,SHA,1192673,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020067
B020058,B020058,MD173-.10 MI N OF MEADOW RD,2018-09-05,2018-09-06,Wednesday,48 Hr,7,1461738,SHA,1216569,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020058
B020058,B020058,MD173-.10 MI N OF MEADOW RD,2017-12-06,2017-12-07,Wednesday,48 Hr,7,1434626,SHA,1195992,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020058
B020070,B020070,MD648F-.10 MI S OF MD2,2018-07-25,2018-07-31,Wednesday,168,12,1457900,SHA,1214619,Summary,VolumeDetail.rpt,"[{""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020070
B020085,B020085,MD665C (CHINQUAPIN ROUND RD)-.10 MI N OF MD665,2018-08-28,2018-08-29,Tuesday,48 Hr,8,1461748,SHA,1216589,Summary,VolumeDetail.rpt,"[{""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020085
B020086,B020086,COLLEGE PKWY-.20 MI E OF MD2,2018-06-05,2018-06-06,Tuesday,48 Hr,12,1455210,BMC,1208232,Summary,VolumeDetail.rpt,"[{""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020086
B020086,S2018020077,COLLEGE PKWY at PENINSULA FARM RD,2018-05-16,2018-05-16,Wednesday,24 Hr,17,1455831,BMC,1208047,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020086
B020086,S2018020078,COLLEGE PKWY at COLLEGE DR,2018-05-16,2018-05-16,Wednesday,24 Hr,17,1455835,BMC,1208048,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020086
B020081,B020081,MD2-.10 MI S OF JONES STATION RD,2017-10-31,2017-11-01,Tuesday,48 Hr,7,1432819,SHA,1192746,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020081
B020093,S2019020129,MD 176 at HARMANS RD/SHIPLEY AVE,2019-04-30,2019-04-30,Tuesday,24 Hr,17,1492679,SHA,1234707,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020093
B020088,B020088,MD178A-.10 MI S OF VETERANS HWY,2018-09-05,2018-09-06,Wednesday,48 Hr,7,1461740,SHA,1216575,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020088
B020078,S2019020166,MD 2 at NORFOLK RD/NORMAN RD,2019-05-30,2019-05-30,Thursday,24 Hr,17,1495664,SHA,1236505,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020078
B020078,S2015020008,MD 177 at MD 2,2019-03-13,2019-03-13,Wednesday,24 Hr,17,1487287,SHA,1230525,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020078
B020078,S1999020054,MD 2 at Americana Circle/Entrance to Marley Station Mall,2019-03-06,2019-03-06,Wednesday,24 Hr,17,1487286,SHA,1230518,Summary,TurningMovement.rpt|TurningMovementDetail.rpt|TurningMovementVolume.rpt|TurningVolumeDetail.rpt,"[{""label"": ""Turning Movement"", ""value"": ""TurningMovement.rpt""}, {""label"": ""Turning Movement Detail"", ""value"": ""TurningMovementDetail.rpt""}, {""label"": ""Turning Movement Volume"", ""value"": ""TurningMovementVolume.rpt""}, {""label"": ""Turning Movement Volume Detail"", ""value"": ""TurningVolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020078
B020078,B020078,MD2-100 FT N OF MARLEY STATION RD,2017-10-31,2017-11-01,Tuesday,48 Hr,7,1432818,SHA,1192744,Summary,ClassDetail.rpt|VolumeDetail.rpt,"[{""label"": ""Class Detail"", ""value"": ""ClassDetail.rpt""}, {""label"": ""Volume Detail"", ""value"": ""VolumeDetail.rpt""}]",https://maps.roads.maryland.gov/itms_public/?stationid=B020078
