state_code,station_id,direction,latitude,longitude,route,location_text,source_file
51,080058,7,39096100,78487010,3,.25 W RTE 609                                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080192,3,38993230,78249630,1,I-66 West Shoulder @ MM 3                         ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150127,7,37390810,76769510,1,I-64 East Shoulder @ MM 231                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150316,3,37376200,76754610,1,I-64 West Shoulder @ MM 232                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150322,3,36830887,76300680,1,Hampton Roads Tunnel Equipment                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150326,7,36684490,76969700,2,0.3 MI E RTE 687                                  ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,170004,7,38008400,78485140,1,I-64 East Shoulder @ MM 121.3                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,170011,3,37841550,77978780,1,I-64 West Shoulder @ Exit 152                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080297,1,38081290,79085340,1,2.28 mi from SR 262                               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080370,1,39292980,78082730,1,I-81 North Shoulder @ MM 324                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,180023,1,38536560,78767340,1,.                                                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,180025,5,38353770,78928840,1,I-81 North Shoulder @ MM 239.8                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,180027,5,38233730,78971360,1,I-81 SOUTH SHOULDER @ MM230.80                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080376,1,39269050,78094730,1,0.15 mi North of Rt 671 Overpass                  ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,180029,1,38148740,79017820,1,I-81 South Shoulder @ MM 224.4                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,180041,1,38443530,78844510,1,I-81 South Shoulder @ MM 247.95                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,180102,5,37797500,79395810,1,0.6 mi from US 11                                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,190049,7,38903040,77941210,1,.                                                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,190052,7,38993230,78249630,1,I-66 West Shoulder @ MM 3                         ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080424,1,37737840,79425780,1,I-81 SOUTH SHOULDER @ MM 187                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080497,1,38807640,78599710,1,I-81 North Shoulder @ MM 277.25                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,190064,5,38951020,77196770,1,I-495 North @ Exit 44                             ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080502,1,39010520,78339920,1,I-81 South Shoulder @ MM 297.9                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,190065,5,38962120,77187730,1,0.4 mi from I-495 South Ramp to George Washington ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,190073,5,38813250,77144860,1,.2 MI S RAMP FR RTE 236                           ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,090021,5,39166210,77535910,2,0.94 Mi N 53-655 Whites Ferry Rd                  ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,615003,5,36802180,76262950,3,0.09 mi South of Narrow Street                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,665631,1,37568800,77380270,5,0.04 mi from Hunters Mill Drive                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,090049,7,39128610,77781200,3,0.40 E OF STONE LEIGH ROAD  (.25 M W RT 7 BUS E)  ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,665783,7,37509730,77245260,2, .99 Mi fr  I-295                                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,677782,1,36781848,76100705,3,0.30 mi north of Concert Drive                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,781091,1,38124160,79043240,1,I-81 North Shoulder @ MM 221.15                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,090141,5,38801130,77208880,1,1.1 MI FR I-95; I-395 (Springfield Interchange)   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,090190,7,38914810,77225810,3,0.40 E RT 123                                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,090236,1,38865560,77440560,3,1.30 N RT I-66                                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,110011,5,36863480,81427130,1,0.2 mi from 86-622 Nicks Creek Rd                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,110028,5,36632450,82116900,1,I-81 South Shoulder @ MM 7.7                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,110040,5,36986750,81074320,1,I-77 North Shoulder @ MM 43.2                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,781100,3,38019460,78533980,1,I-64 West Shoulder @ MM 118.5                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,781138,7,37498050,77040040,1,New Kent Rest Area Entrance Ramp                  ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,120002,5,37467700,79812670,1,I-81 North Shoulder @ MM 158                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,120015,5,37112000,80444350,1,1.15 S RAMP FR RT 8                               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,781199,3,38119980,79044440,1,I-64 East Median @ MM 87                          ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,120060,7,37331400,79980460,3,.4 Mile North of Ramp to Route 581                ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,120062,5,36672160,79967190,5,2.35 N RT 687                                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140006,5,37709220,77448360,1,0.9 S RAMP FR RT 802                              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,781220,5,37218040,77387570,1,I-95 North Collector Road Shoulder @ Exit 50D     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140014,5,37537440,77428230,1,I-95 North Shoulder @ MM 74                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,781223,5,36604130,78151340,1,I-85 South @ Exit 4                               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140016,5,37496450,77429940,1, 1.53 MI S RAMP TO EXIT 73                        ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,781230,5,36897110,77800130,1,.                                                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140023,5,37247350,77393300,1,@ Exit 53                                         ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,781527,7,37598270,77497180,2,Central TMC Camera Pole @ Exit 185 B              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,781963,1,37214800,77381300,1,.06 mi from Graham Rd/ Crater Rd on ramp          ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,781985,5,36861970,77841240,1,I-85 North Shoulder @ MM 32.1                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140034,5,37198810,77423240,1,I-85 North @ Exit 65                              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140036,5,37198980,77471980,1,I-85 South shoulder @ MM 59                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,782439,3,38907000,77997400,5,.                                                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140047,5,36604130,78151340,1,I-85 South @ Exit 4                               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140052,5,37582890,77473950,1,Right side of I-195 NB North of Laburnum Ave Exit ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,782440,7,38906790,78011050,5,0.7 MI  W OF SR 688                               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140058,7,37176940,77339480,1,1.10 W RAMP FR I-95                               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,782837,7,38858800,77840100,1,I-66 West Shoulder @ Exit 28                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140065,7,37541360,77281160,1,I-295 EAST @ EXIT 28                              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,783077,5,38956010,77193880,1,0.14 mi from Ramp to I-495 South                  ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140072,7,37660220,77466410,1,I-295 W CD Road; 0.18 Mile West of ramp from US 1 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,787049,5,38807640,78599710,1,I-81 North Shoulder @ MM 277.25                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,787069,5,36632450,82116900,1,I-81 South Shoulder @ MM 7.7                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140075,7,37666390,77592150,1,@ MM 52                                           ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,787120,5,37467700,79812670,1,I-81 North Shoulder @ MM 158                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,787147,5,38431530,78872890,1,I-81 North Shoulder @ MM 246.15                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,788859,1,37038560,77389200,5,I-95 South Shoulder @ Exit 37                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,789276,1,37186130,77356050,1,I-95 North @ Exit 48 A                            ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140104,3,37201490,77335190,2,0.1 Mi West of SR 106 Courthouse Rd               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,789292,5,37520580,77429080,1,At gore between Maury St. ramps to I-95 South and ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140113,1,37252650,77411110,2,0.01 MI S BRANDERS BRIDGE RD                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,789328,1,38546680,77344160,1,2.2 mi from Russell Rd Quantico                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140119,1,37394990,77973410,5,2.7 MI N RTE 360                                  ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140123,1,37216370,77448950,2,0.35 N RT 226                                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140216,1,37477340,77304610,1,I-295 East Shoulder @ Exit 25                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140303,5,37172670,77350820,1,I-95 North @ Exit 47                              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,789359,5,36809210,77458180,1,I-95 South Shoulder @ Exit 20                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140310,7,37422980,76828740,1,I-64 West @ Ramp from SR 30                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,789446,5,37552640,77485150,1,I-195 North Shoulder @ Cary St Exit               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150001,5,36946530,77391730,1,I-95 North Shoulder @ Exit 31                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,789484,3,37659150,77464020,1,Left side of I-295 E 0.22 Miles from I-295 CD ramp,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150003,5,36809210,77458180,1,I-95 South Shoulder @ Exit 20                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,789737,1,37521170,77426800,0, 1.53 MI S RAMP TO EXIT 73                        ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,789771,5,37214800,77381300,1,.06 mi from Graham Rd/ Crater Rd on ramp          ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150004,5,36769220,77467380,1,I-95 South Shoulder @ Exit 17                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,830061,7,38038030,78838580,1,I-64 East Shoulder @ MM 101                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150005,5,36765720,77482150,1,I-95 South Shoulder @ Exit 17 Close to Railroad Un,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,940419,3,37775600,77881090,1,I-64 West Shoulder @ MM 160                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150059,7,37002960,76319170,1,Exit of WB tunnel before end of island            ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,940726,1,36787460,78005390,1,I-85 N 1.32 Miles north of Mecklenburg County Line,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150071,7,36802440,76198160,1,1.6 MI W FR GREENBIRAR PKWY                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150091,5,37056950,76383440,0,0.30 N TIDEMILL LANE                              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150094,1,36569720,76742060,2,0.20 N RT 668                                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150106,5,36731080,76299420,2,0.6 MI S RTE 166                                  ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150108,5,37146143,76525751,3,0.61 mi from SR 173 Denbigh Blvd                  ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150110,7,36864910,76239850,3,0.20 W INGLESIDE DR                               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150119,3,36901030,76303610,3,0.01 N Lexan Ave                                  ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150123,5,36772860,76321710,2,0.15 mi from SR 196 Canal Dr                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,160002,5,38351570,77479920,1,.                                                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,160308,5,37891960,77458650,1,.                                                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,170015,5,38695630,77899110,5,0.40 N US 211                                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,180018,1,38807720,78601340,1,I-81 South Shoulder @ MM 277.2                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,180028,5,38170320,79006950,1,.                                                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,190044,7,38806800,77617180,1,"I-66 @ mile marker 42.05 mounted on overhead ""HOV ",Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,190051,7,38946060,78146980,1,3.8 W RAMP FR RT 79                               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,190093,7,38629650,77436840,5,0.5 S RTE 234                                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,190096,7,38819630,77151140,3,0.05 E CHOWAN AVE                                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,199750,5,38789000,77176000,1, 1.01 N RAMP FR RTE 648                           ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,402869,1,38467010,77578860,5,1.6 mi From 89-614 Spotted Tavern Rd              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,403388,7,37474550,79243510,5,.76 mi from 09-761 Holcomb Rock Rd                ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,741466,3,37841550,77978780,5,I-64 West Shoulder @ Exit 152                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,781222,1,37226500,77393980,1,I-85 North Exit 68B Ramp Shoulder                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,781301,7,37422980,76828740,3,I-64 West @ Ramp from SR 30                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,781400,1,37650790,77664760,3,0.9 MI S RTE 250                                  ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,781562,3,38019770,78435380,2,I-64 West Shoulder @ MM 124.2                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,010009,3,36631670,83481390,2,0.13 mi from 52-684                               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,010189,5,36954500,81055500,1,I-81/77 North Shoulder @ MM 73.50                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,010281,7,36885140,82304700,2,.95 Mile West Route 65                            ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,010383,5,36648060,82094180,2,0.10 N RTE 1725                                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,782834,7,38903040,77941210,1,.                                                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,783348,1,38954850,77193330,3,0.03 mi from SR 193                               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,010397,1,36620310,82192030,1,0.37 mi from I-381 North Ramp                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,010446,1,36945910,81040660,1,0.66 Mi N Ramp Fr US 11                           ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,010462,1,36850250,82758640,2, BETWEEN S RT 844 & 23 BUS SOUTH (OLD WIM SITE)   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,787082,5,36822700,81533700,1,I-81 South Shoulder @ MM 44.32                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020180,1,37145710,80342820,1,0.25 Mile North NCL Christiansburg                ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,787190,5,38869140,78528500,3,I-81 North Shoulder @ MM 283                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020241,5,37367300,79886300,3,.01 N RTE 804                                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,787340,1,38431530,78872890,0,I-81 North Shoulder @ MM 246.15                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,788313,5,37399570,77424630,5,@ Ramp from Willis Rd to I-95 South               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020287,5,36987640,79870450,2,1.45 N RT 674                                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,789335,1,38617729,77297606,1,I-95 NB at accell Lane from Prince William County ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020473,1,37099360,80539520,1,2.5 mi from SR 232                                ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020509,7,37319170,79875150,2,0.3 E RTE 603                                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,030019,7,37375280,79143060,2,1.38 mi from US 501                               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,789363,5,37038560,77389200,1,I-95 South Shoulder @ Exit 37                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,030182,7,37169100,78250790,2,0.05 MI E RTE 621                                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,030200,1,37765050,78871020,2,0.01 MI N RTE 29 BUS S (NORTHSIDE LANE)           ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,030275,5,37521140,79063970,2,0.11 mi South of Bobwhite Rd Overpass             ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,789409,5,38314790,77504290,1,FREDERICKSBURG WELCOME CENTER EXIT RAMP           ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,789567,1,36946530,77391730,3,I-95 North Shoulder @ Exit 31                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,030277,7,37324670,79252260,2,0.30 E RT 789                                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,789597,5,37463320,77425550,3,I-95 South Shoulder @ Exit 69                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,790816,1,37196040,77322230,1,I-295 South Shoulder @ Exit 3B                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040007,3,37672180,77494080,1,2.4 MI E RAMP FR RTE 33                           ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040038,1,37093650,77550550,1,0.75 N Rte. 26-703                                ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040050,3,37652770,77434940,1,I-295 E (S) Shoulder Between US 1; I-95 CD Road an,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,790876,7,37196040,77322230,2,I-295 South Shoulder @ Exit 3B                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040056,1,37117950,77358870,1,2.40 Mi N Ramp Fr Rte 301/156                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,795372,1,37226500,77393980,1,I-85 North Exit 68B Ramp Shoulder                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040105,1,37824110,77456160,1,I-95 North Median @ MM 96.6                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040114,7,37488210,76969350,1,1.1 MI FR SR 155                                  ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040272,5,37665690,77655350,3, 0.6 MI S I-64 EB (GORE)                          ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,010132,1,36874860,80875780,2,2.10 mi from 607 Castleton Rd                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040274,3,37676000,77655860,1,0.9 mi from 37-623 Ashland Rd                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,010172,7,37099490,81782200,2,1 W Rte 631 (East Intersection)                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040275,5,37665690,77655350,1, 0.6 MI S I-64 EB (GORE)                          ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,010181,1,36698250,81985070,1,1.45 Mi N RAMP TO SR 140                          ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040304,1,37579420,77468220,1,I-95 SOUTH SHOULDER AT MM78                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040360,1,37399570,77424630,1,@ Ramp from Willis Rd to I-95 South               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,010185,1,36599330,82234830,1,0.55 Mi N of Tennessee State Line                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,798026,5,38962120,77187730,1,0.4 mi from I-495 South Ramp to George Washington ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040387,1,37374440,77405910,3,Central TMC Camera Pole @ Coxendale Rd Overpass   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,010406,1,36616000,82187210,1,0.50 N KEY ST                                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,840070,7,37654010,77434260,1,I-295 West @ ramp split to I-95 North             ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040396,1,36943130,77729290,1,I-85 South Shoulder @ Exit 39                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020176,1,37042970,80717960,1,I-81 North Shoulder @ MM 95.7                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,880032,5,37906020,79262630,1,1.63 mi from Sterret Rd                           ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020192,1,37224650,79992300,3,.1 N RTE 800                                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040397,1,37056920,77600220,1,I-85 North Shoulder @ MM 50.9                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040444,3,37634030,77387300,1,I-295 North Shoulder @ MM 39                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040447,3,37559150,77294470,1,I-295 Median @ MM 31                              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,940050,3,37652770,77434940,1,I-295 E (S) Shoulder Between US 1; I-95 CD Road an,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020201,1,37294310,79951770,1,I-581 South Shoulder @ MM 2.3                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040513,1,37477340,77304610,1,I-295 East Shoulder @ Exit 25                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,940396,1,36943130,77729290,1,I-85 South Shoulder norht of Exit 39              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020234,1,37519500,79720540,1,1.90 N RAMP FR RT 11                              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020241,1,37367300,79886300,3,.01 N RTE 804                                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,050031,7,37127500,76868330,3,0.15 MI W RTE 660                                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,010071,1,36667640,81196850,2,0.1 N Rte I-81                                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,050048,7,37941200,75526640,3,0.75 E RT 13                                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020282,5,37124250,79739720,3,0.24 mi West of Lost Mountain Rd                  ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,010172,3,37099490,81782200,2,1 W Rte 631 (East Intersection)                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,050078,7,36683500,77015476,2,0.1 MI E RTE 650 (SOUTH INTERSECTION)             ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020300,7,37308060,80576670,2,0.4 E RTE 625                                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,010462,5,36850250,82758640,2, BETWEEN S RT 844 & 23 BUS SOUTH (OLD WIM SITE)   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020092,5,36870820,80449070,2,.1 S RTE 750                                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,050205,3,36836810,76074060,1,I-264 Eastbound                                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020385,1,37087670,80688750,3,0.25 N RAMP TO I-81                               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020121,1,37472560,79881480,2,.25 S RTE 640                                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,050356,3,36936220,76938390,2,0.47 mi west of Drews Avenue                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020391,5,37342050,79956310,2,0.1 S WILLIAMSON RD                               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020196,1,37315400,79981090,1,I-581 South Shoulder @ MM 4.35                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020250,3,36723740,80815820,2, BETWEEN RT 872 & I-77 (OLD WIM SITE)             ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,030166,3,37527440,78175690,2,2.14 mi from SR 45                                ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,050375,1,36946530,77391730,1,I-95 North Shoulder @ Exit 31                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,050428,3,36707679,77151803,2,2.8 MI W BUS 58 MEHERRIN RD.                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020250,7,36723740,80815820,2, BETWEEN RT 872 & I-77 (OLD WIM SITE)             ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,030214,7,37278180,78695330,2,0.1 MI EAST OF RTE 628                            ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
