state_code,station_id,direction,lane,daily_count,hours_observed,latitude,longitude,route,location_text,source_file
51,040493,1,0,63335,24,37550400,77435590,1,I-95 NORTH SHOULDER @ MM75                        ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,160005,5,0,61710,24,38138730,77508370,1,5.85 S RAMP FR RT 1                               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,060300,1,0,61378,24,38247320,77507210,1,I-95 SOUTH SHOULDER @ MM 126.8                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080458,1,0,60890,24,38395550,78911700,1,.                                                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,050205,3,0,60602,24,36836810,76074060,1,I-264 Eastbound                                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,010189,1,0,60235,24,36954500,81055500,1,I-81/77 North Shoulder @ MM 73.50                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140069,7,0,60232,24,37634030,77387300,1,I-295 North Shoulder @ MM 39                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040489,1,0,59913,24,37563790,77454000,1,1.10 Mi N of Ramp Fr SR 301                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,060170,1,0,59636,24,38122080,77516530,1,I-95 South Shoulder @ MM 117                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,050169,3,0,59460,24,36832660,76196220,1,.                                                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140242,5,0,59434,24,37552570,77442990,1,I-95 North Shoulder @ Belvidere St                ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,160006,5,0,59433,24,38122080,77516530,1,I-95 South Shoulder @ MM 117                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150070,7,0,59396,24,36823210,76194790,1,.                                                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140011,5,0,59097,24,37593660,77467720,1,I-95 South Shoulder @ MM 80                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,060162,1,0,59040,24,37983110,77492290,1,I-95 North Shoulder @ MM 108.1                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140068,7,0,58368,24,37618260,77365200,1,0.40 W RAMP FR RT 360                             ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,060164,1,0,58274,24,38141360,77506520,1,1.10 N RAMP FR RT 606                             ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,050306,3,0,56731,24,36899678,76235233,1,0.38 mi from SR 194 Chesapeake Blvd               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150066,7,0,56590,24,36899678,76235233,1,0.38 mi from SR 194 Chesapeake Blvd               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140070,7,0,56495,24,37654010,77434260,1,I-295 West @ ramp split to I-95 North             ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040488,1,0,56473,24,37537440,77428230,1,I-95 North Shoulder @ MM 74                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040305,1,0,56205,24,37593660,77467720,1,I-95 South Shoulder @ MM 80                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040298,1,0,56159,24,37374440,77405910,1,Central TMC Camera Pole @ Coxendale Rd Overpass   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040294,1,0,55618,24,37241410,77394960,1,I-95 North Shoulder @ Exit 53                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040304,1,0,54694,24,37579420,77468220,1,I-95 SOUTH SHOULDER AT MM78                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040492,1,0,53597,24,37552570,77442990,1,I-95 North Shoulder @ Belvidere St                ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140020,5,0,53579,24,37374440,77405910,1,Central TMC Camera Pole @ Coxendale Rd Overpass   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040481,3,0,53057,24,37590120,77480070,1,I-64 East Shoulder @ MM 185.5                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140067,7,0,52732,24,37598770,77351870,1,I-295 West Shoulder @ MM 36                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140180,5,0,52682,24,37597290,77466030,1,I-95 South Shoulder @ MM 80                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040296,1,0,52302,24,37294140,77390700,1,2.60 Mi N of Ramp Fr SR 144                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040316,1,0,51800,24,37597290,77466030,1,I-95 South Shoulder @ MM 80                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040444,3,0,51471,24,37634030,77387300,1,I-295 North Shoulder @ MM 39                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140315,1,0,51134,24,37521170,77426800,1,I-95 North Shoulder @ Exit 73                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,840066,7,0,50853,24,37559150,77294470,1,I-295 Median @ MM 31                              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040046,3,0,50538,24,37616574,77365140,1,0.50 E RAMP FR RT 627                             ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140314,1,0,50376,24,37226500,77393980,1,I-85 North Exit 68B Ramp Shoulder                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040359,1,0,49809,24,37325500,77399610,1,0.69 mi from Ramp from Woods Edge Rd              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150065,7,0,49565,24,36903580,76246800,1,0.4 mi from SR 194                                ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140003,1,0,49463,24,37431550,77431680,1,I-95 South Shoulder @ MM 67                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040044,3,0,49138,24,37699430,77739710,1,I-64 West Shoulder @ MM 169.65                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140025,5,0,49066,24,37241410,77394960,1,I-95 North Shoulder @ Exit 53                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040295,1,0,48917,24,37247350,77393300,1,@ Exit 53                                         ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040360,1,0,48730,24,37399570,77424630,1,@ Ramp from Willis Rd to I-95 South               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140022,5,0,48365,24,37302870,77392520,1,0.55 S RAMP FR RT 746/620                         ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140010,5,0,48258,24,37608180,77452540,1,Just South of overhead VMS south of US 301        ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040436,1,0,48188,24,37608180,77452540,1,Just South of overhead VMS south of US 301        ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140018,5,0,48093,24,37431550,77431680,1,I-95 South Shoulder @ MM 67                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040285,1,0,47899,24,37624090,77444900,1,0.75 MI N RAMP FROM RTE. 301                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,840083,7,0,47546,24,37590120,77480070,1,I-64 East Shoulder @ MM 185.5                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140021,5,0,47276,24,37325500,77399610,1,0.69 mi from Ramp from Woods Edge Rd              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140016,5,0,46883,24,37496450,77429940,1, 1.53 MI S RAMP TO EXIT 73                        ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,090106,3,0,46753,24,38889740,77106750,1,0.50 E RAMP FR RT 120                             ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040361,1,0,46416,24,37463320,77425550,1,I-95 South Shoulder @ Exit 69                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040300,1,0,46306,24,37493900,77431100,1,0.25 Mi N Deepwater Terminal Underpass            ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140019,5,0,46210,24,37399570,77424630,1,@ Ramp from Willis Rd to I-95 South               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040287,1,0,45955,24,37639910,77452670,1,I-95 SOUTH @ SCOTT RD OVERPASS                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140065,7,0,45948,24,37541360,77281160,1,I-295 EAST @ EXIT 28                              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140009,5,0,45568,24,37625400,77446930,1,0.45 MI S RMP FR RTE 73 (PARHAM RD.)              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140023,5,0,45362,24,37247350,77393300,1,@ Exit 53                                         ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,190029,7,0,44843,24,38890080,77107120,1,0.50 W RAMP FR RT 29                              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140220,7,0,44521,24,37516730,77253600,1,I-64 West Shoulder @ Exit 200                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040445,3,0,44420,24,37596060,77350370,1,I-295 South @ MM 36                               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150059,7,0,44097,24,37002960,76319170,1,Exit of WB tunnel before end of island            ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140008,5,0,44075,24,37639910,77452670,1,I-95 SOUTH @ SCOTT RD OVERPASS                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140093,7,0,44072,24,37494800,77016080,1,I-64 WEST @ EXIT 214                              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150126,7,0,44048,24,37376200,76754610,1,I-64 West Shoulder @ MM 232                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,940447,3,0,43899,24,37559150,77294470,1,I-295 Median @ MM 31                              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140092,7,0,43808,24,37498050,77040040,1,New Kent Rest Area Entrance Ramp                  ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140091,7,0,43582,24,37510230,77140010,1,3.09 Mile W SR 106 On Ramp                        ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040108,3,0,42821,24,37598270,77497180,1,Central TMC Camera Pole @ Exit 185 B              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,110023,5,0,42743,24,36716500,81926500,1,I-81 South Shoulder @ MM 20.10                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140331,3,0,42386,24,37516730,77253600,1,I-64 West Shoulder @ Exit 200                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040282,3,0,41936,24,37554890,77425660,1,I-64 West Shoulder @ MM 191                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150127,7,0,41831,24,37390810,76769510,1,I-64 East Shoulder @ MM 231                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140085,7,0,41598,24,37554890,77425660,1,I-64 West Shoulder @ MM 191                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150319,3,0,41591,24,36982150,76301660,1,Exit of EB tunnel before end of island            ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150316,3,0,41549,24,37376200,76754610,1,I-64 West Shoulder @ MM 232                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040110,3,0,41329,24,37509050,77139260,1,2.65 Mi E of Ramp Fr SR 33/SR 249                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150043,7,0,41021,24,37330220,76705770,1, 1.9 MI W RAMP FR CAMP PEARY                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040112,3,0,40861,24,37497530,77046220,1,New Kent Rest Area Entrance Ramp                  ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040114,3,0,40791,24,37488210,76969350,1,1.1 MI FR SR 155                                  ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140310,7,0,40108,24,37422980,76828740,1,I-64 West @ Ramp from SR 30                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,050267,3,0,39837,24,37390810,76769510,1,I-64 East Shoulder @ MM 231                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150076,7,0,39793,24,36778200,76385480,1,1.2 Mi East of US 13                              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150039,3,0,39593,24,36777020,76376810,1,0.80 Mi East of Ramp Fr US 13                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040766,3,0,39416,24,37608610,77529590,1,I-64 West Shoulder @ MM 182                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040511,3,0,39226,24,37541360,77281160,1,I-295 EAST @ EXIT 28                              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140082,7,0,38706,24,37598270,77497180,1,Central TMC Camera Pole @ Exit 185 B              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040777,3,0,38184,24,37628250,77562900,1,0.40 Mi E of Ramp Fr Gaskins Rd                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140302,3,0,38030,24,37424210,76832460,1,I-64 Median @ Exit 227                            ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140081,7,0,35858,24,37608610,77529590,1,I-64 West Shoulder @ MM 182                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,050390,3,0,35552,24,37326300,76702110,1,2.35 Mi E Ramp Fr SR 199                          ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,980503,1,0,34968,24,39006450,78329380,1,I-81 south @ Exit 298                             ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040502,1,0,34967,24,37582890,77473950,1,Right side of I-195 NB North of Laburnum Ave Exit ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,010446,1,0,34624,24,36945910,81040660,1,0.66 Mi N Ramp Fr US 11                           ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020396,1,0,34571,24,37330570,80025330,1,0.32 Mile North SR 419 Electric Rd                ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140307,7,0,34406,24,37553830,77402760,1,0.43 mi West of the Creighton Road Overpass       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140080,7,0,34309,24,37629020,77563160,1,0.48 Mi W Ramp Fr Parham Rd                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040482,3,0,34202,24,37553830,77402760,1,0.43 mi West of the Creighton Road Overpass       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150095,7,0,34072,24,36775760,76448120,2,0.1 MI W. HAMPTON ROADS AIRPORT ENTRANCE          ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150095,3,0,33504,24,36775760,76448120,2,0.1 MI W. HAMPTON ROADS AIRPORT ENTRANCE          ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080373,1,0,33202,24,39176850,78145800,1,1.00 N RAMP FR RT 50                              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,010566,1,0,33166,24,36940920,80973050,1,I-81 North Shoulder @ MM 80.75                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080297,1,0,33108,24,38081290,79085340,1,2.28 mi from SR 262                               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,010447,1,0,33017,24,36946330,80939530,1,I-81/77 North Shoulder @ MM 80.75                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020181,1,0,32982,24,37356590,79975840,1,1.45 N RAMP FR I-581                              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080502,1,0,32771,24,39010520,78339920,1,I-81 South Shoulder @ MM 297.9                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040048,3,0,32468,24,37645100,77590010,1,I-64 West Shoulder @ MM 179                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040292,1,0,32116,24,37570390,77477370,1,0.10 Mile North of US 33; US 250 overpass         ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140072,7,0,31821,24,37660220,77466410,1,I-295 W CD Road; 0.18 Mile West of ramp from US 1 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080250,1,0,31692,24,38124160,79043240,1,I-81 North Shoulder @ MM 221.15                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020393,1,0,31464,24,37297940,80082910,1,I-81 North Shoulder @ MM 138.2                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080254,1,0,31394,24,37954400,79207570,1,1.75 N RAMP FR RT 606                             ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,789503,1,0,31297,24,37672140,77448150,1,I-295 West @ ramp split to I-95 North             ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,180067,1,0,31029,24,38170320,79006950,1,.                                                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080427,1,0,30783,24,37906020,79262630,1,1.63 mi from Sterret Rd                           ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080252,1,0,30596,24,38041780,79123400,1,1.28 mi from US 11                                ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,050119,1,0,30394,24,36581280,77564630,1,2.55 Mi N of North Carolina State Line            ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080298,1,0,30342,24,38148740,79017820,1,I-81 South Shoulder @ MM 224.4                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080234,1,0,30234,24,38421990,78881000,1,2.20 N RAMP FR RT 11                              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,050238,1,0,30207,24,36683150,77557060,1,I-95 North Shoulder @ MM 9                        ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080501,1,0,30121,24,39000980,78388050,1,1.53 mi from SR 55                                ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080232,1,0,30110,24,37804920,79389250,1,I-81 North Shoulder @ MM 192.3                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040413,1,0,30079,24,37201050,77439430,1,1.04 mi from US 1                                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080228,1,0,30005,24,39093910,78207240,1,I-81 South Shoulder @ MM 308.1                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080236,1,0,29878,24,38431530,78872890,1,I-81 North Shoulder @ MM 246.15                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080299,1,0,29854,24,38233730,78971360,1,I-81 SOUTH SHOULDER @ MM230.80                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150022,7,0,29773,24,36876010,76433060,1,0.25 MI W RMP FR RTE 164                          ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080460,1,0,29615,24,38443530,78844510,1,I-81 South Shoulder @ MM 247.95                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,070122,3,0,29542,24,38857560,77851240,1,I-66 @ Exit 27A to SR 55                          ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,120008,5,0,29500,24,37330650,80026740,1,1.5 Mile South I-581                              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080461,1,0,29413,24,38536560,78767340,1,.                                                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040612,1,0,29396,24,37145040,77355960,1,I-95 South Shoulder @ Exit 45                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140034,5,0,29167,24,37198810,77423240,1,I-85 North @ Exit 65                              ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,940420,3,0,29125,24,37657500,77610690,1,I-64 West Shoulder @ Merge of Ramp from I-295 West,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080372,1,0,29068,24,39062240,78234440,1,I-81 South Shoulder @ MM 305.4                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140073,7,0,29061,24,37672740,77493310,1,0.35 W RAMP FR WOODMAN                            ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040500,1,0,28923,24,37565200,77482840,1,0.78 N RT 76                                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140079,7,0,28698,24,37645100,77590010,1,I-64 West Shoulder @ MM 179                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140056,3,0,28694,24,37659150,77464020,1,Left side of I-295 E 0.22 Miles from I-295 CD ramp,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,070281,3,0,28616,24,38869110,77889860,1,I-66 West Shoulder @ MM 26.3                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140195,5,0,28598,24,37218040,77387570,1,I-95 North Collector Road Shoulder @ Exit 50D     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140077,7,0,28591,24,37657500,77610690,1,I-64 West Shoulder @ Merge of Ramp from I-295 West,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150302,7,0,28375,24,36947475,76404910,1,Hampton Roads Tunnel Equipment                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150012,3,0,28372,24,36875840,76433560,1,0.6 MI E RMP FR RTE 135/COLLEGE DR                ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,110004,5,0,28342,24,36940920,80973050,1,I-81 North Shoulder @ MM 80.75                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140074,7,0,28297,24,37678600,77553250,1,I-295 W Median  0.27 Mile West of ramp from US 33 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020180,1,0,28223,24,37145710,80342820,1,0.25 Mile North NCL Christiansburg                ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,980300,1,0,28214,24,38353770,78928840,1,I-81 North Shoulder @ MM 239.8                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,050237,1,0,28107,24,36649550,77559220,1,I-95 South Shoulder @ MM 7                        ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080499,1,0,27957,24,38869140,78528500,1,I-81 North Shoulder @ MM 283                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080230,1,0,27956,24,39021950,78280300,1,.                                                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,110033,5,0,27893,24,36946330,80939530,1,I-81/77 North Shoulder @ MM 80.75                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040678,3,0,27730,24,37536400,77382940,1,I-64 West Shoulder - 0.43 mi west of  Masonic Lane,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080497,1,0,27688,24,38807640,78599710,1,I-81 North Shoulder @ MM 277.25                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,120009,5,0,27685,24,37318870,80044990,1,0.5 Mile South SR 419 Electric Road               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140052,5,0,27603,24,37582890,77473950,1,Right side of I-195 NB North of Laburnum Ave Exit ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,050596,3,0,27475,24,36959640,76410920,1,Hampton Roads Tunnel Equipment                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140087,7,0,27414,24,37536400,77382940,1,I-64 West Shoulder - 0.43 mi west of  Masonic Lane,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,020178,1,0,27396,24,37242040,80214200,1,I-81 North Shoulder @ MM 129.7                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140035,5,0,27366,24,37199260,77455290,1,I-85 South Shoulder @ Exit 63 B                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,010595,1,0,27351,24,36626370,82130870,1,I-81 North Shoulder @ MM 6.9                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080238,1,0,27237,24,38723980,78659420,1,I-81 South Shoulder@ MM 270.4                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,110006,5,0,27236,24,36954500,81055500,1,I-81/77 North Shoulder @ MM 73.50                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,180010,5,0,27161,24,39006450,78329380,1,I-81 south @ Exit 298                             ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,120007,5,0,27151,24,37347950,79988610,1,1.85 S RAMP FR RT 115                             ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,180005,5,0,27059,24,39178270,78144600,1,0.65 S RAMP FR RT 7                               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080463,1,0,27042,24,38637560,78684490,1,I-81 SOUTH SHOULDER @ MM264                       ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,180031,5,0,27036,24,38124160,79043240,1,I-81 North Shoulder @ MM 221.15                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040386,7,0,26974,24,37440310,77457790,3, 0.2 MI E RTE 1601 (DALEBROOK DR)                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,120010,5,0,26825,24,37301780,80077550,1,2.2 Mile South SR 311 Thompson Memorial Dr        ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,240500,5,0,26535,24,37559270,77489380,1,0.15 S RAMP TO GROVE AVE                          ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040106,3,0,26501,24,37652390,77597690,1,0.14 mi from US 250 Broad St Ramp                 ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140001,1,0,26463,24,37038560,77389200,1,I-95 South Shoulder @ Exit 37                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,180032,5,0,26421,24,38081290,79085340,1,2.28 mi from SR 262                               ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080422,1,0,26278,24,37760730,79407220,1,I-81 North Shoulder @ MM 189                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040614,1,0,26104,24,37218040,77387570,1,I-95 South Shoulder @ Exit 48                     ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080226,1,0,26035,24,39137250,78176680,1,I-81 South Shoulder @ MM 311.21                   ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,080424,1,0,25891,24,37737840,79425780,1,I-81 SOUTH SHOULDER @ MM 187                      ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,140318,1,0,25806,24,36990020,77391900,1,0.47 mi from Route 602 on ramp                    ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,150009,5,0,25778,24,36581770,77564980,1,1.7 MI S RTE 629                                  ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
51,040007,3,0,25732,24,37672180,77494080,1,2.4 MI E RAMP FR RTE 33                           ,Station_Data_Extract_Pipe_Delimited_CleanData_2018.txt
