o_activity,o_tpb_taz,d_activity,d_tpb_taz,departure_time_min,travel_mode,transit_access_mode,transit_egress_mode,travelers_hh,travelers_nonhh,vehicle_occupancy,park_loc,park_pay,subway_used,subway_pay,subway_station_board,subway_access_mode,subway_station_exit,subway_egress_mode,hov_used,toll_road_used,distance,reported_travel_time,year,bodytype,make,model,fueltype,tolltransponder,home_tpb_taz,home_type,home_ownership,hhsize,numstudents,numdrivers,numworkers,numdisabilities,numvehicle,numvehicle_transponder,numbicycle,hh_income_detailed,tdate_days,tdate_dow,hhtrips,package_delivered,food_delivered,service_delivered,wthhfin,age,gender,race_ethnicity,race_ethnicity_hispanic,license,disability,smartphone,employment_status,jobs_count,j1_workplace_loc,work_tpb_taz,j1_commute_mode,j1_telecommute,j1_telecommute_days,j1_benefits_free_parking,j1_benefits_parking,j1_benefits_transit,j1_benefits_carpool,j1_benefits_walking_biking,j1_benefits_ev_charging,j1_benefits_bicycle_parking,j1_benefits_none,student_status,school_type,school_tpb_taz,school_freq,school_mode,volunteer_status,td_telecommute_time,td_shop_time,person_tripcount,walk_bike_loop_trips
2,1099,7,1246,810,4,,,1,0,1,2,0,,,,,,,,,2.5748824728,15,2015.0,3.0,Mazda,CX-5,1.0,1.0,1224,2,1,3,1,2,2,0,2,1,1,7,557,4,11,0,0,0,100.0,26,1,2,2,1,2,1,0,1,1,1099,3,2,,1,0,0,0,0,0,0,0,0,,,,,1,0,0,5,0
7,1246,2,1099,825,4,,,1,0,1,2,0,,,,,,,,,2.5748824728,10,2015.0,3.0,Mazda,CX-5,1.0,1.0,1224,2,1,3,1,2,2,0,2,1,1,7,557,4,11,0,0,0,100.0,26,1,2,2,1,2,1,0,1,1,1099,3,2,,1,0,0,0,0,0,0,0,0,,,,,1,0,0,5,0
2,1099,1,1224,1325,4,,,1,0,1,1,,,,,,,,,,6.9977929878,15,2015.0,3.0,Mazda,CX-5,1.0,1.0,1224,2,1,3,1,2,2,0,2,1,1,7,557,4,11,0,0,0,100.0,26,1,2,2,1,2,1,0,1,1,1099,3,2,,1,0,0,0,0,0,0,0,0,,,,,1,0,0,5,0
1,1224,2,1218,480,4,,,1,0,1,2,,,,,,,,,,1.8117299422,10,2017.0,1.0,Chevrolet,Impala,1.0,2.0,1224,2,1,3,1,2,2,0,2,1,1,7,557,4,11,0,0,0,100.0,25,2,2,2,1,2,1,0,1,1,1218,3,2,,1,0,0,0,0,0,0,0,0,,,,,1,0,0,4,0
2,1218,1,1224,1020,4,,,1,0,1,1,,,,,,,,,,1.8117299422,10,2017.0,1.0,Chevrolet,Impala,1.0,2.0,1224,2,1,3,1,2,2,0,2,1,1,7,557,4,11,0,0,0,100.0,25,2,2,2,1,2,1,0,1,1,1218,3,2,,1,0,0,0,0,0,0,0,0,,,,,1,0,0,4,0
1,1224,13,1219,1045,4,,,1,0,1,1,,,,,,,,,,2.8142243795,10,2017.0,1.0,Chevrolet,Impala,1.0,2.0,1224,2,1,3,1,2,2,0,2,1,1,7,557,4,11,0,0,0,100.0,25,2,2,2,1,2,1,0,1,1,1218,3,2,,1,0,0,0,0,0,0,0,0,,,,,1,0,0,4,0
13,1219,1,1224,1175,4,,,2,0,2,,,,,,,,,,,2.8142243795,10,2017.0,1.0,Chevrolet,Impala,1.0,2.0,1224,2,1,3,1,2,2,0,2,1,1,7,557,4,11,0,0,0,100.0,25,2,2,2,1,2,1,0,1,1,1218,3,2,,1,0,0,0,0,0,0,0,0,,,,,1,0,0,4,0
1,3271,13,2997,435,4,,,2,0,2,,,0,,,,,,,,17.315,55,,,,,,,3271,1,1,5,3,2,3,0,2,1,3,7,571,4,25,0,0,1,79.6041715216555,50,1,1,2,1,2,1,0,1,1,2974,3,2,,0,0,0,0,0,0,0,1,0,,,,,1,0,0,8,1
13,2997,1,3271,580,4,,,2,0,2,,,0,,,,,,,,17.312,40,,,,,,,3271,1,1,5,3,2,3,0,2,1,3,7,571,4,25,0,0,1,79.6041715216555,50,1,1,2,1,2,1,0,1,1,2974,3,2,,0,0,0,0,0,0,0,1,0,,,,,1,0,0,8,1
1,3271,18,3275,680,4,,,2,0,2,,,0,,,,,,,,3.813,5,,,,,,,3271,1,1,5,3,2,3,0,2,1,3,7,571,4,25,0,0,1,79.6041715216555,50,1,1,2,1,2,1,0,1,1,2974,3,2,,0,0,0,0,0,0,0,1,0,,,,,1,0,0,8,1
18,3275,9,3254,685,4,,,2,0,2,,,0,,,,,,,,14.184,35,,,,,,,3271,1,1,5,3,2,3,0,2,1,3,7,571,4,25,0,0,1,79.6041715216555,50,1,1,2,1,2,1,0,1,1,2974,3,2,,0,0,0,0,0,0,0,1,0,,,,,1,0,0,8,1
9,3254,1,3271,790,4,,,2,0,2,,,0,,,,,,,,17.868,35,,,,,,,3271,1,1,5,3,2,3,0,2,1,3,7,571,4,25,0,0,1,79.6041715216555,50,1,1,2,1,2,1,0,1,1,2974,3,2,,0,0,0,0,0,0,0,1,0,,,,,1,0,0,8,1
5,3271,1,3271,1170,4,,,2,0,2,,,0,,,,,,,,1.996,5,,,,,,,3271,1,1,5,3,2,3,0,2,1,3,7,571,4,25,0,0,1,79.6041715216555,50,1,1,2,1,2,1,0,1,1,2974,3,2,,0,0,0,0,0,0,0,1,0,,,,,1,0,0,8,1
11,3271,18,3275,680,5,,,2,0,,,,0,,,,,,,,3.813,5,,,,,,,3271,1,1,5,3,2,3,0,2,1,3,7,571,4,25,0,0,1,79.6041715216555,18,2,1,2,2,2,1,6,,,,,,,,,,,,,,,1,6,,1,4,1,,0,3,1
18,3275,9,3254,685,5,,,2,0,,,,0,,,,,,,,14.184,35,,,,,,,3271,1,1,5,3,2,3,0,2,1,3,7,571,4,25,0,0,1,79.6041715216555,18,2,1,2,2,2,1,6,,,,,,,,,,,,,,,1,6,,1,4,1,,0,3,1
9,3254,1,3271,790,5,,,2,0,,,,0,,,,,,,,17.868,35,,,,,,,3271,1,1,5,3,2,3,0,2,1,3,7,571,4,25,0,0,1,79.6041715216555,18,2,1,2,2,2,1,6,,,,,,,,,,,,,,,1,6,,1,4,1,,0,3,1
1,2677,2,2807,450,4,,,1,0,1,2,,,,,,,,,,15.050250339,40,2005.0,1.0,Dodge,Neon,1.0,2.0,2677,2,1,4,1,2,1,0,2,1,0,5,654,3,20,0,0,0,307.0,28,2,4,2,1,2,1,0,1,1,2807,3,1,,1,0,0,0,0,0,0,0,0,,,,,2,0,1,4,0
2,2807,1,2677,1015,4,,,1,0,1,3,,,,,,,,,,15.050250339,40,2005.0,1.0,Dodge,Neon,1.0,2.0,2677,2,1,4,1,2,1,0,2,1,0,5,654,3,20,0,0,0,307.0,28,2,4,2,1,2,1,0,1,1,2807,3,1,,1,0,0,0,0,0,0,0,0,,,,,2,0,1,4,0
1,2677,11,2680,1170,4,,,4,0,4,3,,,,,,,,,,0.9797039691,10,2015.0,3.0,Chevrolet,Traverse,1.0,1.0,2677,2,1,4,1,2,1,0,2,1,0,5,654,3,20,0,0,0,307.0,28,2,4,2,1,2,1,0,1,1,2807,3,1,,1,0,0,0,0,0,0,0,0,,,,,2,0,1,4,0
11,2680,1,2677,1375,4,,,4,0,4,3,,,,,,,,,,0.9797039691,10,2015.0,3.0,Chevrolet,Traverse,1.0,1.0,2677,2,1,4,1,2,1,0,2,1,0,5,654,3,20,0,0,0,307.0,28,2,4,2,1,2,1,0,1,1,2807,3,1,,1,0,0,0,0,0,0,0,0,,,,,2,0,1,4,0
1,2677,16,2765,550,4,,,3,0,3,2,,,,,,,,,,6.366668905,20,2015.0,3.0,Chevrolet,Traverse,1.0,1.0,2677,2,1,4,1,2,1,0,2,1,0,5,654,3,20,0,0,0,307.0,27,1,4,2,1,2,1,2,,,,9,,,,,,,,,,,0,,,,,2,0,1,6,0
16,2765,5,2667,580,4,,,2,0,2,2,,,,,,,,,,2.4804031203,10,2015.0,3.0,Chevrolet,Traverse,1.0,1.0,2677,2,1,4,1,2,1,0,2,1,0,5,654,3,20,0,0,0,307.0,27,1,4,2,1,2,1,2,,,,9,,,,,,,,,,,0,,,,,2,0,1,6,0
5,2667,16,2765,690,4,,,2,0,2,2,,,,,,,,,,2.4804031203,15,2015.0,3.0,Chevrolet,Traverse,1.0,1.0,2677,2,1,4,1,2,1,0,2,1,0,5,654,3,20,0,0,0,307.0,27,1,4,2,1,2,1,2,,,,9,,,,,,,,,,,0,,,,,2,0,1,6,0
16,2765,1,2677,710,4,,,3,0,3,3,,,,,,,,,,6.366668905,20,2015.0,3.0,Chevrolet,Traverse,1.0,1.0,2677,2,1,4,1,2,1,0,2,1,0,5,654,3,20,0,0,0,307.0,27,1,4,2,1,2,1,2,,,,9,,,,,,,,,,,0,,,,,2,0,1,6,0
1,2677,11,2680,1170,5,,,4,0,,3,,,,,,,,,,0.9797039691,10,2015.0,3.0,Chevrolet,Traverse,1.0,1.0,2677,2,1,4,1,2,1,0,2,1,0,5,654,3,20,0,0,0,307.0,27,1,4,2,1,2,1,2,,,,9,,,,,,,,,,,0,,,,,2,0,1,6,0
11,2680,1,2677,1375,5,,,4,0,,3,,,,,,,,,,0.9797039691,10,2015.0,3.0,Chevrolet,Traverse,1.0,1.0,2677,2,1,4,1,2,1,0,2,1,0,5,654,3,20,0,0,0,307.0,27,1,4,2,1,2,1,2,,,,9,,,,,,,,,,,0,,,,,2,0,1,6,0
1,3161,6,3154,525,4,,,1,0,1,2,,,,,,,,,,1.757109479,10,2009.0,1.0,Toyota,Avalon,1.0,2.0,3161,2,1,3,1,2,2,0,2,1,2,2,494,4,8,0,0,0,58.0,48,1,2,2,1,2,1,0,1,1,379,8,1,0,0,0,1,0,0,0,0,0,0,,,,,1,0,0,3,0
6,3154,16,3174,540,4,,,1,0,1,2,,,,,,,,,,9.158474963,15,2009.0,1.0,Toyota,Avalon,1.0,2.0,3161,2,1,3,1,2,2,0,2,1,2,2,494,4,8,0,0,0,58.0,48,1,2,2,1,2,1,0,1,1,379,8,1,0,0,0,1,0,0,0,0,0,0,,,,,1,0,0,3,0
16,3174,1,3161,560,4,,,1,0,1,1,,,,,,,,,,7.403513492,10,2009.0,1.0,Toyota,Avalon,1.0,2.0,3161,2,1,3,1,2,2,0,2,1,2,2,494,4,8,0,0,0,58.0,48,1,2,2,1,2,1,0,1,1,379,8,1,0,0,0,1,0,0,0,0,0,0,,,,,1,0,0,3,0
1,3161,16,3174,440,4,,,2,0,2,,,,,,,,,,,7.403513492,10,2011.0,3.0,Toyota,Highlander,1.0,1.0,3161,2,1,3,1,2,2,0,2,1,2,2,494,4,8,0,0,0,58.0,47,2,2,2,1,2,1,0,1,1,1102,3,2,,1,0,0,0,0,0,0,0,0,,,,,1,0,0,3,0
16,3174,2,1102,450,4,,,1,0,1,2,,,,,,,,,,28.09492297,55,2011.0,3.0,Toyota,Highlander,1.0,1.0,3161,2,1,3,1,2,2,0,2,1,2,2,494,4,8,0,0,0,58.0,47,2,2,2,1,2,1,0,1,1,1102,3,2,,1,0,0,0,0,0,0,0,0,,,,,1,0,0,3,0
2,1102,1,3161,645,4,,,1,0,1,1,,,,,,,,,,32.3575851,45,2011.0,3.0,Toyota,Highlander,1.0,1.0,3161,2,1,3,1,2,2,0,2,1,2,2,494,4,8,0,0,0,58.0,47,2,2,2,1,2,1,0,1,1,1102,3,2,,1,0,0,0,0,0,0,0,0,,,,,1,0,0,3,0
1,3161,4,3174,440,5,,,2,0,,,,,,,,,,,,7.403513492,10,2011.0,3.0,Toyota,Highlander,1.0,1.0,3161,2,1,3,1,2,2,0,2,1,2,2,494,4,8,0,0,0,58.0,13,1,2,2,2,2,,,,,,9,,,,,,,,,,,1,2,3174,1,4,,0,0,2,
4,3174,1,3161,990,6,1,1,2,0,,,,,,,,,,,,7.403513492,30,2009.0,1.0,Toyota,Avalon,1.0,2.0,3161,2,1,3,1,2,2,0,2,1,2,2,494,4,8,0,0,0,58.0,13,1,2,2,2,2,,,,,,9,,,,,,,,,,,1,2,3174,1,4,,0,0,2,
2,228,1,1030,455,4,,,1,0,1,2,,,,,,,,,,3.8402612426,25,,,,,,,1030,3,2,5,1,3,2,0,3,0,0,5,656,5,7,0,0,0,470.0,32,1,2,2,1,2,1,0,1,1,228,3,2,,1,0,0,0,0,0,0,0,0,,,,,1,0,0,1,0
1,1030,2,260,600,4,,,1,0,1,2,,,,,,,,,,1.7416538507,5,,,,,,,1030,3,2,5,1,3,2,0,3,0,0,5,656,5,7,0,0,0,470.0,42,2,2,2,1,2,1,4,,,,9,,,,,,,,,,,0,,,,,1,0,0,2,2
2,260,1,1030,1140,4,,,1,0,1,2,,,,,,,,,,1.7416538507,10,,,,,,,1030,3,2,5,1,3,2,0,3,0,0,5,656,5,7,0,0,0,470.0,42,2,2,2,1,2,1,4,,,,9,,,,,,,,,,,0,,,,,1,0,0,2,2
1,1030,4,1006,420,6,1,1,1,5,,,,,,,,,,,,1.7634341399,15,,,,,,,1030,3,2,5,1,3,2,0,3,0,0,5,656,5,7,0,0,0,470.0,6,1,2,2,2,2,,,,,,9,,,,,,,,,,,1,2,1006,1,9,,0,0,2,
4,1006,1,1030,840,6,1,1,1,5,,,,,,,,,,,,1.7634341399,15,,,,,,,1030,3,2,5,1,3,2,0,3,0,0,5,656,5,7,0,0,0,470.0,6,1,2,2,2,2,,,,,,9,,,,,,,,,,,1,2,1006,1,9,,0,0,2,
1,1030,2,260,600,4,,,1,0,1,2,,,,,,,,,,1.7416538507,15,,,,,,,1030,3,2,5,1,3,2,0,3,0,0,5,656,5,7,0,0,0,470.0,30,1,2,2,1,2,1,0,1,1,260,3,2,,1,0,0,0,0,0,0,0,0,,,,,1,0,0,2,0
2,260,1,1030,1350,4,,,1,0,1,2,,,,,,,,,,1.7416538507,10,,,,,,,1030,3,2,5,1,3,2,0,3,0,0,5,656,5,7,0,0,0,470.0,30,1,2,2,1,2,1,0,1,1,260,3,2,,1,0,0,0,0,0,0,0,0,,,,,1,0,0,2,0
1,839,3,1064,485,4,,,4,0,4,2,0,,,,,,,,,3.4940327287,20,2016.0,1.0,Hyundai,Sonata,1.0,2.0,839,2,2,4,2,2,2,0,2,0,0,6,617,1,12,0,0,0,282.0,39,2,2,2,1,2,1,0,1,1,36,7,2,,0,0,1,0,0,0,0,0,0,,,,,1,0,0,4,0
3,1064,2,36,510,7,3,1,2,0,,,,1,1,1,3,28,1,,,9.9538799955,45,,,,,,,839,2,2,4,2,2,2,0,2,0,0,6,617,1,12,0,0,0,282.0,39,2,2,2,1,2,1,0,1,1,36,7,2,,0,0,1,0,0,0,0,0,0,,,,,1,0,0,4,0
2,36,16,1064,1075,7,1,3,2,0,,,,1,1,28,1,1,3,,,9.9538799955,35,,,,,,,839,2,2,4,2,2,2,0,2,0,0,6,617,1,12,0,0,0,282.0,39,2,2,2,1,2,1,0,1,1,36,7,2,,0,0,1,0,0,0,0,0,0,,,,,1,0,0,4,0
16,1064,1,839,1120,4,,,2,0,2,1,,,,,,,,,,3.4940327287,20,2016.0,1.0,Hyundai,Sonata,1.0,2.0,839,2,2,4,2,2,2,0,2,0,0,6,617,1,12,0,0,0,282.0,39,2,2,2,1,2,1,0,1,1,36,7,2,,0,0,1,0,0,0,0,0,0,,,,,1,0,0,4,0
1,839,16,1064,485,5,,,4,0,,2,0,,,,,,,,,3.4940327287,20,2016.0,1.0,Hyundai,Sonata,1.0,2.0,839,2,2,4,2,2,2,0,2,0,0,6,617,1,12,0,0,0,282.0,33,1,2,2,1,2,1,0,1,1,30,7,2,,0,0,1,0,0,0,0,0,0,,,,,1,0,0,4,0
16,1064,2,30,510,7,3,1,2,0,,,,1,1,1,3,154,1,,,9.155681318,35,,,,,,,839,2,2,4,2,2,2,0,2,0,0,6,617,1,12,0,0,0,282.0,33,1,2,2,1,2,1,0,1,1,30,7,2,,0,0,1,0,0,0,0,0,0,,,,,1,0,0,4,0
2,30,16,1064,1075,7,1,4,2,0,,,,1,1,154,1,1,4,,,9.155681318,35,,,,,,,839,2,2,4,2,2,2,0,2,0,0,6,617,1,12,0,0,0,282.0,33,1,2,2,1,2,1,0,1,1,30,7,2,,0,0,1,0,0,0,0,0,0,,,,,1,0,0,4,0
16,1064,1,839,1120,5,,,2,0,,1,,,,,,,,,,3.4940327287,20,2016.0,1.0,Hyundai,Sonata,1.0,2.0,839,2,2,4,2,2,2,0,2,0,0,6,617,1,12,0,0,0,282.0,33,1,2,2,1,2,1,0,1,1,30,7,2,,0,0,1,0,0,0,0,0,0,,,,,1,0,0,4,0
1,2367,2,2357,500,4,,,1,0,1,2,,,,,,,,,,1.9157991662,10,2017.0,1.0,Ford,Fusion,4.0,1.0,2367,1,1,4,2,2,2,0,2,2,2,5,659,1,2,0,0,0,225.0,34,2,4,2,1,2,1,0,1,1,2357,2,1,0,1,0,0,0,0,0,0,0,0,,,,,2,0,0,2,0
2,2357,1,2367,1035,4,,,1,0,1,1,,,,,,,,,,1.9157991662,15,2017.0,1.0,Ford,Fusion,4.0,1.0,2367,1,1,4,2,2,2,0,2,2,2,5,659,1,2,0,0,0,225.0,34,2,4,2,1,2,1,0,1,1,2357,2,1,0,1,0,0,0,0,0,0,0,0,,,,,2,0,0,2,0
1,2384,8,2384,465,4,,,1,0,1,2,,,,,,,,,,0.4624941844,5,2008.0,3.0,Honda,CR-V,1.0,1.0,2384,2,2,1,0,1,1,0,1,1,1,8,459,4,7,0,0,0,52.0,46,1,4,2,1,2,1,0,1,3,,9,,,,,,,,,,,0,,,,,2,4,1,7,0
8,2384,2,1846,470,4,,,1,0,1,2,,,,,,,,,,13.000576683,35,2008.0,3.0,Honda,CR-V,1.0,1.0,2384,2,2,1,0,1,1,0,1,1,1,8,459,4,7,0,0,0,52.0,46,1,4,2,1,2,1,0,1,3,,9,,,,,,,,,,,0,,,,,2,4,1,7,0
2,1846,1,2384,745,4,,,1,0,1,1,,,,,,,,,,12.895670849,30,2008.0,3.0,Honda,CR-V,1.0,1.0,2384,2,2,1,0,1,1,0,1,1,1,8,459,4,7,0,0,0,52.0,46,1,4,2,1,2,1,0,1,3,,9,,,,,,,,,,,0,,,,,2,4,1,7,0
1,2384,5,2327,825,4,,,1,0,1,2,,,,,,,,,,3.077938149,10,2008.0,3.0,Honda,CR-V,1.0,1.0,2384,2,2,1,0,1,1,0,1,1,1,8,459,4,7,0,0,0,52.0,46,1,4,2,1,2,1,0,1,3,,9,,,,,,,,,,,0,,,,,2,4,1,7,0
5,2327,1,2384,870,4,,,1,0,1,1,,,,,,,,,,3.077938149,10,2008.0,3.0,Honda,CR-V,1.0,1.0,2384,2,2,1,0,1,1,0,1,1,1,8,459,4,7,0,0,0,52.0,46,1,4,2,1,2,1,0,1,3,,9,,,,,,,,,,,0,,,,,2,4,1,7,0
1,2384,5,2332,1145,4,,,1,0,1,2,,,,,,,,,,4.5659527872,15,2008.0,3.0,Honda,CR-V,1.0,1.0,2384,2,2,1,0,1,1,0,1,1,1,8,459,4,7,0,0,0,52.0,46,1,4,2,1,2,1,0,1,3,,9,,,,,,,,,,,0,,,,,2,4,1,7,0
5,2332,1,2384,1235,4,,,1,0,1,1,,,,,,,,,,4.5659527872,15,2008.0,3.0,Honda,CR-V,1.0,1.0,2384,2,2,1,0,1,1,0,1,1,1,8,459,4,7,0,0,0,52.0,46,1,4,2,1,2,1,0,1,3,,9,,,,,,,,,,,0,,,,,2,4,1,7,0
1,3023,2,3013,485,4,,,1,0,1,2,,0,,,,,,,,7.962,15,2005.0,1.0,Honda,"Civic/CRX, del Sol",1.0,1.0,3023,3,2,2,0,2,2,0,2,2,0,6,389,4,4,1,0,0,88.5415541322851,54,1,1,2,1,2,1,0,1,1,3013,3,2,,1,0,0,0,0,0,0,0,0,,,,,1,0,0,2,2
2,3013,1,3023,1025,4,,,1,0,1,2,,0,,,,,,,,7.962,20,2005.0,1.0,Honda,"Civic/CRX, del Sol",1.0,1.0,3023,3,2,2,0,2,2,0,2,2,0,6,389,4,4,1,0,0,88.5415541322851,54,1,1,2,1,2,1,0,1,1,3013,3,2,,1,0,0,0,0,0,0,0,0,,,,,1,0,0,2,2
1,3023,2,3008,485,4,,,1,0,1,2,,0,,,,,,,,3.939,10,2004.0,4.0,Toyota,Tundra,1.0,1.0,3023,3,2,2,0,2,2,0,2,2,0,6,389,4,4,1,0,0,88.5415541322851,58,2,1,2,1,2,1,0,1,1,3008,3,2,,1,0,0,0,0,0,0,0,0,,,,,1,0,0,2,0
2,3008,1,3023,1075,4,,,1,0,1,2,,0,,,,,,,,3.939,15,2004.0,4.0,Toyota,Tundra,1.0,1.0,3023,3,2,2,0,2,2,0,2,2,0,6,389,4,4,1,0,0,88.5415541322851,58,2,1,2,1,2,1,0,1,1,3008,3,2,,1,0,0,0,0,0,0,0,0,,,,,1,0,0,2,0
1,2942,4,2841,455,5,,,2,2,,,,,,,,,,,,14.361777439,35,,,,,,,2942,1,1,4,2,2,2,0,2,0,2,7,493,3,4,0,0,0,188.0,14,2,4,2,2,2,,,,,,9,,,,,,,,,,,1,2,2841,1,5,,0,0,2,
4,2841,1,2942,880,6,1,4,2,2,,,,,,,,,,,,14.361777439,30,,,,,,,2942,1,1,4,2,2,2,0,2,0,2,7,493,3,4,0,0,0,188.0,14,2,4,2,2,2,,,,,,9,,,,,,,,,,,1,2,2841,1,5,,0,0,2,
1,2942,4,2841,455,5,,,2,2,,,,,,,,,,,,14.361777439,35,,,,,,,2942,1,1,4,2,2,2,0,2,0,2,7,493,3,4,0,0,0,188.0,11,2,4,2,2,2,,,,,,9,,,,,,,,,,,1,2,2841,1,5,,0,0,2,
4,2841,1,2942,880,6,1,4,2,2,,,,,,,,,,,,14.361777439,30,,,,,,,2942,1,1,4,2,2,2,0,2,0,2,7,493,3,4,0,0,0,188.0,11,2,4,2,2,2,,,,,,9,,,,,,,,,,,1,2,2841,1,5,,0,0,2,
1,251,2,1481,465,7,1,1,1,0,,,,1,1,21,1,14,1,,,11.338806628,60,,,,,,,251,1,1,4,3,2,1,0,2,1,0,7,478,2,10,0,0,0,175.0,40,2,2,2,1,2,1,0,3,1,1481,7,1,5,1,0,1,0,0,0,0,0,0,,,,,1,8,0,4,0
2,1481,1,251,1035,7,1,1,1,0,,,,1,1,14,1,21,1,,,11.338806628,65,,,,,,,251,1,1,4,3,2,1,0,2,1,0,7,478,2,10,0,0,0,175.0,40,2,2,2,1,2,1,0,3,1,1481,7,1,5,1,0,1,0,0,0,0,0,0,,,,,1,8,0,4,0
1,251,5,282,1185,4,,,1,0,1,2,,,,,,,,,,4.824184249,20,2011.0,1.0,Toyota,Corolla,1.0,1.0,251,1,1,4,3,2,1,0,2,1,0,7,478,2,10,0,0,0,175.0,40,2,2,2,1,2,1,0,3,1,1481,7,1,5,1,0,1,0,0,0,0,0,0,,,,,1,8,0,4,0
5,282,1,251,1225,4,,,1,0,1,3,,,,,,,,,,4.824184249,15,2011.0,1.0,Toyota,Corolla,1.0,1.0,251,1,1,4,3,2,1,0,2,1,0,7,478,2,10,0,0,0,175.0,40,2,2,2,1,2,1,0,3,1,1481,7,1,5,1,0,1,0,0,0,0,0,0,,,,,1,8,0,4,0
1,251,11,1203,865,4,,,1,0,1,3,,,,,,,,,,16.708700267,35,2003.0,1.0,Toyota,Prius,4.0,2.0,251,1,1,4,3,2,1,0,2,1,0,7,478,2,10,0,0,0,175.0,36,1,2,2,1,2,1,4,,,,9,,,,,,,,,,,1,7,,8,,1,0,1,2,0
11,1203,1,251,1160,4,,,1,0,1,3,,,,,,,,,,16.708700267,30,2003.0,1.0,Toyota,Prius,4.0,2.0,251,1,1,4,3,2,1,0,2,1,0,7,478,2,10,0,0,0,175.0,36,1,2,2,1,2,1,4,,,,9,,,,,,,,,,,1,7,,8,,1,0,1,2,0
1,251,4,330,480,1,,,1,0,,,,,,,,,,,,0.8542989301,20,,,,,,,251,1,1,4,3,2,1,0,2,1,0,7,478,2,10,0,0,0,175.0,14,2,2,2,2,2,,,,,,9,,,,,,,,,,,1,3,330,1,1,,0,0,2,
4,330,1,251,905,1,,,1,0,,,,,,,,,,,,0.8542989301,20,,,,,,,251,1,1,4,3,2,1,0,2,1,0,7,478,2,10,0,0,0,175.0,14,2,2,2,2,2,,,,,,9,,,,,,,,,,,1,3,330,1,1,,0,0,2,
1,251,4,253,485,1,,,1,0,,,,,,,,,,,,0.9686109268,15,,,,,,,251,1,1,4,3,2,1,0,2,1,0,7,478,2,10,0,0,0,175.0,13,2,2,2,2,2,,,,,,9,,,,,,,,,,,1,2,253,1,1,,0,0,2,
4,253,1,251,900,1,,,1,0,,,,,,,,,,,,0.9686109268,20,,,,,,,251,1,1,4,3,2,1,0,2,1,0,7,478,2,10,0,0,0,175.0,13,2,2,2,2,2,,,,,,9,,,,,,,,,,,1,2,253,1,1,,0,0,2,
1,567,2,17,500,7,3,1,1,0,,,,1,1,40,3,45,1,,,13.743620058,55,,,,,,,567,1,2,2,1,1,1,1,1,1,0,5,416,3,4,0,0,0,163.0,59,1,4,2,1,1,1,0,1,1,17,7,1,0,0,0,0,0,0,0,0,1,0,,,,,1,4,0,2,0
2,17,1,567,660,7,1,3,1,0,,,,1,1,45,1,40,3,,,13.743620058,60,,,,,,,567,1,2,2,1,1,1,1,1,1,0,5,416,3,4,0,0,0,163.0,59,1,4,2,1,1,1,0,1,1,17,7,1,0,0,0,0,0,0,0,0,1,0,,,,,1,4,0,2,0
1,567,4,598,390,6,1,1,1,0,,,,,,,,,,,,2.1178479207,30,,,,,,,567,1,2,2,1,1,1,1,1,1,0,5,416,3,4,0,0,0,163.0,19,1,1,1,2,2,1,6,,,,9,,,,,,,,,,,1,7,598,2,1,1,0,0,2,0
4,598,1,567,870,6,1,1,1,0,,,,,,,,,,,,2.1178479207,30,,,,,,,567,1,2,2,1,1,1,1,1,1,0,5,416,3,4,0,0,0,163.0,19,1,1,1,2,2,1,6,,,,9,,,,,,,,,,,1,7,598,2,1,1,0,0,2,0
1,2917,2,2926,475,2,,,1,0,,,,,,,,,,,,0.5815255788,5,,,,,,,2917,1,1,2,0,2,2,0,1,0,3,7,508,4,8,0,0,0,52.0,30,1,4,2,1,2,1,0,1,2,2926,2,2,,0,0,0,0,0,0,0,1,0,,,,,1,0,0,6,0
2,2926,1,2917,720,2,,,1,0,,,,,,,,,,,,0.5815255788,10,,,,,,,2917,1,1,2,0,2,2,0,1,0,3,7,508,4,8,0,0,0,52.0,30,1,4,2,1,2,1,0,1,2,2926,2,2,,0,0,0,0,0,0,0,1,0,,,,,1,0,0,6,0
1,2917,2,2926,780,2,,,1,0,,,,,,,,,,,,0.5815255788,10,,,,,,,2917,1,1,2,0,2,2,0,1,0,3,7,508,4,8,0,0,0,52.0,30,1,4,2,1,2,1,0,1,2,2926,2,2,,0,0,0,0,0,0,0,1,0,,,,,1,0,0,6,0
2,2926,1,2917,1025,2,,,1,0,,,,,,,,,,,,0.5815255788,10,,,,,,,2917,1,1,2,0,2,2,0,1,0,3,7,508,4,8,0,0,0,52.0,30,1,4,2,1,2,1,0,1,2,2926,2,2,,0,0,0,0,0,0,0,1,0,,,,,1,0,0,6,0
1,2917,11,2917,1190,1,,,2,0,,,,,,,,,,,,0.0369600293,5,,,,,,,2917,1,1,2,0,2,2,0,1,0,3,7,508,4,8,0,0,0,52.0,30,1,4,2,1,2,1,0,1,2,2926,2,2,,0,0,0,0,0,0,0,1,0,,,,,1,0,0,6,0
11,2917,1,2917,1385,1,,,2,0,,,,,,,,,,,,0.0369600293,5,,,,,,,2917,1,1,2,0,2,2,0,1,0,3,7,508,4,8,0,0,0,52.0,30,1,4,2,1,2,1,0,1,2,2926,2,2,,0,0,0,0,0,0,0,1,0,,,,,1,0,0,6,0
