o_activity,o_tpb_taz,d_activity,d_tpb_taz,departure_time_min,travel_mode,transit_access_mode,transit_egress_mode,travelers_hh,travelers_nonhh,vehicle_occupancy,park_loc,park_pay,subway_used,subway_pay,subway_station_board,subway_access_mode,subway_station_exit,subway_egress_mode,hov_used,toll_road_used,distance,reported_travel_time,year,bodytype,make,model,fueltype,tolltransponder,home_tpb_taz,home_type,home_ownership,hhsize,numstudents,numdrivers,numworkers,numdisabilities,numvehicle,numvehicle_transponder,numbicycle,hh_income_detailed,tdate_days,tdate_dow,hhtrips,package_delivered,food_delivered,service_delivered,wthhfin,age,gender,race_ethnicity,race_ethnicity_hispanic,license,disability,smartphone,employment_status,jobs_count,j1_workplace_loc,work_tpb_taz,j1_commute_mode,j1_telecommute,j1_telecommute_days,j1_benefits_free_parking,j1_benefits_parking,j1_benefits_transit,j1_benefits_carpool,j1_benefits_walking_biking,j1_benefits_ev_charging,j1_benefits_bicycle_parking,j1_benefits_none,student_status,school_type,school_tpb_taz,school_freq,school_mode,volunteer_status,td_telecommute_time,td_shop_time,person_tripcount,walk_bike_loop_trips
1,3111,2,3100,555,4,,,1,0,1,2,,0,,,,,,,,5.098,10,2010.0,3.0,Ford,Escape,1.0,1.0,3111,1,1,3,1,3,3,0,4,1,2,8,547,1,7,0,0,0,136.460113149391,59,1,1,2,1,2,1,0,1,1,3100,3,1,0,1,0,0,0,0,0,0,0,0,,,,,,0,0,5,
2,3100,5,3096,686,4,,,1,0,1,2,,0,,,,,,,,1.443,4,2010.0,3.0,Ford,Escape,1.0,1.0,3111,1,1,3,1,3,3,0,4,1,2,8,547,1,7,0,0,0,136.460113149391,59,1,1,2,1,2,1,0,1,1,3100,3,1,0,1,0,0,0,0,0,0,0,0,,,,,,0,0,5,
5,3096,5,3100,740,4,,,1,0,1,2,,0,,,,,,,,0.627,8,2010.0,3.0,Ford,Escape,1.0,1.0,3111,1,1,3,1,3,3,0,4,1,2,8,547,1,7,0,0,0,136.460113149391,59,1,1,2,1,2,1,0,1,1,3100,3,1,0,1,0,0,0,0,0,0,0,0,,,,,,0,0,5,
5,3100,2,3100,752,4,,,1,0,1,2,,0,,,,,,,,0.856,8,2010.0,3.0,Ford,Escape,1.0,1.0,3111,1,1,3,1,3,3,0,4,1,2,8,547,1,7,0,0,0,136.460113149391,59,1,1,2,1,2,1,0,1,1,3100,3,1,0,1,0,0,0,0,0,0,0,0,,,,,,0,0,5,
2,3100,1,3111,1014,4,,,1,0,1,1,,0,,,,,,,,5.097,21,2010.0,3.0,Ford,Escape,1.0,1.0,3111,1,1,3,1,3,3,0,4,1,2,8,547,1,7,0,0,0,136.460113149391,59,1,1,2,1,2,1,0,1,1,3100,3,1,0,1,0,0,0,0,0,0,0,0,,,,,,0,0,5,
1,3113,2,1102,345,4,,,1,0,1,2,,0,,,,,,,,9.326,20,2016.0,3.0,Ford,Escape,1.0,1.0,3113,1,1,1,0,1,1,0,2,2,1,7,533,1,5,0,0,0,131.74586962165,67,2,1,2,1,2,1,0,1,1,,3,2,,0,0,0,0,0,0,0,1,0,,,,,,0,0,5,
2,1102,1,3113,810,4,,,1,0,1,1,,0,,,,,,,,9.39,15,2016.0,3.0,Ford,Escape,1.0,1.0,3113,1,1,1,0,1,1,0,2,2,1,7,533,1,5,0,0,0,131.74586962165,67,2,1,2,1,2,1,0,1,1,,3,2,,0,0,0,0,0,0,0,1,0,,,,,,0,0,5,
1,3113,5,3111,1065,4,,,1,0,1,2,,0,,,,,,,,7.448,15,2016.0,3.0,Ford,Escape,1.0,1.0,3113,1,1,1,0,1,1,0,2,2,1,7,533,1,5,0,0,0,131.74586962165,67,2,1,2,1,2,1,0,1,1,,3,2,,0,0,0,0,0,0,0,1,0,,,,,,0,0,5,
5,3111,13,3085,1100,4,,,1,0,1,1,,0,,,,,,,,11.172,27,2016.0,3.0,Ford,Escape,1.0,1.0,3113,1,1,1,0,1,1,0,2,2,1,7,533,1,5,0,0,0,131.74586962165,67,2,1,2,1,2,1,0,1,1,,3,2,,0,0,0,0,0,0,0,1,0,,,,,,0,0,5,
13,3085,1,3113,1195,4,,,1,0,1,1,,0,,,,,,,,19.314,35,2016.0,3.0,Ford,Escape,1.0,1.0,3113,1,1,1,0,1,1,0,2,2,1,7,533,1,5,0,0,0,131.74586962165,67,2,1,2,1,2,1,0,1,1,,3,2,,0,0,0,0,0,0,0,1,0,,,,,,0,0,5,
13,3114,13,3097,585,4,,,1,0,1,2,,0,,,,,,,,7.245,20,2011.0,3.0,Nissan,Murano,1.0,1.0,3114,1,1,1,0,1,0,0,1,1,0,4,565,5,5,0,0,0,91.6880431432125,70,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,5,
13,3097,5,3090,685,4,,,1,0,1,2,,0,,,,,,,,4.525,31,2011.0,3.0,Nissan,Murano,1.0,1.0,3114,1,1,1,0,1,0,0,1,1,0,4,565,5,5,0,0,0,91.6880431432125,70,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,5,
5,3090,10,3102,787,4,,,1,0,1,2,,0,,,,,,,,4.966,20,2011.0,3.0,Nissan,Murano,1.0,1.0,3114,1,1,1,0,1,0,0,1,1,0,4,565,5,5,0,0,0,91.6880431432125,70,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,5,
10,3102,5,3111,815,4,,,1,0,1,2,,0,,,,,,,,8.424,19,2011.0,3.0,Nissan,Murano,1.0,1.0,3114,1,1,1,0,1,0,0,1,1,0,4,565,5,5,0,0,0,91.6880431432125,70,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,5,
5,3111,1,3114,871,4,,,1,0,1,1,,0,,,,,,,,7.419,15,2011.0,3.0,Nissan,Murano,1.0,1.0,3114,1,1,1,0,1,0,0,1,1,0,4,565,5,5,0,0,0,91.6880431432125,70,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,5,
1,3114,2,3091,335,4,,,1,0,1,2,,0,,,,,,,,8.794,20,2010.0,3.0,Buick,Enclave,1.0,1.0,3114,1,1,2,0,2,1,0,2,2,2,7,506,2,5,1,0,0,88.6982254119212,63,1,1,2,1,2,1,0,1,1,3091,3,1,0,1,0,0,0,0,1,1,0,0,,,,,,0,0,3,
2,3091,9,3091,885,4,,,1,0,1,2,,0,,,,,,,,1.179,10,2010.0,3.0,Buick,Enclave,1.0,1.0,3114,1,1,2,0,2,1,0,2,2,2,7,506,2,5,1,0,0,88.6982254119212,63,1,1,2,1,2,1,0,1,1,3091,3,1,0,1,0,0,0,0,1,1,0,0,,,,,,0,0,3,
9,3091,1,3114,950,4,,,1,0,1,1,,0,,,,,,,,9.631,25,2010.0,3.0,Buick,Enclave,1.0,1.0,3114,1,1,2,0,2,1,0,2,2,2,7,506,2,5,1,0,0,88.6982254119212,63,1,1,2,1,2,1,0,1,1,3091,3,1,0,1,0,0,0,0,1,1,0,0,,,,,,0,0,3,
1,3114,5,3111,805,4,,,1,0,1,2,,0,,,,,,,,4.309,15,2008.0,1.0,Volvo,260 series/GLE,1.0,1.0,3114,1,1,2,0,2,1,0,2,2,2,7,506,2,5,1,0,0,88.6982254119212,69,2,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,2,
5,3111,1,3114,840,4,,,1,0,1,1,,0,,,,,,,,4.786,15,2008.0,1.0,Volvo,260 series/GLE,1.0,1.0,3114,1,1,2,0,2,1,0,2,2,2,7,506,2,5,1,0,0,88.6982254119212,69,2,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,2,
1,3108,13,3108,465,1,,,1,0,,,,0,,,,,,,,0.525,6,,,,,,,3108,1,1,1,0,1,0,0,1,0,1,4,500,3,12,0,0,0,46.4357747016161,69,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,12,2
13,3108,1,3108,472,1,,,1,0,,,,0,,,,,,,,0.524,34,,,,,,,3108,1,1,1,0,1,0,0,1,0,1,4,500,3,12,0,0,0,46.4357747016161,69,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,12,2
1,3108,16,3107,605,4,,,1,0,1,1,,0,,,,,,,,6.696,20,2010.0,3.0,Subaru,Legacy/Outback,1.0,2.0,3108,1,1,1,0,1,0,0,1,0,1,4,500,3,12,0,0,0,46.4357747016161,69,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,12,2
16,3107,10,3107,630,4,,,1,1,2,2,,0,,,,,,,,1.182,2,2010.0,3.0,Subaru,Legacy/Outback,1.0,2.0,3108,1,1,1,0,1,0,0,1,0,1,4,500,3,12,0,0,0,46.4357747016161,69,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,12,2
10,3107,10,3107,633,4,,,1,1,2,2,,0,,,,,,,,0.495,1,2010.0,3.0,Subaru,Legacy/Outback,1.0,2.0,3108,1,1,1,0,1,0,0,1,0,1,4,500,3,12,0,0,0,46.4357747016161,69,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,12,2
10,3107,9,3091,635,4,,,1,1,2,2,,0,,,,,,,,15.902,50,2010.0,3.0,Subaru,Legacy/Outback,1.0,2.0,3108,1,1,1,0,1,0,0,1,0,1,4,500,3,12,0,0,0,46.4357747016161,69,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,12,2
9,3091,7,3096,734,4,,,1,1,2,2,,0,,,,,,,,1.0,8,2010.0,3.0,Subaru,Legacy/Outback,1.0,2.0,3108,1,1,1,0,1,0,0,1,0,1,4,500,3,12,0,0,0,46.4357747016161,69,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,12,2
7,3096,5,3111,775,4,,,1,1,2,2,,0,,,,,,,,3.277,15,2010.0,3.0,Subaru,Legacy/Outback,1.0,2.0,3108,1,1,1,0,1,0,0,1,0,1,4,500,3,12,0,0,0,46.4357747016161,69,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,12,2
5,3111,5,3111,825,4,,,1,1,2,2,,0,,,,,,,,0.518,9,2010.0,3.0,Subaru,Legacy/Outback,1.0,2.0,3108,1,1,1,0,1,0,0,1,0,1,4,500,3,12,0,0,0,46.4357747016161,69,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,12,2
5,3111,10,3107,850,4,,,1,1,2,2,,0,,,,,,,,12.19,30,2010.0,3.0,Subaru,Legacy/Outback,1.0,2.0,3108,1,1,1,0,1,0,0,1,0,1,4,500,3,12,0,0,0,46.4357747016161,69,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,12,2
10,3107,16,3107,882,4,,,1,1,2,1,,0,,,,,,,,1.691,3,2010.0,3.0,Subaru,Legacy/Outback,1.0,2.0,3108,1,1,1,0,1,0,0,1,0,1,4,500,3,12,0,0,0,46.4357747016161,69,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,12,2
16,3107,1,3108,897,4,,,1,0,1,1,,0,,,,,,,,6.695,35,2010.0,3.0,Subaru,Legacy/Outback,1.0,2.0,3108,1,1,1,0,1,0,0,1,0,1,4,500,3,12,0,0,0,46.4357747016161,69,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,12,2
1,3108,2,3062,420,4,,,1,0,1,2,,0,,,,,,,,19.332,63,2015.0,1.0,Acura,TLX,1.0,2.0,3108,1,1,2,0,2,2,0,2,1,2,5,493,3,13,0,0,0,58.049674115215,25,1,1,2,1,2,1,0,1,2,,3,2,,1,0,1,0,0,0,0,0,0,,,,,,0,0,5,
2,3062,1,3108,1074,4,,,1,0,1,1,,0,,,,,,,,19.527,44,2015.0,1.0,Acura,TLX,1.0,2.0,3108,1,1,2,0,2,2,0,2,1,2,5,493,3,13,0,0,0,58.049674115215,25,1,1,2,1,2,1,0,1,2,,3,2,,1,0,1,0,0,0,0,0,0,,,,,,0,0,5,
1,3108,10,3108,1125,4,,,1,0,1,2,,0,,,,,,,,0.407,2,2015.0,1.0,Acura,TLX,1.0,2.0,3108,1,1,2,0,2,2,0,2,1,2,5,493,3,13,0,0,0,58.049674115215,25,1,1,2,1,2,1,0,1,2,,3,2,,1,0,1,0,0,0,0,0,0,,,,,,0,0,5,
10,3108,1,3097,1129,4,,,1,0,1,3,,0,,,,,,,,7.694,12,2015.0,1.0,Acura,TLX,1.0,2.0,3108,1,1,2,0,2,2,0,2,1,2,5,493,3,13,0,0,0,58.049674115215,25,1,1,2,1,2,1,0,1,2,,3,2,,1,0,1,0,0,0,0,0,0,,,,,,0,0,5,
1,3097,1,3108,1231,4,,,1,0,1,1,,0,,,,,,,,7.447,11,2015.0,1.0,Acura,TLX,1.0,2.0,3108,1,1,2,0,2,2,0,2,1,2,5,493,3,13,0,0,0,58.049674115215,25,1,1,2,1,2,1,0,1,2,,3,2,,1,0,1,0,0,0,0,0,0,,,,,,0,0,5,
1,3108,2,3107,390,4,,,1,0,1,2,,0,,,,,,,,4.205,12,2011.0,4.0,Chevrolet,Silverado,1.0,1.0,3108,1,1,2,0,2,2,0,2,1,2,5,493,3,13,0,0,0,58.049674115215,27,2,1,2,1,2,1,0,1,1,3107,3,2,,1,0,1,0,0,0,0,0,0,,,,,,0,0,8,
2,3107,2,2838,567,4,,,1,0,1,2,,0,,,,,,,,77.093,83,2011.0,4.0,Chevrolet,Silverado,1.0,1.0,3108,1,1,2,0,2,2,0,2,1,2,5,493,3,13,0,0,0,58.049674115215,27,2,1,2,1,2,1,0,1,1,3107,3,2,,1,0,1,0,0,0,0,0,0,,,,,,0,0,8,
2,2838,2,2935,655,4,,,1,0,1,2,,0,,,,,,,,4.639,6,2011.0,4.0,Chevrolet,Silverado,1.0,1.0,3108,1,1,2,0,2,2,0,2,1,2,5,493,3,13,0,0,0,58.049674115215,27,2,1,2,1,2,1,0,1,1,3107,3,2,,1,0,1,0,0,0,0,0,0,,,,,,0,0,8,
2,2935,2,497,670,4,,,1,0,1,2,,0,,,,,,,,15.13,28,2011.0,4.0,Chevrolet,Silverado,1.0,1.0,3108,1,1,2,0,2,2,0,2,1,2,5,493,3,13,0,0,0,58.049674115215,27,2,1,2,1,2,1,0,1,1,3107,3,2,,1,0,1,0,0,0,0,0,0,,,,,,0,0,8,
2,497,2,3287,706,4,,,1,0,1,2,,0,,,,,,,,6.293,17,2011.0,4.0,Chevrolet,Silverado,1.0,1.0,3108,1,1,2,0,2,2,0,2,1,2,5,493,3,13,0,0,0,58.049674115215,27,2,1,2,1,2,1,0,1,1,3107,3,2,,1,0,1,0,0,0,0,0,0,,,,,,0,0,8,
2,3287,1,3108,730,4,,,1,0,1,1,,0,,,,,,,,62.885,71,2011.0,4.0,Chevrolet,Silverado,1.0,1.0,3108,1,1,2,0,2,2,0,2,1,2,5,493,3,13,0,0,0,58.049674115215,27,2,1,2,1,2,1,0,1,1,3107,3,2,,1,0,1,0,0,0,0,0,0,,,,,,0,0,8,
1,3108,14,3114,840,4,,,1,0,1,2,,0,,,,,,,,5.7,12,2011.0,4.0,Chevrolet,Silverado,1.0,1.0,3108,1,1,2,0,2,2,0,2,1,2,5,493,3,13,0,0,0,58.049674115215,27,2,1,2,1,2,1,0,1,1,3107,3,2,,1,0,1,0,0,0,0,0,0,,,,,,0,0,8,
14,3114,1,3108,1130,4,,,1,0,1,1,,0,,,,,,,,5.698,9,2011.0,4.0,Chevrolet,Silverado,1.0,1.0,3108,1,1,2,0,2,2,0,2,1,2,5,493,3,13,0,0,0,58.049674115215,27,2,1,2,1,2,1,0,1,1,3107,3,2,,1,0,1,0,0,0,0,0,0,,,,,,0,0,8,
1,3109,16,3047,420,4,,,2,0,2,2,,0,,,,,,,,18.309,30,2010.0,2.0,Toyota,Sienna,1.0,1.0,3109,1,1,4,2,3,3,0,3,3,3,8,558,5,23,0,0,0,164.781135450619,47,1,1,2,1,2,1,0,1,1,3021,3,2,,1,0,,0,0,0,0,0,0,,,,,,4,0,8,
16,3047,2,3021,474,4,,,1,0,1,2,,0,,,,,,,,12.31,23,2010.0,2.0,Toyota,Sienna,1.0,1.0,3109,1,1,4,2,3,3,0,3,3,3,8,558,5,23,0,0,0,164.781135450619,47,1,1,2,1,2,1,0,1,1,3021,3,2,,1,0,,0,0,0,0,0,0,,,,,,4,0,8,
2,3021,16,3047,616,4,,,1,0,1,2,,0,,,,,,,,12.952,14,2010.0,2.0,Toyota,Sienna,1.0,1.0,3109,1,1,4,2,3,3,0,3,3,3,8,558,5,23,0,0,0,164.781135450619,47,1,1,2,1,2,1,0,1,1,3021,3,2,,1,0,,0,0,0,0,0,0,,,,,,4,0,8,
16,3047,16,3113,638,4,,,2,0,2,2,,0,,,,,,,,18.645,25,2010.0,2.0,Toyota,Sienna,1.0,1.0,3109,1,1,4,2,3,3,0,3,3,3,8,558,5,23,0,0,0,164.781135450619,47,1,1,2,1,2,1,0,1,1,3021,3,2,,1,0,,0,0,0,0,0,0,,,,,,4,0,8,
16,3113,1,3109,665,4,,,1,0,1,2,,0,,,,,,,,4.232,8,2010.0,2.0,Toyota,Sienna,1.0,1.0,3109,1,1,4,2,3,3,0,3,3,3,8,558,5,23,0,0,0,164.781135450619,47,1,1,2,1,2,1,0,1,1,3021,3,2,,1,0,,0,0,0,0,0,0,,,,,,4,0,8,
1,3109,13,3097,915,4,,,1,0,1,2,,0,,,,,,,,3.647,8,2010.0,2.0,Toyota,Sienna,1.0,1.0,3109,1,1,4,2,3,3,0,3,3,3,8,558,5,23,0,0,0,164.781135450619,47,1,1,2,1,2,1,0,1,1,3021,3,2,,1,0,,0,0,0,0,0,0,,,,,,4,0,8,
13,3097,16,3113,997,4,,,1,0,1,2,,0,,,,,,,,4.959,12,2010.0,2.0,Toyota,Sienna,1.0,1.0,3109,1,1,4,2,3,3,0,3,3,3,8,558,5,23,0,0,0,164.781135450619,47,1,1,2,1,2,1,0,1,1,3021,3,2,,1,0,,0,0,0,0,0,0,,,,,,4,0,8,
16,3113,1,3109,1013,4,,,2,0,2,2,,0,,,,,,,,4.232,8,2010.0,2.0,Toyota,Sienna,1.0,1.0,3109,1,1,4,2,3,3,0,3,3,3,8,558,5,23,0,0,0,164.781135450619,47,1,1,2,1,2,1,0,1,1,3021,3,2,,1,0,,0,0,0,0,0,0,,,,,,4,0,8,
1,3109,2,3060,376,4,,,1,0,1,2,,0,,,,,,,,17.948,46,2018.0,3.0,Kia,Sorento,1.0,1.0,3109,1,1,4,2,3,3,0,3,3,3,8,558,5,23,0,0,0,164.781135450619,57,2,1,2,1,2,1,0,1,2,,3,2,,1,0,,0,0,0,0,0,0,,,,,,0,0,2,
2,3060,1,3109,1070,4,,,1,0,1,2,,0,,,,,,,,18.239,60,2018.0,3.0,Kia,Sorento,1.0,1.0,3109,1,1,4,2,3,3,0,3,3,3,8,558,5,23,0,0,0,164.781135450619,57,2,1,2,1,2,1,0,1,2,,3,2,,1,0,,0,0,0,0,0,0,,,,,,0,0,2,
1,3109,10,3093,413,4,,,1,0,1,2,,0,,,,,,,,6.763,26,2004.0,1.0,Honda,Accord,1.0,1.0,3109,1,1,4,2,3,3,0,3,3,3,8,558,5,23,0,0,0,164.781135450619,17,1,1,2,1,2,1,0,2,1,3061,3,2,,1,0,0,0,0,0,0,0,1,3,3109,,3,,0,0,8,
10,3093,6,3111,587,4,,,1,0,1,2,,0,,,,,,,,3.852,9,2004.0,1.0,Honda,Accord,1.0,1.0,3109,1,1,4,2,3,3,0,3,3,3,8,558,5,23,0,0,0,164.781135450619,17,1,1,2,1,2,1,0,2,1,3061,3,2,,1,0,0,0,0,0,0,0,1,3,3109,,3,,0,0,8,
6,3111,1,3109,612,4,,,1,0,1,2,,0,,,,,,,,3.292,12,2004.0,1.0,Honda,Accord,1.0,1.0,3109,1,1,4,2,3,3,0,3,3,3,8,558,5,23,0,0,0,164.781135450619,17,1,1,2,1,2,1,0,2,1,3061,3,2,,1,0,0,0,0,0,0,0,1,3,3109,,3,,0,0,8,
1,3109,2,3060,672,4,,,1,0,1,3,,0,,,,,,,,17.95,33,2004.0,1.0,Honda,Accord,1.0,1.0,3109,1,1,4,2,3,3,0,3,3,3,8,558,5,23,0,0,0,164.781135450619,17,1,1,2,1,2,1,0,2,1,3061,3,2,,1,0,0,0,0,0,0,0,1,3,3109,,3,,0,0,8,
2,3060,10,3062,860,4,,,1,0,1,2,,0,,,,,,,,1.643,14,2004.0,1.0,Honda,Accord,1.0,1.0,3109,1,1,4,2,3,3,0,3,3,3,8,558,5,23,0,0,0,164.781135450619,17,1,1,2,1,2,1,0,2,1,3061,3,2,,1,0,0,0,0,0,0,0,1,3,3109,,3,,0,0,8,
10,3062,7,3062,933,4,,,1,0,1,2,,0,,,,,,,,0.494,4,2004.0,1.0,Honda,Accord,1.0,1.0,3109,1,1,4,2,3,3,0,3,3,3,8,558,5,23,0,0,0,164.781135450619,17,1,1,2,1,2,1,0,2,1,3061,3,2,,1,0,0,0,0,0,0,0,1,3,3109,,3,,0,0,8,
7,3062,3,3087,1075,4,,,1,0,1,2,,0,,,,,,,,3.267,11,2004.0,1.0,Honda,Accord,1.0,1.0,3109,1,1,4,2,3,3,0,3,3,3,8,558,5,23,0,0,0,164.781135450619,17,1,1,2,1,2,1,0,2,1,3061,3,2,,1,0,0,0,0,0,0,0,1,3,3109,,3,,0,0,8,
3,3087,1,3087,1375,5,,,1,1,2,,,0,,,,,,,,0.431,4,2004.0,1.0,Honda,Accord,1.0,1.0,3109,1,1,4,2,3,3,0,3,3,3,8,558,5,23,0,0,0,164.781135450619,17,1,1,2,1,2,1,0,2,1,3061,3,2,,1,0,0,0,0,0,0,0,1,3,3109,,3,,0,0,8,
10,3040,5,3040,750,4,,,1,0,1,2,,0,,,,,,,,0.359,5,2011.0,2.0,Toyota,Sienna,1.0,2.0,3055,1,1,2,0,2,0,0,3,0,1,6,520,2,5,1,0,0,77.1010122832118,83,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,5,
5,3040,5,3040,780,4,,,1,0,1,2,,0,,,,,,,,0.508,5,2011.0,2.0,Toyota,Sienna,1.0,2.0,3055,1,1,2,0,2,0,0,3,0,1,6,520,2,5,1,0,0,77.1010122832118,83,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,5,
5,3040,1,3055,810,4,,,1,0,1,2,,0,,,,,,,,12.674,25,2011.0,2.0,Toyota,Sienna,1.0,2.0,3055,1,1,2,0,2,0,0,3,0,1,6,520,2,5,1,0,0,77.1010122832118,83,1,1,2,1,2,1,1,,,,,,,,,,,,,,,0,,,,,1,,0,5,
1,3055,2,3013,388,4,,,1,0,1,2,,0,,,,,,,,24.427,39,2015.0,3.0,Toyota,RAV4,1.0,1.0,3055,1,1,2,0,2,2,0,2,2,3,8,627,4,5,0,0,0,77.1010122832118,52,1,1,2,1,2,1,0,1,1,3013,3,1,1,1,0,0,0,0,0,0,0,0,,,,,,7,0,3,
2,3013,5,3040,791,4,,,1,0,1,2,,0,,,,,,,,19.249,34,2015.0,3.0,Toyota,RAV4,1.0,1.0,3055,1,1,2,0,2,2,0,2,2,3,8,627,4,5,0,0,0,77.1010122832118,52,1,1,2,1,2,1,0,1,1,3013,3,1,1,1,0,0,0,0,0,0,0,0,,,,,,7,0,3,
5,3040,1,3055,867,4,,,1,0,1,1,,0,,,,,,,,12.603,19,2015.0,3.0,Toyota,RAV4,1.0,1.0,3055,1,1,2,0,2,2,0,2,2,3,8,627,4,5,0,0,0,77.1010122832118,52,1,1,2,1,2,1,0,1,1,3013,3,1,1,1,0,0,0,0,0,0,0,0,,,,,,7,0,3,
1,3055,9,3049,645,4,,,1,0,1,2,,0,,,,,,,,5.832,15,1997.0,1.0,Subaru,Legacy/Outback,1.0,1.0,3055,1,1,1,0,1,0,1,2,2,3,1,493,3,8,0,0,0,79.699914037495,80,1,1,2,1,1,2,2,,,,,,,,,,,,,,,0,,,,,2,,0,8,2
9,3049,10,3040,735,4,,,1,0,1,2,,0,,,,,,,,8.004,20,1997.0,1.0,Subaru,Legacy/Outback,1.0,1.0,3055,1,1,1,0,1,0,1,2,2,3,1,493,3,8,0,0,0,79.699914037495,80,1,1,2,1,1,2,2,,,,,,,,,,,,,,,0,,,,,2,,0,8,2
10,3040,1,3055,825,4,,,1,0,1,2,,0,,,,,,,,12.108,20,1997.0,1.0,Subaru,Legacy/Outback,1.0,1.0,3055,1,1,1,0,1,0,1,2,2,3,1,493,3,8,0,0,0,79.699914037495,80,1,1,2,1,1,2,2,,,,,,,,,,,,,,,0,,,,,2,,0,8,2
1,3055,14,3055,925,2,,,1,0,,,,0,,,,,,,,0.51,5,,,,,,,3055,1,1,1,0,1,0,1,2,2,3,1,493,3,8,0,0,0,79.699914037495,80,1,1,2,1,1,2,2,,,,,,,,,,,,,,,0,,,,,2,,0,8,2
14,3055,1,3055,990,2,,,1,0,,,,0,,,,,,,,0.51,5,,,,,,,3055,1,1,1,0,1,0,1,2,2,3,1,493,3,8,0,0,0,79.699914037495,80,1,1,2,1,1,2,2,,,,,,,,,,,,,,,0,,,,,2,,0,8,2
1,3055,12,3053,1110,4,,,1,0,1,2,,0,,,,,,,,4.498,30,1997.0,1.0,Subaru,Legacy/Outback,1.0,1.0,3055,1,1,1,0,1,0,1,2,2,3,1,493,3,8,0,0,0,79.699914037495,80,1,1,2,1,1,2,2,,,,,,,,,,,,,,,0,,,,,2,,0,8,2
12,3053,5,3055,1200,4,,,1,0,1,2,,0,,,,,,,,2.399,40,1997.0,1.0,Subaru,Legacy/Outback,1.0,1.0,3055,1,1,1,0,1,0,1,2,2,3,1,493,3,8,0,0,0,79.699914037495,80,1,1,2,1,1,2,2,,,,,,,,,,,,,,,0,,,,,2,,0,8,2
5,3055,1,3055,1255,4,,,1,0,1,2,,0,,,,,,,,2.325,17,1997.0,1.0,Subaru,Legacy/Outback,1.0,1.0,3055,1,1,1,0,1,0,1,2,2,3,1,493,3,8,0,0,0,79.699914037495,80,1,1,2,1,1,2,2,,,,,,,,,,,,,,,0,,,,,2,,0,8,2
1,3019,11,3097,480,4,,,1,0,1,2,,0,,,,,,,,11.14,30,2015.0,1.0,Honda,"Civic/CRX, del Sol",1.0,2.0,3019,1,1,2,0,2,0,0,2,1,1,1,523,5,7,0,0,0,34.7624234948834,77,1,1,2,1,2,2,1,,,,,,,,,,,,,,,0,,,,,1,,0,5,
11,3097,5,3051,660,4,,,1,0,1,2,,0,,,,,,,,12.256,90,2015.0,1.0,Honda,"Civic/CRX, del Sol",1.0,2.0,3019,1,1,2,0,2,0,0,2,1,1,1,523,5,7,0,0,0,34.7624234948834,77,1,1,2,1,2,2,1,,,,,,,,,,,,,,,0,,,,,1,,0,5,
5,3051,1,3019,795,4,,,1,0,1,2,,0,,,,,,,,2.248,15,2015.0,1.0,Honda,"Civic/CRX, del Sol",1.0,2.0,3019,1,1,2,0,2,0,0,2,1,1,1,523,5,7,0,0,0,34.7624234948834,77,1,1,2,1,2,2,1,,,,,,,,,,,,,,,0,,,,,1,,0,5,
1,3019,15,3019,1110,4,,,2,0,2,2,,0,,,,,,,,0.594,10,2016.0,1.0,Honda,"Civic/CRX, del Sol",1.0,1.0,3019,1,1,2,0,2,0,0,2,1,1,1,523,5,7,0,0,0,34.7624234948834,77,1,1,2,1,2,2,1,,,,,,,,,,,,,,,0,,,,,1,,0,5,
15,3019,1,3019,1230,4,,,2,0,2,2,,0,,,,,,,,0.502,10,2016.0,1.0,Honda,"Civic/CRX, del Sol",1.0,1.0,3019,1,1,2,0,2,0,0,2,1,1,1,523,5,7,0,0,0,34.7624234948834,77,1,1,2,1,2,2,1,,,,,,,,,,,,,,,0,,,,,1,,0,5,
