o_activity,o_tract_fips,d_activity,d_tract_fips,departure_time_minutes,reported_travel_time,travel_mode,travelers_hh,travelers_nonhh,vehicle_occupancy,park_loc,park_pay,hov_used,toll_road_used,distance,year,vehicle,tolltransponder,home_tract_fips,home_type,home_ownership,hhsize,numstudents,numdrivers,numworkers,numdisabilities,numvehicle,numvehicle_transponder,numbicycle,hh_income_detailed,tdate_week,tdate_dow,age,gender,race_ethnicity,race_ethnicity_hispanic,license,disability,smartphone,employment_status,jobs_count,work_tract_fips,student_status,volunteer_status,weight
16,24025302801,1,24025301704,1310,15,4,2,0,2,1,-1,-1,-1,8.0,2006.0,"(Toyota, Sienna, 2.0, 1.0)",2.0,24025301704,1,1,7,2,2,3,0,2,1,2,8,77,3,44,1,1,2,1,2,1,3,0,-1,0,1,80.906060852459
1,24025301704,16,24005492101,1047,28,5,3,0,3,-1,-1,-1,-1,21.828,2016.0,"(Chevrolet, Malibu, 1.0, 1.0)",1.0,24025301704,1,1,7,2,2,3,0,2,1,2,8,77,3,20,2,1,2,2,2,1,4,0,-1,0,1,80.906060852459
16,24005492101,9,24005490900,1081,11,5,2,0,2,-1,-1,-1,-1,4.909,2016.0,"(Chevrolet, Malibu, 1.0, 1.0)",1.0,24025301704,1,1,7,2,2,3,0,2,1,2,8,77,3,20,2,1,2,2,2,1,4,0,-1,0,1,80.906060852459
9,24005490900,7,24005491701,1140,8,5,2,0,2,-1,-1,-1,-1,3.526,2016.0,"(Chevrolet, Malibu, 1.0, 1.0)",1.0,24025301704,1,1,7,2,2,3,0,2,1,2,8,77,3,20,2,1,2,2,2,1,4,0,-1,0,1,80.906060852459
7,24005491701,5,24005491201,1175,11,5,2,0,2,-1,-1,-1,-1,2.32,2016.0,"(Chevrolet, Malibu, 1.0, 1.0)",1.0,24025301704,1,1,7,2,2,3,0,2,1,2,8,77,3,20,2,1,2,2,2,1,4,0,-1,0,1,80.906060852459
5,24005491201,16,24005492101,1216,7,5,2,0,2,-1,-1,-1,-1,3.728,2016.0,"(Chevrolet, Malibu, 1.0, 1.0)",1.0,24025301704,1,1,7,2,2,3,0,2,1,2,8,77,3,20,2,1,2,2,2,1,4,0,-1,0,1,80.906060852459
16,24005492101,1,24025301704,1231,24,5,3,0,3,-1,-1,-1,-1,21.449,2016.0,"(Chevrolet, Malibu, 1.0, 1.0)",1.0,24025301704,1,1,7,2,2,3,0,2,1,2,8,77,3,20,2,1,2,2,2,1,4,0,-1,0,1,80.906060852459
11,24025301704,16,24025302801,1295,14,5,2,1,3,-1,-1,-1,-1,7.976,2006.0,"(Toyota, Sienna, 2.0, 1.0)",2.0,24025301704,1,1,7,2,2,3,0,2,1,2,8,77,3,18,1,1,2,2,2,1,0,1,24025301202,0,1,80.906060852459
16,24025302801,1,24025301704,1310,15,5,2,0,2,-1,-1,-1,-1,8.0,2006.0,"(Toyota, Sienna, 2.0, 1.0)",2.0,24025301704,1,1,7,2,2,3,0,2,1,2,8,77,3,18,1,1,2,2,2,1,0,1,24025301202,0,1,80.906060852459
1,24025301704,12,24005492101,1047,28,5,3,0,3,-1,-1,-1,-1,21.828,2016.0,"(Chevrolet, Malibu, 1.0, 1.0)",1.0,24025301704,1,1,7,2,2,3,0,2,1,2,8,77,3,6,1,1,2,-1,2,-1,-1,0,-1,1,1,80.906060852459
12,24005492101,1,24025301704,1231,24,5,3,0,3,-1,-1,-1,-1,21.449,2016.0,"(Chevrolet, Malibu, 1.0, 1.0)",1.0,24025301704,1,1,7,2,2,3,0,2,1,2,8,77,3,6,1,1,2,-1,2,-1,-1,0,-1,1,1,80.906060852459
1,24025301704,16,24025301702,450,3,4,2,0,2,2,-1,-1,-1,0.571,2012.0,"(Toyota, RAV4, 3.0, 1.0)",1.0,24025301704,1,1,2,1,1,1,0,1,1,1,5,94,5,39,1,1,1,1,2,1,0,1,24025301703,0,1,30.5284291910037
16,24025301702,2,24025301703,465,10,4,1,0,1,2,-1,-1,-1,4.681,2012.0,"(Toyota, RAV4, 3.0, 1.0)",1.0,24025301704,1,1,2,1,1,1,0,1,1,1,5,94,5,39,1,1,1,1,2,1,0,1,24025301703,0,1,30.5284291910037
2,24025301703,1,24025301704,1020,15,4,1,0,1,1,-1,-1,-1,4.788,2012.0,"(Toyota, RAV4, 3.0, 1.0)",1.0,24025301704,1,1,2,1,1,1,0,1,1,1,5,94,5,39,1,1,1,1,2,1,0,1,24025301703,0,1,30.5284291910037
1,24025301704,16,24025301702,1080,3,4,1,0,1,2,-1,-1,-1,0.571,2012.0,"(Toyota, RAV4, 3.0, 1.0)",1.0,24025301704,1,1,2,1,1,1,0,1,1,1,5,94,5,39,1,1,1,1,2,1,0,1,24025301703,0,1,30.5284291910037
16,24025301702,6,24025301704,1088,5,4,2,0,2,4,-1,-1,-1,0.94,2012.0,"(Toyota, RAV4, 3.0, 1.0)",1.0,24025301704,1,1,2,1,1,1,0,1,1,1,5,94,5,39,1,1,1,1,2,1,0,1,24025301703,0,1,30.5284291910037
6,24025301704,7,24025301704,1100,5,4,2,0,2,1,-1,-1,-1,1.065,2012.0,"(Toyota, RAV4, 3.0, 1.0)",1.0,24025301704,1,1,2,1,1,1,0,1,1,1,5,94,5,39,1,1,1,1,2,1,0,1,24025301703,0,1,30.5284291910037
7,24025301704,15,24025301702,1138,4,4,2,0,2,2,-1,-1,-1,0.571,2012.0,"(Toyota, RAV4, 3.0, 1.0)",1.0,24025301704,1,1,2,1,1,1,0,1,1,1,5,94,5,39,1,1,1,1,2,1,0,1,24025301703,0,1,30.5284291910037
15,24025301702,1,24025301704,1260,3,4,2,0,2,1,-1,-1,-1,0.587,2012.0,"(Toyota, RAV4, 3.0, 1.0)",1.0,24025301704,1,1,2,1,1,1,0,1,1,1,5,94,5,39,1,1,1,1,2,1,0,1,24025301703,0,1,30.5284291910037
1,24025301704,4,24025301702,450,3,5,2,0,2,-1,-1,-1,-1,0.571,2012.0,"(Toyota, RAV4, 3.0, 1.0)",1.0,24025301704,1,1,2,1,1,1,0,1,1,1,5,94,5,3,1,6,1,-1,-1,-1,-1,0,-1,1,1,30.5284291910037
4,24025301702,6,24025301704,1088,5,5,2,0,2,-1,-1,-1,-1,0.94,2012.0,"(Toyota, RAV4, 3.0, 1.0)",1.0,24025301704,1,1,2,1,1,1,0,1,1,1,5,94,5,3,1,6,1,-1,-1,-1,-1,0,-1,1,1,30.5284291910037
6,24025301704,7,24025301704,1100,5,5,2,0,2,-1,-1,-1,-1,1.065,2012.0,"(Toyota, RAV4, 3.0, 1.0)",1.0,24025301704,1,1,2,1,1,1,0,1,1,1,5,94,5,3,1,6,1,-1,-1,-1,-1,0,-1,1,1,30.5284291910037
7,24025301704,15,24025301702,1138,4,5,2,0,2,-1,-1,-1,-1,0.571,2012.0,"(Toyota, RAV4, 3.0, 1.0)",1.0,24025301704,1,1,2,1,1,1,0,1,1,1,5,94,5,3,1,6,1,-1,-1,-1,-1,0,-1,1,1,30.5284291910037
15,24025301702,1,24025301704,1260,3,5,2,0,2,-1,-1,-1,-1,0.587,2012.0,"(Toyota, RAV4, 3.0, 1.0)",1.0,24025301704,1,1,2,1,1,1,0,1,1,1,5,94,5,3,1,6,1,-1,-1,-1,-1,0,-1,1,1,30.5284291910037
1,24025302200,2,24510260404,454,46,4,1,0,1,2,-1,-1,-1,27.221,-1,"(-1, -1, -1, -1)",-1,24025302200,1,1,4,1,2,2,0,2,0,0,5,80,1,39,2,1,2,1,2,1,0,1,-1,0,1,343.627832863553
2,24510260404,1,24025302200,836,41,4,1,0,1,1,-1,-1,-1,28.107,-1,"(-1, -1, -1, -1)",-1,24025302200,1,1,4,1,2,2,0,2,0,0,5,80,1,39,2,1,2,1,2,1,0,1,-1,0,1,343.627832863553
1,24025302200,9,24025302200,540,5,4,3,0,3,1,-1,-1,-1,1.014,2015.0,"(Chevrolet, Silverado, 4.0, 1.0)",2.0,24025302200,1,1,4,1,2,2,0,2,0,0,5,80,1,31,1,1,1,1,2,1,0,1,-1,0,1,343.627832863553
9,24025302200,5,24025302902,630,15,4,3,0,3,2,-1,-1,-1,4.716,2015.0,"(Chevrolet, Silverado, 4.0, 1.0)",2.0,24025302200,1,1,4,1,2,2,0,2,0,0,5,80,1,31,1,1,1,1,2,1,0,1,-1,0,1,343.627832863553
5,24025302902,1,24025302200,750,22,4,3,1,4,1,-1,-1,-1,4.551,2015.0,"(Chevrolet, Silverado, 4.0, 1.0)",2.0,24025302200,1,1,4,1,2,2,0,2,0,0,5,80,1,31,1,1,1,1,2,1,0,1,-1,0,1,343.627832863553
1,24025302200,11,24025302200,540,5,5,3,0,3,-1,-1,-1,-1,1.014,2015.0,"(Chevrolet, Silverado, 4.0, 1.0)",2.0,24025302200,1,1,4,1,2,2,0,2,0,0,5,80,1,7,2,1,2,-1,2,-1,-1,0,-1,1,1,343.627832863553
11,24025302200,5,24025302902,630,15,5,3,0,3,-1,-1,-1,-1,4.716,2015.0,"(Chevrolet, Silverado, 4.0, 1.0)",2.0,24025302200,1,1,4,1,2,2,0,2,0,0,5,80,1,7,2,1,2,-1,2,-1,-1,0,-1,1,1,343.627832863553
5,24025302902,1,24025302200,750,22,5,3,1,4,-1,-1,-1,-1,4.55,2015.0,"(Chevrolet, Silverado, 4.0, 1.0)",2.0,24025302200,1,1,4,1,2,2,0,2,0,0,5,80,1,7,2,1,2,-1,2,-1,-1,0,-1,1,1,343.627832863553
-1,24025302200,-1,24025302200,540,5,5,3,0,3,-1,-1,-1,-1,1.014,2015.0,"(Chevrolet, Silverado, 4.0, 1.0)",2.0,24025302200,1,1,4,1,2,2,0,2,0,0,5,80,1,0,1,1,2,-1,-1,-1,-1,0,-1,0,1,343.627832863553
-1,24025302200,-1,24025302902,630,15,5,3,0,3,-1,-1,-1,-1,4.716,2015.0,"(Chevrolet, Silverado, 4.0, 1.0)",2.0,24025302200,1,1,4,1,2,2,0,2,0,0,5,80,1,0,1,1,2,-1,-1,-1,-1,0,-1,0,1,343.627832863553
-1,24025302902,-1,24025302200,750,22,5,3,1,4,-1,-1,-1,-1,4.55,2015.0,"(Chevrolet, Silverado, 4.0, 1.0)",2.0,24025302200,1,1,4,1,2,2,0,2,0,0,5,80,1,0,1,1,2,-1,-1,-1,-1,0,-1,0,1,343.627832863553
1,24025302400,2,24025301703,480,15,4,1,0,1,2,-1,-1,-1,10.451,2007.0,"(Jeep, Cherokee, 3.0, 1.0)",1.0,24025302400,1,1,2,0,2,2,0,3,2,2,7,72,4,56,1,1,2,1,2,1,0,1,24025301703,0,1,196.721280613564
2,24025301703,10,24025303400,525,30,4,1,0,1,2,-1,-1,-1,7.939,2007.0,"(Jeep, Cherokee, 3.0, 1.0)",1.0,24025302400,1,1,2,0,2,2,0,3,2,2,7,72,4,56,1,1,2,1,2,1,0,1,24025301703,0,1,196.721280613564
10,24025303400,1,24025303300,560,10,4,1,0,1,1,-1,-1,-1,2.833,2007.0,"(Jeep, Cherokee, 3.0, 1.0)",1.0,24025302400,1,1,2,0,2,2,0,3,2,2,7,72,4,56,1,1,2,1,2,1,0,1,24025301703,0,1,196.721280613564
1,24025303300,2,24025301703,690,30,4,1,0,1,2,-1,-1,-1,9.96,2007.0,"(Jeep, Cherokee, 3.0, 1.0)",1.0,24025302400,1,1,2,0,2,2,0,3,2,2,7,72,4,56,1,1,2,1,2,1,0,1,24025301703,0,1,196.721280613564
2,24025301703,1,24025302400,900,15,4,1,0,1,1,-1,-1,-1,10.677,2007.0,"(Jeep, Cherokee, 3.0, 1.0)",1.0,24025302400,1,1,2,0,2,2,0,3,2,2,7,72,4,56,1,1,2,1,2,1,0,1,24025301703,0,1,196.721280613564
1,24025302400,2,24025302902,240,15,4,1,0,1,2,-1,-1,-1,7.392,2008.0,"(Chevrolet, Suburban (2004 on), 3.0, 1.0)",1.0,24025302400,1,1,2,0,2,2,0,3,2,2,7,72,4,60,2,1,2,1,2,2,0,1,-1,0,1,196.721280613564
2,24025302902,1,24025302400,810,15,4,1,0,1,1,-1,-1,-1,6.856,2008.0,"(Chevrolet, Suburban (2004 on), 3.0, 1.0)",1.0,24025302400,1,1,2,0,2,2,0,3,2,2,7,72,4,60,2,1,2,1,2,2,0,1,-1,0,1,196.721280613564
1,24025302400,5,24025306100,750,20,4,2,0,2,2,-1,-1,-1,8.514,2010.0,"(Dodge, Caliber, 1.0, 1.0)",1.0,24025302400,1,2,3,0,2,2,0,1,1,0,3,120,5,-1,1,1,2,1,2,1,0,1,24025302801,0,1,302.651017951618
5,24025306100,16,24025306400,810,8,4,2,0,2,1,-1,-1,-1,2.438,2010.0,"(Dodge, Caliber, 1.0, 1.0)",1.0,24025302400,1,2,3,0,2,2,0,1,1,0,3,120,5,-1,1,1,2,1,2,1,0,1,24025302801,0,1,302.651017951618
16,24025306400,11,24025302400,845,30,4,1,0,1,2,-1,-1,-1,9.447,2010.0,"(Dodge, Caliber, 1.0, 1.0)",1.0,24025302400,1,2,3,0,2,2,0,1,1,0,3,120,5,-1,1,1,2,1,2,1,0,1,24025302801,0,1,302.651017951618
11,24025302400,5,24025302902,880,7,4,2,2,4,2,-1,-1,-1,1.942,2010.0,"(Dodge, Caliber, 1.0, 1.0)",1.0,24025302400,1,2,3,0,2,2,0,1,1,0,3,120,5,-1,1,1,2,1,2,1,0,1,24025302801,0,1,302.651017951618
5,24025302902,5,24025302902,899,6,4,2,2,4,2,-1,-1,-1,0.665,2010.0,"(Dodge, Caliber, 1.0, 1.0)",1.0,24025302400,1,2,3,0,2,2,0,1,1,0,3,120,5,-1,1,1,2,1,2,1,0,1,24025302801,0,1,302.651017951618
5,24025302902,5,24025302902,923,3,4,2,2,4,2,-1,-1,-1,0.308,2010.0,"(Dodge, Caliber, 1.0, 1.0)",1.0,24025302400,1,2,3,0,2,2,0,1,1,0,3,120,5,-1,1,1,2,1,2,1,0,1,24025302801,0,1,302.651017951618
5,24025302902,16,24025302400,933,14,4,2,2,4,2,-1,-1,-1,2.992,2010.0,"(Dodge, Caliber, 1.0, 1.0)",1.0,24025302400,1,2,3,0,2,2,0,1,1,0,3,120,5,-1,1,1,2,1,2,1,0,1,24025302801,0,1,302.651017951618
16,24025302400,1,24025302400,962,5,4,1,0,1,1,-1,-1,-1,1.465,2010.0,"(Dodge, Caliber, 1.0, 1.0)",1.0,24025302400,1,2,3,0,2,2,0,1,1,0,3,120,5,-1,1,1,2,1,2,1,0,1,24025302801,0,1,302.651017951618
1,24025302400,5,24025306100,750,20,5,2,0,2,-1,-1,-1,-1,8.514,2010.0,"(Dodge, Caliber, 1.0, 1.0)",1.0,24025302400,1,2,3,0,2,2,0,1,1,0,3,120,5,21,1,1,2,2,2,1,4,0,-1,0,1,302.651017951618
5,24025306100,1,24025306400,810,8,5,2,0,2,-1,-1,-1,-1,2.438,2010.0,"(Dodge, Caliber, 1.0, 1.0)",1.0,24025302400,1,2,3,0,2,2,0,1,1,0,3,120,5,21,1,1,2,2,2,1,4,0,-1,0,1,302.651017951618
11,24025302400,5,24025302902,875,12,5,2,2,4,-1,-1,-1,-1,1.942,2010.0,"(Dodge, Caliber, 1.0, 1.0)",1.0,24025302400,1,2,3,0,2,2,0,1,1,0,3,120,5,27,1,1,2,1,2,1,0,1,24025302802,0,1,302.651017951618
5,24025302902,5,24025302902,899,6,5,2,2,4,-1,-1,-1,-1,0.665,2010.0,"(Dodge, Caliber, 1.0, 1.0)",1.0,24025302400,1,2,3,0,2,2,0,1,1,0,3,120,5,27,1,1,2,1,2,1,0,1,24025302802,0,1,302.651017951618
5,24025302902,5,24025302902,923,3,5,2,2,4,-1,-1,-1,-1,0.308,2010.0,"(Dodge, Caliber, 1.0, 1.0)",1.0,24025302400,1,2,3,0,2,2,0,1,1,0,3,120,5,27,1,1,2,1,2,1,0,1,24025302802,0,1,302.651017951618
5,24025302902,11,24025302400,933,14,5,2,2,4,-1,-1,-1,-1,2.992,2010.0,"(Dodge, Caliber, 1.0, 1.0)",1.0,24025302400,1,2,3,0,2,2,0,1,1,0,3,120,5,27,1,1,2,1,2,1,0,1,24025302802,0,1,302.651017951618
1,24025302801,2,24025301205,470,25,4,1,0,1,2,-1,-1,-1,16.837,2012.0,"(Ford, Escape, 3.0, 1.0)",1.0,24025302801,1,1,2,0,2,2,0,4,2,0,7,98,2,46,1,1,2,1,2,1,0,1,24025301205,1,1,196.721280613564
2,24025301205,2,24025303101,960,20,4,1,0,1,2,-1,-1,-1,7.56,2012.0,"(Ford, Escape, 3.0, 1.0)",1.0,24025302801,1,1,2,0,2,2,0,4,2,0,7,98,2,46,1,1,2,1,2,1,0,1,24025301205,1,1,196.721280613564
2,24025303101,1,24025302801,1085,25,4,1,0,1,1,-1,-1,-1,10.425,2012.0,"(Ford, Escape, 3.0, 1.0)",1.0,24025302801,1,1,2,0,2,2,0,4,2,0,7,98,2,46,1,1,2,1,2,1,0,1,24025301205,1,1,196.721280613564
2,24025302801,5,24025302902,1170,20,4,1,0,1,2,-1,-1,-1,4.958,2018.0,"(Ford, F-Series pickup, 4.0, 2.0)",2.0,24025302801,1,1,2,0,2,2,0,4,2,0,7,98,2,47,2,1,2,1,2,1,0,1,-1,0,1,196.721280613564
5,24025302902,1,24025302801,1245,20,4,1,0,1,1,-1,-1,-1,4.916,2018.0,"(Ford, F-Series pickup, 4.0, 2.0)",2.0,24025302801,1,1,2,0,2,2,0,4,2,0,7,98,2,47,2,1,2,1,2,1,0,1,-1,0,1,196.721280613564
1,24025302802,2,24025306500,469,10,4,1,0,1,2,-1,-1,-1,4.75,2007.0,"(Honda, Fit, 1.0, 1.0)",1.0,24025302802,3,2,2,0,2,2,0,2,1,1,5,81,4,25,2,1,2,1,2,1,0,1,24025306500,0,1,97.1262131150562
2,24025306500,7,24025302902,670,10,4,1,0,1,3,-1,-1,-1,3.827,2007.0,"(Honda, Fit, 1.0, 1.0)",1.0,24025302802,3,2,2,0,2,2,0,2,1,1,5,81,4,25,2,1,2,1,2,1,0,1,24025306500,0,1,97.1262131150562
7,24025302902,2,24025306500,714,8,4,1,0,1,2,-1,-1,-1,4.068,2007.0,"(Honda, Fit, 1.0, 1.0)",1.0,24025302802,3,2,2,0,2,2,0,2,1,1,5,81,4,25,2,1,2,1,2,1,0,1,24025306500,0,1,97.1262131150562
2,24025306500,1,24025302802,947,15,4,1,0,1,2,-1,-1,-1,4.728,2007.0,"(Honda, Fit, 1.0, 1.0)",1.0,24025302802,3,2,2,0,2,2,0,2,1,1,5,81,4,25,2,1,2,1,2,1,0,1,24025306500,0,1,97.1262131150562
1,24025302802,13,24025302802,996,5,4,2,0,2,2,-1,-1,-1,0.889,2007.0,"(Honda, Fit, 1.0, 1.0)",1.0,24025302802,3,2,2,0,2,2,0,2,1,1,5,81,4,25,2,1,2,1,2,1,0,1,24025306500,0,1,97.1262131150562
13,24025302802,1,24025302802,1066,5,4,2,0,2,2,-1,-1,-1,0.888,2007.0,"(Honda, Fit, 1.0, 1.0)",1.0,24025302802,3,2,2,0,2,2,0,2,1,1,5,81,4,25,2,1,2,1,2,1,0,1,24025306500,0,1,97.1262131150562
1,24025302802,6,24025302801,1231,5,4,2,0,2,2,-1,-1,-1,1.201,2007.0,"(Honda, Fit, 1.0, 1.0)",1.0,24025302802,3,2,2,0,2,2,0,2,1,1,5,81,4,25,2,1,2,1,2,1,0,1,24025306500,0,1,97.1262131150562
6,24025302801,1,24025302802,1242,6,4,2,0,2,2,-1,-1,-1,1.137,2007.0,"(Honda, Fit, 1.0, 1.0)",1.0,24025302802,3,2,2,0,2,2,0,2,1,1,5,81,4,25,2,1,2,1,2,1,0,1,24025306500,0,1,97.1262131150562
1,24025302802,13,24025302802,996,5,5,2,0,2,-1,-1,-1,-1,0.889,2007.0,"(Honda, Fit, 1.0, 1.0)",1.0,24025302802,3,2,2,0,2,2,0,2,1,1,5,81,4,21,1,1,2,1,2,1,0,1,24025306100,1,1,97.1262131150562
13,24025302802,1,24025302802,1066,5,5,2,0,2,-1,-1,-1,-1,0.888,2007.0,"(Honda, Fit, 1.0, 1.0)",1.0,24025302802,3,2,2,0,2,2,0,2,1,1,5,81,4,21,1,1,2,1,2,1,0,1,24025306100,1,1,97.1262131150562
1,24025302802,6,24025302801,1231,5,5,2,0,2,-1,-1,-1,-1,1.201,2007.0,"(Honda, Fit, 1.0, 1.0)",1.0,24025302802,3,2,2,0,2,2,0,2,1,1,5,81,4,21,1,1,2,1,2,1,0,1,24025306100,1,1,97.1262131150562
6,24025302801,1,24025302802,1242,6,5,2,0,2,-1,-1,-1,-1,1.137,2007.0,"(Honda, Fit, 1.0, 1.0)",1.0,24025302802,3,2,2,0,2,2,0,2,1,1,5,81,4,21,1,1,2,1,2,1,0,1,24025306100,1,1,97.1262131150562
14,24025306500,1,24025302802,720,15,4,1,0,1,1,-1,-1,-1,4.222,2018.0,"(Toyota, RAV4, 3.0, 1.0)",1.0,24025302802,1,1,1,0,1,0,0,1,1,0,7,74,1,78,1,1,2,1,2,1,1,0,-1,0,1,61.2773168846778
1,24025302802,10,24025306100,765,15,4,1,0,1,3,-1,-1,-1,5.855,2018.0,"(Toyota, RAV4, 3.0, 1.0)",1.0,24025302802,1,1,1,0,1,0,0,1,1,0,7,74,1,78,1,1,2,1,2,1,1,0,-1,0,1,61.2773168846778
10,24025306100,1,24025302802,900,30,4,1,0,1,1,-1,-1,-1,5.557,2018.0,"(Toyota, RAV4, 3.0, 1.0)",1.0,24025302802,1,1,1,0,1,0,0,1,1,0,7,74,1,78,1,1,2,1,2,1,1,0,-1,0,1,61.2773168846778
1,24025302802,2,24025306500,390,17,4,2,0,2,3,-1,-1,-1,4.706,2015.0,"(Mercedes Benz, GLA Class, 1.0, 1.0)",1.0,24025302802,1,1,3,0,3,3,0,2,1,3,8,76,4,42,2,1,2,1,2,1,0,1,24025306500,0,1,91.1995644024522
2,24025306500,1,24025302802,989,31,4,2,0,2,1,-1,-1,-1,4.739,2015.0,"(Mercedes Benz, GLA Class, 1.0, 1.0)",1.0,24025302802,1,1,3,0,3,3,0,2,1,3,8,76,4,42,2,1,2,1,2,1,0,1,24025306500,0,1,91.1995644024522
1,24025302802,5,24015030505,1042,21,4,2,0,2,2,-1,-1,-1,22.791,2015.0,"(Mercedes Benz, GLA Class, 1.0, 1.0)",1.0,24025302802,1,1,3,0,3,3,0,2,1,3,8,76,4,42,2,1,2,1,2,1,0,1,24025306500,0,1,91.1995644024522
5,24015030505,1,24025302802,1078,15,4,2,0,2,1,-1,-1,-1,22.921,2015.0,"(Mercedes Benz, GLA Class, 1.0, 1.0)",1.0,24025302802,1,1,3,0,3,3,0,2,1,3,8,76,4,42,2,1,2,1,2,1,0,1,24025306500,0,1,91.1995644024522
1,24025302802,2,24025306500,390,17,5,2,0,2,-1,-1,-1,-1,4.706,2015.0,"(Mercedes Benz, GLA Class, 1.0, 1.0)",1.0,24025302802,1,1,3,0,3,3,0,2,1,3,8,76,4,43,1,1,1,1,2,1,0,1,24025306500,0,1,91.1995644024522
2,24025306500,1,24025302802,989,31,5,2,0,2,-1,-1,-1,-1,4.739,2015.0,"(Mercedes Benz, GLA Class, 1.0, 1.0)",1.0,24025302802,1,1,3,0,3,3,0,2,1,3,8,76,4,43,1,1,1,1,2,1,0,1,24025306500,0,1,91.1995644024522
1,24025302802,5,24015030505,1042,21,5,2,0,2,-1,-1,-1,-1,22.791,2015.0,"(Mercedes Benz, GLA Class, 1.0, 1.0)",1.0,24025302802,1,1,3,0,3,3,0,2,1,3,8,76,4,43,1,1,1,1,2,1,0,1,24025306500,0,1,91.1995644024522
5,24015030505,1,24025302802,1078,15,5,2,0,2,-1,-1,-1,-1,22.921,2015.0,"(Mercedes Benz, GLA Class, 1.0, 1.0)",1.0,24025302802,1,1,3,0,3,3,0,2,1,3,8,76,4,43,1,1,1,1,2,1,0,1,24025306500,0,1,91.1995644024522
1,24025302802,2,24025302802,346,7,4,1,0,1,2,-1,-1,-1,1.477,2001.0,"(Volkswagen, Jetta, 1.0, 1.0)",2.0,24025302802,1,1,3,0,3,3,0,2,1,3,8,76,4,19,2,1,1,1,2,1,0,2,24025302802,0,1,91.1995644024522
2,24025302802,8,24025302802,874,6,4,1,0,1,2,-1,-1,-1,0.143,2001.0,"(Volkswagen, Jetta, 1.0, 1.0)",2.0,24025302802,1,1,3,0,3,3,0,2,1,3,8,76,4,19,2,1,1,1,2,1,0,2,24025302802,0,1,91.1995644024522
8,24025302802,1,24025302802,887,13,4,1,0,1,1,-1,-1,-1,1.414,2001.0,"(Volkswagen, Jetta, 1.0, 1.0)",2.0,24025302802,1,1,3,0,3,3,0,2,1,3,8,76,4,19,2,1,1,1,2,1,0,2,24025302802,0,1,91.1995644024522
1,24025302802,8,24025302400,465,21,4,1,0,1,2,-1,-1,-1,3.241,2018.0,"(Dodge, Durango, 3.0, 1.0)",1.0,24025302802,1,1,2,0,2,0,1,3,3,-1,8,77,4,66,2,1,2,1,1,1,1,0,-1,0,1,59.2791500325225
8,24025302400,1,24025302802,518,15,4,1,0,1,1,-1,-1,-1,3.408,2018.0,"(Dodge, Durango, 3.0, 1.0)",1.0,24025302802,1,1,2,0,2,0,1,3,3,-1,8,77,4,66,2,1,2,1,1,1,1,0,-1,0,1,59.2791500325225
1,24025302802,7,24025306100,556,25,4,1,0,1,3,-1,-1,-1,5.784,2018.0,"(Dodge, Durango, 3.0, 1.0)",1.0,24025302802,1,1,2,0,2,0,1,3,3,-1,8,77,4,66,2,1,2,1,1,1,1,0,-1,0,1,59.2791500325225
7,24025306100,8,24005411302,622,50,4,1,0,1,2,-1,-1,-1,25.271,2018.0,"(Dodge, Durango, 3.0, 1.0)",1.0,24025302802,1,1,2,0,2,0,1,3,3,-1,8,77,4,66,2,1,2,1,1,1,1,0,-1,0,1,59.2791500325225
8,24005411302,1,24025302802,753,45,4,1,0,1,1,-1,-1,-1,19.674,2018.0,"(Dodge, Durango, 3.0, 1.0)",1.0,24025302802,1,1,2,0,2,0,1,3,3,-1,8,77,4,66,2,1,2,1,1,1,1,0,-1,0,1,59.2791500325225
1,24025302802,9,24025306100,870,32,4,1,0,1,3,-1,-1,-1,5.674,2010.0,"(Dodge, Dakota, 4.0, 1.0)",1.0,24025302802,1,1,2,0,2,0,1,3,3,-1,8,77,4,67,1,1,2,1,2,1,1,0,-1,0,1,59.2791500325225
9,24025306100,1,24025302802,975,34,4,1,0,1,1,-1,-1,-1,5.692,2010.0,"(Dodge, Dakota, 4.0, 1.0)",1.0,24025302802,1,1,2,0,2,0,1,3,3,-1,8,77,4,67,1,1,2,1,2,1,1,0,-1,0,1,59.2791500325225
14,24025302802,6,24025302801,1251,2,4,1,0,1,2,-1,-1,-1,0.862,2003.0,"(Toyota, Corolla, 1.0, 1.0)",1.0,24025302802,1,1,7,1,3,4,2,3,2,1,7,77,3,48,2,1,2,1,1,1,0,1,-1,0,1,80.906060852459
6,24025302801,14,24025302902,1269,2,4,1,0,1,3,-1,-1,-1,1.964,2003.0,"(Toyota, Corolla, 1.0, 1.0)",1.0,24025302802,1,1,7,1,3,4,2,3,2,1,7,77,3,48,2,1,2,1,1,1,0,1,-1,0,1,80.906060852459
14,24025302902,10,24025302901,1272,1,4,1,0,1,3,-1,-1,-1,0.311,2003.0,"(Toyota, Corolla, 1.0, 1.0)",1.0,24025302802,1,1,7,1,3,4,2,3,2,1,7,77,3,48,2,1,2,1,1,1,0,1,-1,0,1,80.906060852459
10,24025302901,14,24025302901,1276,1,4,1,0,1,3,-1,-1,-1,0.17,2003.0,"(Toyota, Corolla, 1.0, 1.0)",1.0,24025302802,1,1,7,1,3,4,2,3,2,1,7,77,3,48,2,1,2,1,1,1,0,1,-1,0,1,80.906060852459
