o_activity,o_tract_fips,d_activity,d_tract_fips,departure_time_minutes,reported_travel_time,travel_mode,travelers_hh,travelers_nonhh,vehicle_occupancy,park_loc,park_pay,hov_used,toll_road_used,distance,year,vehicle,tolltransponder,home_tract_fips,home_type,home_ownership,hhsize,numstudents,numdrivers,numworkers,numdisabilities,numvehicle,numvehicle_transponder,numbicycle,hh_income_detailed,tdate_week,tdate_dow,age,gender,race_ethnicity,race_ethnicity_hispanic,license,disability,smartphone,employment_status,jobs_count,work_tract_fips,student_status,volunteer_status,weight
2,24031700706,5,24031700722,900,10,4,2,0,2,2,-1,-1,-1,1.1847372066,2013.0,"(Mazda, CX-5, 3.0, 1.0)",1.0,24031700724,1,1,4,2,2,2,0,2,1,2,7,46,3,36,1,4,2,1,2,1,0,1,24031700706,0,1,111.0
1,51061930401,16,51061930401,405,10,4,1,1,2,1,-1,-1,-1,0.6557800658,2015.0,"(Mercedes-Benz, C-Class, 1.0, 1.0)",1.0,51061930401,1,3,3,0,3,3,0,4,4,3,8,71,4,23,2,4,2,1,2,1,0,1,51061930401,0,1,137.0
5,24027606706,1,24031700604,665,45,4,1,0,1,1,-1,-1,1,33.566483133,2009.0,"(Mazda, Mazda6, 1.0, 1.0)",1.0,24031700604,1,1,2,0,2,2,0,3,3,2,8,69,5,62,2,4,2,1,2,1,0,1,-1,0,1,189.0
1,24031704100,13,24031702700,1035,15,4,1,0,1,2,-1,-1,-1,3.2185220337,2012.0,"(Audi, A5, 1.0, 1.0)",1.0,24031704100,1,1,2,0,2,1,0,2,2,0,8,43,1,65,1,4,2,1,2,1,0,1,-1,0,2,163.0
1,51107610400,16,51107610300,925,25,4,4,1,5,4,-1,-1,-1,9.2439365341,2013.0,"(Honda, Odyssey, 2.0, 1.0)",1.0,51107610400,1,1,6,3,2,1,0,2,2,3,8,69,1,40,1,4,2,1,2,1,2,0,-1,0,2,75.0
2,24045000400,16,24045010400,1050,10,4,1,1,2,2,-1,-1,-1,3.55,2017.0,"(Ford, F-Series pickup, 4.0, 1.0)",2.0,24045010800,1,1,3,1,2,2,0,2,0,1,7,70,2,55,2,1,2,1,2,1,0,1,24045000400,0,1,146.102243641769
2,24005980000,2,24005980000,885,9,4,1,0,1,1,-1,-1,-1,4.476,-1,"(-1, -1, -1, -1)",-1,24510270402,1,1,8,2,3,1,0,2,0,5,5,71,5,34,2,2,2,1,2,1,0,1,-1,0,1,457.849590584279
1,24027602201,16,24027602306,1070,10,4,2,0,2,3,-1,-1,-1,3.216,2007.0,"(Kia, Sedona, 2.0, 1.0)",2.0,24027602201,1,1,5,3,2,2,0,2,1,2,7,84,4,51,2,3,2,1,2,1,0,1,24003706500,0,1,264.945971217633
12,24009860402,18,24009860402,885,5,4,1,0,1,2,-1,-1,-1,0.1356424756,2013.0,"(Nissan, Rogue, 3.0, 1.0)",1.0,24009860401,1,1,4,2,2,2,0,3,2,2,8,55,1,34,1,4,2,1,2,1,0,1,11001007200,0,2,166.0
1,24019970100,5,10005050407,920,35,4,2,0,2,2,-1,-1,-1,14.998,2013.0,"(Chevrolet, Suburban (2004 on), 3.0, 1.0)",2.0,24019970100,1,1,2,0,2,0,0,3,0,0,6,121,1,87,2,1,2,1,2,2,1,0,-1,0,1,114.3198973411
1,24005403701,13,24005403702,455,15,4,1,0,1,2,-1,-1,-1,2.519,2017.0,"(Toyota, Sienna, 2.0, 1.0)",1.0,24005403701,3,1,2,0,2,1,0,2,2,0,5,80,5,77,2,1,2,1,2,1,2,0,-1,1,2,244.617232830511
3,51059492100,3,51059492000,590,10,4,1,0,1,2,-1,-1,-1,2.7863029104,2001.0,"(Chevrolet, Impala, 1.0, 1.0)",1.0,51059492202,1,1,2,0,2,0,0,3,3,1,7,54,4,67,1,4,2,1,2,1,1,0,-1,0,2,134.0
1,51059492300,2,51059432500,555,5,4,1,0,1,2,-1,-1,-1,1.5778499671,2002.0,"(Ford, Focus, 1.0, 1.0)",1.0,51059492300,2,1,4,1,2,2,0,2,2,0,6,58,4,38,2,1,1,1,2,1,0,1,51059422402,0,1,374.0
16,24011955302,1,24011955201,1227,13,4,3,0,3,1,-1,-1,-1,7.272,2001.0,"(Chevrolet, Silverado, 4.0, 1.0)",1.0,24011955201,1,1,5,3,3,2,0,4,2,0,7,85,5,55,2,1,2,1,2,1,0,1,24041960400,0,1,254.788284223592
2,24031705000,1,24031704404,1320,10,4,1,0,1,3,-1,-1,-1,0.9995495839,2010.0,"(Volkswagen, Passat, 1.0, 1.0)",1.0,24031704404,1,1,3,1,2,1,0,2,2,4,8,48,3,56,1,4,2,1,2,1,0,1,24031705000,0,1,309.0
1,24013514202,7,24013513001,812,46,5,3,0,3,-1,-1,-1,-1,15.235,2005.0,"(Honda, Odyssey, 2.0, 1.0)",1.0,24013514202,1,1,5,0,5,3,3,5,3,4,7,82,4,23,2,1,2,1,1,1,7,0,-1,0,1,66.6482461972407
11,24043010500,1,24043010500,920,10,4,1,0,1,1,-1,-1,-1,6.309,2009.0,"(Chrysler, Town and Country, 2.0, 1.0)",2.0,24043010500,1,1,7,3,4,3,0,5,0,3,5,119,4,47,1,1,2,1,2,2,3,0,-1,0,1,275.658117414927
2,24047950100,8,24047950400,960,15,4,1,0,1,1,-1,-1,-1,6.14,2004.0,"(GMC, Suburban/Yukon XL (2004 on), 3.0, 1.0)",1.0,24047950400,1,1,2,0,2,2,0,6,5,4,7,111,2,54,2,1,2,1,2,1,0,1,24047950100,0,1,147.441509362385
16,24031701800,4,24033807200,450,30,4,1,0,1,2,-1,-1,-1,4.7267738478,2012.0,"(Subaru, Outback, 1.0, 1.0)",1.0,24031702500,3,2,4,2,2,2,1,2,2,1,8,41,4,45,1,4,2,1,2,1,0,1,24033807200,1,1,173.0
1,11001004001,5,51013103502,845,20,4,1,0,1,2,-1,-1,-1,5.3323053282,2003.0,"(Toyota, Corolla, 1.0, 1.0)",1.0,11001004001,3,1,2,0,2,0,0,1,1,0,8,91,4,65,2,4,2,1,2,1,1,0,-1,0,1,118.0
9,51061930302,1,51061930207,780,10,4,1,0,1,1,-1,-1,-1,3.7865834582,2009.0,"(Volkswagen, Routan, 2.0, 1.0)",2.0,51061930207,1,1,3,0,3,1,0,4,2,0,8,91,4,24,2,4,2,1,2,1,4,0,-1,0,1,170.0
8,51069999999,1,51043010100,610,10,4,1,0,1,1,-1,-1,-1,3.8172463765,2014.0,"(Kia, Soul, 3.0, 1.0)",2.0,51043010100,1,1,2,0,2,0,1,5,0,0,4,61,2,72,2,4,2,1,2,1,1,0,-1,0,1,65.0
1,11001001702,2,11001003600,1020,20,4,1,0,1,3,-1,-1,-1,4.4874229452,2017.0,"(Hyundai, Elantra, 1.0, 1.0)",1.0,11001001702,3,2,2,0,2,1,0,1,1,0,6,52,5,49,2,5,-1,1,2,1,0,3,11001000801,0,2,137.0
16,51107611020,1,51107611802,1080,20,4,2,0,2,1,-1,-1,-1,8.3168760574,2011.0,"(Acura, MDX, 3.0, 1.0)",1.0,51107611802,2,2,3,1,2,2,0,2,2,0,8,60,3,32,2,3,2,1,2,1,0,1,51107611020,0,1,86.0
5,24027605505,1,24027605102,718,13,4,1,0,1,1,-1,-1,-1,4.007,2005.0,"(Buick, Century, 1.0, 1.0)",2.0,24027605102,1,1,2,0,2,1,0,2,1,1,6,80,5,72,2,1,2,1,2,2,1,0,-1,0,1,99.9725389734308
2,51059422403,1,51153901010,990,65,4,1,0,1,1,-1,-1,-1,21.368766418,2000.0,"(Toyota, Tundra, 4.0, 1.0)",2.0,51153901010,1,1,2,0,2,2,0,3,2,0,6,70,3,64,2,4,2,1,2,1,0,1,51059422403,0,2,139.0
18,51013980200,2,11001010700,360,20,4,1,0,1,2,1,-1,-1,4.5523827838,-1,"(-1, -1, -1, -1)",-1,11001005301,3,1,3,0,3,3,0,1,1,2,8,50,3,55,2,1,1,1,2,1,0,1,11001010700,0,1,195.0
5,24043000900,5,24043000601,1005,20,4,2,0,2,2,-1,-1,-1,6.442,2013.0,"(Ford, Medium/Heavy Pickup (pickup-style only - over 10,000 lbs.), 4.0, 1.0)",1.0,24043011301,1,1,2,0,2,1,0,2,2,1,6,112,5,47,2,1,2,1,2,1,0,1,24043010300,0,1,104.014572329425
