o_activity,o_tract_fips,d_activity,d_tract_fips,departure_time_hhmm,arrival_time_hhmm,travel_mode,travelers_hh,travelers_nonhh,vehicle_occupancy,park_loc,park_pay,hov_used,toll_road_used,distance,reported_travel_time,year,bodytype,make,model,fueltype,tolltransponder,home_tract_fips,home_type,home_ownership,hhsize,numstudents,numdrivers,numworkers,numdisabilities,numvehicle,numvehicle_transponder,numbicycle,hh_income_detailed,tdate_string,tdate_dow,wthhfin,age,gender,race_ethnicity,race_ethnicity_hispanic,license,disability,smartphone,employment_status,jobs_count,work_tract_fips,student_status,volunteer_status
5,24003702402,1,24003706302,18:30,18:40,4,1,0,1,1,,,,4.67,10,2004.0,1.0,Honda,CR-V,1.0,2.0,24003706302,1,1,3,2,3,1,1,3,0,1,6,2018-11-09,5,72.3983426787742,60,2,1,2,1,1,2,7,,,0,1
1,24003740305,2,24510030200,08:00,08:45,4,1,0,1,2,,,,17.258,45,2012.0,2.0,Chrysler,Town and Country,1.0,1.0,24003740305,2,1,5,2,2,2,1,2,2,0,7,2018-02-05,1,142.280810849794,36,1,,1,1,2,1,0,1,24510030200,0,2
5,24013507602,1,24013502000,16:58,17:20,4,1,0,1,2,,,,6.517,22,2014.0,3.0,Honda,CR-V,1.0,2.0,24013502000,1,1,2,0,2,1,0,3,0,0,7,2018-12-12,3,89.7364495717512,59,1,1,2,1,2,1,0,1,24013504202,0,
7,24043000602,1,24043010300,19:15,19:29,5,2,0,2,,,,,6.224,14,2007.0,1.0,Toyota,Solara,1.0,1.0,24043010300,2,1,2,0,2,1,0,3,2,0,8,2019-02-11,1,104.014572329425,78,2,1,2,1,2,1,0,1,24043011400,0,
5,24021750802,5,24021772200,14:00,14:20,4,2,0,2,,,,,3.8292948307,20,2013.0,4.0,Ram,1500,1.0,1.0,24021775600,1,1,3,1,2,2,0,2,2,4,5,2018-03-05,1,351.0,46,2,4,2,1,2,1,0,1,11001010800,0,1
14,24005408800,5,24005490301,19:00,19:10,5,2,0,2,,,,,1.184,10,2015.0,3.0,Nissan,Rogue,1.0,1.0,24005403602,2,1,2,0,2,2,0,2,1,0,8,2018-11-15,4,253.46503862502,22,1,1,2,1,2,1,0,1,24510040100,0,
7,51059481103,18,51107980100,16:00,16:15,4,1,0,1,2,1,,,3.21545222,15,2014.0,1.0,BMW,4 series,1.0,1.0,51059481102,3,2,1,0,1,1,0,1,1,0,6,2018-02-16,5,93.0,36,2,1,1,1,2,1,0,1,11001010200,0,1
2,51107611501,16,51059481000,16:00,16:20,4,1,0,1,2,,,,6.072602329,20,2016.0,3.0,Subaru,Outback,1.0,1.0,51107611102,2,1,3,1,2,2,0,2,2,0,8,2017-10-31,2,205.0,34,1,4,2,1,2,1,0,1,51107611501,0,1
1,24027606604,2,11001004702,08:35,09:55,4,1,0,1,1,,,,32.562,80,2008.0,1.0,Toyota,Prius,4.0,1.0,24027606604,1,1,2,0,2,2,0,2,2,2,8,2018-10-01,1,115.268095992554,45,2,1,2,1,2,1,0,1,11001004702,0,
1,11001010200,2,51059440201,07:50,08:30,4,1,0,1,2,,,,14.055059197,40,2014.0,3.0,Mazda,CX-5,1.0,2.0,11001010200,3,2,2,0,2,1,0,1,0,1,7,2017-11-07,2,122.0,30,2,4,2,1,2,1,0,1,51059440201,0,1
2,24025301205,7,24025301107,15:49,15:59,4,1,0,1,2,,,,0.244,10,2016.0,3.0,Mitsubishi,Outlander,1.0,2.0,24025301202,3,2,1,0,1,1,0,1,0,0,5,2018-11-07,3,294.898851440909,29,1,2,2,1,2,1,0,1,24025301205,0,
1,24003740500,5,24033800103,20:15,20:25,4,2,0,2,2,,,,3.749,10,2002.0,3.0,Buick,Rendezvous,1.0,1.0,24003740500,3,2,3,0,3,2,1,3,3,0,8,2018-04-02,1,48.1994086861557,52,1,2,2,1,2,1,0,1,24003740500,0,2
1,24021750504,12,24021750200,11:00,11:15,4,2,0,2,2,,,,2.5021114596,15,2011.0,3.0,Kia,Soul,1.0,2.0,24021750504,3,2,2,0,1,0,1,1,0,0,4,2018-04-03,2,59.0,77,2,3,2,1,2,1,1,,,0,1
9,51153901506,1,51061930402,17:30,17:45,4,1,0,1,1,,,,6.8901356279,15,2016.0,2.0,Toyota,Sienna,1.0,1.0,51061930402,1,1,3,1,3,2,0,4,3,4,8,2017-10-17,2,137.0,56,1,4,2,1,2,1,0,1,51059490103,0,1
10,24033804002,5,24003702209,20:45,21:45,4,1,0,1,4,,,,17.906563397,60,2014.0,4.0,Ford,F-150,1.0,2.0,24033800504,1,1,3,0,2,1,0,2,0,2,6,2018-11-01,4,100.0,61,2,4,2,1,2,2,1,,,0,1
2,24033807200,2,24033803514,13:05,13:30,4,1,0,1,2,0,,,9.5841073256,25,2005.0,1.0,Toyota,Corolla,1.0,2.0,24033804700,1,1,4,3,2,1,0,2,1,3,7,2018-06-12,2,390.0,34,2,4,2,1,2,1,0,1,24033803514,0,1
4,24031700830,13,24031700833,11:05,11:20,4,1,0,1,2,,,,1.2247235861,15,2009.0,1.0,Toyota,Camry,1.0,1.0,24031700834,1,1,2,2,2,0,0,2,2,0,8,2017-10-30,1,203.0,65,1,3,2,1,2,1,1,,,1,1
14,24027605502,15,24027606803,16:10,16:38,4,1,0,1,1,,,,7.169,28,2008.0,1.0,Mazda,Mazda3,1.0,1.0,24027606803,1,1,2,0,2,1,0,2,2,2,6,2018-10-10,3,48.4638805828061,64,2,2,2,1,2,1,1,,,0,1
5,51059480202,1,51059471202,21:40,21:55,4,1,0,1,1,,,,1.6305149411,15,2012.0,3.0,Mercedes-Benz,GLK-Class,1.0,1.0,51059471202,3,1,1,0,1,1,1,1,1,0,6,2017-10-16,1,133.0,69,1,4,2,1,1,1,0,1,51059480300,0,2
1,51059420600,2,51059416200,07:50,08:10,4,1,0,1,2,,,,9.1342440855,20,2012.0,4.0,Dodge,Ram Pickup,1.0,2.0,51059420600,2,2,4,0,4,4,0,4,1,1,8,2018-03-19,1,131.0,30,2,4,2,1,2,1,0,1,51059416200,0,1
8,24005491900,2,10001043300,07:12,08:39,4,1,1,2,2,,,,94.637,87,2017.0,1.0,Hyundai,Elantra,1.0,1.0,24005492200,1,1,2,0,2,1,0,1,1,1,5,2018-05-24,4,102.064202169284,55,2,1,2,1,2,1,0,1,,0,
1,24043010300,10,24043010300,09:00,09:09,4,1,0,1,2,,,,1.378,9,1999.0,1.0,GMC,Jimmy/Typhoon/Envoy,1.0,2.0,24043010300,1,1,1,0,1,0,0,1,0,0,,2018-06-25,1,107.520669674879,79,1,1,2,1,2,1,1,,,0,1
1,24021750504,8,24021750505,17:45,17:50,4,1,0,1,2,,,,0.4527699709,5,2011.0,1.0,Hyundai,Sonata,1.0,2.0,24021750504,1,1,3,0,2,3,1,2,0,3,6,2017-12-13,3,139.0,63,2,4,2,1,2,1,0,1,11001004902,0,2
4,24027602306,14,24027606603,15:10,18:45,5,2,0,2,,,,,4.815,215,2016.0,1.0,Subaru,Legacy/Outback,1.0,1.0,24027602306,1,1,4,0,2,2,0,2,1,4,8,2018-10-09,2,60.1786781289394,9,2,1,2,,2,,,,,0,
5,24025306100,10,24025306300,12:36,12:41,4,1,1,2,2,,,,1.651,5,2014.0,1.0,Ford,Focus,1.0,1.0,24025302901,1,1,1,0,1,0,1,1,1,0,3,2019-01-11,5,61.2773168846778,77,1,1,2,1,1,2,1,,,0,1
5,24031700704,1,24031700704,17:15,17:20,4,1,0,1,1,,,,0.2560917447,5,2018.0,3.0,Subaru,Forester,1.0,1.0,24031700704,1,1,2,0,2,0,0,2,2,0,6,2018-03-05,1,56.0,68,2,4,2,1,2,1,1,,,0,1
5,11001005201,5,11001009102,15:30,15:50,4,1,0,1,2,0,,,3.039846649,20,2014.0,4.0,Toyota,Tacoma,1.0,2.0,24033800606,3,1,2,0,2,2,0,2,0,0,7,2018-05-01,2,156.0,47,2,1,1,1,2,1,0,1,11001010100,0,1
1,51013102902,2,11001010700,08:20,09:10,4,1,0,1,2,,,,6.1786843989,50,,,,,,,51013102902,3,2,1,0,1,1,0,1,0,0,7,2018-10-24,3,39.0,44,2,3,2,1,2,1,0,1,11001010700,0,1
10,24031705602,7,24031705903,16:40,16:45,4,1,0,1,2,,,,0.7,5,1993.0,1.0,Volvo,940 Series,1.0,2.0,51059420600,2,1,2,0,2,1,0,2,0,0,5,2018-06-18,1,63.0,74,2,4,2,1,2,2,0,1,24033807408,0,1
,24003731103,,24003731308,16:55,17:30,5,3,0,3,,,,,11.134,34,2019.0,3.0,Volkswagen,Tiguan,1.0,1.0,24003731308,1,1,4,4,2,2,0,2,2,2,7,2019-06-05,3,267.244603153578,7,1,1,2,,2,,,,,1,
