column,value,count,percentage
distance,2.816,2,0.001789%
distance,8.871,2,0.001789%
distance,12.765,2,0.001789%
distance,2.928,2,0.001789%
distance,25.463,2,0.001789%
distance,0.521,2,0.001789%
distance,0.399,2,0.001789%
distance,4.797,2,0.001789%
distance,4.714,2,0.001789%
distance,2.073,2,0.001789%
distance,10.045,2,0.001789%
distance,7.815,2,0.001789%
distance,6.327,2,0.001789%
distance,7.013,2,0.001789%
distance,4.624,2,0.001789%
distance,1.649,2,0.001789%
distance,0.504,2,0.001789%
distance,3.257,2,0.001789%
distance,17.589,2,0.001789%
distance,1.358,2,0.001789%
distance,11.778,2,0.001789%
distance,13.642,2,0.001789%
distance,0.597,2,0.001789%
distance,4.903,2,0.001789%
distance,7.229,2,0.001789%
distance,11.078,2,0.001789%
distance,12.869,2,0.001789%
distance,5.795,2,0.001789%
distance,0.948,2,0.001789%
distance,6.052,2,0.001789%
distance,10.94,2,0.001789%
distance,10.852,2,0.001789%
distance,1.58,2,0.001789%
distance,7.169,2,0.001789%
distance,43.184,2,0.001789%
distance,1.324,2,0.001789%
distance,1.525,2,0.001789%
distance,5.494,2,0.001789%
distance,5.4,2,0.001789%
distance,0.831,2,0.001789%
distance,11.223,2,0.001789%
distance,4.667,2,0.001789%
distance,10.74,2,0.001789%
distance,7.538,2,0.001789%
distance,11.006,2,0.001789%
distance,20.049,2,0.001789%
distance,1.128,2,0.001789%
distance,30.539,2,0.001789%
distance,3.913,2,0.001789%
distance,3.51,2,0.001789%
distance,0.788,2,0.001789%
distance,3.232,2,0.001789%
distance,0.479,2,0.001789%
distance,1.992,2,0.001789%
distance,4.668,2,0.001789%
distance,23.971,2,0.001789%
distance,12.287,2,0.001789%
distance,30.754,2,0.001789%
distance,17.392,2,0.001789%
distance,2.91,2,0.001789%
distance,0.933,2,0.001789%
distance,3.334,2,0.001789%
distance,3.346,2,0.001789%
distance,4.695,2,0.001789%
distance,25.545,2,0.001789%
distance,13.112,2,0.001789%
distance,24.03,2,0.001789%
distance,3.305,2,0.001789%
distance,3.016,2,0.001789%
distance,1.177,2,0.001789%
distance,1.618,2,0.001789%
distance,2.913,2,0.001789%
distance,2.902,2,0.001789%
distance,1.198,2,0.001789%
distance,1.191,2,0.001789%
distance,2.216,2,0.001789%
distance,2.744,2,0.001789%
distance,21.765,2,0.001789%
distance,5.138,2,0.001789%
distance,13.292,2,0.001789%
distance,3.606,2,0.001789%
distance,13.9,2,0.001789%
distance,0.619,2,0.001789%
distance,5.347,2,0.001789%
distance,5.083,2,0.001789%
distance,14.006,2,0.001789%
distance,1.077,2,0.001789%
distance,1.62,2,0.001789%
distance,13.027,2,0.001789%
distance,3.337,2,0.001789%
distance,0.563,2,0.001789%
distance,35.246,2,0.001789%
distance,4.427,2,0.001789%
distance,0.277,2,0.001789%
distance,3.328,2,0.001789%
distance,3.466,2,0.001789%
distance,5.562,2,0.001789%
distance,2.098,2,0.001789%
distance,1.903,2,0.001789%
distance,4.278,2,0.001789%
distance,0.406,2,0.001789%
distance,4.155,2,0.001789%
distance,1.071,2,0.001789%
distance,19.716,2,0.001789%
distance,1.598,2,0.001789%
distance,18.274,2,0.001789%
distance,5.844,2,0.001789%
distance,0.023,2,0.001789%
distance,2.65,2,0.001789%
distance,2.516,2,0.001789%
distance,1.976,2,0.001789%
distance,1.961,2,0.001789%
distance,0.021,2,0.001789%
distance,3.953,2,0.001789%
distance,1.614,2,0.001789%
distance,2.186,2,0.001789%
distance,6.043,2,0.001789%
distance,5.283,2,0.001789%
distance,1.434,2,0.001789%
distance,4.177,2,0.001789%
distance,4.122,2,0.001789%
distance,1.637,2,0.001789%
distance,1.504,2,0.001789%
distance,0.997,2,0.001789%
distance,10.962,2,0.001789%
distance,3.228,2,0.001789%
distance,17.151,2,0.001789%
distance,4.55,2,0.001789%
distance,0.356,2,0.001789%
distance,5.392,2,0.001789%
distance,6.795,2,0.001789%
distance,6.787,2,0.001789%
distance,0.453,2,0.001789%
distance,4.207,2,0.001789%
distance,3.171,2,0.001789%
distance,3.077,2,0.001789%
distance,5.581,2,0.001789%
distance,0.5,2,0.001789%
distance,4.722,2,0.001789%
distance,5.049,2,0.001789%
distance,31.976,2,0.001789%
distance,4.335,2,0.001789%
distance,2.905,2,0.001789%
distance,12.034,2,0.001789%
distance,3.31,2,0.001789%
distance,0.578,2,0.001789%
distance,0.73,2,0.001789%
distance,4.835,2,0.001789%
distance,13.315,2,0.001789%
distance,10.576,2,0.001789%
distance,3.44,2,0.001789%
distance,12.762,2,0.001789%
distance,3.234,2,0.001789%
distance,2.391,2,0.001789%
distance,0.586,2,0.001789%
distance,6.907,2,0.001789%
distance,15.477,2,0.001789%
distance,6.506,2,0.001789%
distance,2.349,2,0.001789%
distance,4.649,2,0.001789%
distance,3.809,2,0.001789%
distance,8.092,2,0.001789%
distance,1.788,2,0.001789%
distance,7.789,2,0.001789%
distance,6.94,2,0.001789%
distance,1.774,2,0.001789%
distance,7.517,2,0.001789%
distance,1.508,2,0.001789%
distance,6.693,2,0.001789%
distance,7.197,2,0.001789%
distance,6.104,2,0.001789%
distance,1.724,2,0.001789%
distance,0.737,2,0.001789%
distance,12.663,2,0.001789%
distance,13.74,2,0.001789%
distance,16.394,2,0.001789%
distance,5.092,2,0.001789%
distance,2.08,2,0.001789%
distance,0.837,2,0.001789%
distance,2.954,2,0.001789%
distance,2.693,2,0.001789%
distance,3.173,2,0.001789%
distance,3.366,2,0.001789%
distance,3.462,2,0.001789%
distance,9.643,2,0.001789%
distance,2.898,2,0.001789%
distance,36.663,2,0.001789%
distance,5.655,2,0.001789%
distance,7.132,2,0.001789%
distance,9.973,2,0.001789%
distance,11.844,2,0.001789%
distance,2.472,2,0.001789%
distance,1.032,2,0.001789%
distance,6.957,2,0.001789%
distance,4.104,2,0.001789%
distance,8.859,2,0.001789%
distance,13.248,2,0.001789%
distance,2.877,2,0.001789%
distance,2.352,2,0.001789%
distance,7.64,2,0.001789%
distance,2.819,2,0.001789%
distance,4.537,2,0.001789%
distance,2.792,2,0.001789%
distance,2.77,2,0.001789%
distance,1.35,2,0.001789%
distance,1.865,2,0.001789%
distance,2.306,2,0.001789%
distance,1.506,2,0.001789%
distance,3.183,2,0.001789%
distance,2.319,2,0.001789%
distance,0.661,2,0.001789%
distance,7.788,2,0.001789%
distance,8.16,2,0.001789%
distance,4.584,2,0.001789%
distance,16.631,2,0.001789%
distance,6.236,2,0.001789%
distance,1.471,2,0.001789%
distance,1.325,2,0.001789%
distance,1.602,2,0.001789%
distance,2.295,2,0.001789%
distance,0.265,2,0.001789%
distance,4.293,2,0.001789%
distance,5.358,2,0.001789%
distance,2.87,2,0.001789%
distance,2.418,2,0.001789%
distance,9.618,2,0.001789%
distance,3.353,2,0.001789%
distance,0.256,2,0.001789%
distance,4.159,2,0.001789%
distance,8.165,2,0.001789%
distance,2.552,2,0.001789%
distance,2.057,2,0.001789%
distance,3.268,2,0.001789%
distance,9.254,2,0.001789%
distance,9.31,2,0.001789%
distance,28.615,2,0.001789%
distance,3.81,2,0.001789%
distance,8.173,2,0.001789%
distance,9.648,2,0.001789%
distance,3.737,2,0.001789%
distance,7.642,2,0.001789%
distance,10.508,2,0.001789%
distance,4.931,2,0.001789%
distance,5.591,2,0.001789%
distance,1.371,2,0.001789%
distance,1.43,2,0.001789%
distance,1.033,2,0.001789%
distance,4.587,2,0.001789%
distance,6.205,2,0.001789%
distance,0.274,2,0.001789%
distance,6.65,2,0.001789%
distance,6.278,2,0.001789%
distance,6.368,2,0.001789%
distance,0.622,2,0.001789%
distance,0.968,2,0.001789%
distance,10.079,2,0.001789%
distance,11.674,2,0.001789%
distance,10.505,2,0.001789%
distance,13.913,2,0.001789%
distance,0.878,2,0.001789%
distance,4.132,2,0.001789%
distance,10.681,2,0.001789%
distance,9.235,2,0.001789%
distance,0.448,2,0.001789%
distance,11.929,2,0.001789%
distance,11.18,2,0.001789%
distance,51.718,2,0.001789%
distance,1.839,2,0.001789%
distance,6.632,2,0.001789%
distance,1.023,2,0.001789%
distance,8.49,2,0.001789%
distance,1.364,2,0.001789%
distance,8.455,2,0.001789%
distance,1.352,2,0.001789%
distance,1.353,2,0.001789%
distance,5.428,2,0.001789%
distance,5.316,2,0.001789%
distance,10.497,2,0.001789%
distance,11.397,2,0.001789%
distance,9.583,2,0.001789%
distance,0.766,2,0.001789%
distance,6.077,2,0.001789%
distance,10.366,2,0.001789%
distance,5.834,2,0.001789%
distance,0.054,2,0.001789%
distance,0.63,2,0.001789%
distance,4.445,2,0.001789%
distance,5.321,2,0.001789%
distance,4.548,2,0.001789%
distance,11.165,2,0.001789%
distance,10.626,2,0.001789%
distance,2.018,2,0.001789%
distance,7.577,2,0.001789%
distance,4.596,2,0.001789%
distance,0.776,2,0.001789%
distance,5.689,2,0.001789%
distance,6.159,2,0.001789%
distance,0.127,2,0.001789%
distance,0.963,2,0.001789%
distance,4.261,2,0.001789%
distance,2.203,2,0.001789%
distance,7.116,2,0.001789%
distance,6.217,2,0.001789%
distance,1.356,2,0.001789%
distance,2.865,2,0.001789%
distance,5.869,2,0.001789%
distance,4.194,2,0.001789%
distance,0.617,2,0.001789%
distance,0.951,2,0.001789%
distance,6.341,2,0.001789%
distance,17.034,2,0.001789%
distance,22.027,2,0.001789%
distance,5.292,2,0.001789%
distance,1.862,2,0.001789%
distance,3.535,2,0.001789%
distance,8.382,2,0.001789%
distance,0.957,2,0.001789%
distance,4.462,2,0.001789%
distance,4.583,2,0.001789%
distance,2.473,2,0.001789%
distance,12.67,2,0.001789%
distance,11.857,2,0.001789%
distance,7.766,2,0.001789%
distance,8.139,2,0.001789%
distance,3.677,2,0.001789%
distance,1.688,2,0.001789%
distance,3.031,2,0.001789%
distance,6.856,2,0.001789%
distance,5.339,2,0.001789%
distance,3.623,2,0.001789%
distance,19.333,2,0.001789%
distance,20.133,2,0.001789%
distance,3.648,2,0.001789%
distance,3.449,2,0.001789%
distance,0.401,2,0.001789%
distance,0.251,2,0.001789%
distance,2.789,2,0.001789%
distance,3.415,2,0.001789%
distance,1.062,2,0.001789%
distance,1.829,2,0.001789%
distance,1.935,2,0.001789%
distance,0.965,2,0.001789%
distance,12.094,2,0.001789%
distance,7.695,2,0.001789%
distance,4.913,2,0.001789%
distance,4.533,2,0.001789%
distance,13.989,2,0.001789%
distance,4.173,2,0.001789%
distance,21.767,2,0.001789%
distance,0.851,2,0.001789%
distance,21.176,2,0.001789%
distance,4.702,2,0.001789%
distance,2.053,2,0.001789%
distance,0.413,2,0.001789%
distance,5.129,2,0.001789%
distance,1.723,2,0.001789%
distance,3.806,2,0.001789%
distance,3.788,2,0.001789%
distance,7.216,2,0.001789%
distance,3.858,2,0.001789%
distance,6.58,2,0.001789%
distance,5.472,2,0.001789%
distance,3.706,2,0.001789%
distance,5.986,2,0.001789%
distance,12.023,2,0.001789%
distance,1.382,2,0.001789%
distance,0.233,2,0.001789%
distance,4.904,2,0.001789%
distance,4.297,2,0.001789%
distance,3.174,2,0.001789%
distance,59.901,2,0.001789%
distance,59.637,2,0.001789%
distance,9.115,2,0.001789%
distance,7.393,2,0.001789%
distance,3.795,2,0.001789%
distance,13.201,2,0.001789%
distance,4.054,2,0.001789%
distance,0.802,2,0.001789%
distance,3.085,2,0.001789%
distance,1.152,2,0.001789%
distance,11.067,2,0.001789%
distance,13.842,2,0.001789%
distance,11.294,2,0.001789%
distance,9.715,2,0.001789%
distance,13.277,2,0.001789%
distance,4.781,2,0.001789%
distance,13.107,2,0.001789%
distance,0.588,2,0.001789%
distance,5.255,2,0.001789%
distance,6.276,2,0.001789%
distance,6.771,2,0.001789%
distance,1.335,2,0.001789%
distance,2.706,2,0.001789%
distance,0.217,2,0.001789%
distance,5.113,2,0.001789%
distance,2.903,2,0.001789%
distance,9.289,2,0.001789%
distance,20.163,2,0.001789%
distance,9.483,2,0.001789%
distance,0.307,2,0.001789%
distance,2.401,2,0.001789%
distance,2.721,2,0.001789%
distance,4.579,2,0.001789%
distance,15.471,2,0.001789%
distance,2.973,2,0.001789%
distance,5.804,2,0.001789%
distance,15.415,2,0.001789%
distance,13.016,2,0.001789%
distance,17.27,2,0.001789%
distance,1.895,2,0.001789%
distance,15.02,2,0.001789%
distance,0.971,2,0.001789%
distance,0.972,2,0.001789%
distance,1.675,2,0.001789%
distance,15.607,2,0.001789%
distance,2.846,2,0.001789%
distance,3.591,2,0.001789%
distance,3.152,2,0.001789%
distance,5.843,2,0.001789%
distance,1.466,2,0.001789%
distance,9.388,2,0.001789%
distance,3.873,2,0.001789%
distance,8.782,2,0.001789%
distance,11.448,2,0.001789%
distance,12.066,2,0.001789%
distance,6.824,2,0.001789%
distance,20.42,2,0.001789%
distance,9.378,2,0.001789%
distance,7.265,2,0.001789%
distance,13.222,2,0.001789%
distance,9.35,2,0.001789%
distance,5.487,2,0.001789%
distance,7.231,2,0.001789%
distance,14.491,2,0.001789%
distance,10.606,2,0.001789%
distance,0.918,2,0.001789%
distance,29.475,2,0.001789%
distance,0.593,2,0.001789%
distance,32.561,2,0.001789%
distance,4.516,2,0.001789%
distance,2.273,2,0.001789%
distance,4.206,2,0.001789%
distance,5.556,2,0.001789%
distance,7.895,2,0.001789%
distance,4.547,2,0.001789%
distance,1.402,2,0.001789%
distance,11.994,2,0.001789%
distance,6.662,2,0.001789%
distance,2.761,2,0.001789%
distance,7.887,2,0.001789%
distance,2.183,2,0.001789%
distance,2.324,2,0.001789%
distance,8.051,2,0.001789%
distance,0.992,2,0.001789%
distance,3.578,2,0.001789%
distance,21.503,2,0.001789%
distance,0.71,2,0.001789%
distance,7.259,2,0.001789%
distance,6.471,2,0.001789%
distance,5.417,2,0.001789%
distance,5.508,2,0.001789%
distance,0.799,2,0.001789%
distance,4.4,2,0.001789%
distance,4.443,2,0.001789%
distance,9.699,2,0.001789%
distance,9.692,2,0.001789%
distance,6.152,2,0.001789%
distance,5.538,2,0.001789%
distance,5.557,2,0.001789%
distance,1.908,2,0.001789%
distance,8.346,2,0.001789%
distance,2.284,2,0.001789%
distance,4.629,2,0.001789%
distance,0.081,2,0.001789%
distance,3.499,2,0.001789%
distance,4.384,2,0.001789%
distance,2.2,2,0.001789%
distance,4.896,2,0.001789%
distance,10.519,2,0.001789%
distance,1.526,2,0.001789%
distance,7.114,2,0.001789%
distance,7.273,2,0.001789%
distance,2.215,2,0.001789%
distance,1.83,2,0.001789%
distance,3.924,2,0.001789%
distance,9.666,2,0.001789%
distance,2.007,2,0.001789%
distance,1.736,2,0.001789%
distance,8.74,2,0.001789%
distance,8.716,2,0.001789%
distance,1.263,2,0.001789%
distance,6.73,2,0.001789%
distance,3.97,2,0.001789%
distance,3.423,2,0.001789%
distance,0.107,2,0.001789%
distance,7.727,2,0.001789%
distance,6.106,2,0.001789%
distance,0.955,2,0.001789%
distance,2.821,2,0.001789%
distance,6.158,2,0.001789%
distance,7.21,2,0.001789%
distance,0.624,2,0.001789%
distance,21.818,2,0.001789%
distance,6.734,2,0.001789%
distance,3.153,2,0.001789%
distance,1.938,2,0.001789%
distance,4.186,2,0.001789%
distance,5.236,2,0.001789%
distance,1.798,2,0.001789%
distance,1.275,2,0.001789%
distance,5.928,2,0.001789%
distance,3.406,2,0.001789%
distance,1.449,2,0.001789%
distance,2.037,2,0.001789%
distance,2.652,2,0.001789%
distance,3.392,2,0.001789%
distance,3.625,2,0.001789%
distance,17.57,2,0.001789%
distance,3.722,2,0.001789%
distance,6.69,2,0.001789%
distance,7.753,2,0.001789%
distance,9.653,2,0.001789%
distance,5.218,2,0.001789%
distance,5.405,2,0.001789%
distance,1.438,2,0.001789%
distance,3.949,2,0.001789%
distance,15.174,2,0.001789%
distance,8.897,2,0.001789%
distance,2.995,2,0.001789%
distance,0.644,2,0.001789%
distance,6.014,2,0.001789%
distance,0.528,2,0.001789%
distance,4.552,2,0.001789%
distance,4.523,2,0.001789%
distance,33.483,2,0.001789%
distance,0.314,2,0.001789%
distance,0.138,2,0.001789%
distance,3.843,2,0.001789%
distance,0.31,2,0.001789%
distance,3.157,2,0.001789%
distance,7.683,2,0.001789%
distance,7.062,2,0.001789%
distance,7.033,2,0.001789%
distance,5.8,2,0.001789%
distance,2.343,2,0.001789%
distance,6.224,2,0.001789%
distance,5.354,2,0.001789%
distance,5.205,2,0.001789%
distance,7.047,2,0.001789%
distance,14.065,2,0.001789%
distance,19.488,2,0.001789%
distance,60.592,2,0.001789%
distance,64.152,2,0.001789%
distance,2.41,2,0.001789%
distance,6.406,2,0.001789%
distance,0.823,2,0.001789%
distance,2.228,2,0.001789%
distance,57.656,2,0.001789%
distance,9.179,2,0.001789%
distance,2.396,2,0.001789%
distance,1.885,2,0.001789%
distance,18.052,2,0.001789%
distance,1.286,2,0.001789%
distance,4.175,2,0.001789%
distance,3.72,2,0.001789%
distance,3.036,2,0.001789%
distance,4.678,2,0.001789%
distance,3.79,2,0.001789%
distance,3.045,2,0.001789%
distance,0.275,2,0.001789%
distance,6.021,2,0.001789%
distance,4.127,2,0.001789%
distance,0.615,2,0.001789%
distance,2.413,2,0.001789%
distance,2.483,2,0.001789%
distance,6.642,2,0.001789%
distance,6.648,2,0.001789%
distance,4.32,2,0.001789%
distance,2.047,2,0.001789%
distance,3.454,2,0.001789%
distance,39.36,2,0.001789%
distance,0.208,2,0.001789%
distance,1.297,2,0.001789%
distance,1.968,2,0.001789%
distance,1.054,2,0.001789%
distance,7.774,2,0.001789%
distance,3.191,2,0.001789%
distance,2.63,2,0.001789%
distance,3.762,2,0.001789%
distance,3.582,2,0.001789%
distance,8.677,2,0.001789%
distance,1.818,2,0.001789%
distance,1.725,2,0.001789%
distance,6.718,2,0.001789%
distance,1.058,2,0.001789%
distance,1.111,2,0.001789%
distance,2.163,2,0.001789%
distance,7.942,2,0.001789%
distance,5.875,2,0.001789%
distance,7.672,2,0.001789%
distance,4.113,2,0.001789%
distance,8.569,2,0.001789%
distance,1.63,2,0.001789%
distance,5.502,2,0.001789%
distance,4.556,2,0.001789%
distance,5.641,2,0.001789%
distance,24.186,2,0.001789%
distance,4.144,2,0.001789%
distance,1.075,2,0.001789%
distance,26.129,2,0.001789%
distance,5.75,2,0.001789%
distance,3.1,2,0.001789%
distance,3.319,2,0.001789%
distance,2.099,2,0.001789%
distance,13.515,2,0.001789%
distance,4.35,2,0.001789%
distance,3.08,2,0.001789%
distance,6.501,2,0.001789%
distance,2.196,2,0.001789%
distance,29.652,2,0.001789%
distance,30.075,2,0.001789%
distance,8.537,2,0.001789%
distance,13.169,2,0.001789%
distance,2.641,2,0.001789%
distance,2.193,2,0.001789%
distance,1.215,2,0.001789%
distance,3.255,2,0.001789%
distance,10.666,2,0.001789%
distance,3.096,2,0.001789%
distance,9.463,2,0.001789%
distance,8.876,2,0.001789%
distance,5.778,2,0.001789%
distance,1.254,2,0.001789%
distance,2.886,2,0.001789%
distance,7.468,2,0.001789%
distance,1.379,2,0.001789%
distance,10.094,2,0.001789%
distance,3.862,2,0.001789%
distance,3.888,2,0.001789%
distance,0.637,2,0.001789%
distance,4.415,2,0.001789%
distance,2.919,2,0.001789%
distance,1.626,2,0.001789%
distance,3.78,2,0.001789%
distance,2.687,2,0.001789%
distance,2.763,2,0.001789%
distance,6.593,2,0.001789%
distance,2.268,2,0.001789%
distance,10.02,2,0.001789%
distance,2.772,2,0.001789%
distance,2.541,2,0.001789%
distance,17.245,2,0.001789%
distance,7.585,2,0.001789%
distance,8.45,2,0.001789%
distance,5.606,2,0.001789%
distance,1.837,2,0.001789%
distance,10.915,2,0.001789%
distance,1.387,2,0.001789%
distance,4.962,2,0.001789%
distance,4.871,2,0.001789%
distance,2.998,2,0.001789%
distance,1.086,2,0.001789%
distance,92.522,2,0.001789%
distance,1.123,2,0.001789%
distance,2.438,2,0.001789%
distance,4.646,2,0.001789%
distance,1.601,2,0.001789%
distance,12.306,2,0.001789%
distance,3.719,2,0.001789%
distance,17.753,2,0.001789%
distance,6.491,2,0.001789%
distance,7.812,2,0.001789%
distance,0.835,2,0.001789%
distance,3.393,2,0.001789%
distance,3.381,2,0.001789%
distance,5.602,2,0.001789%
distance,8.411,2,0.001789%
distance,8.618,2,0.001789%
distance,8.92,2,0.001789%
distance,11.295,2,0.001789%
distance,10.776,2,0.001789%
distance,3.712,2,0.001789%
distance,4.131,2,0.001789%
distance,7.643,2,0.001789%
distance,15.743,2,0.001789%
distance,9.165,2,0.001789%
distance,7.946,2,0.001789%
distance,9.924,2,0.001789%
distance,3.855,2,0.001789%
distance,6.466,2,0.001789%
distance,1.969,2,0.001789%
distance,2.448,2,0.001789%
distance,4.631,2,0.001789%
distance,1.631,2,0.001789%
distance,2.576,2,0.001789%
distance,1.849,2,0.001789%
distance,9.403,2,0.001789%
distance,10.789,2,0.001789%
distance,9.691,2,0.001789%
distance,1.334,2,0.001789%
distance,0.717,2,0.001789%
distance,9.524,2,0.001789%
distance,40.546,2,0.001789%
distance,31.642,2,0.001789%
distance,8.06,2,0.001789%
distance,0.664,2,0.001789%
distance,5.661,2,0.001789%
distance,1.195,2,0.001789%
distance,1.5,2,0.001789%
distance,1.803,2,0.001789%
distance,0.468,2,0.001789%
distance,4.614,2,0.001789%
distance,5.635,2,0.001789%
distance,2.059,2,0.001789%
distance,4.399,2,0.001789%
distance,1.943,2,0.001789%
distance,6.381,2,0.001789%
distance,6.172,2,0.001789%
distance,3.697,2,0.001789%
distance,3.774,2,0.001789%
distance,10.199,2,0.001789%
distance,11.847,2,0.001789%
distance,5.876,2,0.001789%
distance,6.14,2,0.001789%
distance,0.255,2,0.001789%
distance,4.043,2,0.001789%
distance,19.219,2,0.001789%
distance,2.868,2,0.001789%
distance,2.381,2,0.001789%
distance,28.896,2,0.001789%
distance,2.153,2,0.001789%
distance,2.15,2,0.001789%
distance,1.683,2,0.001789%
distance,2.619,2,0.001789%
distance,4.883,2,0.001789%
distance,4.683,2,0.001789%
distance,3.805,2,0.001789%
distance,1.622,2,0.001789%
distance,4.406,2,0.001789%
distance,0.877,2,0.001789%
distance,1.872,2,0.001789%
distance,3.502,2,0.001789%
distance,4.033,2,0.001789%
distance,36.077,2,0.001789%
distance,4.349,2,0.001789%
distance,2.551,2,0.001789%
distance,1.305,2,0.001789%
distance,3.541,2,0.001789%
distance,3.525,2,0.001789%
distance,0.09,2,0.001789%
distance,3.081,2,0.001789%
distance,3.506,2,0.001789%
distance,7.041,2,0.001789%
distance,0.861,2,0.001789%
distance,6.929,2,0.001789%
distance,0.741,2,0.001789%
distance,0.3,2,0.001789%
distance,23.098,2,0.001789%
distance,27.14,2,0.001789%
distance,17.31,2,0.001789%
distance,16.789,2,0.001789%
distance,6.17,2,0.001789%
distance,0.045,2,0.001789%
distance,30.739,2,0.001789%
distance,30.85,2,0.001789%
distance,4.068,2,0.001789%
distance,8.088,2,0.001789%
distance,3.935,2,0.001789%
distance,15.533,2,0.001789%
distance,12.022,2,0.001789%
distance,2.864,2,0.001789%
distance,5.961,2,0.001789%
distance,1.365,2,0.001789%
distance,1.274,2,0.001789%
distance,0.106,2,0.001789%
distance,12.779,2,0.001789%
distance,35.115,2,0.001789%
distance,35.651,2,0.001789%
distance,3.794,2,0.001789%
distance,0.952,2,0.001789%
distance,1.87,2,0.001789%
distance,7.691,2,0.001789%
distance,8.282,2,0.001789%
distance,6.927,2,0.001789%
distance,2.091,2,0.001789%
distance,3.281,2,0.001789%
distance,5.061,2,0.001789%
distance,8.974,2,0.001789%
distance,8.975,2,0.001789%
distance,32.262,2,0.001789%
distance,32.511,2,0.001789%
distance,1.922,2,0.001789%
distance,4.164,2,0.001789%
distance,4.137,2,0.001789%
distance,27.524,2,0.001789%
distance,27.771,2,0.001789%
distance,15.91,2,0.001789%
distance,2.827,2,0.001789%
distance,12.222,2,0.001789%
distance,12.203,2,0.001789%
distance,0.475,2,0.001789%
distance,0.677,2,0.001789%
distance,1.415,2,0.001789%
distance,1.815,2,0.001789%
distance,4.484,2,0.001789%
distance,1.718,2,0.001789%
distance,1.612,2,0.001789%
distance,3.566,2,0.001789%
distance,3.362,2,0.001789%
distance,9.644,2,0.001789%
distance,16.593,2,0.001789%
distance,1.269,2,0.001789%
distance,1.117,2,0.001789%
distance,23.618,2,0.001789%
distance,23.569,2,0.001789%
distance,2.852,2,0.001789%
distance,0.935,2,0.001789%
distance,3.46,2,0.001789%
distance,3.127,2,0.001789%
distance,1.874,2,0.001789%
distance,10.085,2,0.001789%
distance,0.634,2,0.001789%
distance,5.99,2,0.001789%
distance,5.265,2,0.001789%
distance,9.449,2,0.001789%
distance,7.308,2,0.001789%
distance,4.879,2,0.001789%
distance,13.1,2,0.001789%
distance,3.847,2,0.001789%
distance,0.58,2,0.001789%
distance,2.863,2,0.001789%
distance,13.226,2,0.001789%
distance,2.527,2,0.001789%
distance,1.68,2,0.001789%
distance,6.603,2,0.001789%
distance,2.4,2,0.001789%
distance,4.774,2,0.001789%
distance,3.946,2,0.001789%
distance,7.174,2,0.001789%
distance,8.801,2,0.001789%
distance,12.351,2,0.001789%
distance,12.363,2,0.001789%
distance,16.389,2,0.001789%
distance,7.342,2,0.001789%
distance,22.679,2,0.001789%
distance,4.135,2,0.001789%
distance,4.518,2,0.001789%
distance,2.907,2,0.001789%
distance,9.617,2,0.001789%
distance,5.871,2,0.001789%
distance,5.976,2,0.001789%
distance,2.948,2,0.001789%
distance,2.73,2,0.001789%
distance,9.053,2,0.001789%
distance,8.05,2,0.001789%
distance,15.899,2,0.001789%
distance,15.519,2,0.001789%
distance,2.247,2,0.001789%
distance,3.747,2,0.001789%
distance,0.779,2,0.001789%
distance,0.707,2,0.001789%
distance,16.702,2,0.001789%
distance,2.206,2,0.001789%
distance,2.195,2,0.001789%
distance,1.923,2,0.001789%
distance,9.048,2,0.001789%
distance,2.178,2,0.001789%
distance,0.136,2,0.001789%
distance,3.333,2,0.001789%
distance,10.14,2,0.001789%
distance,3.373,2,0.001789%
distance,8.138,2,0.001789%
distance,8.102,2,0.001789%
distance,1.028,2,0.001789%
distance,12.777,2,0.001789%
distance,2.09,2,0.001789%
distance,9.13,2,0.001789%
distance,7.6,2,0.001789%
distance,0.789,2,0.001789%
distance,2.071,2,0.001789%
distance,4.658,2,0.001789%
distance,0.512,2,0.001789%
distance,3.361,2,0.001789%
distance,7.118,2,0.001789%
distance,21.814,2,0.001789%
distance,18.228,2,0.001789%
distance,0.899,2,0.001789%
distance,7.918,2,0.001789%
distance,1.786,2,0.001789%
distance,0.978,2,0.001789%
distance,2.901,2,0.001789%
distance,1.681,2,0.001789%
distance,8.457,2,0.001789%
distance,8.463,2,0.001789%
distance,1.343,2,0.001789%
distance,1.49,2,0.001789%
distance,21.024,2,0.001789%
distance,8.64,2,0.001789%
distance,8.627,2,0.001789%
distance,2.915,2,0.001789%
distance,2.197,2,0.001789%
distance,2.424,2,0.001789%
distance,4.058,2,0.001789%
distance,35.761,2,0.001789%
distance,2.049,2,0.001789%
distance,3.657,2,0.001789%
distance,1.406,2,0.001789%
distance,13.415,2,0.001789%
distance,3.039,2,0.001789%
distance,0.995,2,0.001789%
distance,1.005,2,0.001789%
distance,5.8439086339,2,0.001789%
distance,8.480879894,2,0.001789%
distance,12.84791101,2,0.001789%
distance,0.789926199,2,0.001789%
distance,12.331674576,2,0.001789%
distance,38.542373395,2,0.001789%
distance,5.7840384267,2,0.001789%
distance,0.2534294461,2,0.001789%
distance,11.601351822,2,0.001789%
distance,9.9693965558,2,0.001789%
distance,13.018138492,2,0.001789%
distance,0.5850117036,2,0.001789%
distance,50.401916662,2,0.001789%
distance,4.9227828625,2,0.001789%
distance,0.3380317395,2,0.001789%
distance,1.4474561598,2,0.001789%
distance,45.926100426,2,0.001789%
distance,1.4924612754,2,0.001789%
