column,value,count,percentage
distance,2.6476956923,1,0.000894%
distance,1.7361026898,1,0.000894%
distance,10.664186607,1,0.000894%
distance,0.9070090859,1,0.000894%
distance,7.6599450307,1,0.000894%
distance,8.7243935226,1,0.000894%
distance,9.3737268961,1,0.000894%
distance,4.6374943253,1,0.000894%
distance,4.6253232727,1,0.000894%
distance,6.0650751079,1,0.000894%
distance,3.9002506584,1,0.000894%
distance,2.7250921867,1,0.000894%
distance,66.374063789,1,0.000894%
distance,30.900939922,1,0.000894%
distance,37.977656913,1,0.000894%
distance,13.323562913,1,0.000894%
distance,11.790197708,1,0.000894%
distance,5.0787217476,1,0.000894%
distance,0.2350908181,1,0.000894%
distance,0.5704147231,1,0.000894%
distance,0.7456038241,1,0.000894%
distance,0.5150672643,1,0.000894%
distance,0.2526114178,1,0.000894%
distance,9.7237061541,1,0.000894%
distance,0.8887819928,1,0.000894%
distance,10.577793704,1,0.000894%
distance,13.906675367,1,0.000894%
distance,1.1666627662,1,0.000894%
distance,13.522096729,1,0.000894%
distance,0.1715486133,1,0.000894%
distance,5.2008350285,1,0.000894%
distance,5.6659281549,1,0.000894%
distance,0.5306136887,1,0.000894%
distance,9.1569641564,1,0.000894%
distance,18.66112516,1,0.000894%
distance,16.760869736,1,0.000894%
distance,3.8523861053,1,0.000894%
distance,2.3159487406,1,0.000894%
distance,6.1681347131,1,0.000894%
distance,3.8877715611,1,0.000894%
distance,0.5805012934,1,0.000894%
distance,4.1207449675,1,0.000894%
distance,4.6505516578,1,0.000894%
distance,4.2814893884,1,0.000894%
distance,8.6188570999,1,0.000894%
distance,8.7522288501,1,0.000894%
distance,0.5668248056,1,0.000894%
distance,4.8063262572,1,0.000894%
distance,16.709210173,1,0.000894%
distance,17.647328758,1,0.000894%
distance,1.5734203853,1,0.000894%
distance,1.6684131024,1,0.000894%
distance,0.1112978024,1,0.000894%
distance,0.2406856473,1,0.000894%
distance,0.1256982662,1,0.000894%
distance,0.2480379564,1,0.000894%
distance,3.1646965724,1,0.000894%
distance,1.5910925076,1,0.000894%
distance,2.0272120127,1,0.000894%
distance,1.9385690377,1,0.000894%
distance,13.590115231,1,0.000894%
distance,0.7659126304,1,0.000894%
distance,9.7694554663,1,0.000894%
distance,3.1493143971,1,0.000894%
distance,0.2818404185,1,0.000894%
distance,17.574474817,1,0.000894%
distance,4.3667730021,1,0.000894%
distance,10.024875104,1,0.000894%
distance,2.7041829004,1,0.000894%
distance,9.7105755855,1,0.000894%
distance,14.529254703,1,0.000894%
distance,8.0535848977,1,0.000894%
distance,2.5409544716,1,0.000894%
distance,0.5354906968,1,0.000894%
distance,12.909519,1,0.000894%
distance,12.820242606,1,0.000894%
distance,0.4117020316,1,0.000894%
distance,1.3683246129,1,0.000894%
distance,0.9326223887,1,0.000894%
distance,0.4455689674,1,0.000894%
distance,1.097860413,1,0.000894%
distance,3.1739271915,1,0.000894%
distance,3.5226919434,1,0.000894%
distance,1.7996463667,1,0.000894%
distance,1.5236661597,1,0.000894%
distance,5.5297387022,1,0.000894%
distance,4.4007322668,1,0.000894%
distance,0.8667369502,1,0.000894%
distance,2.2400658346,1,0.000894%
distance,0.329586996,1,0.000894%
distance,1.7531930476,1,0.000894%
distance,8.2347637309,1,0.000894%
distance,1.1568158767,1,0.000894%
distance,8.6915247085,1,0.000894%
distance,12.658132618,1,0.000894%
distance,17.259,1,0.000894%
distance,8.563,1,0.000894%
distance,9.252,1,0.000894%
distance,2.9757619526,1,0.000894%
distance,10.375716237,1,0.000894%
distance,4.3194532514,1,0.000894%
distance,7.4367097998,1,0.000894%
distance,3.2901485779,1,0.000894%
distance,4.5767561378,1,0.000894%
distance,13.154944673,1,0.000894%
distance,13.928684653,1,0.000894%
distance,6.3768657345,1,0.000894%
distance,5.1016691594,1,0.000894%
distance,6.3846060897,1,0.000894%
distance,1.4578064018,1,0.000894%
distance,0.4002367568,1,0.000894%
distance,0.132873557,1,0.000894%
distance,5.6769401253,1,0.000894%
distance,5.9442559676,1,0.000894%
distance,8.3538261126,1,0.000894%
distance,0.976152878,1,0.000894%
distance,2.0376942092,1,0.000894%
distance,8.2329124925,1,0.000894%
distance,6.6960484787,1,0.000894%
distance,5.8276971172,1,0.000894%
distance,0.8729613688,1,0.000894%
distance,5.9468989812,1,0.000894%
distance,4.2378327728,1,0.000894%
distance,1.9904042013,1,0.000894%
distance,35.373980309,1,0.000894%
distance,6.3240622015,1,0.000894%
distance,29.318789681,1,0.000894%
distance,33.170116217,1,0.000894%
distance,2.9056025248,1,0.000894%
distance,0.6686477094,1,0.000894%
distance,12.262559296,1,0.000894%
distance,2.3965162307,1,0.000894%
distance,4.9616826444,1,0.000894%
distance,5.9896207416,1,0.000894%
distance,8.6137257963,1,0.000894%
distance,25.557698625,1,0.000894%
distance,23.824375514,1,0.000894%
distance,4.0968694594,1,0.000894%
distance,6.0463644723,1,0.000894%
distance,1.5011956728,1,0.000894%
distance,1.9434154232,1,0.000894%
distance,1.1037882733,1,0.000894%
distance,1.0399851577,1,0.000894%
distance,1.2777728896,1,0.000894%
distance,0.7521665786,1,0.000894%
distance,3.8787375382,1,0.000894%
distance,3.5867536933,1,0.000894%
distance,7.0128589751,1,0.000894%
distance,5.6148880303,1,0.000894%
distance,1.483193519,1,0.000894%
distance,13.980319437,1,0.000894%
distance,35.375728973,1,0.000894%
distance,28.005111298,1,0.000894%
distance,14.483357709,1,0.000894%
distance,11.94467766,1,0.000894%
distance,2.1630699315,1,0.000894%
distance,5.7955583544,1,0.000894%
distance,20.482679685,1,0.000894%
distance,2.0295491898,1,0.000894%
distance,1.5342386688,1,0.000894%
distance,0.9177275939,1,0.000894%
distance,2.6030682366,1,0.000894%
distance,2.817763893,1,0.000894%
distance,1.593200825,1,0.000894%
distance,1.1543600788,1,0.000894%
distance,11.2629969,1,0.000894%
distance,11.38327153,1,0.000894%
distance,0.48787988,1,0.000894%
distance,4.9973311624,1,0.000894%
distance,1.5783507249,1,0.000894%
distance,7.6073361919,1,0.000894%
distance,9.7799411993,1,0.000894%
distance,17.236,1,0.000894%
distance,5.015196629,1,0.000894%
distance,7.7587627676,1,0.000894%
distance,1.3987565008,1,0.000894%
distance,1.4335614714,1,0.000894%
distance,0.2353200201,1,0.000894%
distance,1.0795795441,1,0.000894%
distance,8.6886867272,1,0.000894%
distance,1.0853685477,1,0.000894%
distance,4.528,1,0.000894%
distance,8.223,1,0.000894%
distance,0.3724309137,1,0.000894%
distance,7.0881371139,1,0.000894%
distance,7.2102910412,1,0.000894%
distance,3.7006801995,1,0.000894%
distance,3.5168051398,1,0.000894%
distance,5.8500385484,1,0.000894%
distance,0.7769660266,1,0.000894%
distance,0.7605360994,1,0.000894%
distance,0.736591948,1,0.000894%
distance,0.0492046813,1,0.000894%
distance,0.0823261123,1,0.000894%
distance,2.7081740073,1,0.000894%
distance,2.6169151504,1,0.000894%
distance,4.5370589435,1,0.000894%
distance,4.0348231741,1,0.000894%
distance,3.9518238618,1,0.000894%
distance,0.1942007265,1,0.000894%
distance,12.218940183,1,0.000894%
distance,9.0633805778,1,0.000894%
distance,3.3260279237,1,0.000894%
distance,5.643515201,1,0.000894%
distance,0.2698222123,1,0.000894%
distance,0.4490227812,1,0.000894%
distance,4.3893643735,1,0.000894%
distance,1.5446704573,1,0.000894%
distance,1.229,1,0.000894%
distance,5.3732646829,1,0.000894%
distance,1.4906708721,1,0.000894%
distance,6.5191445401,1,0.000894%
distance,19.865219099,1,0.000894%
distance,19.47989947,1,0.000894%
distance,0.5579067334,1,0.000894%
distance,1.0481040835,1,0.000894%
distance,0.6796870074,1,0.000894%
distance,0.143657325,1,0.000894%
distance,7.8848886354,1,0.000894%
distance,0.7744352692,1,0.000894%
distance,7.8573754028,1,0.000894%
distance,0.8272231996,1,0.000894%
distance,0.1996440105,1,0.000894%
distance,0.6690261792,1,0.000894%
distance,19.941427187,1,0.000894%
distance,0.3733396116,1,0.000894%
distance,21.570175051,1,0.000894%
distance,8.19765528,1,0.000894%
distance,9.3762907632,1,0.000894%
distance,1.5697213472,1,0.000894%
distance,10.044129883,1,0.000894%
distance,5.9248129606,1,0.000894%
distance,4.2010790763,1,0.000894%
distance,22.444514016,1,0.000894%
distance,0.6545450842,1,0.000894%
distance,13.584609439,1,0.000894%
distance,21.963592641,1,0.000894%
distance,1.063288657,1,0.000894%
distance,21.399427194,1,0.000894%
distance,5.7965705734,1,0.000894%
distance,0.9278616322,1,0.000894%
distance,9.2534450167,1,0.000894%
distance,9.9181844564,1,0.000894%
distance,7.4578044919,1,0.000894%
distance,1.0152857374,1,0.000894%
distance,3.7701091087,1,0.000894%
distance,3.1523261279,1,0.000894%
distance,5.0653344198,1,0.000894%
distance,23.453,1,0.000894%
distance,24.102,1,0.000894%
distance,1.7914311073,1,0.000894%
distance,0.641001774,1,0.000894%
distance,3.661,1,0.000894%
distance,1.0186817663,1,0.000894%
distance,3.0437233462,1,0.000894%
distance,3.3545339199,1,0.000894%
distance,9.2331153042,1,0.000894%
distance,9.8127299981,1,0.000894%
distance,0.6490157252,1,0.000894%
distance,23.58556481,1,0.000894%
distance,18.39639966,1,0.000894%
distance,4.16580588,1,0.000894%
distance,2.026630119,1,0.000894%
distance,1.5856853485,1,0.000894%
distance,1.0518903358,1,0.000894%
distance,0.6267139522,1,0.000894%
distance,8.2527544681,1,0.000894%
distance,7.783706845,1,0.000894%
distance,0.4885350326,1,0.000894%
distance,1.922087289,1,0.000894%
distance,0.917556129,1,0.000894%
distance,1.120982678,1,0.000894%
distance,0.9960769459,1,0.000894%
distance,0.9443812405,1,0.000894%
distance,1.1119585991,1,0.000894%
distance,8.243468149,1,0.000894%
distance,5.2715512112,1,0.000894%
distance,0.8575287261,1,0.000894%
distance,27.06236727,1,0.000894%
distance,29.675201156,1,0.000894%
distance,1.615957826,1,0.000894%
distance,30.56330341,1,0.000894%
distance,35.775398236,1,0.000894%
distance,36.467679527,1,0.000894%
distance,6.9551409247,1,0.000894%
distance,6.60543075,1,0.000894%
distance,8.450572005,1,0.000894%
distance,2.1352775967,1,0.000894%
distance,6.4703585273,1,0.000894%
distance,1.6446927282,1,0.000894%
distance,8.8951374406,1,0.000894%
distance,10.013461611,1,0.000894%
distance,0.2240338967,1,0.000894%
distance,0.2264211952,1,0.000894%
distance,5.365963758,1,0.000894%
distance,5.5302272388,1,0.000894%
distance,5.6057119916,1,0.000894%
distance,0.1588444227,1,0.000894%
distance,1.1105322804,1,0.000894%
distance,4.6926662254,1,0.000894%
distance,0.7005102768,1,0.000894%
distance,5.7067092696,1,0.000894%
distance,0.1477760561,1,0.000894%
distance,0.0736992052,1,0.000894%
distance,0.2161893817,1,0.000894%
distance,14.507985728,1,0.000894%
distance,14.369300767,1,0.000894%
distance,44.786407202,1,0.000894%
distance,43.710911341,1,0.000894%
distance,2.8313447242,1,0.000894%
distance,0.7252578686,1,0.000894%
distance,0.6487877002,1,0.000894%
distance,0.5238694427,1,0.000894%
distance,0.329800091,1,0.000894%
distance,6.457,1,0.000894%
distance,6.496,1,0.000894%
distance,2.1805083183,1,0.000894%
distance,3.2352970064,1,0.000894%
distance,12.032011065,1,0.000894%
distance,0.2275763658,1,0.000894%
distance,0.4126437902,1,0.000894%
distance,2.5814118554,1,0.000894%
distance,13.61361809,1,0.000894%
distance,1.6782659268,1,0.000894%
distance,1.3792579231,1,0.000894%
distance,2.5007931101,1,0.000894%
distance,13.590958047,1,0.000894%
distance,13.138556652,1,0.000894%
distance,1.8821047118,1,0.000894%
distance,18.769249324,1,0.000894%
distance,2.7102850497,1,0.000894%
distance,1.1199897772,1,0.000894%
distance,1.2766768954,1,0.000894%
distance,17.304835917,1,0.000894%
distance,3.0964793827,1,0.000894%
distance,2.6353334483,1,0.000894%
distance,4.0481197359,1,0.000894%
distance,1.774407163,1,0.000894%
distance,2.6111914429,1,0.000894%
distance,0.9391302257,1,0.000894%
distance,54.465056069,1,0.000894%
distance,3.6071022465,1,0.000894%
distance,1.6138055743,1,0.000894%
distance,2.0142137951,1,0.000894%
distance,6.1083567399,1,0.000894%
distance,3.9970355255,1,0.000894%
distance,2.1501089405,1,0.000894%
distance,5.474,1,0.000894%
distance,5.631,1,0.000894%
distance,37.031402718,1,0.000894%
distance,37.097701841,1,0.000894%
distance,4.0116317843,1,0.000894%
distance,2.4751824593,1,0.000894%
distance,0.3882466567,1,0.000894%
distance,2.0939456621,1,0.000894%
distance,9.7472844526,1,0.000894%
distance,3.1413118025,1,0.000894%
distance,4.2629910236,1,0.000894%
distance,35.913878391,1,0.000894%
distance,36.831700236,1,0.000894%
distance,7.3804069059,1,0.000894%
distance,38.704865974,1,0.000894%
distance,6.2726119088,1,0.000894%
distance,3.9574554956,1,0.000894%
distance,1.9926921194,1,0.000894%
distance,5.1642866994,1,0.000894%
distance,3.8966932508,1,0.000894%
distance,2.0377511508,1,0.000894%
distance,7.1286160025,1,0.000894%
distance,11.424211807,1,0.000894%
distance,1.0878720396,1,0.000894%
distance,11.156845606,1,0.000894%
distance,6.7565244633,1,0.000894%
distance,3.1324554124,1,0.000894%
distance,8.015916342,1,0.000894%
distance,15.193803898,1,0.000894%
distance,21.115401687,1,0.000894%
distance,0.2132164645,1,0.000894%
distance,4.1585590063,1,0.000894%
distance,0.8287838951,1,0.000894%
distance,2.8517894902,1,0.000894%
distance,1.0014557218,1,0.000894%
distance,16.849956876,1,0.000894%
distance,13.984853268,1,0.000894%
distance,1.521787532,1,0.000894%
distance,4.8729606702,1,0.000894%
distance,6.0297022295,1,0.000894%
distance,19.173810453,1,0.000894%
distance,1.5247893958,1,0.000894%
distance,28.216832694,1,0.000894%
distance,28.110550574,1,0.000894%
distance,7.2492570591,1,0.000894%
distance,0.674869434,1,0.000894%
distance,28.21683269,1,0.000894%
distance,4.6701173478,1,0.000894%
distance,1.9161755777,1,0.000894%
distance,6.5827725042,1,0.000894%
distance,1.6348090992,1,0.000894%
distance,0.8570648795,1,0.000894%
distance,9.3183769109,1,0.000894%
distance,7.9436531536,1,0.000894%
distance,13.653012438,1,0.000894%
distance,5.346936061,1,0.000894%
distance,4.8602645678,1,0.000894%
distance,7.0649024004,1,0.000894%
distance,1.6159203828,1,0.000894%
distance,2.1057461271,1,0.000894%
distance,0.2387930038,1,0.000894%
distance,1.5176141368,1,0.000894%
distance,49.498127504,1,0.000894%
distance,13.269502704,1,0.000894%
distance,54.220208388,1,0.000894%
distance,13.996565397,1,0.000894%
distance,18.550495544,1,0.000894%
distance,7.6351181499,1,0.000894%
distance,3.5810787676,1,0.000894%
distance,8.1729986203,1,0.000894%
distance,1.069746302,1,0.000894%
distance,8.8528044844,1,0.000894%
distance,31.509676773,1,0.000894%
distance,29.281931947,1,0.000894%
distance,17.796738359,1,0.000894%
distance,20.499460534,1,0.000894%
distance,2.8455768181,1,0.000894%
distance,0.1266844945,1,0.000894%
distance,2.2678506694,1,0.000894%
distance,2.9242343038,1,0.000894%
distance,3.8444129582,1,0.000894%
distance,0.6590971155,1,0.000894%
distance,1.7849626504,1,0.000894%
distance,1.9606910837,1,0.000894%
distance,1.9858241263,1,0.000894%
distance,5.361192799,1,0.000894%
distance,1.5001737805,1,0.000894%
distance,4.3835752073,1,0.000894%
distance,10.264450069,1,0.000894%
distance,1.8137748006,1,0.000894%
distance,11.757713076,1,0.000894%
distance,6.4451829267,1,0.000894%
distance,3.1899047113,1,0.000894%
distance,2.0305351753,1,0.000894%
distance,0.2107263665,1,0.000894%
distance,0.7237166386,1,0.000894%
distance,1.8052922538,1,0.000894%
distance,1.2903381828,1,0.000894%
distance,1.4259848275,1,0.000894%
distance,8.6129547561,1,0.000894%
distance,0.2766411491,1,0.000894%
distance,0.388742454,1,0.000894%
distance,0.4413652168,1,0.000894%
distance,17.798939818,1,0.000894%
distance,0.5795207995,1,0.000894%
distance,10.187257223,1,0.000894%
distance,3.6516368258,1,0.000894%
distance,2.9655830319,1,0.000894%
distance,0.8615068281,1,0.000894%
distance,5.1281474221,1,0.000894%
distance,21.553352125,1,0.000894%
distance,26.613531856,1,0.000894%
distance,1.6493377953,1,0.000894%
distance,1.3169832607,1,0.000894%
distance,0.3379748489,1,0.000894%
distance,43.50557831,1,0.000894%
distance,0.505003245,1,0.000894%
distance,2.9971695487,1,0.000894%
distance,3.5005333795,1,0.000894%
distance,25.351381993,1,0.000894%
distance,0.5787703527,1,0.000894%
distance,4.2574745694,1,0.000894%
distance,0.8048246058,1,0.000894%
distance,1.6360944747,1,0.000894%
distance,23.336903099,1,0.000894%
distance,47.374852184,1,0.000894%
distance,3.2603800267,1,0.000894%
distance,3.2416290396,1,0.000894%
distance,0.1531279733,1,0.000894%
distance,2.8971136546,1,0.000894%
distance,2.618619047,1,0.000894%
distance,0.3597990857,1,0.000894%
distance,1.8052289965,1,0.000894%
distance,1.571177068,1,0.000894%
distance,12.463579489,1,0.000894%
distance,9.238205119,1,0.000894%
distance,3.3094698464,1,0.000894%
distance,1.6367016571,1,0.000894%
distance,1.7769701672,1,0.000894%
distance,0.0882061133,1,0.000894%
distance,1.3380641167,1,0.000894%
distance,1.2665855483,1,0.000894%
distance,2.7452356975,1,0.000894%
distance,2.631411712,1,0.000894%
distance,8.8902442304,1,0.000894%
distance,1.1200946913,1,0.000894%
distance,4.2382663758,1,0.000894%
distance,5.8897354236,1,0.000894%
distance,17.479642308,1,0.000894%
distance,7.6479399919,1,0.000894%
distance,11.005159369,1,0.000894%
distance,7.6257143072,1,0.000894%
distance,0.0365441027,1,0.000894%
distance,28.991215217,1,0.000894%
distance,28.968663414,1,0.000894%
distance,7.1247135489,1,0.000894%
distance,1.624981056,1,0.000894%
distance,1.4151041093,1,0.000894%
distance,6.9778126161,1,0.000894%
distance,13.589043697,1,0.000894%
distance,1.3245803781,1,0.000894%
distance,12.211048886,1,0.000894%
distance,0.3620297625,1,0.000894%
distance,2.561731626,1,0.000894%
distance,4.4999734295,1,0.000894%
distance,5.0014543546,1,0.000894%
distance,4.5100946694,1,0.000894%
distance,1.7379515916,1,0.000894%
distance,1.8182088271,1,0.000894%
distance,0.7100426092,1,0.000894%
distance,2.4236061385,1,0.000894%
distance,2.9253373297,1,0.000894%
distance,1.5201273307,1,0.000894%
distance,2.1588463135,1,0.000894%
distance,1.2484966663,1,0.000894%
distance,12.410893341,1,0.000894%
distance,11.477217725,1,0.000894%
distance,0.269922582,1,0.000894%
distance,1.09441e-05,1,0.000894%
distance,0.2699236335,1,0.000894%
distance,0.8772783234,1,0.000894%
distance,1.2003535527,1,0.000894%
distance,0.8593453181,1,0.000894%
distance,14.753149537,1,0.000894%
distance,15.768672171,1,0.000894%
distance,3.041079249,1,0.000894%
distance,0.6603961781,1,0.000894%
distance,0.3956201697,1,0.000894%
distance,0.1237799385,1,0.000894%
distance,0.1849218914,1,0.000894%
distance,0.088360338,1,0.000894%
distance,4.0503259516,1,0.000894%
distance,19.505596275,1,0.000894%
distance,5.5612484054,1,0.000894%
distance,0.2889763526,1,0.000894%
distance,14.478152831,1,0.000894%
distance,1.0668471265,1,0.000894%
distance,0.6696067196,1,0.000894%
distance,0.0382375962,1,0.000894%
distance,0.4652990713,1,0.000894%
distance,1.4062976136,1,0.000894%
distance,16.707566872,1,0.000894%
distance,4.8705217064,1,0.000894%
distance,15.004680697,1,0.000894%
distance,15.238814171,1,0.000894%
distance,7.803746863,1,0.000894%
distance,7.8169546289,1,0.000894%
distance,42.353805715,1,0.000894%
distance,13.97110049,1,0.000894%
distance,0.726458536,1,0.000894%
distance,9.652815758,1,0.000894%
distance,5.01326245,1,0.000894%
distance,8.728997923,1,0.000894%
distance,14.656947148,1,0.000894%
distance,8.7523427012,1,0.000894%
distance,8.3514024833,1,0.000894%
distance,1.392226856,1,0.000894%
distance,5.2450008746,1,0.000894%
distance,5.0982809501,1,0.000894%
distance,1.0285524513,1,0.000894%
distance,3.5733875142,1,0.000894%
distance,1.6919550665,1,0.000894%
distance,1.9121083326,1,0.000894%
distance,8.3392762203,1,0.000894%
distance,1.4337471067,1,0.000894%
distance,9.5175576887,1,0.000894%
distance,28.022435614,1,0.000894%
distance,25.464209335,1,0.000894%
distance,3.5877184162,1,0.000894%
distance,2.2676485284,1,0.000894%
distance,4.5593430658,1,0.000894%
distance,33.987354598,1,0.000894%
distance,34.073902592,1,0.000894%
distance,0.1334816728,1,0.000894%
distance,1.1606623326,1,0.000894%
distance,0.3968847081,1,0.000894%
distance,0.2336235547,1,0.000894%
distance,0.3637891128,1,0.000894%
distance,24.137904087,1,0.000894%
distance,14.923858429,1,0.000894%
distance,0.025631182,1,0.000894%
distance,0.027711607,1,0.000894%
distance,14.923237538,1,0.000894%
distance,5.0915951786,1,0.000894%
distance,0.0763814018,1,0.000894%
distance,0.3403276415,1,0.000894%
distance,0.274964919,1,0.000894%
distance,5.3945771987,1,0.000894%
distance,0.3031246281,1,0.000894%
distance,10.812251414,1,0.000894%
distance,11.448693895,1,0.000894%
distance,1.3566651912,1,0.000894%
distance,1.4460090291,1,0.000894%
distance,0.4739058797,1,0.000894%
distance,1.107530092,1,0.000894%
distance,12.648921969,1,0.000894%
distance,4.5697268797,1,0.000894%
distance,8.5324984984,1,0.000894%
distance,8.3606594211,1,0.000894%
distance,10.808713972,1,0.000894%
distance,5.6347116165,1,0.000894%
distance,23.76402679,1,0.000894%
distance,17.791680877,1,0.000894%
distance,4.8768404298,1,0.000894%
distance,4.030003159,1,0.000894%
distance,0.9311199182,1,0.000894%
distance,0.4355813922,1,0.000894%
distance,3.102445512,1,0.000894%
distance,6.4850145302,1,0.000894%
distance,0.9865275322,1,0.000894%
distance,5.8886699193,1,0.000894%
distance,17.82083965,1,0.000894%
distance,20.045293993,1,0.000894%
distance,2.687843705,1,0.000894%
distance,1.2432396402,1,0.000894%
distance,1.2399477598,1,0.000894%
distance,1.6674269401,1,0.000894%
distance,1.5195314008,1,0.000894%
distance,1.6523060852,1,0.000894%
distance,2.2818047531,1,0.000894%
distance,2.4168941554,1,0.000894%
distance,1.2930007112,1,0.000894%
distance,11.140594571,1,0.000894%
distance,0.1870621144,1,0.000894%
distance,11.146797412,1,0.000894%
distance,11.590681359,1,0.000894%
distance,11.66749535,1,0.000894%
distance,2.3601748796,1,0.000894%
distance,0.1125452705,1,0.000894%
distance,2.3511272493,1,0.000894%
distance,8.5117736558,1,0.000894%
distance,8.5170177714,1,0.000894%
distance,0.3743634331,1,0.000894%
distance,2.3655179578,1,0.000894%
distance,0.7180516257,1,0.000894%
distance,3.0524346412,1,0.000894%
distance,1.1511755148,1,0.000894%
distance,13.28752207,1,0.000894%
distance,13.65423791,1,0.000894%
distance,1.7896416308,1,0.000894%
distance,2.2256502459,1,0.000894%
distance,3.1305778131,1,0.000894%
distance,8.7884715838,1,0.000894%
distance,15.472462264,1,0.000894%
distance,19.045565085,1,0.000894%
distance,1.709728692,1,0.000894%
distance,19.30232961,1,0.000894%
distance,17.64329907,1,0.000894%
distance,21.578007437,1,0.000894%
distance,6.6936224547,1,0.000894%
distance,22.218778868,1,0.000894%
distance,0.8159172946,1,0.000894%
distance,2.1948396319,1,0.000894%
distance,15.97491939,1,0.000894%
distance,14.294945536,1,0.000894%
distance,34.486352729,1,0.000894%
distance,6.7134531528,1,0.000894%
distance,1.8034782588,1,0.000894%
distance,40.052133128,1,0.000894%
distance,10.216556646,1,0.000894%
distance,0.574236215,1,0.000894%
distance,9.6667501399,1,0.000894%
distance,3.0400436931,1,0.000894%
distance,0.2592773356,1,0.000894%
distance,4.4850131652,1,0.000894%
distance,4.4389599413,1,0.000894%
distance,0.0538013394,1,0.000894%
distance,0.4751790367,1,0.000894%
distance,3.7058160433,1,0.000894%
distance,1.1137370976,1,0.000894%
distance,3.44482552,1,0.000894%
distance,2.8352201782,1,0.000894%
distance,3.2520150996,1,0.000894%
distance,3.6227923373,1,0.000894%
distance,0.3516841879,1,0.000894%
distance,1.8644474861,1,0.000894%
distance,1.4412704432,1,0.000894%
distance,0.602019319,1,0.000894%
distance,3.1884864085,1,0.000894%
distance,2.1195202595,1,0.000894%
distance,2.0488414514,1,0.000894%
distance,34.292447201,1,0.000894%
distance,0.214371542,1,0.000894%
distance,34.502245063,1,0.000894%
distance,18.197061079,1,0.000894%
distance,0.3265749184,1,0.000894%
distance,18.337324413,1,0.000894%
distance,2.3316554637,1,0.000894%
distance,2.558344942,1,0.000894%
distance,0.247522462,1,0.000894%
distance,2.2411148302,1,0.000894%
distance,4.1582990492,1,0.000894%
distance,0.2855058916,1,0.000894%
distance,1.6402492281,1,0.000894%
distance,10.353271121,1,0.000894%
distance,5.9290150553,1,0.000894%
distance,11.628091545,1,0.000894%
distance,9.1325810493,1,0.000894%
distance,0.0581216859,1,0.000894%
distance,3.6840910322,1,0.000894%
distance,5.5004847544,1,0.000894%
distance,1.2916697608,1,0.000894%
distance,0.0836095891,1,0.000894%
distance,1.3499560214,1,0.000894%
distance,0.5757100828,1,0.000894%
distance,59.659043766,1,0.000894%
distance,4.6667486146,1,0.000894%
distance,0.1552510609,1,0.000894%
distance,0.8962467291,1,0.000894%
distance,0.2239395216,1,0.000894%
distance,4.1008949917,1,0.000894%
distance,60.145110096,1,0.000894%
distance,7.8685832725,1,0.000894%
distance,1.1660955838,1,0.000894%
distance,1.2580185558,1,0.000894%
distance,6.7058377952,1,0.000894%
distance,38.651075568,1,0.000894%
distance,48.040715171,1,0.000894%
distance,2.6224349126,1,0.000894%
distance,0.3192385274,1,0.000894%
distance,13.372704915,1,0.000894%
distance,0.2980897702,1,0.000894%
distance,17.948443242,1,0.000894%
distance,21.793321113,1,0.000894%
distance,3.8946660732,1,0.000894%
distance,34.456806098,1,0.000894%
distance,26.61725738,1,0.000894%
distance,0.134689607,1,0.000894%
distance,9.6522383009,1,0.000894%
distance,65.167059172,1,0.000894%
distance,10.29492523,1,0.000894%
distance,7.951288202,1,0.000894%
distance,2.810814654,1,0.000894%
distance,2.9527863595,1,0.000894%
distance,0.9100511328,1,0.000894%
distance,8.1234967813,1,0.000894%
distance,2.9632194508,1,0.000894%
distance,9.1545005101,1,0.000894%
distance,12.438468144,1,0.000894%
distance,0.7632447322,1,0.000894%
distance,11.677967176,1,0.000894%
distance,6.9980920592,1,0.000894%
distance,6.4319433161,1,0.000894%
distance,2.554103372,1,0.000894%
distance,3.0206647127,1,0.000894%
distance,5.0617002628,1,0.000894%
distance,5.1140351093,1,0.000894%
distance,0.5510384515,1,0.000894%
distance,4.8960382454,1,0.000894%
distance,4.5542123021,1,0.000894%
distance,0.8785547224,1,0.000894%
distance,7.9405475022,1,0.000894%
distance,0.2235387209,1,0.000894%
distance,0.1403552656,1,0.000894%
distance,9.8895907824,1,0.000894%
distance,5.8342294476,1,0.000894%
distance,1.3914901661,1,0.000894%
distance,2.7838629996,1,0.000894%
distance,0.1014086202,1,0.000894%
distance,2.4642908137,1,0.000894%
distance,0.4412679257,1,0.000894%
distance,0.1538528222,1,0.000894%
distance,6.7752983877,1,0.000894%
distance,7.650456026,1,0.000894%
distance,0.0213169705,1,0.000894%
distance,0.0378195691,1,0.000894%
distance,8.697553471,1,0.000894%
distance,6.6686264654,1,0.000894%
distance,2.760870501,1,0.000894%
distance,3.1984168669,1,0.000894%
distance,12.497855982,1,0.000894%
distance,14.714021231,1,0.000894%
distance,28.695914426,1,0.000894%
distance,0.5902898438,1,0.000894%
distance,28.350099996,1,0.000894%
distance,1.1544511083,1,0.000894%
distance,0.9627383363,1,0.000894%
distance,0.7062010639,1,0.000894%
distance,0.8518701173,1,0.000894%
distance,2.7596104723,1,0.000894%
distance,1.6326826739,1,0.000894%
distance,1.3675629402,1,0.000894%
distance,3.8848715278,1,0.000894%
distance,16.861515498,1,0.000894%
distance,16.958000774,1,0.000894%
distance,4.6945756618,1,0.000894%
