epoch,total_loss,reconstruction_loss,contrastive_loss,tv_loss,raw_reconstruction_loss,raw_numeric_loss,raw_categorical_loss,raw_contrastive_loss,raw_tv_loss
1,0.56461861,0.56059790,0.85940588,0.00402072,3.71486398,1.41309250,2.30177147,9.55013779,0.00804143
2,0.43207472,0.42974372,0.86456039,0.00233100,2.40903449,1.39538814,1.01364635,9.71628048,0.00466199
3,0.42198354,0.41982848,0.86017960,0.00215506,2.42846994,1.51582864,0.91264132,9.56138287,0.00431013
4,0.42091041,0.41883401,0.85714158,0.00207640,2.51056714,1.64008150,0.87048563,9.45684573,0.00415280
5,0.40900282,0.40694524,0.85471881,0.00205758,2.47230323,1.62888547,0.84341776,9.37511958,0.00411516
6,0.39658256,0.39455328,0.85237247,0.00202928,2.11507916,1.27759483,0.83748434,9.29731148,0.00405855
7,0.38798077,0.38597582,0.85024943,0.00200495,2.04664860,1.22922610,0.81742249,9.22794722,0.00400990
8,0.39135010,0.38926480,0.84804270,0.00208530,2.18432347,1.37739708,0.80692640,9.15689034,0.00417060
