epoch,total_loss,reconstruction_loss,contrastive_loss,tv_loss,raw_reconstruction_loss,raw_numeric_loss,raw_categorical_loss,raw_contrastive_loss,raw_tv_loss
1,0.61555880,0.64621554,0.61092379,0.00463501,4.48704721,1.33474302,3.15230419,4.77166923,0.00927001
2,0.43188878,0.64218465,0.42732301,0.00456577,4.48324329,1.33425801,3.14898526,2.76783484,0.00913155
3,0.04051365,0.64905321,0.03599722,0.00451642,4.65539291,1.51698040,3.13841249,0.18607512,0.00903284
4,0.01621653,0.65441016,0.01184426,0.00437227,4.78140656,1.66264286,3.11876370,0.05940389,0.00874455
5,0.01042027,0.64681730,0.00619666,0.00422360,4.76677291,1.67004994,3.09672297,0.03120460,0.00844721
6,0.01202254,0.63778252,0.00784317,0.00417936,4.41786187,1.34789408,3.06996779,0.03964748,0.00835873
7,0.00794257,0.63356906,0.00384787,0.00409470,4.36640498,1.33647702,3.02992796,0.01893722,0.00818940
8,0.00669063,0.64133407,0.00272631,0.00396433,4.52228286,1.54841531,2.97386755,0.01338320,0.00792865
