screenline_id,method,absolute_error_delta_vs_direct
24033805801__24033805802,bayesian_network,5245.664117257613
24033805801__24033805909,bayesian_network,7352.771375018903
24033805904__24033805906,bayesian_network,-2266.868146549932
24033805904__24033805907,bayesian_network,2948.8213417097977
24033805904__24033805909,bayesian_network,-3461.1028492042387
24033805904__24033807200,bayesian_network,-15378.54515075995
24033805904__24033807305,bayesian_network,-1278.4646701153397
24033805906__24033807305,bayesian_network,-6444.389071528767
24033805908__24033805909,bayesian_network,6772.178569039428
24033805908__24033806000,bayesian_network,-9517.510086998198
24033805908__24033806200,bayesian_network,-535.8892554146332
24033805908__24033806400,bayesian_network,-5624.357731777691
24033805909__24033806000,bayesian_network,-2491.112044211006
24033805909__24033806400,bayesian_network,-6120.759282305404
24033806000__24033806100,bayesian_network,-3529.9467671312523
24033806000__24033806200,bayesian_network,-519.2321412168494
24033806100__24033806200,bayesian_network,-8051.8418312131835
24033806200__24033806300,bayesian_network,2607.657553366411
24033806200__24033806400,bayesian_network,-1118.4565050947713
24033806200__24033806501,bayesian_network,-4021.832579258029
24033806300__24033806501,bayesian_network,9865.617294604599
24033806400__24033806501,bayesian_network,-3404.5457377030543
24033806400__24033807102,bayesian_network,1990.50750991526
24033806400__24033807200,bayesian_network,749.3730256157869
24033806501__24033806601,bayesian_network,-610.4027387456299
24033806501__24033807102,bayesian_network,-5787.0329391772175
24033806601__24033806602,bayesian_network,-1882.2805782562573
24033806601__24033807102,bayesian_network,-957.1309635635989
24033806602__24033806706,bayesian_network,5143.28365683668
24033806602__24033807102,bayesian_network,-2305.2967998132044
24033806706__24033806708,bayesian_network,-2839.056060688279
24033806706__24033806710,bayesian_network,-6892.537396378873
24033806706__24033806713,bayesian_network,-3649.432879026688
24033806706__24033806800,bayesian_network,-5068.013191094287
24033806706__24033807102,bayesian_network,-1747.8983650410592
24033806706__24033807408,bayesian_network,-389.54397046525264
24033806708__24033806710,bayesian_network,-439.8008161991602
24033806708__24033806712,bayesian_network,-2211.409486653807
24033806708__24033807408,bayesian_network,-675.5724747414424
24033806710__24033806711,bayesian_network,-1515.0233261359353
24033806710__24033806712,bayesian_network,-5379.7987254784675
24033806711__24033806712,bayesian_network,-1665.4052889624236
24033806712__24033807408,bayesian_network,3091.789009135202
24033806713__24033806714,bayesian_network,2028.1783296424655
24033806713__24033806800,bayesian_network,-3774.5617890768117
24033806713__24033807408,bayesian_network,-3461.5494105988764
24033806714__24033806800,bayesian_network,2048.97207577683
24033806714__24033806900,bayesian_network,-81.99183338563671
24033806714__24033807408,bayesian_network,1321.1754674734548
24033806800__24033807000,bayesian_network,7005.789076252593
24033806800__24033807102,bayesian_network,-2412.6194372196514
24033806900__24033807000,bayesian_network,8078.86675435731
24033806900__24033807301,bayesian_network,-137.08436937746592
24033806900__24033807404,bayesian_network,-10821.946478866565
24033807000__24033807200,bayesian_network,14146.848926490144
24033807000__24033807301,bayesian_network,-15215.260057979212
24033807102__24033807200,bayesian_network,-173.38877195975874
24033807200__24033807301,bayesian_network,-14889.914931199586
24033807200__24033807305,bayesian_network,-3789.0918849081136
24033807301__24033807305,bayesian_network,9949.596614100938
24033807301__24033807404,bayesian_network,-1497.3905222608737
24033807301__24033807405,bayesian_network,-7210.897231535142
24033807304__24033807305,bayesian_network,-9412.96931079548
24033807304__24033807405,bayesian_network,176.23728350455713
24033807304__24033807409,bayesian_network,-4032.052770388771
24033807404__24033807405,bayesian_network,-15477.332651125565
24033807404__24033807408,bayesian_network,-26946.036869412725
24033807405__24033807408,bayesian_network,5367.216791996791
24033807405__24033807409,bayesian_network,-8169.609775279561
24033807407__24033807408,bayesian_network,-15494.380388255697
24033807407__24033807409,bayesian_network,-2468.082464333371
24033807407__24033807410,bayesian_network,-4825.488973403051
24033807409__24033807410,bayesian_network,-1074.61228619529
24035810100__24035810200,bayesian_network,-2830.1211320379307
24035810100__24035810300,bayesian_network,871.9389767306084
24035810200__24035810300,bayesian_network,1913.3920199877666
24035810200__24035810500,bayesian_network,-1855.6778339334812
24035810400__24035810500,bayesian_network,10290.877659362937
24035810400__24035810600,bayesian_network,7574.164098642304
24035810500__24035810600,bayesian_network,-1644.3348752196653
24035810500__24041960100,bayesian_network,-6348.958470346188
24035810600__24035810700,bayesian_network,4184.858617260194
24035810800__24035810901,bayesian_network,-6165.904212450987
24035810800__24035811000,bayesian_network,3681.821211419883
24035810901__24035811000,bayesian_network,-19995.68753414494
24037875000__24037875100,bayesian_network,4514.588567431738
24037875000__24037875201,bayesian_network,-2604.166971042432
24037875000__24037875600,bayesian_network,-2620.9328249046557
24037875100__24037875201,bayesian_network,3480.4327391574298
24037875201__24037875202,bayesian_network,-59.208899150933576
24037875201__24037875300,bayesian_network,-390.4283980133041
24037875201__24037875500,bayesian_network,739.8143358962498
24037875201__24037875600,bayesian_network,3108.2102075742787
24037875300__24037875400,bayesian_network,-491.58722472727277
24037875400__24037875500,bayesian_network,3343.4040929844778
24037875500__24037875600,bayesian_network,4350.165702845021
24037875600__24037875700,bayesian_network,-2214.07026986024
24037875600__24037875802,bayesian_network,-3834.083557208033
24037875600__24037876002,bayesian_network,-5266.3210020775205
24037875700__24037875802,bayesian_network,-6297.754098711877
24037875801__24037875802,bayesian_network,1855.4919313880273
24037875801__24037875901,bayesian_network,-864.2985007194329
24037875801__24037876001,bayesian_network,195.67679152106575
24037875802__24037876001,bayesian_network,-1583.0312454811537
24037875802__24037876002,bayesian_network,-1419.2733975217852
24037875901__24037875902,bayesian_network,-1022.4990433348121
24037875901__24037876001,bayesian_network,-289.9496615521057
24037875901__24037876200,bayesian_network,764.2599949450805
24037875902__24037876001,bayesian_network,-978.5224774456783
24037875902__24037876002,bayesian_network,3105.944277995568
24037875902__24037876100,bayesian_network,1748.9710108381369
24037875902__24037876200,bayesian_network,-845.7785108292683
24037876001__24037876002,bayesian_network,5111.676448532151
24037876002__24037876100,bayesian_network,-1966.48556005102
24039930101__24039930102,bayesian_network,-340.5864739530807
24039930101__24047951400,bayesian_network,3523.65865634899
24039930102__24045010800,bayesian_network,3802.1941910660234
24039930300__24039980400,bayesian_network,-750.2404301536699
24039930300__24047951400,bayesian_network,851.1277108405329
24039930300__24047951500,bayesian_network,-4362.898165198387
24039930500__24039930600,bayesian_network,-145.21509571779006
24041960201__24041960300,bayesian_network,947.6164444575843
24041960201__24041960400,bayesian_network,-989.8713557058363
24041960201__24041960501,bayesian_network,15684.178468546823
24041960201__24041960502,bayesian_network,-1835.1612081502608
24041960300__24041960400,bayesian_network,1986.3088590209736
24041960300__24041960501,bayesian_network,8063.358003313744
24041960400__24041960501,bayesian_network,-10273.490392752676
24041960400__24041960502,bayesian_network,-4061.4698640257993
24041960501__24041960502,bayesian_network,-4324.855362538803
24041960600__24041960700,bayesian_network,8357.3077590003
24041960700__24041960800,bayesian_network,9946.177979969187
24043000100__24043000200,bayesian_network,-1019.9211975678918
24043000100__24043000500,bayesian_network,-1304.7139147553971
24043000100__24043010300,bayesian_network,-270.46268668420635
24043000100__24043011202,bayesian_network,809.883019809382
24043000200__24043000301,bayesian_network,-1895.2557391801602
24043000200__24043000302,bayesian_network,887.7755710218844
24043000200__24043000400,bayesian_network,-1803.0121067908294
24043000200__24043010300,bayesian_network,-1624.272943656386
24043000301__24043000302,bayesian_network,604.9558703866242
24043000301__24043000900,bayesian_network,-6105.364347577444
24043000301__24043010300,bayesian_network,-131.76135870888538
24043000301__24043010400,bayesian_network,4544.530328719877
24043000302__24043000400,bayesian_network,672.2174722150176
24043000302__24043000900,bayesian_network,-2046.7097658004895
24043000400__24043000500,bayesian_network,1407.0866458353303
24043000400__24043000700,bayesian_network,-466.59078260225215
24043000400__24043000800,bayesian_network,-88.98389601308736
24043000400__24043000900,bayesian_network,1467.6680356354386
24043000500__24043000601,bayesian_network,4700.707532566379
24043000500__24043000700,bayesian_network,263.73071254672277
24043000500__24043011201,bayesian_network,-336.6596585225452
24043000601__24043000602,bayesian_network,-3124.5202527892325
24043000601__24043000700,bayesian_network,-979.4439327280329
24043000601__24043011201,bayesian_network,-2171.7984631452236
24043000602__24043000700,bayesian_network,3780.2817563452554
24043000602__24043001001,bayesian_network,2002.7264086086725
24043000602__24043010900,bayesian_network,-1214.4334487133674
24043000602__24043011100,bayesian_network,6812.344866818261
24043000602__24043011201,bayesian_network,-1269.6318868831368
24043000700__24043000800,bayesian_network,2755.84117920437
24043000800__24043000900,bayesian_network,436.6669729307396
24043000900__24043001001,bayesian_network,736.0483960115016
24043000900__24043001002,bayesian_network,-35.61057986263404
24043000900__24043010500,bayesian_network,-1245.2354587754671
24043001001__24043001002,bayesian_network,-1732.2072596907547
24043001001__24043010900,bayesian_network,-1648.139461039309
24043001002__24043010500,bayesian_network,-740.8623852518795
24043001002__24043010801,bayesian_network,47.71116542752134
24043001002__24043010802,bayesian_network,2976.323466890255
24043010200__24043011202,bayesian_network,260.7040579303157
24043010200__24043011301,bayesian_network,-863.6825727140267
24043010300__24043010400,bayesian_network,367.2858551838726
24043010300__24043011202,bayesian_network,-3027.4175189228554
24043010400__24043010500,bayesian_network,2554.675566758713
24043010500__24043010600,bayesian_network,1820.8103362972379
24043010500__24043010801,bayesian_network,1479.4865080163
24043010600__24043010700,bayesian_network,1899.25921347242
24043010801__24043010802,bayesian_network,662.0985576551975
24043010802__24043010900,bayesian_network,1625.9410840663932
24043010900__24043011100,bayesian_network,318.14718100009213
24043010900__24043011600,bayesian_network,-264.4418202148154
24043011100__24043011201,bayesian_network,-664.4851238737283
24043011100__24043011302,bayesian_network,-5557.083745354539
24043011201__24043011202,bayesian_network,4194.073535636351
24043011201__24043011302,bayesian_network,3394.4893253954015
24043011202__24043011301,bayesian_network,-1329.2347218839896
24043011202__24043011302,bayesian_network,2422.06074983934
24043011301__24043011302,bayesian_network,319.7350351116147
24043011302__24043011400,bayesian_network,3.836599383130306
24043011500__24043011600,bayesian_network,486.2852407224955
24045000100__24045000200,bayesian_network,1102.622099508797
24045000100__24045000500,bayesian_network,-1273.7838532425885
24045000100__24045010101,bayesian_network,-4923.075927450984
24045000100__24045010102,bayesian_network,-2851.381464701928
24045000200__24045000300,bayesian_network,-946.2358575228973
24045000200__24045000400,bayesian_network,3093.92267447252
24045000200__24045010101,bayesian_network,-637.7898101738556
24045000200__24045010200,bayesian_network,-474.7140691226891
24045000300__24045000400,bayesian_network,1163.2478708742647
24045000300__24045010200,bayesian_network,-2837.8316016748067
24045000300__24045010300,bayesian_network,-605.1373449781458
24045000400__24045000500,bayesian_network,-1123.2216482295553
24045000400__24045010400,bayesian_network,-1237.4097974146935
24045000500__24045010502,bayesian_network,1624.5973151108883
24045010101__24045010102,bayesian_network,339.42811565896955
24045010101__24045010200,bayesian_network,1813.627500340981
24045010101__24045010603,bayesian_network,-878.1921488463158
24045010101__24045010702,bayesian_network,-1969.5139213038274
24045010102__24045010502,bayesian_network,1050.0305704588427
24045010102__24045010606,bayesian_network,476.9684671838677
24045010200__24045010300,bayesian_network,-2357.2524386907317
24045010200__24045010702,bayesian_network,-1313.8965491544586
24045010300__24045010400,bayesian_network,4710.370034467036
24045010300__24045010800,bayesian_network,1067.0961616045097
24045010400__24045010501,bayesian_network,-186.07071977693704
24045010400__24045010502,bayesian_network,138.19938092170196
24045010400__24045010800,bayesian_network,1460.5351157924597
24045010501__24045010502,bayesian_network,-430.4521628887487
24045010501__24045010605,bayesian_network,-4568.076329894091
24045010502__24045010605,bayesian_network,-2123.283607665737
24045010502__24045010606,bayesian_network,1592.605194362251
24045010603__24045010604,bayesian_network,9006.236904581829
24045010603__24045010606,bayesian_network,701.6168097703194
24045010603__24045010702,bayesian_network,-633.6115577105084
24045010604__24045010606,bayesian_network,-6904.569257726762
24045010605__24045010606,bayesian_network,86.49075219460428
24045010605__24047951400,bayesian_network,4771.324426540461
24045010606__24047950800,bayesian_network,7920.60096873391
24045010701__24045010702,bayesian_network,10171.444727844311
24047950000__24047950100,bayesian_network,490.29129338576604
24047950000__24047950400,bayesian_network,-1078.9547017638179
24047950000__24047951700,bayesian_network,1202.3317517030118
24047950400__24047951700,bayesian_network,3989.3556031084736
24047950600__24047950700,bayesian_network,-2540.0198599152372
24047950600__24047950900,bayesian_network,2161.2495776373507
24047950600__24047951100,bayesian_network,-5912.938357780698
24047950700__24047950800,bayesian_network,4835.743596598945
24047950700__24047950900,bayesian_network,1409.9629613577545
24047950800__24047950900,bayesian_network,-3814.138592831865
24047950800__24047951000,bayesian_network,7135.090005158254
24047950900__24047951000,bayesian_network,13798.246779204048
24047950900__24047951100,bayesian_network,-6773.505095283646
24047950900__24047951700,bayesian_network,7250.303067794448
24047951200__24047951300,bayesian_network,1326.6767998753003
24047951400__24047951500,bayesian_network,49.655711948093085
24510010100__24510010200,bayesian_network,-927.4277818053379
24510010100__24510010400,bayesian_network,747.0178886444155
24510010100__24510261100,bayesian_network,235.96059696655357
24510010200__24510261100,bayesian_network,597.4774982330337
24510010300__24510010400,bayesian_network,-1275.1383706622546
24510010300__24510010500,bayesian_network,-2731.4283482157407
24510010300__24510060200,bayesian_network,644.3659585847563
24510010300__24510060300,bayesian_network,-1513.6647272048322
24510010400__24510010500,bayesian_network,1511.9694500696123
24510010400__24510020300,bayesian_network,540.3585599407452
24510010500__24510020100,bayesian_network,-3440.549463761603
24510010500__24510060300,bayesian_network,-298.87480931437403
24510020100__24510020200,bayesian_network,817.8872138662082
24510020100__24510020300,bayesian_network,1244.1337068193352
24510020200__24510020300,bayesian_network,-191.36136615371652
24510020200__24510030100,bayesian_network,1095.2737961352723
24510020300__24510030100,bayesian_network,1116.9596002002654
24510020300__24510030200,bayesian_network,-1379.1728978485771
24510030100__24510030200,bayesian_network,-410.08454541187166
24510030100__24510280500,bayesian_network,-3970.915743425743
24510030200__24510040100,bayesian_network,881.7108192355809
24510030200__24510220100,bayesian_network,2.3877167024802475
24510030200__24510280500,bayesian_network,2170.5988839556394
24510040100__24510040200,bayesian_network,-2125.560428092227
24510040100__24510110100,bayesian_network,382.8007581824204
24510040100__24510110200,bayesian_network,-2479.8595884270035
24510040100__24510170100,bayesian_network,-2536.4404638432134
24510040100__24510220100,bayesian_network,-4932.363388491816
24510040100__24510280500,bayesian_network,-1311.2203527972088
24510040200__24510170100,bayesian_network,1465.4058514230856
24510040200__24510180100,bayesian_network,-672.9668223763729
24510040200__24510180300,bayesian_network,2654.0331835471716
24510040200__24510220100,bayesian_network,-1293.4987864846917
24510060100__24510060200,bayesian_network,-5227.903558478958
24510060100__24510070100,bayesian_network,-222.48187464348666
24510060100__24510261000,bayesian_network,-457.0914067156464
24510060200__24510060300,bayesian_network,-963.8771696973017
24510060200__24510070200,bayesian_network,2153.221595184933
24510060300__24510070300,bayesian_network,2211.690636947378
24510070100__24510070200,bayesian_network,1210.8937097667877
24510070100__24510080302,bayesian_network,-2227.1293080787655
24510070100__24510260404,bayesian_network,-781.1855588494545
24510070100__24510261000,bayesian_network,-712.0272014260754
24510070200__24510070300,bayesian_network,1277.81257823126
24510080101__24510080102,bayesian_network,4285.694431684478
24510080101__24510080200,bayesian_network,6154.347035739833
24510080101__24510080500,bayesian_network,145.74648850126687
24510080101__24510090200,bayesian_network,253.31660988590374
24510080101__24510090600,bayesian_network,-5738.7612448753025
24510080101__24510090700,bayesian_network,-2076.34236693797
24510080101__24510260301,bayesian_network,901.797479066694
24510080101__24510270101,bayesian_network,1827.4244632711707
24510080102__24510080200,bayesian_network,33.05086405196198
24510080200__24510080301,bayesian_network,-397.58853493438437
24510080200__24510080400,bayesian_network,1903.765685605409
24510080200__24510080500,bayesian_network,1017.6233296527316
24510080200__24510260303,bayesian_network,1800.0582766092266
24510080301__24510080302,bayesian_network,2393.7442216612217
24510080301__24510080400,bayesian_network,788.4017799893409
24510080302__24510260404,bayesian_network,5233.583821846783
24510080500__24510080600,bayesian_network,-1579.530246897466
24510080500__24510090800,bayesian_network,3984.587487474373
24510080500__24510090900,bayesian_network,-825.1761912752481
24510080600__24510080700,bayesian_network,7296.424704602105
24510080600__24510090900,bayesian_network,-1046.5537740874024
24510090100__24510090200,bayesian_network,4506.49468955359
24510090100__24510090300,bayesian_network,11807.119593322255
24510090100__24510120100,bayesian_network,3414.579156437734
24510090100__24510271001,bayesian_network,6521.020788031987
24510090100__24510271102,bayesian_network,-167.02823478885148
24510090200__24510090300,bayesian_network,251.25302946057855
24510090200__24510090600,bayesian_network,-6564.0773775603375
24510090200__24510270200,bayesian_network,249.7760520174361
24510090200__24510270903,bayesian_network,8332.190233136476
24510090300__24510090500,bayesian_network,-5516.902263111668
24510090300__24510120100,bayesian_network,1128.1494352979716
24510090400__24510090500,bayesian_network,10484.647196487596
24510090500__24510090600,bayesian_network,-2021.998065002168
24510090500__24510090700,bayesian_network,6471.073576280116
24510090600__24510090700,bayesian_network,-3664.3651634025628
24510090700__24510090800,bayesian_network,2664.327677745703
24510090800__24510090900,bayesian_network,4364.707337895281
24510090800__24510120400,bayesian_network,2722.6554864534573
24510090900__24510100100,bayesian_network,-1516.4646322915505
24510090900__24510120500,bayesian_network,3735.67208911098
24510100100__24510100200,bayesian_network,-433.9607164409899
24510100100__24510100300,bayesian_network,5705.1349267417045
24510100100__24510110100,bayesian_network,-1453.9492828626644
24510100100__24510120500,bayesian_network,3972.209569772107
24510100200__24510100300,bayesian_network,-2131.1065494475024
24510100200__24510280500,bayesian_network,764.7577912550769
24510100300__24510110100,bayesian_network,-4578.541546901024
24510100300__24510280500,bayesian_network,-3031.1765605209985
24510110100__24510110200,bayesian_network,-4162.598964319332
24510110100__24510120500,bayesian_network,-2374.474727980496
24510110100__24510280500,bayesian_network,-3359.493499771481
24510110200__24510120500,bayesian_network,-988.7160867613857
24510110200__24510140100,bayesian_network,824.9894845151648
24510110200__24510170100,bayesian_network,2448.3518466999885
24510110200__24510170200,bayesian_network,-4303.769472163522
24510120100__24510120201,bayesian_network,3762.602251552453
24510120100__24510120202,bayesian_network,1867.3239802271273
24510120100__24510271102,bayesian_network,7844.235004865739
24510120100__24510271400,bayesian_network,1282.373497467168
24510120201__24510120202,bayesian_network,403.57781360398803
24510120201__24510120300,bayesian_network,3164.6067003837925
24510120202__24510120600,bayesian_network,-4243.60701967921
24510120202__24510120700,bayesian_network,2896.8345745355327
24510120300__24510120400,bayesian_network,-315.6825411420323
24510120300__24510120600,bayesian_network,4843.3184312703925
24510120400__24510120500,bayesian_network,3217.243733892992
24510120400__24510120600,bayesian_network,2022.8895696979052
24510120500__24510120600,bayesian_network,-2094.7307509334787
24510120500__24510120700,bayesian_network,-1659.5017859160253
24510120500__24510140100,bayesian_network,1038.0847080847489
24510120600__24510120700,bayesian_network,1208.3935078241484
24510120700__24510130100,bayesian_network,-2107.0116906860785
24510120700__24510130200,bayesian_network,43.703901975095505
24510120700__24510130400,bayesian_network,-1011.4493180446007
24510120700__24510130600,bayesian_network,-506.35722144720785
24510130100__24510130200,bayesian_network,-4515.602314972071
24510130100__24510130300,bayesian_network,3443.2336275861726
24510130100__24510130400,bayesian_network,4151.074887269795
24510130200__24510130300,bayesian_network,-1121.0398449392942
24510130200__24510140100,bayesian_network,-4487.138142178439
24510130200__24510140300,bayesian_network,-687.0867691740823
24510130300__24510130400,bayesian_network,1738.1093718705924
24510130300__24510140300,bayesian_network,3651.025293473256
24510130300__24510150400,bayesian_network,-3940.307811311408
24510130400__24510130600,bayesian_network,-5592.760425575343
24510130400__24510130804,bayesian_network,1591.7908178621492
24510130400__24510130806,bayesian_network,6976.81766688218
24510130400__24510150400,bayesian_network,-823.5547314479045
24510130400__24510150500,bayesian_network,-4844.418463620648
24510130400__24510151200,bayesian_network,-2492.5146396862765
24510130600__24510130700,bayesian_network,-2219.193517372092
24510130600__24510130804,bayesian_network,-2309.7598733823434
24510130700__24510130803,bayesian_network,-1535.0356097538133
24510130700__24510130804,bayesian_network,2700.5061132147366
24510130700__24510271400,bayesian_network,6551.524900496799
24510130803__24510130804,bayesian_network,240.4610933669901
24510130803__24510130806,bayesian_network,-4157.953446265223
24510130803__24510271400,bayesian_network,531.2665146397958
24510130803__24510271503,bayesian_network,-1078.106111933912
24510130804__24510130806,bayesian_network,1296.8256351955715
24510130805__24510130806,bayesian_network,-132.96605010222265
24510130805__24510271501,bayesian_network,-6291.121260772634
24510130805__24510271503,bayesian_network,-6011.5273440943565
24510130805__24510271600,bayesian_network,-3691.2908331760464
24510130805__24510271700,bayesian_network,2079.062726948214
24510130806__24510151300,bayesian_network,-3156.328989830672
24510130806__24510271600,bayesian_network,67.13276509832576
24510140100__24510140200,bayesian_network,1710.836897651483
24510140100__24510140300,bayesian_network,2108.5256470128406
24510140100__24510170200,bayesian_network,-264.6180621775966
24510140200__24510140300,bayesian_network,2925.122317223835
24510140200__24510160100,bayesian_network,3126.4260301756312
24510140200__24510170200,bayesian_network,2862.395171599732
24510140200__24510170300,bayesian_network,373.019382071423
24510140300__24510150100,bayesian_network,-348.9516265511811
24510150100__24510150200,bayesian_network,2274.022285641666
24510150100__24510150400,bayesian_network,-342.157611126946
24510150100__24510160100,bayesian_network,1918.6993966270638
24510150100__24510160200,bayesian_network,-1617.1582200288994
24510150100__24510160300,bayesian_network,-1490.5471919488646
24510150200__24510150300,bayesian_network,763.0334379912947
24510150200__24510150400,bayesian_network,242.2968078167687
24510150200__24510160300,bayesian_network,55.65158212092683
24510150200__24510160400,bayesian_network,-3017.8494849791787
24510150200__24510160500,bayesian_network,-862.4706459807221
24510150400__24510150500,bayesian_network,-1946.8996406988626
24510150400__24510150600,bayesian_network,1421.2336532881727
24510150500__24510150701,bayesian_network,-1195.3417562792347
24510150500__24510151100,bayesian_network,3853.926214550873
24510150600__24510150701,bayesian_network,594.7758168860282
24510150600__24510150702,bayesian_network,2718.558116359367
24510150600__24510150800,bayesian_network,1186.35523768056
24510150600__24510150900,bayesian_network,897.7227357170032
24510150600__24510160700,bayesian_network,-26.639598466768803
24510150701__24510150702,bayesian_network,3242.670911598645
24510150701__24510150800,bayesian_network,-1440.3275814885747
24510150701__24510151100,bayesian_network,-1117.491395025263
24510150702__24510150800,bayesian_network,1007.7384408315138
24510150800__24510150900,bayesian_network,6509.028226066079
24510150800__24510151000,bayesian_network,-882.0893535709765
24510150800__24510151100,bayesian_network,416.17142549018536
24510150900__24510151000,bayesian_network,2338.725738102037
24510150900__24510160700,bayesian_network,-1343.962201614534
24510150900__24510160802,bayesian_network,2525.8288338548173
24510150900__24510280301,bayesian_network,468.5430637853733
24510150900__24510280302,bayesian_network,4704.5303923367355
24510151000__24510151100,bayesian_network,3980.7368278083013
24510151000__24510280101,bayesian_network,4226.614465484048
24510151000__24510280102,bayesian_network,-838.5753581191966
24510151000__24510280200,bayesian_network,3965.894587857152
24510151100__24510151200,bayesian_network,1947.379141441721
24510151100__24510151300,bayesian_network,3689.1601298720343
24510151200__24510151300,bayesian_network,844.6219279182951
24510151300__24510271600,bayesian_network,5689.776981179104
24510151300__24510280101,bayesian_network,1205.458006129639
24510160100__24510160200,bayesian_network,-5872.512463288138
24510160100__24510170300,bayesian_network,4265.148711289974
24510160100__24510180100,bayesian_network,-962.7460728061974
24510160100__24510180200,bayesian_network,-1326.06065503816
24510160200__24510160300,bayesian_network,1689.6039597439558
24510160200__24510190100,bayesian_network,-4243.602318506011
24510160300__24510160400,bayesian_network,-3114.18604775066
24510160300__24510190100,bayesian_network,-2151.1054213748284
24510160400__24510160500,bayesian_network,1480.1862039539883
24510160400__24510200100,bayesian_network,-2749.648409324517
24510160500__24510160600,bayesian_network,114.88835606791508
24510160500__24510200200,bayesian_network,2803.8823226264503
24510160600__24510160700,bayesian_network,3109.5140311066243
24510160600__24510200200,bayesian_network,2592.1107663692783
24510160700__24510160802,bayesian_network,-378.7709808315449
24510160700__24510200600,bayesian_network,283.80097828747967
24510160801__24510160802,bayesian_network,1308.9455566065226
24510160801__24510200701,bayesian_network,2399.0613304065564
24510160801__24510280402,bayesian_network,-124.61903907649321
24510160802__24510200600,bayesian_network,190.2858789120064
24510160802__24510200701,bayesian_network,1464.8168394805325
24510170100__24510170200,bayesian_network,2043.821334297154
24510170100__24510170300,bayesian_network,-675.9648406688284
24510170200__24510170300,bayesian_network,2566.7992809602365
24510170300__24510180100,bayesian_network,-1774.2496091313715
24510180100__24510180200,bayesian_network,175.8401299355719
24510180100__24510180300,bayesian_network,-3282.5271675495014
24510180200__24510180300,bayesian_network,2104.5689464543775
24510180200__24510190100,bayesian_network,1929.4229015271558
24510180300__24510190200,bayesian_network,917.9461212685928
24510180300__24510210100,bayesian_network,-1465.5421144093916
24510180300__24510210200,bayesian_network,-3654.143543292377
24510190100__24510200100,bayesian_network,2535.0136568057696
24510190200__24510190300,bayesian_network,3792.731613650103
24510190200__24510210200,bayesian_network,3777.603108686357
24510190300__24510200300,bayesian_network,-2351.337873345241
24510190300__24510200500,bayesian_network,-3643.1650392443044
24510190300__24510210200,bayesian_network,-1087.3078075580397
24510200100__24510200200,bayesian_network,3331.625644873149
24510200200__24510200600,bayesian_network,3901.2494173316245
24510200300__24510200400,bayesian_network,-367.3905616487709
24510200300__24510200500,bayesian_network,-4356.2558877134215
24510200400__24510200500,bayesian_network,-2515.2818441191484
24510200500__24510200600,bayesian_network,6421.452295374321
24510200500__24510210200,bayesian_network,-2779.178078194469
24510200500__24510250206,bayesian_network,506.330885472893
24510200600__24510200701,bayesian_network,1651.4642972564943
24510200600__24510200702,bayesian_network,205.1200584583039
24510200600__24510200800,bayesian_network,-3500.2866865202523
24510200600__24510250206,bayesian_network,4685.485794849439
24510200701__24510200702,bayesian_network,286.68697548790806
24510200701__24510200800,bayesian_network,58.86892366911161
24510200701__24510280402,bayesian_network,-1764.2595024377597
24510200701__24510280404,bayesian_network,2652.6885539619107
24510200702__24510200800,bayesian_network,-246.54878313085283
24510210100__24510210200,bayesian_network,-2939.1726984513516
24510210100__24510220100,bayesian_network,-23.21657338505611
24510210100__24510230100,bayesian_network,-1288.915478377763
24510210100__24510230300,bayesian_network,-2327.9642075006414
24510210100__24510250301,bayesian_network,-1344.9140252959187
24510210200__24510250206,bayesian_network,1611.935030970315
24510210200__24510250301,bayesian_network,-157.57240128191188
24510210200__24510250303,bayesian_network,-8764.421119574283
24510220100__24510230100,bayesian_network,0.3262290942366235
24510220100__24510230200,bayesian_network,-458.3859570020868
24510220100__24510240200,bayesian_network,-1341.2203478207448
24510220100__24510240300,bayesian_network,142.09880877644355
24510230100__24510230200,bayesian_network,1952.9230672440317
24510230100__24510230300,bayesian_network,-974.5182656314573
24510230200__24510230300,bayesian_network,2512.2539698435794
24510230200__24510240300,bayesian_network,-2878.788754245161
24510230200__24510240400,bayesian_network,-104.52679771383464
24510230300__24510240400,bayesian_network,1640.4148408938054
24510230300__24510250301,bayesian_network,-287.3863771350516
24510240100__24510240400,bayesian_network,-1783.8678171045394
24510240200__24510240300,bayesian_network,112.31642088726221
24510240200__24510240400,bayesian_network,509.29264991987293
24510240300__24510240400,bayesian_network,2032.54950694108
24510250101__24510250102,bayesian_network,3447.4029517745967
24510250101__24510250103,bayesian_network,226.08364106251793
24510250101__24510280403,bayesian_network,5030.467790180639
24510250102__24510250103,bayesian_network,2722.8978732124997
24510250102__24510280403,bayesian_network,-1138.5088984602212
24510250102__24510280404,bayesian_network,3007.1447436066283
24510250103__24510250206,bayesian_network,-4255.601278165239
24510250203__24510250204,bayesian_network,652.9595255742297
24510250203__24510250205,bayesian_network,385.5350831078322
24510250203__24510250207,bayesian_network,2534.372280189449
24510250203__24510250600,bayesian_network,255.66356292510318
24510250204__24510250205,bayesian_network,2967.1546247516017
24510250204__24510250207,bayesian_network,3083.20543317555
24510250204__24510250301,bayesian_network,-674.0591224533546
24510250205__24510250206,bayesian_network,-5890.705425452237
24510250205__24510250301,bayesian_network,2923.0501810527057
