screenline_id,method,absolute_error_delta_vs_direct
24001000300__24001001200,weighted_bootstrap,11.696292648408416
24001000300__24001001502,weighted_bootstrap,266.4424550228141
24001000400__24001000500,weighted_bootstrap,737.5896489640727
24001000400__24001001000,weighted_bootstrap,396.03435903626087
24001000500__24001000600,weighted_bootstrap,-198.7567621681428
24001000500__24001000800,weighted_bootstrap,-15.513694516519536
24001000500__24001001000,weighted_bootstrap,110.39742003171705
24001000600__24001000700,weighted_bootstrap,830.5264339839905
24001000600__24001000800,weighted_bootstrap,-901.1609647521691
24001000700__24001000800,weighted_bootstrap,-284.06885848805905
24001000800__24001001000,weighted_bootstrap,-54.63492624790524
24001000800__24001001100,weighted_bootstrap,-341.07921762540354
24001001000__24001001100,weighted_bootstrap,313.05277586713055
24001001100__24001001200,weighted_bootstrap,-46.45414363238524
24001001200__24001001300,weighted_bootstrap,80.8426750357421
24001001200__24001001402,weighted_bootstrap,491.15615230164985
24001001200__24001001502,weighted_bootstrap,69.06528742154842
24001001300__24001001401,weighted_bootstrap,298.61460291213007
24001001300__24001001402,weighted_bootstrap,-93.77670387212993
24001001300__24001002000,weighted_bootstrap,209.34211525245337
24001001401__24001001402,weighted_bootstrap,205.4583291491399
24001001401__24001001502,weighted_bootstrap,515.9786463948985
24001001401__24001001700,weighted_bootstrap,739.93682565153
24001001401__24001001900,weighted_bootstrap,149.04777633084996
24001001401__24001002000,weighted_bootstrap,-1551.6339562362118
24001001402__24001001502,weighted_bootstrap,49.77807542154915
24001001503__24001001600,weighted_bootstrap,-131.68477167515903
24001001503__24001001700,weighted_bootstrap,-73.71115578089757
24001001600__24001001700,weighted_bootstrap,-14.508092420184767
24001001600__24001001800,weighted_bootstrap,-428.86338991446064
24001001600__24023000300,weighted_bootstrap,-160.23479390093485
24001001700__24001001800,weighted_bootstrap,767.8208387407867
24001001700__24001001900,weighted_bootstrap,202.3894403541235
24001001800__24001001900,weighted_bootstrap,132.63016238408454
24001001800__24023000300,weighted_bootstrap,136.77938167196385
24001001900__24001002100,weighted_bootstrap,167.9179541994008
24001002100__24001002200,weighted_bootstrap,228.5659651711503
24001002200__24023000300,weighted_bootstrap,-286.23117614870125
24003701101__24003701102,weighted_bootstrap,-117.53443745855839
24003701101__24003701300,weighted_bootstrap,-1334.4416885563405
24003701101__24003702300,weighted_bootstrap,-144.13918131886385
24003701102__24003701200,weighted_bootstrap,-948.0255736308536
24003701102__24003701400,weighted_bootstrap,-353.5810014477029
24003701200__24003701400,weighted_bootstrap,-495.8793260415259
24003701300__24003701400,weighted_bootstrap,-144.3564857213969
24003701300__24003702300,weighted_bootstrap,291.71717255182375
24003701300__24003708004,weighted_bootstrap,33.962381632480174
24003701300__24033800507,weighted_bootstrap,983.9561510981512
24003701400__24003708004,weighted_bootstrap,284.47423533946494
24003702100__24003702402,weighted_bootstrap,-236.05112778391185
24003702100__24003702702,weighted_bootstrap,-828.7114230663792
24003702100__24003740800,weighted_bootstrap,638.1881460354689
24003702100__24003751600,weighted_bootstrap,-623.0937517487582
24003702100__24003751700,weighted_bootstrap,-1165.2513130529333
24003702204__24003702205,weighted_bootstrap,271.2109182701861
24003702204__24003702206,weighted_bootstrap,-641.7654566673191
24003702204__24003702300,weighted_bootstrap,-1081.1711382645735
24003702204__24003740702,weighted_bootstrap,384.7717090448714
24003702204__24003751700,weighted_bootstrap,-48.55528325711566
24003702204__24033800401,weighted_bootstrap,48.277423099265434
24003702204__24033800504,weighted_bootstrap,49.15354330743139
24003702205__24003702206,weighted_bootstrap,420.86800982425666
24003702205__24003702209,weighted_bootstrap,50.9048063811897
24003702205__24003740702,weighted_bootstrap,-173.2622928284436
24003702206__24003702208,weighted_bootstrap,-393.7585690056403
24003702206__24003702209,weighted_bootstrap,383.1067178270314
24003702206__24003751700,weighted_bootstrap,-980.4249539626508
24003702208__24003702209,weighted_bootstrap,-260.34767152932545
24003702208__24003740702,weighted_bootstrap,186.25530843323213
24003702208__24003740800,weighted_bootstrap,685.6398603097041
24003702209__24003740702,weighted_bootstrap,125.78734205637011
24003702300__24003751700,weighted_bootstrap,-1238.3885886402095
24003702300__24033800504,weighted_bootstrap,75.31009554000775
24003702402__24003702500,weighted_bootstrap,646.7773339933483
24003702402__24003702701,weighted_bootstrap,384.22624702652683
24003702402__24003702702,weighted_bootstrap,319.0191771367827
24003702402__24003706500,weighted_bootstrap,-8.64512615671265
24003702402__24003751600,weighted_bootstrap,1135.6359303260979
24003702500__24003702601,weighted_bootstrap,-556.185951551055
24003702500__24003706500,weighted_bootstrap,-425.7101924846065
24003702601__24003702602,weighted_bootstrap,-792.1206496586528
24003702601__24003706401,weighted_bootstrap,666.0843469434476
24003702602__24003706301,weighted_bootstrap,1155.7716149098524
24003702602__24003706401,weighted_bootstrap,292.6279190662608
24003702701__24003702702,weighted_bootstrap,815.9160646989403
24003702701__24003706500,weighted_bootstrap,180.48871364240767
24003702701__24003706600,weighted_bootstrap,-765.9053261726222
24003706101__24003706302,weighted_bootstrap,-303.5771023454581
24003706101__24003706402,weighted_bootstrap,-47.7830223162382
24003706101__24003706500,weighted_bootstrap,262.8957296282606
24003706101__24003706700,weighted_bootstrap,663.0643040717259
24003706301__24003706302,weighted_bootstrap,195.95232685254814
24003706301__24003706401,weighted_bootstrap,374.5250121570971
24003706302__24003706401,weighted_bootstrap,-219.52256131047398
24003706302__24003706402,weighted_bootstrap,-182.0922388454528
24003706401__24003706402,weighted_bootstrap,183.37480246969608
24003706401__24003706500,weighted_bootstrap,310.09909067041735
24003706500__24003706600,weighted_bootstrap,38.80326309742668
24003706600__24003706700,weighted_bootstrap,1050.2594460080836
24003707001__24003707002,weighted_bootstrap,-432.62356741157055
24003707001__24003708001,weighted_bootstrap,21.87246366245904
24003707002__24003708001,weighted_bootstrap,291.39098353617464
24003708001__24003708004,weighted_bootstrap,-604.9024136227154
24003708001__24009860200,weighted_bootstrap,-580.2564885825441
24003708001__24009860300,weighted_bootstrap,-152.07217948866037
24003708004__24009860101,weighted_bootstrap,898.5695055664946
24003708004__24009860102,weighted_bootstrap,-223.56215313568646
24003708004__24033800601,weighted_bootstrap,190.96246540579887
24003708004__24033800605,weighted_bootstrap,-85.49619185717256
24003730100__24003730203,weighted_bootstrap,5.947362255600638
24003730100__24003730204,weighted_bootstrap,-491.2464258672517
24003730100__24003731308,weighted_bootstrap,-71.76269264967596
24003730100__24003731309,weighted_bootstrap,396.1437429131547
24003730100__24003731311,weighted_bootstrap,1152.617977089536
24003730100__24510250500,weighted_bootstrap,796.6977283357919
24003730203__24003730204,weighted_bootstrap,538.9175224403953
24003730203__24003730300,weighted_bootstrap,204.75220514862667
24003730203__24003730402,weighted_bootstrap,22.928490038510063
24003730203__24003731204,weighted_bootstrap,518.6831822839704
24003730203__24003751103,weighted_bootstrap,26.91739780042917
24003730204__24003731204,weighted_bootstrap,-275.22316765173673
24003730204__24003731311,weighted_bootstrap,660.9303349558832
24003730300__24003730401,weighted_bootstrap,85.92699610083946
24003730300__24003730402,weighted_bootstrap,-562.2120651710175
24003730300__24003751000,weighted_bootstrap,-180.5964602619788
24003730300__24003751103,weighted_bootstrap,154.01678568725765
24003730401__24003730402,weighted_bootstrap,723.3224983868786
24003730401__24003730506,weighted_bootstrap,-82.82151964429067
24003730401__24003740201,weighted_bootstrap,-400.6196501014165
24003730401__24003750900,weighted_bootstrap,1148.106362353392
24003730401__24003751000,weighted_bootstrap,10.376543595511976
24003730402__24003730502,weighted_bootstrap,-52.32544321502792
24003730402__24003730506,weighted_bootstrap,32.685836963923066
24003730402__24003731204,weighted_bootstrap,-267.69396394440264
24003730502__24003730504,weighted_bootstrap,-584.1484660790375
24003730502__24003730506,weighted_bootstrap,-332.963815691066
24003730502__24003730603,weighted_bootstrap,97.9522456389077
24003730502__24003731204,weighted_bootstrap,-463.5511313205825
24003730504__24003730505,weighted_bootstrap,341.1354609798618
24003730504__24003730601,weighted_bootstrap,105.94947102514197
24003730504__24003730603,weighted_bootstrap,319.34076989127425
24003730504__24003741000,weighted_bootstrap,-286.33434851893253
24003730505__24003740201,weighted_bootstrap,706.3268275717783
24003730505__24003741000,weighted_bootstrap,211.4153549268358
24003730506__24003740201,weighted_bootstrap,-27.835674877605925
24003730601__24003741000,weighted_bootstrap,130.82477005638066
24003730603__24003730604,weighted_bootstrap,-331.802692975165
24003730603__24003731203,weighted_bootstrap,176.06750198455484
24003730603__24003731204,weighted_bootstrap,-929.2205518797418
24003730604__24003730700,weighted_bootstrap,-224.5372353514249
24003730604__24003731203,weighted_bootstrap,464.1901546090885
24003730700__24003730800,weighted_bootstrap,-484.23518634914217
24003730700__24003731201,weighted_bootstrap,127.55962671904126
24003730700__24003731203,weighted_bootstrap,265.1476743889507
24003730800__24003730901,weighted_bootstrap,452.8884959328134
24003730800__24003731103,weighted_bootstrap,2128.4098318929246
24003730800__24003731105,weighted_bootstrap,-171.8124162924505
24003730800__24003731201,weighted_bootstrap,171.6514378550928
24003730901__24003730902,weighted_bootstrap,178.77727530997072
24003730901__24003731103,weighted_bootstrap,147.98206097551156
24003730902__24003731002,weighted_bootstrap,-628.5759877394885
24003730902__24003731003,weighted_bootstrap,-155.21767920306138
24003730902__24003731004,weighted_bootstrap,303.7557016920291
24003730902__24003731103,weighted_bootstrap,-327.1686324033435
24003731002__24003731003,weighted_bootstrap,-552.8502929457809
24003731003__24003731004,weighted_bootstrap,-440.97610570931647
24003731102__24003731103,weighted_bootstrap,561.5488158113076
24003731102__24003731104,weighted_bootstrap,-722.5299721314768
24003731103__24003731104,weighted_bootstrap,574.159027999829
24003731103__24003731105,weighted_bootstrap,54.4143837171905
24003731104__24003731105,weighted_bootstrap,-186.39216063349886
24003731105__24003731201,weighted_bootstrap,805.1755769041556
24003731201__24003731203,weighted_bootstrap,-488.7108761969721
24003731202__24003731203,weighted_bootstrap,1056.8915302520563
24003731202__24003731204,weighted_bootstrap,-243.61251112471655
24003731202__24003731303,weighted_bootstrap,844.6877340489991
24003731202__24003731307,weighted_bootstrap,233.73782207224576
24003731203__24003731204,weighted_bootstrap,1300.4456543844572
24003731204__24003731307,weighted_bootstrap,-915.9866467818883
24003731204__24003731311,weighted_bootstrap,-631.2180929581955
24003731303__24003731307,weighted_bootstrap,-106.27205968842827
24003731306__24003731307,weighted_bootstrap,79.70557467563594
24003731306__24003731309,weighted_bootstrap,-291.4514308635462
24003731307__24003731309,weighted_bootstrap,-310.20541782456894
24003731307__24003731310,weighted_bootstrap,7.5136986685893135
24003731307__24003731311,weighted_bootstrap,7.329832623523544
24003731308__24003731309,weighted_bootstrap,27.31300587070291
24003731309__24003731310,weighted_bootstrap,-161.46687237023434
24003740102__24003740103,weighted_bootstrap,1450.069084030889
24003740102__24003740400,weighted_bootstrap,-480.0644756089823
24003740102__24003740500,weighted_bootstrap,-187.98967196702142
24003740102__24003740601,weighted_bootstrap,98.71473265413078
24003740102__24003751200,weighted_bootstrap,-313.3544608913653
24003740102__24003751500,weighted_bootstrap,-60.43143535960371
24003740102__24027601203,weighted_bootstrap,1178.6931334830151
24003740102__24027606901,weighted_bootstrap,510.6208060985173
24003740103__24003740104,weighted_bootstrap,554.978616298009
24003740103__24003740602,weighted_bootstrap,-631.6678618589222
24003740103__24003751200,weighted_bootstrap,-114.82700685217787
24003740103__24003751400,weighted_bootstrap,-25.972740005050582
24003740104__24003740105,weighted_bootstrap,-439.3830543220083
24003740104__24003740305,weighted_bootstrap,-203.13913688629873
24003740104__24003740602,weighted_bootstrap,1306.494725074106
24003740104__24003751400,weighted_bootstrap,-151.3314672234901
24003740105__24003740303,weighted_bootstrap,-1304.5356630215938
24003740105__24003740305,weighted_bootstrap,-537.6372788652534
24003740201__24003740203,weighted_bootstrap,-528.065634601644
24003740201__24003741000,weighted_bootstrap,35.29129185708007
24003740201__24003751400,weighted_bootstrap,604.6989096641846
24003740203__24003740303,weighted_bootstrap,-640.5905854514422
24003740203__24003741000,weighted_bootstrap,-1493.0067832229615
24003740203__24003751400,weighted_bootstrap,-850.3949778765855
24003740303__24003740304,weighted_bootstrap,455.237154514607
24003740303__24003751400,weighted_bootstrap,1798.3099471828373
24003740304__24003740305,weighted_bootstrap,-249.67719302790647
24003740304__24003740603,weighted_bootstrap,160.68780233091638
24003740304__24003740701,weighted_bootstrap,360.2854586413341
24003740304__24003740900,weighted_bootstrap,1350.7694906712277
24003740304__24003741000,weighted_bootstrap,-202.59184003204427
24003740305__24003740602,weighted_bootstrap,-357.31612311929166
24003740305__24003740603,weighted_bootstrap,-608.679858944186
24003740400__24027606901,weighted_bootstrap,75.63752372419185
24003740500__24003751500,weighted_bootstrap,-515.6860877700092
24003740500__24027606904,weighted_bootstrap,-156.34738076410213
24003740500__24027606905,weighted_bootstrap,-49.84194779867539
24003740500__24027606906,weighted_bootstrap,170.54112654043638
24003740500__24027606907,weighted_bootstrap,303.486931065152
24003740500__24033800103,weighted_bootstrap,-1093.840742803699
24003740601__24003740602,weighted_bootstrap,693.8405653098707
24003740601__24003740603,weighted_bootstrap,160.6325923760287
24003740601__24003751500,weighted_bootstrap,-374.6441574384007
24003740602__24003740603,weighted_bootstrap,630.3036772202104
24003740603__24003740702,weighted_bootstrap,231.4678076938435
24003740603__24003751500,weighted_bootstrap,1249.5056819609745
24003740603__24033800206,weighted_bootstrap,-92.58725456395769
24003740701__24003740900,weighted_bootstrap,-631.6548329075813
24003740702__24003740800,weighted_bootstrap,764.4322514182859
24003740702__24003740900,weighted_bootstrap,438.2950367499907
24003740702__24033800401,weighted_bootstrap,470.35585883561
24003740800__24003740900,weighted_bootstrap,-1057.0221909634747
24003740800__24003741000,weighted_bootstrap,-247.0106033064003
24003740800__24003751700,weighted_bootstrap,1180.070574374622
24003740900__24003741000,weighted_bootstrap,448.6592775464751
24003750101__24003750102,weighted_bootstrap,-123.64250458951938
24003750101__24003750202,weighted_bootstrap,84.379747944864
24003750101__24003750203,weighted_bootstrap,-258.8390909114314
24003750101__24510250401,weighted_bootstrap,-115.30315717490157
24003750101__24510250500,weighted_bootstrap,338.32851990866857
24003750102__24003750201,weighted_bootstrap,194.33640187816218
24003750102__24003750202,weighted_bootstrap,177.81879652717907
24003750102__24005980100,weighted_bootstrap,138.6213783701969
24003750102__24510250401,weighted_bootstrap,-515.4985533793224
24003750201__24003750202,weighted_bootstrap,-304.18183462406523
24003750201__24003750300,weighted_bootstrap,-573.3211085947514
24003750201__24003750400,weighted_bootstrap,-830.1929849128646
24003750201__24005430104,weighted_bootstrap,135.35820336705638
24003750201__24005980100,weighted_bootstrap,-439.0098004749143
24003750202__24003750203,weighted_bootstrap,-946.3752583296155
24003750202__24003750803,weighted_bootstrap,-202.4945366449101
24003750203__24003751102,weighted_bootstrap,597.6817768256296
24003750203__24510250500,weighted_bootstrap,-314.485794559896
24003750300__24003750400,weighted_bootstrap,-480.13427916384535
24003750300__24003751200,weighted_bootstrap,-149.27078468544642
24003750300__24005430101,weighted_bootstrap,-1032.0388516917592
24003750300__24005430300,weighted_bootstrap,-825.6827789804374
24003750400__24003750801,weighted_bootstrap,-493.0667251736777
24003750400__24003750803,weighted_bootstrap,-372.97323278635304
24003750400__24003751200,weighted_bootstrap,-586.6322480197705
24003750400__24003980000,weighted_bootstrap,506.4845593139198
24003750801__24003750803,weighted_bootstrap,41.27840720946551
24003750801__24003750804,weighted_bootstrap,-970.4224146515626
24003750801__24003750900,weighted_bootstrap,-1557.0693404681806
24003750801__24003980000,weighted_bootstrap,335.4470016293417
24003750803__24003750804,weighted_bootstrap,-824.6597997734789
24003750803__24003751102,weighted_bootstrap,76.47968268035038
24003750804__24003750900,weighted_bootstrap,-1795.188853616124
24003750804__24003751102,weighted_bootstrap,-16.177171033981722
24003750900__24003751000,weighted_bootstrap,657.0649627562962
24003750900__24003751102,weighted_bootstrap,-10.17186935294012
24003750900__24003751400,weighted_bootstrap,109.47057479896466
24003751000__24003751102,weighted_bootstrap,756.4873239658555
24003751000__24003751103,weighted_bootstrap,-92.02274980113361
24003751102__24003751103,weighted_bootstrap,-1238.8468261597518
24003751102__24510250500,weighted_bootstrap,286.1304436267819
24003751200__24003751400,weighted_bootstrap,-853.0799888423571
24003751200__24003980000,weighted_bootstrap,3001.1670918783493
24003751200__24005430300,weighted_bootstrap,98.77931789786089
24003751200__24005430600,weighted_bootstrap,438.73934819106944
24003751200__24005980200,weighted_bootstrap,-564.7289429462107
24003751200__24027601201,weighted_bootstrap,1038.9805823575298
24003751200__24027601203,weighted_bootstrap,56.95180306308612
24003751200__24027601204,weighted_bootstrap,-61.48700268046741
24003751400__24003980000,weighted_bootstrap,-405.0600082597957
24003751500__24033800103,weighted_bootstrap,870.6655072272515
24003751500__24033800206,weighted_bootstrap,-275.6250028411423
24003751500__24033800211,weighted_bootstrap,-746.5655836222977
24005400100__24005400200,weighted_bootstrap,1013.5163756285256
24005400100__24005430900,weighted_bootstrap,-770.4287321163865
24005400100__24005492500,weighted_bootstrap,-697.4942957763051
24005400100__24510250103,weighted_bootstrap,-746.0676194315165
24005400200__24005400400,weighted_bootstrap,325.9233448508967
24005400200__24005400600,weighted_bootstrap,-489.00482243350416
24005400200__24510250101,weighted_bootstrap,66.06953815264205
24005400400__24005400500,weighted_bootstrap,304.7119875677745
24005400400__24005400800,weighted_bootstrap,427.96809319692693
24005400400__24005401000,weighted_bootstrap,-807.3578540331873
24005400400__24005430600,weighted_bootstrap,273.5303567985902
24005400400__24005430700,weighted_bootstrap,-178.62438676877355
24005400400__24005492500,weighted_bootstrap,649.5061222310324
24005400500__24005401000,weighted_bootstrap,-107.92111954574284
24005400500__24005401400,weighted_bootstrap,47.81181834530071
24005400500__24027601104,weighted_bootstrap,-928.1706525799236
24005400600__24005400701,weighted_bootstrap,796.7417840886301
24005400600__24005400702,weighted_bootstrap,-197.36698456727572
24005400600__24005400800,weighted_bootstrap,213.64914641162613
24005400600__24510280403,weighted_bootstrap,960.1890463195414
24005400701__24005400702,weighted_bootstrap,739.9430698512733
24005400701__24005400800,weighted_bootstrap,-672.8808766803995
24005400701__24005401101,weighted_bootstrap,471.95226647993695
24005400701__24005401301,weighted_bootstrap,-896.506068982213
24005400702__24005401301,weighted_bootstrap,433.7296883356639
24005400702__24005401302,weighted_bootstrap,-466.88464270906115
24005400702__24510280403,weighted_bootstrap,-5.837498771701576
24005400800__24005400900,weighted_bootstrap,-306.06927447013004
24005400800__24005401000,weighted_bootstrap,-903.3318819153064
24005400800__24005401505,weighted_bootstrap,158.4778023963554
24005400900__24005401000,weighted_bootstrap,-321.84401851882285
24005400900__24005401503,weighted_bootstrap,954.9459370396107
24005400900__24005401505,weighted_bootstrap,-86.46316881141684
24005401000__24005401400,weighted_bootstrap,-153.97800382674723
24005401101__24005401102,weighted_bootstrap,-1622.5091776019544
24005401101__24005401301,weighted_bootstrap,1245.7340876188682
24005401101__24005401505,weighted_bootstrap,-2359.6024590984453
24005401102__24005401200,weighted_bootstrap,2113.675431819189
24005401102__24005401301,weighted_bootstrap,-1118.1292309204146
24005401102__24005401507,weighted_bootstrap,-348.1622052550083
24005401102__24005402405,weighted_bootstrap,1898.4141962306785
24005401200__24005401301,weighted_bootstrap,-820.1774698856516
24005401200__24005402403,weighted_bootstrap,-960.3036867551164
24005401200__24005402405,weighted_bootstrap,76.91802424003617
24005401200__24510280200,weighted_bootstrap,298.48542388961505
24005401200__24510280301,weighted_bootstrap,-309.66775722611055
24005401301__24005401302,weighted_bootstrap,-959.8417463963888
24005401301__24510280301,weighted_bootstrap,110.76166418215143
24005401301__24510280401,weighted_bootstrap,403.203115234257
24005401302__24510280401,weighted_bootstrap,819.6348164318188
24005401400__24005401503,weighted_bootstrap,-1355.2709060653797
24005401400__24027602700,weighted_bootstrap,1161.415363592212
24005401503__24005401504,weighted_bootstrap,-111.73875472489453
24005401503__24027602800,weighted_bootstrap,-935.2819021974683
24005401504__24005401505,weighted_bootstrap,-917.4568561047636
24005401504__24005401506,weighted_bootstrap,729.2777515894413
24005401504__24005401507,weighted_bootstrap,-451.82300394482445
24005401505__24005401507,weighted_bootstrap,-1114.7320778084686
24005401506__24005401507,weighted_bootstrap,-343.3525039181768
24005401506__24005402202,weighted_bootstrap,-245.7448324358229
24005401506__24005402406,weighted_bootstrap,87.14554479112485
24005401507__24005402407,weighted_bootstrap,-310.0520441453191
24005402201__24005402202,weighted_bootstrap,-39.269163688664776
24005402201__24005402504,weighted_bootstrap,312.48164961441944
24005402201__24005404101,weighted_bootstrap,79.60777770346886
24005402201__24005404800,weighted_bootstrap,-306.1565727859215
24005402201__24005492401,weighted_bootstrap,-34.429257573388895
24005402201__24005492402,weighted_bootstrap,-232.6191125061723
24005402201__24013505102,weighted_bootstrap,-146.0663194807239
24005402201__24013505206,weighted_bootstrap,341.4818233375772
24005402201__24027603001,weighted_bootstrap,294.1725798477337
24005402202__24005402406,weighted_bootstrap,207.61919188369757
24005402202__24005402504,weighted_bootstrap,402.3464012009299
24005402202__24027603001,weighted_bootstrap,303.323271648017
24005402302__24005402303,weighted_bootstrap,-209.53596082694276
24005402302__24005402306,weighted_bootstrap,-399.0534491500366
24005402302__24005402407,weighted_bootstrap,374.9887550584026
24005402303__24005402304,weighted_bootstrap,31.062408628320554
24005402303__24005402307,weighted_bootstrap,490.5677433830133
24005402303__24005402407,weighted_bootstrap,169.9332748467059
24005402304__24005402305,weighted_bootstrap,-336.5478127707902
24005402304__24005402404,weighted_bootstrap,470.01100894091724
24005402304__24005402405,weighted_bootstrap,346.02901725382435
24005402305__24005402307,weighted_bootstrap,565.9373263211746
24005402305__24005402403,weighted_bootstrap,-56.492918927484425
24005402305__24005402404,weighted_bootstrap,-45.974922129229526
24005402305__24005402604,weighted_bootstrap,-247.2377369832975
24005402305__24005403100,weighted_bootstrap,-252.265883861779
24005402305__24005403300,weighted_bootstrap,637.5100859953673
24005402306__24005402307,weighted_bootstrap,-355.4279418444494
24005402306__24005402602,weighted_bootstrap,539.4296290086495
24005402306__24005402604,weighted_bootstrap,-429.7076443433889
24005402307__24005402604,weighted_bootstrap,848.917252229825
24005402403__24005402404,weighted_bootstrap,373.3981471196603
24005402403__24005403100,weighted_bootstrap,91.00769023574048
24005402403__24005403202,weighted_bootstrap,186.69067466749766
24005402403__24510280200,weighted_bootstrap,839.2652770426321
24005402404__24005402405,weighted_bootstrap,713.8110212705942
24005402405__24005402407,weighted_bootstrap,99.40325890886197
24005402406__24005402407,weighted_bootstrap,979.8578200960255
24005402503__24005402504,weighted_bootstrap,229.30442652214697
24005402503__24005402506,weighted_bootstrap,-466.35959209351495
24005402503__24005402602,weighted_bootstrap,-523.5681361131647
24005402503__24005402604,weighted_bootstrap,133.56716080754995
24005402504__24005402505,weighted_bootstrap,187.97134862505845
24005402504__24005492401,weighted_bootstrap,-30.76587845743643
24005402505__24005402506,weighted_bootstrap,396.81464521334055
24005402505__24005402509,weighted_bootstrap,303.09057269949244
24005402505__24005492401,weighted_bootstrap,372.0478945035993
24005402506__24005402509,weighted_bootstrap,331.94416005975836
24005402506__24005402604,weighted_bootstrap,-414.12053995789574
24005402509__24005402603,weighted_bootstrap,-214.08132824279892
24005402509__24005404101,weighted_bootstrap,-994.9168018911441
24005402602__24005402604,weighted_bootstrap,-1203.7333172465187
24005402603__24005402604,weighted_bootstrap,40.85413579145097
24005402603__24005403702,weighted_bootstrap,-1609.4982397260028
24005402604__24005403702,weighted_bootstrap,466.98738523069187
24005403100__24005403201,weighted_bootstrap,-515.7540539815964
24005403100__24005403202,weighted_bootstrap,425.6123544101356
24005403100__24005403300,weighted_bootstrap,469.8354475244414
24005403201__24005403202,weighted_bootstrap,253.0758867700024
24005403201__24005403300,weighted_bootstrap,860.4661763982203
24005403201__24005403402,weighted_bootstrap,404.3930069796188
24005403201__24510280101,weighted_bootstrap,271.9373088702887
24005403202__24510280102,weighted_bootstrap,-367.9331975703608
24005403300__24005403401,weighted_bootstrap,236.04067466506967
24005403300__24005403402,weighted_bootstrap,138.61707195055533
24005403300__24005403702,weighted_bootstrap,-8.374056661094073
24005403401__24005403402,weighted_bootstrap,-912.1169919345994
24005403401__24005403702,weighted_bootstrap,-339.10575597238494
24005403402__24005403500,weighted_bootstrap,198.4988107548379
24005403402__24005403701,weighted_bootstrap,-1501.6689232484205
24005403402__24005403803,weighted_bootstrap,-901.1423527809602
24005403402__24510272007,weighted_bootstrap,-236.730473822754
24005403402__24510280101,weighted_bootstrap,57.49566059092831
24005403500__24005403601,weighted_bootstrap,263.2531408680625
24005403500__24005403803,weighted_bootstrap,1161.24974463525
24005403500__24510272004,weighted_bootstrap,843.3449049786668
24005403500__24510272005,weighted_bootstrap,-529.7817985809816
24005403601__24005403602,weighted_bootstrap,-859.0367236573511
24005403601__24005403803,weighted_bootstrap,-499.905591928331
24005403601__24005490400,weighted_bootstrap,419.1905810387998
24005403601__24510272003,weighted_bootstrap,-140.52025252956992
24005403602__24005490400,weighted_bootstrap,-598.9469015799841
24005403602__24005490500,weighted_bootstrap,150.36372717236372
24005403602__24510271501,weighted_bootstrap,-1034.0898060194231
24005403701__24005403702,weighted_bootstrap,395.7449765445781
24005403701__24005403801,weighted_bootstrap,428.84997528793974
24005403701__24005403802,weighted_bootstrap,-114.63334833805857
24005403701__24005404202,weighted_bootstrap,-534.6563879426285
24005403701__24005404900,weighted_bootstrap,-723.3922057125092
24005403702__24005404101,weighted_bootstrap,-136.59179366207172
24005403702__24005404102,weighted_bootstrap,-726.1794887342548
24005403702__24005404202,weighted_bootstrap,168.9253478521132
24005403801__24005403802,weighted_bootstrap,1252.7503415796018
24005403801__24005408302,weighted_bootstrap,438.2916281625585
24005403801__24005408303,weighted_bootstrap,655.5131510601104
24005403801__24005408704,weighted_bootstrap,-131.74813883317984
24005403801__24005490400,weighted_bootstrap,535.1098306116837
24005403802__24005403803,weighted_bootstrap,778.4176813234808
24005403802__24005490400,weighted_bootstrap,544.1797480725727
24005403803__24005490400,weighted_bootstrap,634.2669843043113
24005404101__24005404102,weighted_bootstrap,451.934467546831
24005404101__24005404403,weighted_bootstrap,68.22413189112922
24005404101__24005404800,weighted_bootstrap,296.7538034466015
24005404101__24005492402,weighted_bootstrap,828.6035059419155
24005404102__24005404201,weighted_bootstrap,309.27201132070695
24005404102__24005404202,weighted_bootstrap,274.157719550858
24005404102__24005404403,weighted_bootstrap,556.959400705924
24005404201__24005404202,weighted_bootstrap,-1043.0033527433152
24005404201__24005404501,weighted_bootstrap,-122.23032227952172
24005404201__24005404502,weighted_bootstrap,-737.7610431896246
24005404202__24005404900,weighted_bootstrap,-951.5518181432126
24005404402__24005404404,weighted_bootstrap,133.67467147341813
24005404402__24005404600,weighted_bootstrap,710.2248637888824
24005404402__24005404900,weighted_bootstrap,-379.5405036694028
24005404403__24005404404,weighted_bootstrap,590.281918682681
24005404403__24005404501,weighted_bootstrap,253.86474271690713
24005404403__24005404502,weighted_bootstrap,286.37997654960236
24005404404__24005404501,weighted_bootstrap,1090.3162794986893
24005404404__24005404600,weighted_bootstrap,-124.12537336380046
24005404404__24005404800,weighted_bootstrap,-297.81273314949067
24005404501__24005404502,weighted_bootstrap,-1413.527096077676
24005404600__24005404800,weighted_bootstrap,-43.30371626847045
24005404600__24005404900,weighted_bootstrap,-578.2223150553491
24005404600__24005405000,weighted_bootstrap,34.000730200103135
24005404600__24013504100,weighted_bootstrap,569.3316423060751
24005404800__24013504201,weighted_bootstrap,-105.91818508660072
24005404900__24005408303,weighted_bootstrap,-440.0532140056239
24005405000__24005406000,weighted_bootstrap,-31.652768066534918
24005405000__24005407001,weighted_bootstrap,-241.6483189191822
24005405000__24005408200,weighted_bootstrap,-327.53786754664
24005405000__24013508101,weighted_bootstrap,160.50463300909178
24005405000__24013508102,weighted_bootstrap,816.1644018153565
