epoch,total_loss,reconstruction_loss,contrastive_loss,tv_loss,raw_reconstruction_loss,raw_numeric_loss,raw_categorical_loss,raw_contrastive_loss,raw_tv_loss
1,0.62594598,0.64203583,0.61111597,0.00452336,4.44795715,1.33360559,3.11435157,4.77377763,0.00904673
2,0.48754632,0.57833039,0.43603306,0.00408080,3.90388041,1.32789055,2.57598986,2.85207020,0.00816159
3,0.17237490,0.45254516,0.02844252,0.00256482,2.76133696,1.51827270,1.24306425,0.14433558,0.00512965
4,0.14829269,0.42504355,0.00668952,0.00215182,2.57155616,1.65430849,0.91724766,0.03299727,0.00430365
5,0.14457805,0.41210399,0.00771738,0.00206513,2.51141233,1.64672640,0.86468592,0.03872056,0.00413025
6,0.14197495,0.40019567,0.00972414,0.00209363,2.15003875,1.30316647,0.84687227,0.04899946,0.00418726
7,0.13655249,0.39317035,0.00517608,0.00204498,2.08813217,1.26338525,0.82474692,0.02564204,0.00408997
8,0.13785728,0.39893078,0.00421175,0.00207251,2.24273796,1.42712893,0.81560904,0.02097645,0.00414503
