link_id,observed_volume,count_id,match_distance_m,lon,lat,road_name,route_id,county
osm_1016723277_10,3694.00000000,S2009030042,0.695,-76.65990998,39.43601407,Timonium Rd,03000CO00798  01WW**************,Baltimore
osm_43931120_5,10361.00000000,B0740,0.528,-76.49097679,38.98292291,King George St,02000MD00450  01EE**************,Anne Arundel
osm_1206795151_13,10013.00000000,B1761,0.306,-76.99006366,38.52578502,Port Tobacco Rd,08000MD00006  01EE**************,Charles
osm_180104300_3,6331.00000000,S1999030111,0.860,-76.74270044,39.31247244,Ramp 3 Fr Md 122 Eb To Ramp 2 (to Is695),03000RP00695  02NNIS17        03,Baltimore
osm_420150453_1,6011.00000000,S2012030129,0.700,-76.54017388,39.40369847,Waltham Woods Rd,03000CO03534  01NN**************,Baltimore
osm_986131028_23,52410.00000000,B0845,1.372,-76.68857726,39.09506923,No Name,02000MD00032  01NN**************,Anne Arundel
osm_17623814_66,4502.00000000,S2011040633,1.337,-76.43398438,38.37222536,Thunderbird Dr,04000CO01431  01NN**************,Calvert
osm_11538007_8,2720.00000000,S2013060375,0.869,-76.92625054,39.58798809,Coon Club Rd,06000CO00448  01EE**************,Carroll
osm_5285475_38,1983.00000000,S2010030147,0.412,-76.64505781,39.70451577,Ramp 5 Fr Is 83 Sb To Md 439,03000RP00083  02SSIS36        05,Baltimore
osm_432395723_4,492.00000000,B010029,1.300,-78.76149359,39.63621921,E Second St,01041MU03210  01EE**************,Allegany
osm_92119452_3,3393.00000000,S2010020103,0.918,-76.64730860,39.14342281,Ramp 6 Fr Md 174 Eb To Is 97 Sb,02000RP00097  02EEIS13        06,Anne Arundel
osm_447580962_5,45110.00000000,B0639,0.011,-76.70249347,38.80999706,Southern Md Blvd,02000MD00004  01NN**************,Anne Arundel
osm_178249692_5,2711.00000000,S2002030025,2.022,-76.53143274,39.38730436,Ramp 6 Fr Is 695 Eb To Md 147 Sb,03000RP00695  02EEIS31        06,Baltimore
osm_27413339_12,2910.00000000,S2005060005,1.031,-77.16336769,39.36067940,Ramp 1 Fr Md 27 Nb To Is 70 Wb,06000RP00070  02NNIS68        01,Carroll
osm_5998774_21,11040.00000000,S2010030121,1.381,-76.71123827,39.29990503,Liberty Rd,03000RP00070  02SSIS94        03,Baltimore
osm_5311798_1,3305.00000000,S2009030052,0.399,-76.52877522,39.35621984,Maple Ave,03000CO04234  01SS**************,Baltimore
osm_83230976_5,9743.00000000,S2001030126,1.738,-76.45679915,39.31736721,Ramp 5 Fr Md 702 Sb To Md 150 Eb,03000RP00702  02SSMD1         05,Baltimore
osm_11558469_2,255.00000000,B100060,0.620,-77.30988896,39.57933464,Legore Rd,10000CO00519  01NN**************,Frederick
osm_127673038_45,4422.00000000,B0929,0.350,-76.70813899,39.49005546,Falls Rd,03000MD00025  01NN**************,Baltimore
osm_372415982_130,1103.00000000,B010039,1.575,-78.70773696,39.71295384,Bedford Rd,01000MD00807  01NN**************,Allegany
osm_187916290_15,8932.00000000,S2007020018,0.773,-76.78045713,39.11535734,Ramp 6 Fr Md 32 Eb To Md 295 Sb,02000RP00295  02SSMD4         06,Anne Arundel
osm_165453978_1,12630.00000000,S2012021530,2.977,-76.62356271,39.09175804,Veterans Hwy,02000CO05461  01NN**************,Anne Arundel
osm_119540837_3,105.00000000,S2014120315,0.163,-76.28943808,39.49324029,Lilly Ct,12000CO02668  01SS**************,Harford
osm_993195748_6,5884.00000000,B1438,0.033,-75.79310000,38.69605471,Preston Rd,05000MD00318  01EE**************,Caroline
osm_445117374_1,1084.00000000,S2006020031,0.184,-76.78497144,39.12256727,Ramp 2 Fr Md 32 Wb To Guilford Rd,02000RP00032  02NNMD11        02,Anne Arundel
osm_576810714_71,7313.00000000,B1676,1.023,-75.98038408,39.71808594,Chrome Rd,07000MD00272  01NN**************,Cecil
osm_745672311_18,10545.00000000,B1547,9.208,-77.01563676,39.35404845,Old Washington Rd,06000MD00097  01NN**************,Carroll
osm_420072474_1,843.00000000,S2010030111,1.173,-76.50568385,39.37966781,Ramp 5 Fr Us 1 Sb To Md 43 Eb,03000RP00043  02WWMD1         05,Baltimore
osm_17611854_6,1732.00000000,S2011010311,2.568,-78.92559485,39.65324094,Bowery St,01060MU00120  01SS**************,Allegany
osm_529518520_5,4201.00000000,S2009030045,0.450,-76.70524162,39.37210915,Seven Mile La,03000CO01576  01SS**************,Baltimore
osm_114495158_6,2732.00000000,B070013,0.476,-75.81598165,39.52457358,No Name,07000MD00537C 01NN**************,Cecil
osm_5304461_54,4772.00000000,B030118,0.496,-76.83585697,39.42950653,Church Rd,03000CO00543  01EE**************,Baltimore
osm_997320781_2,19500.00000000,B0730,1.848,-76.67134804,38.99430035,Davidsonville Rd,02000MD00424  01NN**************,Anne Arundel
osm_17652284_122,894.00000000,S2014090612,2.140,-75.87545070,38.69306601,Williamsburg Church Rd,09000CO00344  01SS**************,Dorchester
osm_61432704_14,27952.00000000,S1999030095,2.193,-76.74783463,39.37543682,Ramp 8 Fr Is 695 Sb To Is 795 Wb,03000RP00695  02WWIS19        08,Baltimore
osm_62149677_6,72.00000000,S2013030258,0.153,-76.51223000,39.22925208,Ramp 9 Fr Md 695 Sb To Md 695 C,03000RP00695  02SSMD44        09,Baltimore
osm_115240822_89,10540.00000000,B1512,2.465,-76.94217002,39.60878514,Manchester Rd,06000MD00027  01NN**************,Carroll
osm_548021398_1,27032.00000000,B1065,5.778,-76.50729048,39.29078186,North Point Blvd,03000MD00151  01NN**************,Baltimore
osm_55761507_4,5442.00000000,S2017010199,1.568,-78.77054918,39.64870234,S Lee St,01041MU01992  01NN**************,Allegany
osm_425188370_3,6153.00000000,S2000020121,0.508,-76.64301327,39.16908816,Ramp 9 Fr Md 162a To Is 97 Sb,02000RP00097  02NNIS15        09,Anne Arundel
osm_11506197_3,4572.00000000,S2011020753,1.289,-76.53553570,38.80438422,Franklin Manor Rd                       ,02000CO03414  01EE**************,Anne Arundel
osm_17674773_12,7232.00000000,S2011080647,2.439,-76.95034121,38.53913270,Radio Station Rd,08000CO00110  01NN**************,Charles
osm_24514006_4,2943.00000000,S2010030165,0.473,-76.70263374,39.22066702,Ramp 7 Fr Us 1 Wb To Is 195 Sb,03000RP00195  02SSIS3         07,Baltimore
osm_178425673_185,3704.00000000,B030082,0.737,-76.56765365,39.55963393,Monkton Rd,03000CO00229  01EE**************,Baltimore
osm_50814685_3,8153.00000000,S2000030088,0.412,-76.49261726,39.33595164,Ramp 5 Fr Ramp 8 (fr Md 695) To Md 7 Eb,03000RP00695  02SSMD34        05,Baltimore
osm_11558389_38,425.00000000,B100058,0.324,-77.31856744,39.68325788,Keysville Rd,10000CO00063  01SS**************,Frederick
osm_5292291_4,1821.00000000,S1999030167,4.144,-76.68564035,39.24853408,Ramp 9 Fr Ramp 6 To Sulpher Spring Rd,03000RP00095  02SSIS49        09,Baltimore
osm_17605614_4,1741.00000000,S2006010028,1.331,-78.91761590,39.63391431,Ramp 2 Fr Is 68 Wb To Md 36 Nb,01000RP00068  02WWIS34        02,Allegany
osm_959204379_2,11431.00000000,S2011031015,0.676,-76.69912730,39.26393282,Maiden Choice La,03000CO02976  01WW**************,Baltimore
osm_294776931_6,6542.00000000,S2011020362,0.307,-76.58152972,39.10681758,Jumpers Hole Rd,02000CO04505  01NN**************,Anne Arundel
osm_1167739301_3,34900.00000000,B080110,1.541,-76.78261005,38.53710819,Leonardtown Rd,08000MD00005  01NN**************,Charles
osm_1136339815_1,11972.00000000,B1344,0.483,-76.66242780,38.51003957,Hallowing Point Rd,04000MD00231  01EE**************,Calvert
osm_29472224_12,10235.00000000,S2010020173,1.188,-76.54053794,38.97276483,Ramp 1 Fr Md 2 Nb To Md 665 Wb,02000RP00665  02NNMD2         01,Anne Arundel
osm_11549605_1,4444.00000000,S2007100037,0.579,-77.25963468,39.38020768,Ramp 5 Fr Md 75 Sb To Ramp 4 (to Is 70),10000RP00070  02EEIS62        05,Frederick
osm_5285288_12,6352.00000000,S2005030037,1.349,-76.66425998,39.41404334,Ramp 2 Fr Ramp 7 Fr Is83/is695 To Md25a,03000RP00083  02NNIS13        02,Baltimore
osm_1416720180_1,6282.00000000,S2011020877,3.624,-76.56324041,39.16378720,Solley Rd,02000CO01546  01NN**************,Anne Arundel
osm_425005015_1,5971.00000000,S2011030996,0.759,-76.71179758,39.24289714,Sulphur Spring Rd,03000CO03071  01EE**************,Baltimore
osm_537119516_4,55580.00000000,B0945,0.489,-76.74976901,39.28356870,Balto National Pike,03000US00040  01EE**************,Baltimore
osm_49889487_4,3343.00000000,S2010020163,0.512,-76.66075258,39.22548671,Ramp 1 Fr Is 695 Nb To Md 969a Wb,02000RP00695  02NNIS8         01,Anne Arundel
osm_1410575470_5,2521.00000000,B090013,1.378,-76.09213620,38.58115798,Glasgow St,09019MU00520  01SS**************,Dorchester
osm_420148896_1,34141.00000000,B0958,0.691,-76.54658084,39.39903970,Perring Pkwy,03000MD00041  01NN**************,Baltimore
osm_182532054_18,2282.00000000,S2004020127,0.618,-76.69522049,39.19839491,Ramp 5 Fr Is 195 Sb To Md 295 Eb,02000RP00195  02SSIS2         05,Anne Arundel
osm_718431471_55,2210.00000000,B1814,2.063,-75.90587716,38.64143671,East New Market Ellwood Rd,09000MD00016  01EE**************,Dorchester
osm_51536468_9,4130.00000000,S2006030060,0.632,-76.62944259,39.41549967,Ramp 4 Fr Md 139 Nb To Is 695 Eb,03000RP00695  02NNIS25        04,Baltimore
osm_11502531_1,543.00000000,S2010020170,0.183,-76.61226500,39.20493611,Ramp 6 Fr Ramp 3 (fr Md695 Eb) To Md 711,02000RP00695  02SSMD3A        06,Anne Arundel
osm_17604855_4,513.00000000,S2010010056,2.514,-78.57234221,39.70665974,Ramp 7 Fr Md 948am To Is 68 Wb,01000RP00068  02SSIS56        07,Allegany
osm_53054637_188,2472.00000000,S2011060405,0.570,-77.21765395,39.59467565,Middleburg Rd                           ,06000CO00214  01EE**************,Carroll
osm_280413657_16,3860.00000000,B1542,1.435,-76.88410429,39.68420731,Lineboro Rd,06000MD00086  01NN**************,Carroll
osm_501506676_1,16220.00000000,S2009030142,1.874,-76.75612105,39.31334859,Security Blvd,03000CO02400  01EE**************,Baltimore
osm_11516407_75,3432.00000000,S2011020798,1.949,-76.68314407,39.11623427,Clark Station Rd,02000CO01175  01SS**************,Anne Arundel
osm_954893768_3,49235.00000000,S2009030041,0.178,-76.78512215,39.41511987,Owings Mills Blvd,03000MD00940  01NN**************,Baltimore
osm_5323762_20,3881.00000000,S2012030000,0.899,-76.80442023,39.42542405,Tollgate Rd,03000CO00564  01EE**************,Baltimore
osm_265139076_3,11701.00000000,B0744,1.915,-76.55784005,38.84819905,Muddy Creek Rd,02000MD00468  01NN**************,Anne Arundel
osm_5301203_4,6082.00000000,S2010030185,0.049,-76.70540204,39.26278560,Ramp 2 Fr Md 372 To Is 695 Wb,03000RP00695  02WWIS12B       02,Baltimore
osm_548393151_3,39692.00000000,B0618,0.559,-76.61337092,39.19939425,Gov Ritchie Hwy,02000MD00002  01NN**************,Anne Arundel
osm_1305425638_1,3460.00000000,S2007100064,0.327,-77.53202167,39.36219322,Holter Rd,10000CO00208  01NN**************,Frederick
osm_24652093_19,186510.00000000,P0071,0.505,-76.69903486,39.23953686,No Name,03000IS00095  01NN**************,Baltimore
osm_1480012091_4,4824.00000000,S2006020025,41.674,-76.77069376,39.12028874,Ramp 5 Fr Md 295 Sb To Nsa Ent,02000RP00295  02SSMD5         05,Anne Arundel
osm_11555804_1,4892.00000000,B100065,0.831,-77.46000706,39.42212943,Waverley Dr,10057MU01545  01NN**************,Frederick
osm_114615708_105,3350.00000000,P0084,0.420,-75.85070031,39.06544950,Goldsboro Rd,05000MD00313  01NN**************,Caroline
osm_88437429_2,2011.00000000,S2004020042,3.027,-76.47625351,39.02179218,Ramp 1 Fr Bay Dale Dr To Ramp 8(us50 Wb),02000RP00050  02WWUS28        01,Anne Arundel
osm_1040418335_18,9764.00000000,B1646,0.701,-75.96357462,39.64248345,Joseph Biggs Memorial Hwy,07000MD00274  01EE**************,Cecil
osm_758680681_8,14251.00000000,B1525,0.032,-76.94479264,39.41643944,Sykesville Rd,06000MD00032  01NN**************,Carroll
osm_125103632_26,651.00000000,S2012030172,1.892,-76.50874360,39.24588399,Liberty Pkwy,03000CO05295  01SS**************,Baltimore
osm_11512705_2,892.00000000,S2011020897,0.471,-76.64336399,39.18377077,Hollins Ferry Rd,02000CO00562  01SS**************,Anne Arundel
osm_47287323_6,27872.00000000,B1203,0.562,-76.45567977,39.31626948,Southeast Blvd,03000MD00702  01EE**************,Baltimore
osm_547914541_62,10681.00000000,B030133,1.231,-76.80470767,39.47829000,Worthington Ave                         ,03000CO00443  01EE**************,Baltimore
osm_11503692_7,1011.00000000,B020030,0.858,-76.46387021,38.92197967,Cohasset Ave,02000CO02962  01SS**************,Anne Arundel
osm_765520978_11,17180.00000000,B0698,2.525,-76.62495629,38.92459973,Central Ave,02000MD00214  01EE**************,Anne Arundel
osm_696737890_8,5612.00000000,B1726,0.046,-76.95231525,38.58393291,Marshall Corner Rd,08000MD00227  01EE**************,Charles
osm_198707904_5,4801.00000000,S2012030024,0.758,-76.52292999,39.29621544,Baltimore St,03000CO05148  01SS**************,Baltimore
osm_11502144_18,5863.00000000,S2010020078,4.443,-76.60514538,39.19243150,Ramp 5 Fr Md 10 Sb To Md 710 Eb,02000RP00010  02SSMD6         05,Anne Arundel
osm_98289638_3,425.00000000,S2013030257,1.062,-76.50574674,39.23412431,Ramp 7 Fr Ramp 1 To Rp 6 (to Md 695 Sb),03000RP00695  02SSMD44        07,Baltimore
osm_1295568100_3,6533.00000000,B1500,1.147,-77.10596728,39.46121172,Liberty Rd,06000MD00026  01EE**************,Carroll
osm_894934263_58,11173.00000000,B1165,1.019,-76.42636174,39.47939734,Harford Rd,03000MD00147  01NN**************,Baltimore
osm_180179888_5,3780.00000000,S2010010022,0.977,-78.75538979,39.65032081,Ramp 2 Fr Is 68 Wb To Maryland Ave,01000RP00068  02WWIS43D       02,Allegany
osm_509108900_6,3053.00000000,S2000020113,0.576,-76.63514433,39.17540176,Ramp 2 Fr Md 648e Wb To Is 97 Nb,02000RP00097  02NNIS16        02,Anne Arundel
osm_50321100_3,5083.00000000,S2004020090,1.750,-76.54891684,38.97949268,Ramp 8 Fr Riva Rd Sb To Md 665 Wb,02000RP00665  02WWMD1         08,Anne Arundel
osm_85235007_7,22581.00000000,B080083,0.788,-76.88293382,38.61345165,St Charles Pkwy,08000CO00623  01SS**************,Charles
osm_47309521_7,5743.00000000,S2010030155,2.352,-76.50296084,39.29065668,Eastern Ave,03000RP00151  02NNMD6         01,Baltimore
osm_5308731_6,855.00000000,S2014030326,0.119,-76.83740067,39.56371528,Arcadia Ave,03000CO00169  01EE**************,Baltimore
osm_11542870_8,2982.00000000,S2017100224,0.519,-77.47789943,39.42658120,Bowers Rd,10000CO00196  01WW**************,Frederick
osm_130536496_14,23840.00000000,B1042,2.069,-76.59926200,39.41728846,Dulaney Valley Rd,03000MD00146  01NN**************,Baltimore
osm_180179885_5,4360.00000000,B0522,1.778,-78.81440414,39.64204709,Braddock Rd,01000MD00049  01EE**************,Allegany
osm_251951912_2,8325.00000000,B020102,2.267,-76.53596571,38.98843597,Solomons Island Rd,02000MD00002AD01NN**************,Anne Arundel
osm_50978090_2,5175.00000000,S2010020045,0.118,-76.76906494,39.10039769,Samford Rd,02000GV00069  01WW**************,Anne Arundel
osm_182742766_2,3903.00000000,S2002030044,0.978,-76.51754293,39.37280030,Ramp 6 Fr Is 695 Eb To Us 1 Sb,03000RP00695  02EEIS32        06,Baltimore
osm_98738119_6,1255.00000000,S1999020036,2.367,-76.65329096,38.95937322,Ramp 3 Fr Ramp 6 (fr Is595) To Md 424 Nb,02000RP00595  02EEIS16        03,Anne Arundel
osm_447604156_2,35210.00000000,B100085,2.816,-77.40654900,39.39834218,Buckeystown Pike,10000MD00085  01NN**************,Frederick
osm_353840743_4,972.00000000,S2005030093,0.867,-76.66467551,39.54780172,Ramp 4 Fr Is 83 Nb To Belfast Rd Eb,03000RP00083  02NNIS24        04,Baltimore
osm_261710012_3,2671.00000000,S2011031012,0.616,-76.69033546,39.26662220,Beechfield Ave,03000CO02992  01WW**************,Baltimore
osm_5283461_4,13983.00000000,S2001030128,3.206,-76.45645895,39.31944159,Ramp 2 Fr Md 150 Wb To Md 702 Nb,03000RP00702  02WWMD1         02,Baltimore
osm_182742727_1,1043.00000000,S2002020012,0.002,-76.64148718,39.20761294,Ramp 8 Fr Md 648e To Ramp 1 (to Is695),02000RP00695  02EEIS5         08,Anne Arundel
osm_885838984_3,8663.00000000,B2002,1.118,-77.31451333,39.29197585,Urbana Pike,10000MD00355  01NN**************,Frederick
osm_68667265_1,17690.00000000,B1154,1.232,-76.88422672,39.39658143,Liberty Rd,03000MD00026  01EE**************,Baltimore
osm_1473795639_4,9760.00000000,B0767,0.873,-76.53561248,38.97730086,Forest Dr,02003MU01165  01SS**************,Anne Arundel
osm_1305870705_6,3081.00000000,B1826,3.202,-75.82790686,38.49693967,Rhodesdale Vienna Rd,09000MD00331  01NN**************,Dorchester
osm_51536803_13,6792.00000000,S2001030146,0.496,-76.60187943,39.41210044,Ramp 6 Fr Is 695 Eb To Md 146 Sb,03000RP00695  02SSIS27        06,Baltimore
osm_17605289_3,330.00000000,S2010010035,1.865,-78.73725553,39.66612958,Ramp 6 Fr Is 68 Eb To Md 952 Sb,01000RP00068  02SSIS45        06,Allegany
osm_17622141_90,1742.00000000,B1679,0.776,-75.77862905,39.49462301,Cayots Corner Rd,07000MD00310  01EE**************,Cecil
osm_11555205_10,2030.00000000,B1983,0.974,-77.55403117,39.51096095,Wolfsville Rd,10000MD00017  01NN**************,Frederick
osm_858417967_7,13245.00000000,S2001030060,1.227,-76.74270261,39.29723973,Crosby Rd,03000CO02500  01WW**************,Baltimore
osm_17610451_9,302.00000000,S2011010312,1.891,-78.90522297,39.64364250,Village Pkwy,01060MU00535  01SS**************,Allegany
osm_420080982_1,9691.00000000,S2012030090,0.566,-76.46760713,39.38712857,Silver Spring Rd,03000CO04090  01SS**************,Baltimore
osm_51536815_2,3171.00000000,S2012030121,1.143,-76.59841321,39.41458668,Hampton La,03000CO00999  01WW**************,Baltimore
osm_11505221_3,2582.00000000,S1997020024,0.808,-76.51400768,38.84114318,Snug Harbor Rd,02000CO03382  01EE**************,Anne Arundel
osm_760114112_58,9593.00000000,B0713,1.921,-76.60017865,39.15741711,Furnace Branch Rd,02000MD00270  01NN**************,Anne Arundel
osm_1319136850_4,11275.00000000,B1721,0.339,-77.07278343,38.62824183,Marshall Hall Rd,08000MD00227  01EE**************,Charles
osm_5291838_9,774.00000000,S2009030008,0.349,-76.51469346,39.29338766,Ramp 2 Fr Md 151 Wb To Md 150 Nb,03000RP00150  02EEMD1         02,Baltimore
osm_1008772621_4,1391.00000000,S2012030136,0.748,-76.53712468,39.37790220,Woodside Ave,03000CO03670  01SS**************,Baltimore
osm_140703501_1,90707.00000000,P0024,0.334,-76.67898544,38.95590276,John Hanson Hwy,02000IS00595  01EE**************,Anne Arundel
osm_346691035_10,1042.00000000,S2006030028,1.426,-76.69247945,39.25316987,Ramp 3 Fr Ramp 6 (fr Is695) To Leeds Ave,03000RP00695  02SSIS12A       03,Baltimore
osm_114731285_3,3131.00000000,B1566,1.195,-77.16736843,39.35715088,Frederick Rd,06000MD00144A 01EE**************,Carroll
osm_184365704_3,4861.00000000,S2011031023,0.529,-76.71284223,39.33491533,Flannery La                             ,03000CO01903  01SS**************,Baltimore
osm_88149637_9,173.00000000,S2010010062,1.048,-78.44095333,39.66698365,Ramp 6 Fr Is 68 Eb To Md 948al Sb,01000RP00068  02EEIS64        06,Allegany
osm_5311947_13,342.00000000,S2017030280,0.637,-76.61040452,39.37899552,Heathfield Rd,03000CO01319  01NN**************,Baltimore
osm_50321187_5,25015.00000000,S2004020081,0.331,-76.55366528,38.98272009,Ramp 11 Fr Is 595 Wb To Is 595 Wb,02000RP00595  02WWIS21        11,Anne Arundel
osm_17657153_7,632.00000000,B080104,2.399,-76.96219056,38.50350639,Glen Albin Rd,08000CO00494  01NN**************,Charles
osm_5296663_3,1301.00000000,S2010030117,0.875,-76.71661988,39.30261814,Ramp 1 Fr Ingleside Ave To Ramp 8,03000RP00070  02WWIS93        01,Baltimore
osm_82123778_3,24191.00000000,B0968,0.311,-76.65056733,39.50137195,York Rd,03000MD00045  01NN**************,Baltimore
osm_5288580_10,1760.00000000,S1999030173,0.001,-76.82431456,39.43888606,Ramp 6 Fr Franklin Blvd To Is 795 Sb,03000RP00795  02SSIS7         06,Baltimore
osm_559198421_2,1953.00000000,B1705,0.759,-77.16164831,38.49201859,Port Tobacco Rd,08000MD00006  01EE**************,Charles
osm_193194849_17,9642.00000000,S2006030057,0.599,-76.62768138,39.41724638,Ramp 1 Fr Md 139 Nb To Is 695 Wb,03000RP00695  02NNIS25        01,Baltimore
osm_50409004_2,166051.00000000,B0840,2.334,-76.56739376,38.98382017,John Hanson Hwy,02000IS00595  01EE**************,Anne Arundel
osm_778541526_7,3722.00000000,B1335,2.617,-76.58725004,38.54314932,Main St,04000MD00765A 01NN**************,Calvert
osm_11541451_6,2000.00000000,B060096,0.694,-76.98953044,39.55682794,Gist Rd,06000CO00305  01SS**************,Carroll
osm_548572048_1,25742.00000000,B030004,0.825,-76.50462747,39.26747689,Merritt Blvd,03000MD00157  01NN**************,Baltimore
osm_446727092_4,2322.00000000,S2011010317,0.849,-78.77857179,39.65349570,Fayette St,01041MU01290  01NN**************,Allegany
osm_17299356_1,11314.00000000,S2010020132,2.565,-76.71842942,39.15958526,Ramp 1 Fr Md 713 Nb To Md 100 Wb,02000RP00100  02WWMD10        01,Anne Arundel
osm_48962889_69,13090.00000000,B1601,2.221,-76.09692983,39.69421630,Conowingo Rd,07000US00001  01NN**************,Cecil
osm_49658391_3,823.00000000,S2010030179,3.564,-76.74076973,39.28603068,Ramp 9 Fr Ramp 8 To Us 40 Wb,03000RP00695  02SSIS15        09,Baltimore
osm_1152959808_16,8631.00000000,S2012030105,0.777,-76.51390727,39.41156868,Cub Hill Rd,03000CO03807  01SS**************,Baltimore
osm_11557780_9,674.00000000,B2054,0.224,-77.44130489,39.25141904,Park Mills Rd,10000CO00332  01EE**************,Frederick
osm_592520841_1,2333.00000000,S1998030191,4.819,-76.64536765,39.70503379,Ramp 6 Fr Md 439 Eb To Is 83 Sb,03000RP00083  02SSIS36        06,Baltimore
osm_88149641_2,1274.00000000,B010046,1.272,-78.56737449,39.70475088,Black Valley Rd,01000MD00948AO01SS**************,Allegany
osm_534626216_9,7502.00000000,S2011020768,0.817,-76.49158508,38.97814601,Main St,02003MU01920  01NN**************,Anne Arundel
osm_11518260_8,3702.00000000,S2011020764,0.790,-76.60100864,38.94916695,Governor Bridge Rd,02000CO02715  01WW**************,Anne Arundel
osm_912604427_4,383.00000000,S2010100069,0.606,-77.42076906,39.62453639,Ramp 5 Fr Ramp 8 (fr Us 15) To Md 77 Eb,10000RP00015  02EEUS29        05,Frederick
osm_117959954_6,16160.00000000,S2013030332,0.487,-76.62986804,39.41604809,Ramp 6 Fr Rp 3 (is 695 Eb) To Md 139 Sb,03000RP00695  02SSIS25        06,Baltimore
osm_130536517_4,3423.00000000,S2004020054,0.183,-76.48907894,39.01284252,Ramp 4 Fr Md 450 Nb To Md 2 Eb,02000RP00050  02NNUS27        04,Anne Arundel
osm_17611358_7,2280.00000000,S2003070002,1.224,-75.95297129,39.63474984,Ramp 2 Fr Ramp 9 (fr Is 95) To Md 272 Nb,07000RP00095  02WWIS100       02,Cecil
osm_5289202_3,1675.00000000,S2010030127,2.669,-76.64594247,39.45529021,Ramp 3 Fr Padonia Rd To Ramp 2 (to Is83),03000RP00083  02EEIS17        03,Baltimore
osm_150044562_30,3383.00000000,S2012030084,0.093,-76.49152363,39.36416761,Ridge Rd,03000CO04200  01NN**************,Baltimore
osm_1331529674_8,6520.00000000,S2013040190,0.192,-76.62309772,38.61893166,Huntingtown Rd,04000CO00010  01EE**************,Calvert
osm_451739607_29,15734.00000000,B1121,0.558,-76.66169003,39.23388800,Harbor Tunnel Thruway,03000IS00895  01NN**************,Baltimore
osm_114751060_13,6521.00000000,S2018020129,1.921,-76.69090834,39.18673344,Amtrak Way,02000MD00995  01NN**************,Anne Arundel
osm_17648650_13,4411.00000000,B1830,0.069,-75.86067282,38.62875067,S Main St,09000MD00331  01NN**************,Dorchester
osm_632966603_50,505.00000000,B050007,0.609,-75.94113234,38.96675362,Crouse Mill Rd,05000CO00075  01WW**************,Caroline
osm_375322794_1,28372.00000000,B0617,2.550,-76.61284179,39.18310562,Gov Ritchie Hwy,02000MD00002  01NN**************,Anne Arundel
osm_17596622_2,2170.00000000,S2010010044,1.365,-78.71529324,39.67285618,Ramp 4 Fr Md 144 Nb To Ramp 5 (to Is 68),01000RP00068  02EEIS47        04,Allegany
osm_960592378_17,3175.00000000,S2014070294,1.073,-75.95163776,39.65209489,Warburton Rd,07000CO00411  01EE**************,Cecil
osm_93159530_1,19711.00000000,B1583,0.388,-76.96594006,39.36350714,Sykesville Rd,06000MD00032  01NN**************,Carroll
osm_1179705519_7,3141.00000000,S2012030162,1.274,-76.51941017,39.25153388,Belclare Rd,03000CO05284  01EE**************,Baltimore
osm_950137829_4,9611.00000000,B020016,4.154,-76.66696667,39.22402397,W Nursery Rd,02000CO00006  01WW**************,Anne Arundel
osm_540435152_16,3492.00000000,S2017030296,0.553,-76.69337733,39.37291787,Marnat Rd,03000CO01567  01WW**************,Baltimore
osm_48368485_8,5875.00000000,B0917,1.646,-76.51560580,39.29148627,North Point Rd,03000CO08007  01NN**************,Baltimore
osm_255800818_1,18134.00000000,B0755,1.171,-76.59898415,39.15518059,Balto Annapolis Blvd,02000MD00648E 01NN**************,Anne Arundel
osm_93130636_2,1030.00000000,S2013060386,0.083,-76.96567512,39.37694964,Springfield Ave,06142MU00303  01NN**************,Carroll
osm_117736711_1,3043.00000000,S2010030175,0.290,-76.66623513,39.23702953,Ramp 4 Fr Ramp 1 To Hollins Ferry Rd Eb,03000RP00695  02SSIS9         04,Baltimore
osm_53424598_3,2382.00000000,S2011030940,1.298,-76.72596164,39.53382299,Western Run Rd,03000CO00195  01NN**************,Baltimore
osm_929621643_7,103831.00000000,S2000020157,0.099,-76.73603903,39.17333509,No Name,02000MD00100  01EE**************,Anne Arundel
osm_1235097517_23,8432.00000000,B040001,0.157,-76.44276949,38.37144321,H G Trueman Rd,04000MD00765Q 01NN**************,Calvert
osm_11537189_6,1475.00000000,S2014060307,0.034,-77.13006078,39.40974331,Harrisville Rd,06000CO00580  01EE**************,Carroll
osm_61462125_9,9051.00000000,S2012030002,1.296,-76.78477148,39.41392482,Dolfield Rd S,03000CO02254  01SS**************,Baltimore
osm_17606122_12,1082.00000000,S2017010213,0.695,-78.75863976,39.63203387,South St,01041MU03370  01SS**************,Allegany
osm_11501682_6,3233.00000000,S2000020109,0.813,-76.64374055,39.16482994,Ramp 6 Fr Md 176 Eb To Is 97 Sb,02000RP00097  02EEIS15        06,Anne Arundel
osm_11503075_5,9742.00000000,B0663,0.070,-76.65316069,39.20385945,Camp Meade Rd,02000MD00170  01NN**************,Anne Arundel
osm_314503132_3,1962.00000000,S2010100002,1.476,-77.41057590,39.43678118,Ramp 2 Fr Ramp 7 To Opossumtown Pike,10000RP00015  02EEUS16        02,Frederick
osm_17675034_11,1362.00000000,B080101,0.015,-76.87034730,38.59225555,Renner Rd,08000CO00077  01WW**************,Charles
osm_243994722_16,6735.00000000,S2003030019,0.478,-76.44606701,39.38056947,Ramp 7 Fr Md 43 Wb To Is 95 Sb,03000RP00095  02WWIS67        07,Baltimore
