scenario,source_row,o_tpb_taz,d_tpb_taz,o_activity,d_activity,departure_time_min,travel_mode,vehicle_occupancy,person_weight,vehicle_weight_unscaled,vehicle_weight
real,6940,3060,3088,10,5,945,4,2,77.10101228,38.55050614,1.81746515
real,6941,3088,3086,5,5,1035,4,2,77.10101228,38.55050614,1.81746515
real,6942,3086,3060,5,1,1055,4,2,77.10101228,38.55050614,1.81746515
real,6943,3060,3059,2,10,708,5,2,77.10101228,38.55050614,1.81746515
real,6944,3059,3077,10,5,715,5,2,77.10101228,38.55050614,1.81746515
real,6945,3077,3077,5,5,780,5,2,77.10101228,38.55050614,1.81746515
real,6946,3077,3060,5,1,795,5,2,77.10101228,38.55050614,1.81746515
real,6947,3060,3060,1,10,920,5,2,77.10101228,38.55050614,1.81746515
real,6948,3060,3088,10,5,945,5,2,77.10101228,38.55050614,1.81746515
real,6949,3088,3086,5,5,1035,5,2,77.10101228,38.55050614,1.81746515
real,6950,3086,3060,5,1,1055,5,2,77.10101228,38.55050614,1.81746515
real,6951,3244,3256,1,5,945,4,1,92.76126350,92.76126350,4.37323347
real,6952,3256,3244,5,10,970,4,1,92.76126350,92.76126350,4.37323347
real,6953,3244,3254,10,5,1000,4,1,92.76126350,92.76126350,4.37323347
real,6954,3254,3255,5,1,1040,4,1,92.76126350,92.76126350,4.37323347
real,6965,3242,3244,1,7,1054,4,2,89.73644957,44.86822479,2.11531425
real,6966,3244,3242,7,1,1205,4,2,89.73644957,44.86822479,2.11531425
real,6967,3242,3256,1,2,605,4,1,89.73644957,89.73644957,4.23062850
real,6968,3256,3242,2,1,795,4,1,89.73644957,89.73644957,4.23062850
real,6969,3242,3253,1,5,865,4,1,89.73644957,89.73644957,4.23062850
real,6970,3253,3244,5,5,906,4,1,89.73644957,89.73644957,4.23062850
real,6971,3244,3242,5,1,956,4,1,89.73644957,89.73644957,4.23062850
real,6972,3242,3255,1,12,988,4,1,89.73644957,89.73644957,4.23062850
real,6973,3255,3242,12,1,997,4,1,89.73644957,89.73644957,4.23062850
real,6974,3242,3244,1,7,1054,5,2,89.73644957,44.86822479,2.11531425
real,6975,3244,3242,7,1,1205,5,2,89.73644957,44.86822479,2.11531425
real,6976,3252,3253,1,5,540,4,1,49.87092441,49.87092441,2.35116672
real,6977,3253,3252,5,1,600,4,1,49.87092441,49.87092441,2.35116672
real,6978,3252,3253,1,2,810,4,1,49.87092441,49.87092441,2.35116672
real,6979,3253,3252,2,1,1160,4,1,49.87092441,49.87092441,2.35116672
