link_id,volume
osm_1368910394_1_fwd,228
osm_1368910394_1_rev,222
osm_1368910394_2_fwd,228
osm_1368910394_2_rev,222
osm_1368910394_3_fwd,228
osm_1368910394_3_rev,222
osm_1368910395_1_fwd,228
osm_1368910395_1_rev,222
osm_1368910396_1_fwd,228
osm_1368910396_1_rev,222
osm_1368910396_2_fwd,228
osm_1368910396_2_rev,222
osm_1368910396_3_fwd,228
osm_1368910396_3_rev,222
osm_1368910396_4_fwd,228
osm_1368910396_4_rev,222
osm_1368910397_1_fwd,228
osm_1368910397_1_rev,222
osm_1368910397_2_fwd,228
osm_1368910397_2_rev,222
osm_1368910404_1_fwd,228
osm_1368910404_1_rev,222
osm_1368910412_1_fwd,353
osm_1368910412_1_rev,332
osm_1368910412_2_fwd,353
osm_1368910412_2_rev,332
osm_1368910412_3_fwd,353
osm_1368910412_3_rev,332
osm_1368910412_4_fwd,353
osm_1368910412_4_rev,332
osm_1368910412_5_fwd,353
osm_1368910412_5_rev,332
osm_1368910412_6_fwd,353
osm_1368910412_6_rev,332
osm_1368910412_7_fwd,353
osm_1368910412_7_rev,332
osm_1368910412_8_fwd,353
osm_1368910412_8_rev,332
osm_1368910412_9_fwd,353
osm_1368910412_9_rev,332
osm_1368910413_1_fwd,353
osm_1368910413_1_rev,332
osm_1368910413_2_fwd,353
osm_1368910413_2_rev,332
osm_1368910414_1_fwd,353
osm_1368910414_1_rev,332
osm_1368910414_2_fwd,353
osm_1368910414_2_rev,332
osm_1368910414_3_fwd,353
osm_1368910414_3_rev,332
osm_1368910414_4_fwd,353
osm_1368910414_4_rev,332
osm_1368910414_5_fwd,353
osm_1368910414_5_rev,332
osm_1368910415_1_fwd,353
osm_1368910415_1_rev,332
osm_1368910415_2_fwd,353
osm_1368910415_2_rev,332
osm_1368910417_10_fwd,353
osm_1368910417_10_rev,332
osm_1368910417_1_fwd,353
osm_1368910417_1_rev,332
osm_1368910417_2_fwd,353
osm_1368910417_2_rev,332
osm_1368910417_3_fwd,353
osm_1368910417_3_rev,332
osm_1368910417_4_fwd,353
osm_1368910417_4_rev,332
osm_1368910417_5_fwd,353
osm_1368910417_5_rev,332
osm_1368910417_6_fwd,353
osm_1368910417_6_rev,332
osm_1368910417_7_fwd,353
osm_1368910417_7_rev,332
osm_1368910417_8_fwd,353
osm_1368910417_8_rev,332
osm_1368910417_9_fwd,353
osm_1368910417_9_rev,332
osm_1368910418_1_fwd,353
osm_1368910418_1_rev,332
osm_1368910418_2_fwd,353
osm_1368910418_2_rev,332
osm_1368910418_3_fwd,353
osm_1368910418_3_rev,332
osm_1368910418_4_fwd,353
osm_1368910418_4_rev,332
osm_1368910418_5_fwd,353
osm_1368910418_5_rev,332
osm_1368910418_6_fwd,353
osm_1368910418_6_rev,332
osm_1368910418_7_fwd,353
osm_1368910418_7_rev,332
osm_1368910419_1_fwd,353
osm_1368910419_1_rev,332
osm_1368910419_2_fwd,353
osm_1368910419_2_rev,332
osm_1368910419_3_fwd,353
osm_1368910419_3_rev,332
osm_1368910438_1_fwd,353
osm_1368910438_1_rev,332
osm_1369413758_1_fwd,234
osm_1369413758_1_rev,163
osm_1369413789_10_fwd,106
osm_1369413789_10_rev,53
osm_1369413789_11_fwd,106
osm_1369413789_11_rev,53
osm_1369413789_12_fwd,106
osm_1369413789_12_rev,53
osm_1369413789_13_fwd,106
osm_1369413789_13_rev,53
osm_1369413789_14_fwd,106
osm_1369413789_14_rev,53
osm_1369413789_15_fwd,106
osm_1369413789_15_rev,53
osm_1369413789_16_fwd,106
osm_1369413789_16_rev,53
osm_1369413789_17_fwd,106
osm_1369413789_17_rev,53
osm_1369413789_18_fwd,106
osm_1369413789_18_rev,53
osm_1369413789_19_fwd,106
osm_1369413789_19_rev,53
osm_1369413789_1_fwd,106
osm_1369413789_1_rev,53
osm_1369413789_20_fwd,106
osm_1369413789_20_rev,53
osm_1369413789_21_fwd,106
osm_1369413789_21_rev,53
osm_1369413789_22_fwd,106
osm_1369413789_22_rev,53
osm_1369413789_23_fwd,106
osm_1369413789_23_rev,53
osm_1369413789_24_fwd,106
osm_1369413789_24_rev,53
osm_1369413789_25_fwd,106
osm_1369413789_25_rev,53
osm_1369413789_26_fwd,106
osm_1369413789_26_rev,53
osm_1369413789_27_fwd,106
osm_1369413789_27_rev,53
osm_1369413789_28_fwd,106
osm_1369413789_28_rev,53
osm_1369413789_29_fwd,106
osm_1369413789_29_rev,53
osm_1369413789_2_fwd,106
osm_1369413789_2_rev,53
osm_1369413789_30_fwd,106
osm_1369413789_30_rev,53
osm_1369413789_31_fwd,106
osm_1369413789_31_rev,53
osm_1369413789_32_fwd,106
osm_1369413789_32_rev,53
osm_1369413789_33_fwd,106
osm_1369413789_33_rev,53
osm_1369413789_34_fwd,106
osm_1369413789_34_rev,53
osm_1369413789_35_fwd,106
osm_1369413789_35_rev,53
osm_1369413789_36_fwd,106
osm_1369413789_36_rev,53
osm_1369413789_37_fwd,106
osm_1369413789_37_rev,53
osm_1369413789_38_fwd,106
osm_1369413789_38_rev,53
osm_1369413789_39_fwd,106
osm_1369413789_39_rev,53
osm_1369413789_3_fwd,106
osm_1369413789_3_rev,53
osm_1369413789_40_fwd,106
osm_1369413789_40_rev,53
osm_1369413789_41_fwd,106
osm_1369413789_41_rev,53
osm_1369413789_42_fwd,106
osm_1369413789_42_rev,53
osm_1369413789_43_fwd,106
osm_1369413789_43_rev,53
osm_1369413789_44_fwd,106
osm_1369413789_44_rev,53
osm_1369413789_45_fwd,106
osm_1369413789_45_rev,53
osm_1369413789_46_fwd,106
osm_1369413789_46_rev,53
osm_1369413789_47_fwd,106
osm_1369413789_47_rev,53
osm_1369413789_48_fwd,106
osm_1369413789_48_rev,53
osm_1369413789_49_fwd,106
osm_1369413789_49_rev,53
osm_1369413789_4_fwd,106
osm_1369413789_4_rev,53
osm_1369413789_50_fwd,106
osm_1369413789_50_rev,53
osm_1369413789_51_fwd,106
osm_1369413789_51_rev,53
osm_1369413789_52_fwd,106
osm_1369413789_52_rev,53
osm_1369413789_53_fwd,106
osm_1369413789_53_rev,53
osm_1369413789_54_fwd,106
osm_1369413789_54_rev,53
osm_1369413789_55_fwd,106
osm_1369413789_55_rev,53
osm_1369413789_56_fwd,106
osm_1369413789_56_rev,53
osm_1369413789_57_fwd,106
osm_1369413789_57_rev,53
osm_1369413789_58_fwd,106
osm_1369413789_58_rev,53
osm_1369413789_59_fwd,106
osm_1369413789_59_rev,53
osm_1369413789_5_fwd,106
osm_1369413789_5_rev,53
osm_1369413789_60_fwd,106
osm_1369413789_60_rev,53
osm_1369413789_61_fwd,106
osm_1369413789_61_rev,53
osm_1369413789_62_fwd,106
osm_1369413789_62_rev,53
osm_1369413789_63_fwd,106
osm_1369413789_63_rev,53
osm_1369413789_64_fwd,106
osm_1369413789_64_rev,53
osm_1369413789_65_fwd,106
osm_1369413789_65_rev,53
osm_1369413789_66_fwd,106
osm_1369413789_66_rev,53
osm_1369413789_67_fwd,106
osm_1369413789_67_rev,53
osm_1369413789_68_fwd,106
osm_1369413789_68_rev,53
osm_1369413789_69_fwd,106
osm_1369413789_69_rev,53
osm_1369413789_6_fwd,106
osm_1369413789_6_rev,53
osm_1369413789_70_fwd,106
osm_1369413789_70_rev,53
osm_1369413789_71_fwd,106
osm_1369413789_71_rev,53
osm_1369413789_72_fwd,106
osm_1369413789_72_rev,53
osm_1369413789_73_fwd,106
osm_1369413789_73_rev,53
osm_1369413789_74_fwd,106
osm_1369413789_74_rev,53
osm_1369413789_75_fwd,106
osm_1369413789_75_rev,53
osm_1369413789_76_fwd,106
osm_1369413789_76_rev,53
osm_1369413789_7_fwd,106
osm_1369413789_7_rev,53
osm_1369413789_8_fwd,106
osm_1369413789_8_rev,53
osm_1369413789_9_fwd,106
osm_1369413789_9_rev,53
osm_1369413790_1_fwd,106
osm_1369413790_1_rev,53
osm_1369413799_1_fwd,128
osm_1369413799_1_rev,110
osm_1369413800_1_fwd,128
osm_1369413800_1_rev,110
osm_1369413803_10_fwd,144
osm_1369413803_10_rev,104
osm_1369413803_11_fwd,144
osm_1369413803_11_rev,104
osm_1369413803_12_fwd,144
osm_1369413803_12_rev,104
osm_1369413803_13_fwd,144
osm_1369413803_13_rev,104
osm_1369413803_14_fwd,144
osm_1369413803_14_rev,104
osm_1369413803_15_fwd,144
osm_1369413803_15_rev,104
osm_1369413803_16_fwd,144
osm_1369413803_16_rev,104
osm_1369413803_17_fwd,144
osm_1369413803_17_rev,104
osm_1369413803_18_fwd,144
osm_1369413803_18_rev,104
osm_1369413803_19_fwd,144
osm_1369413803_19_rev,104
osm_1369413803_1_fwd,144
osm_1369413803_1_rev,104
osm_1369413803_20_fwd,144
osm_1369413803_20_rev,104
osm_1369413803_21_fwd,144
osm_1369413803_21_rev,104
osm_1369413803_22_fwd,144
osm_1369413803_22_rev,104
osm_1369413803_23_fwd,144
osm_1369413803_23_rev,104
osm_1369413803_24_fwd,144
osm_1369413803_24_rev,104
osm_1369413803_25_fwd,144
osm_1369413803_25_rev,104
osm_1369413803_26_fwd,144
osm_1369413803_26_rev,104
osm_1369413803_27_fwd,144
osm_1369413803_27_rev,104
osm_1369413803_28_fwd,144
osm_1369413803_28_rev,104
osm_1369413803_29_fwd,144
osm_1369413803_29_rev,104
osm_1369413803_2_fwd,144
osm_1369413803_2_rev,104
osm_1369413803_30_fwd,144
osm_1369413803_30_rev,104
osm_1369413803_31_fwd,144
osm_1369413803_31_rev,104
osm_1369413803_32_fwd,144
osm_1369413803_32_rev,104
osm_1369413803_3_fwd,144
osm_1369413803_3_rev,104
osm_1369413803_4_fwd,144
osm_1369413803_4_rev,104
osm_1369413803_5_fwd,144
osm_1369413803_5_rev,104
osm_1369413803_6_fwd,144
osm_1369413803_6_rev,104
osm_1369413803_7_fwd,144
osm_1369413803_7_rev,104
osm_1369413803_8_fwd,144
osm_1369413803_8_rev,104
osm_1369413803_9_fwd,144
osm_1369413803_9_rev,104
osm_1369413805_1_fwd,144
osm_1369413805_1_rev,104
osm_1369425943_5_fwd,20
osm_1369425943_5_rev,23
osm_1369425943_6_fwd,20
osm_1369425943_6_rev,23
osm_1369425943_7_fwd,20
osm_1369425943_7_rev,23
osm_1369425943_8_fwd,20
osm_1369425943_8_rev,23
osm_1369425947_1_fwd,13
osm_1369425947_1_rev,12
osm_1369425947_2_fwd,13
osm_1369425947_2_rev,12
osm_1369425947_3_fwd,13
osm_1369425947_3_rev,12
osm_1369425947_4_fwd,13
osm_1369425947_4_rev,12
osm_1369425947_5_fwd,13
osm_1369425947_5_rev,12
osm_1369425947_6_fwd,13
osm_1369425947_6_rev,12
osm_1369425947_7_fwd,13
osm_1369425947_7_rev,12
osm_1369425947_8_fwd,13
osm_1369425947_8_rev,12
osm_1369425947_9_fwd,13
osm_1369425947_9_rev,12
osm_1369425948_1_fwd,13
osm_1369425948_1_rev,12
osm_1369425968_1_fwd,104
osm_1369425968_1_rev,87
osm_1369425968_2_fwd,104
osm_1369425968_2_rev,87
osm_1369425968_3_fwd,104
osm_1369425968_3_rev,87
osm_1369425968_4_fwd,28
osm_1369425968_4_rev,29
osm_1369425969_1_fwd,138
osm_1369425969_1_rev,126
osm_1369425969_2_fwd,81
osm_1369425969_2_rev,82
osm_1369425970_1_fwd,78
osm_1369425970_1_rev,95
osm_1369425971_1_fwd,17
osm_1369425971_1_rev,27
osm_1369425971_2_fwd,17
osm_1369425971_2_rev,27
osm_1369425972_1_fwd,17
osm_1369425972_1_rev,27
osm_1369425973_1_fwd,17
osm_1369425973_1_rev,27
osm_1369425977_1_fwd,17
osm_1369425977_1_rev,27
osm_1369425977_2_fwd,17
osm_1369425977_2_rev,27
osm_1369425977_3_fwd,17
osm_1369425977_3_rev,27
osm_1369425977_4_fwd,17
osm_1369425977_4_rev,27
osm_1369425977_5_fwd,17
osm_1369425977_5_rev,27
osm_1369425977_6_fwd,17
osm_1369425977_6_rev,27
osm_1369425977_7_fwd,17
osm_1369425977_7_rev,27
osm_1369425977_8_fwd,17
osm_1369425977_8_rev,27
osm_1369425977_9_fwd,17
osm_1369425977_9_rev,27
osm_1369425978_1_fwd,17
osm_1369425978_1_rev,27
osm_1369425979_1_fwd,17
osm_1369425979_1_rev,27
osm_1369425979_2_fwd,17
osm_1369425979_2_rev,27
osm_1369425980_1_fwd,17
osm_1369425980_1_rev,27
osm_1369425980_2_fwd,17
osm_1369425980_2_rev,27
osm_1369425980_3_fwd,17
osm_1369425980_3_rev,27
osm_1369425981_1_fwd,17
osm_1369425981_1_rev,27
osm_1369425982_1_fwd,17
osm_1369425982_1_rev,27
osm_1369425982_2_fwd,17
osm_1369425982_2_rev,27
osm_1369425983_1_fwd,10
osm_1369425983_1_rev,11
osm_1369425991_1_fwd,10
osm_1369425991_1_rev,11
osm_1369425991_2_fwd,10
osm_1369425991_2_rev,11
osm_1369425991_3_fwd,10
osm_1369425991_3_rev,11
osm_1369425991_4_fwd,10
osm_1369425991_4_rev,11
osm_1369425991_5_fwd,10
osm_1369425991_5_rev,11
osm_1369425991_6_fwd,10
osm_1369425991_6_rev,11
osm_1369425992_1_fwd,10
osm_1369425992_1_rev,11
osm_1369425995_10_fwd,10
osm_1369425995_10_rev,11
osm_1369425995_11_fwd,10
osm_1369425995_11_rev,11
osm_1369425995_12_fwd,10
osm_1369425995_12_rev,11
osm_1369425995_13_fwd,10
osm_1369425995_13_rev,11
osm_1369425995_14_fwd,10
osm_1369425995_14_rev,11
osm_1369425995_1_fwd,12
osm_1369425995_1_rev,15
osm_1369425995_2_fwd,10
osm_1369425995_2_rev,11
osm_1369425995_3_fwd,10
osm_1369425995_3_rev,11
osm_1369425995_4_fwd,10
osm_1369425995_4_rev,11
osm_1369425995_5_fwd,10
osm_1369425995_5_rev,11
osm_1369425995_6_fwd,10
osm_1369425995_6_rev,11
osm_1369425995_7_fwd,10
osm_1369425995_7_rev,11
osm_1369425995_8_fwd,10
osm_1369425995_8_rev,11
osm_1369425995_9_fwd,10
osm_1369425995_9_rev,11
osm_1369425996_1_fwd,12
osm_1369425996_1_rev,15
osm_1369425999_1_fwd,12
osm_1369425999_1_rev,15
osm_1369426000_1_fwd,12
osm_1369426000_1_rev,15
osm_1369426001_1_fwd,12
osm_1369426001_1_rev,15
osm_1369426003_1_fwd,12
osm_1369426003_1_rev,15
osm_1369426003_2_fwd,12
osm_1369426003_2_rev,15
osm_1369426004_1_fwd,12
osm_1369426004_1_rev,15
osm_1369426004_2_fwd,12
osm_1369426004_2_rev,15
osm_1369426004_3_fwd,12
osm_1369426004_3_rev,15
osm_1369426004_4_fwd,12
osm_1369426004_4_rev,15
osm_1369426004_5_fwd,12
osm_1369426004_5_rev,15
osm_1369426004_6_fwd,12
osm_1369426004_6_rev,15
osm_1369426004_7_fwd,12
osm_1369426004_7_rev,15
osm_1369426004_8_fwd,12
osm_1369426004_8_rev,15
osm_1369426005_1_fwd,12
osm_1369426005_1_rev,15
osm_1369426005_2_fwd,12
osm_1369426005_2_rev,15
osm_1369426005_3_fwd,12
osm_1369426005_3_rev,15
osm_1369426011_1_fwd,12
osm_1369426011_1_rev,15
osm_1369426012_1_fwd,12
osm_1369426012_1_rev,15
osm_1369426012_2_fwd,12
osm_1369426012_2_rev,15
osm_1369426012_3_fwd,12
osm_1369426012_3_rev,15
osm_1369426016_1_fwd,158
osm_1369426016_1_rev,173
osm_1369426017_1_fwd,57
osm_1369426017_1_rev,47
osm_1369426017_2_fwd,57
osm_1369426017_2_rev,47
osm_1369426018_1_fwd,57
osm_1369426018_1_rev,47
osm_1369426022_10_fwd,26
osm_1369426022_10_rev,57
osm_1369426022_11_fwd,26
osm_1369426022_11_rev,57
osm_1369426022_1_fwd,26
osm_1369426022_1_rev,57
osm_1369426022_2_fwd,26
osm_1369426022_2_rev,57
osm_1369426022_3_fwd,26
osm_1369426022_3_rev,57
osm_1369426022_4_fwd,26
osm_1369426022_4_rev,57
osm_1369426022_5_fwd,26
osm_1369426022_5_rev,57
osm_1369426022_6_fwd,26
osm_1369426022_6_rev,57
osm_1369426022_7_fwd,26
osm_1369426022_7_rev,57
osm_1369426022_8_fwd,26
osm_1369426022_8_rev,57
osm_1369426022_9_fwd,26
osm_1369426022_9_rev,57
osm_1369426034_1_fwd,17
osm_1369426034_1_rev,27
osm_1369426034_2_fwd,17
osm_1369426034_2_rev,27
osm_1369498039_1_fwd,140
osm_1369498039_1_rev,120
osm_1369498040_1_fwd,140
osm_1369498040_1_rev,120
osm_1369498040_2_fwd,140
osm_1369498040_2_rev,120
osm_136953354_1_fwd,26
osm_136953354_1_rev,16
osm_136953354_2_fwd,26
osm_136953354_2_rev,16
osm_136953354_3_fwd,26
osm_136953354_3_rev,16
osm_136953354_4_fwd,26
osm_136953354_4_rev,16
osm_136953356_6_fwd,33
osm_136953356_6_rev,16
osm_1369564436_1_fwd,182
osm_1369564436_1_rev,160
osm_1369564436_2_fwd,182
osm_1369564436_2_rev,160
osm_1369564436_3_fwd,182
osm_1369564436_3_rev,160
osm_1369602922_1_fwd,597
osm_1369602922_1_rev,704
osm_1369602922_2_fwd,597
osm_1369602922_2_rev,704
osm_1369797631_1_fwd,26
osm_1369797631_1_rev,31
osm_1369797631_2_fwd,26
osm_1369797631_2_rev,31
osm_1369797631_3_fwd,26
osm_1369797631_3_rev,31
osm_1369797631_4_fwd,26
osm_1369797631_4_rev,31
osm_1369797631_5_fwd,26
osm_1369797631_5_rev,31
osm_1369797631_6_fwd,26
osm_1369797631_6_rev,31
osm_1369797631_7_fwd,26
osm_1369797631_7_rev,31
osm_1369797632_1_fwd,26
osm_1369797632_1_rev,31
osm_1369797632_2_fwd,26
osm_1369797632_2_rev,31
osm_1369797632_3_fwd,26
osm_1369797632_3_rev,31
osm_1369797632_4_fwd,26
osm_1369797632_4_rev,31
osm_1369797633_1_fwd,26
osm_1369797633_1_rev,31
osm_1369797633_2_fwd,26
osm_1369797633_2_rev,31
osm_1369797633_3_fwd,26
osm_1369797633_3_rev,31
osm_1369797634_1_fwd,26
osm_1369797634_1_rev,31
osm_1369797635_1_fwd,26
osm_1369797635_1_rev,31
osm_1369797635_2_fwd,26
osm_1369797635_2_rev,31
osm_1369797635_3_fwd,26
osm_1369797635_3_rev,31
osm_1369797635_4_fwd,26
osm_1369797635_4_rev,31
osm_1369797635_5_fwd,26
osm_1369797635_5_rev,31
osm_1369797635_6_fwd,26
osm_1369797635_6_rev,31
osm_1369797636_1_fwd,26
osm_1369797636_1_rev,31
osm_1369797636_2_fwd,26
osm_1369797636_2_rev,31
osm_1369797636_3_fwd,26
osm_1369797636_3_rev,31
osm_1369797636_4_fwd,26
osm_1369797636_4_rev,31
osm_1369797636_5_fwd,26
osm_1369797636_5_rev,31
osm_1369797636_6_fwd,26
osm_1369797636_6_rev,31
osm_1369797637_1_fwd,26
osm_1369797637_1_rev,31
osm_1369797639_1_fwd,26
osm_1369797639_1_rev,31
osm_1369797639_2_fwd,26
osm_1369797639_2_rev,31
osm_1369797639_3_fwd,26
osm_1369797639_3_rev,31
osm_1369797639_4_fwd,26
osm_1369797639_4_rev,31
osm_1369797639_5_fwd,26
osm_1369797639_5_rev,31
osm_1369797640_1_fwd,26
osm_1369797640_1_rev,38
osm_1369797640_2_fwd,26
osm_1369797640_2_rev,31
osm_1369797641_1_fwd,26
osm_1369797641_1_rev,38
osm_1369797642_1_fwd,26
osm_1369797642_1_rev,38
osm_1369797643_1_fwd,17
osm_1369797643_1_rev,27
osm_1369797643_2_fwd,17
osm_1369797643_2_rev,27
osm_1369797644_1_fwd,26
osm_1369797644_1_rev,38
osm_1369797645_1_fwd,26
osm_1369797645_1_rev,38
osm_1369797646_1_fwd,26
osm_1369797646_1_rev,38
osm_1369797650_1_fwd,26
osm_1369797650_1_rev,38
osm_1369797652_1_fwd,26
osm_1369797652_1_rev,38
osm_1369797652_2_fwd,26
osm_1369797652_2_rev,38
osm_1369797654_1_fwd,26
osm_1369797654_1_rev,31
osm_1369797655_1_fwd,26
osm_1369797655_1_rev,31
osm_1369797656_1_fwd,26
osm_1369797656_1_rev,31
osm_1369797659_1_fwd,26
osm_1369797659_1_rev,31
osm_1369797660_1_fwd,26
osm_1369797660_1_rev,31
osm_1369797660_2_fwd,26
osm_1369797660_2_rev,31
osm_1369797661_1_fwd,26
osm_1369797661_1_rev,31
osm_1369797662_1_fwd,26
osm_1369797662_1_rev,31
osm_1369797663_1_fwd,26
osm_1369797663_1_rev,31
osm_1369797664_1_fwd,26
osm_1369797664_1_rev,31
osm_1369797672_1_fwd,26
osm_1369797672_1_rev,31
osm_1369797673_1_fwd,26
osm_1369797673_1_rev,31
osm_1369797673_2_fwd,26
osm_1369797673_2_rev,31
osm_1369797673_3_fwd,26
osm_1369797673_3_rev,31
osm_1369797674_1_fwd,20
osm_1369797674_1_rev,17
osm_1369797674_2_fwd,20
osm_1369797674_2_rev,17
osm_1369797674_3_fwd,20
osm_1369797674_3_rev,17
osm_1369834747_1_fwd,487
osm_1369834747_1_rev,413
osm_1369874734_1_fwd,115
osm_1369874734_1_rev,124
osm_1369874735_1_fwd,115
osm_1369874735_1_rev,124
osm_1369874735_2_fwd,115
osm_1369874735_2_rev,124
osm_1369874735_3_fwd,115
osm_1369874735_3_rev,124
osm_1369874735_4_fwd,115
osm_1369874735_4_rev,124
osm_1369874736_1_fwd,115
osm_1369874736_1_rev,124
osm_1370123066_10_fwd,345
osm_1370123066_10_rev,344
osm_1370123066_11_fwd,345
osm_1370123066_11_rev,344
osm_1370123066_12_fwd,345
osm_1370123066_12_rev,344
osm_1370123066_13_fwd,345
osm_1370123066_13_rev,344
osm_1370123066_14_fwd,304
osm_1370123066_14_rev,303
osm_1370123066_15_fwd,304
osm_1370123066_15_rev,303
osm_1370123066_16_fwd,304
osm_1370123066_16_rev,303
osm_1370123066_17_fwd,304
osm_1370123066_17_rev,303
osm_1370123066_1_fwd,345
osm_1370123066_1_rev,344
osm_1370123066_2_fwd,345
osm_1370123066_2_rev,344
osm_1370123066_3_fwd,345
osm_1370123066_3_rev,344
osm_1370123066_4_fwd,345
osm_1370123066_4_rev,344
osm_1370123066_5_fwd,345
osm_1370123066_5_rev,344
osm_1370123066_6_fwd,345
osm_1370123066_6_rev,344
osm_1370123066_7_fwd,345
osm_1370123066_7_rev,344
osm_1370123066_8_fwd,345
osm_1370123066_8_rev,344
osm_1370123066_9_fwd,345
osm_1370123066_9_rev,344
osm_1370123068_1_fwd,66
osm_1370123068_1_rev,53
osm_1370123068_2_fwd,66
osm_1370123068_2_rev,53
osm_1370123068_3_fwd,66
osm_1370123068_3_rev,53
osm_1370123068_4_fwd,66
osm_1370123068_4_rev,53
osm_1370123068_5_fwd,66
osm_1370123068_5_rev,53
osm_1370123068_6_fwd,66
osm_1370123068_6_rev,53
osm_1370123068_7_fwd,66
osm_1370123068_7_rev,53
osm_1370123692_1_fwd,549
osm_1370123692_1_rev,320
osm_1370123692_2_fwd,549
osm_1370123692_2_rev,320
osm_1370123692_3_fwd,549
osm_1370123692_3_rev,320
osm_1370322228_1_fwd,126
osm_1370322228_1_rev,98
osm_1370322228_2_fwd,126
osm_1370322228_2_rev,98
osm_1370322228_3_fwd,126
osm_1370322228_3_rev,98
osm_1370322228_4_fwd,126
osm_1370322228_4_rev,98
osm_1370322232_1_fwd,126
osm_1370322232_1_rev,98
osm_1370322232_2_fwd,126
osm_1370322232_2_rev,98
osm_1370322233_1_fwd,126
osm_1370322233_1_rev,98
osm_1370379310_1_fwd,11
osm_1370379310_1_rev,14
osm_1370379310_2_fwd,11
osm_1370379310_2_rev,14
osm_1370379310_3_fwd,11
osm_1370379310_3_rev,14
osm_1370379310_4_fwd,11
osm_1370379310_4_rev,14
osm_1370379311_1_fwd,6
osm_1370379311_2_fwd,6
osm_1370379311_3_fwd,6
osm_1370379311_4_fwd,6
osm_1370379311_5_fwd,6
osm_1370379312_1_fwd,127
osm_1370379312_1_rev,184
osm_1370379312_2_fwd,127
osm_1370379312_2_rev,184
osm_1370379314_1_fwd,107
osm_1370379314_1_rev,173
osm_1370379315_1_fwd,127
osm_1370379315_1_rev,184
osm_1370379315_2_fwd,127
osm_1370379315_2_rev,184
osm_1370379315_3_fwd,127
osm_1370379315_3_rev,184
osm_1370379315_4_fwd,127
osm_1370379315_4_rev,184
osm_1370379324_1_fwd,107
osm_1370379324_1_rev,173
osm_1370379324_2_fwd,107
osm_1370379324_2_rev,173
osm_1370379324_3_fwd,107
osm_1370379324_3_rev,173
osm_1370379324_4_fwd,107
osm_1370379324_4_rev,173
osm_1370379325_1_fwd,107
osm_1370379325_1_rev,173
osm_1370379325_2_fwd,107
osm_1370379325_2_rev,173
osm_1370379332_1_fwd,127
osm_1370379332_1_rev,184
osm_1370379332_2_fwd,127
osm_1370379332_2_rev,184
osm_137061114_1_fwd,258
osm_137061114_1_rev,178
osm_137061114_2_fwd,258
osm_137061114_2_rev,178
osm_137061114_3_fwd,258
osm_137061114_3_rev,178
osm_137061114_4_fwd,258
osm_137061114_4_rev,178
osm_137061114_5_fwd,258
osm_137061114_5_rev,178
osm_137061804_1_fwd,8
osm_137061804_1_rev,13
osm_137061804_2_fwd,8
osm_137061804_2_rev,13
osm_137061804_3_fwd,8
osm_137061804_3_rev,13
osm_137061804_4_fwd,8
osm_137061804_4_rev,13
osm_137061804_5_fwd,8
osm_137061804_5_rev,13
osm_137061804_6_fwd,8
osm_137061804_6_rev,13
osm_137061804_7_fwd,8
osm_137061804_7_rev,13
osm_137061804_8_fwd,8
osm_137061804_8_rev,13
osm_137061805_1_fwd,83
osm_137061805_1_rev,67
osm_137061805_2_fwd,83
osm_137061805_2_rev,67
osm_137061805_3_fwd,83
osm_137061805_3_rev,67
osm_137069741_1_fwd,55
osm_137069741_1_rev,66
osm_137069741_2_fwd,55
osm_137069741_2_rev,66
osm_137069741_3_fwd,55
osm_137069741_3_rev,66
osm_137069741_4_fwd,55
osm_137069741_4_rev,66
osm_137069741_5_fwd,55
osm_137069741_5_rev,66
osm_1370817232_1_fwd,586
osm_1370817232_1_rev,527
osm_1370817233_1_fwd,586
osm_1370817233_1_rev,527
osm_1370817234_1_fwd,586
osm_1370817234_1_rev,527
osm_1370891934_1_fwd,133
osm_1370891934_1_rev,96
osm_1370891935_10_fwd,133
osm_1370891935_10_rev,96
osm_1370891935_11_fwd,133
osm_1370891935_11_rev,96
osm_1370891935_12_fwd,133
osm_1370891935_12_rev,96
osm_1370891935_13_fwd,133
osm_1370891935_13_rev,96
osm_1370891935_14_fwd,133
osm_1370891935_14_rev,96
osm_1370891935_1_fwd,133
osm_1370891935_1_rev,96
osm_1370891935_2_fwd,133
osm_1370891935_2_rev,96
osm_1370891935_3_fwd,133
osm_1370891935_3_rev,96
osm_1370891935_4_fwd,133
osm_1370891935_4_rev,96
osm_1370891935_5_fwd,133
osm_1370891935_5_rev,96
osm_1370891935_6_fwd,133
osm_1370891935_6_rev,96
osm_1370891935_7_fwd,133
osm_1370891935_7_rev,96
osm_1370891935_8_fwd,133
osm_1370891935_8_rev,96
osm_1370891935_9_fwd,133
osm_1370891935_9_rev,96
osm_1371022622_1_fwd,24
osm_1371022622_1_rev,27
osm_1371022622_2_fwd,24
osm_1371022622_2_rev,27
osm_1371022622_3_fwd,24
osm_1371022622_3_rev,27
osm_1371022622_4_fwd,24
osm_1371022622_4_rev,27
osm_1371022623_1_fwd,24
osm_1371022623_1_rev,27
osm_1371022623_2_fwd,24
osm_1371022623_2_rev,27
osm_1371154738_1_fwd,148
osm_1371154738_1_rev,241
osm_1371154739_1_fwd,148
osm_1371154739_1_rev,241
osm_137131984_10_fwd,3
osm_137131984_10_rev,4
osm_137131984_11_fwd,3
osm_137131984_11_rev,4
osm_137131984_12_fwd,3
