epoch,total_loss,reconstruction_loss,contrastive_loss,tv_loss,raw_reconstruction_loss,raw_numeric_loss,raw_categorical_loss,raw_contrastive_loss,raw_tv_loss
1,0.62867243,0.63652605,0.61181921,0.00449979,4.39906612,1.33407481,3.06499132,4.78140651,0.00899959
2,0.47972748,0.45204525,0.50224730,0.00258121,2.71815120,1.37770709,1.34044411,3.42326929,0.00516242
3,0.23843265,0.42447273,0.04794263,0.00222497,2.48346807,1.52124197,0.96222610,0.24861913,0.00444994
4,0.21858789,0.42270676,0.01028899,0.00209001,2.53982651,1.64961842,0.89020810,0.05128430,0.00418003
5,0.21010205,0.41122665,0.00484510,0.00206618,2.50071447,1.64120991,0.85950456,0.02401307,0.00413235
6,0.20560766,0.39962988,0.00744057,0.00207243,2.14544576,1.29709750,0.84834827,0.03748535,0.00414486
7,0.20031910,0.39242072,0.00411142,0.00205303,2.08358732,1.25719800,0.82638932,0.02065116,0.00410606
8,0.20267923,0.39875918,0.00240735,0.00209597,2.24094976,1.42255958,0.81839018,0.01178434,0.00419193
