column_a,column_b,kind_a,kind_b,real_unique_pairs,synthetic_unique_pairs,cross_marginal_overlap,total_variation_distance
home_tpb_taz,tdate_days,categorical,numeric,15489,86500,0.04691603,0.95308397
departure_time_min,reported_travel_time,numeric,numeric,8330,40342,0.06217986,0.93782014
o_tpb_taz,departure_time_min,categorical,numeric,77428,101379,0.06647977,0.93352023
d_tpb_taz,departure_time_min,categorical,numeric,77735,100899,0.06868532,0.93131468
departure_time_min,home_tpb_taz,numeric,categorical,78460,100909,0.06916728,0.93083272
departure_time_min,tdate_days,numeric,numeric,43230,91352,0.09762503,0.90237497
o_tpb_taz,tdate_days,categorical,numeric,56570,90758,0.11549423,0.88450577
d_tpb_taz,tdate_days,categorical,numeric,56536,89660,0.11632552,0.88367448
tdate_days,tdate_dow,numeric,categorical,402,2533,0.13353178,0.86646822
reported_travel_time,tdate_days,numeric,numeric,8830,23356,0.14410807,0.85589193
o_tpb_taz,d_tpb_taz,categorical,categorical,64192,94583,0.15055018,0.84944982
departure_time_min,work_tpb_taz,numeric,categorical,47104,42113,0.16973618,0.83026382
d_tpb_taz,home_tpb_taz,categorical,categorical,41525,88956,0.18424694,0.81575306
departure_time_min,model,numeric,categorical,31942,44321,0.18450082,0.81549918
o_tpb_taz,home_tpb_taz,categorical,categorical,41459,89320,0.18608321,0.81391679
reported_travel_time,home_tpb_taz,numeric,categorical,26026,47194,0.19103134,0.80896866
d_tpb_taz,reported_travel_time,categorical,numeric,29087,47384,0.19382479,0.80617521
o_tpb_taz,reported_travel_time,categorical,numeric,29089,48327,0.19479264,0.80520736
departure_time_min,age,numeric,numeric,19177,46996,0.20203523,0.79796477
departure_time_min,school_tpb_taz,numeric,categorical,12133,11271,0.20815862,0.79184138
departure_time_min,hhtrips,numeric,numeric,9556,24702,0.21401579,0.78598421
reported_travel_time,work_tpb_taz,numeric,categorical,16584,19152,0.21517936,0.78482064
departure_time_min,distance,numeric,numeric,6706,13677,0.21814649,0.78185351
departure_time_min,make,numeric,categorical,9504,19181,0.21817015,0.78182985
departure_time_min,td_telecommute_time,numeric,numeric,3283,8111,0.21860914,0.78139086
d_activity,departure_time_min,categorical,numeric,5499,13084,0.21872410,0.78127590
departure_time_min,year,numeric,numeric,8161,17995,0.21874720,0.78125280
reported_travel_time,model,numeric,categorical,8683,11053,0.21912506,0.78087494
o_activity,departure_time_min,categorical,numeric,5654,12771,0.21961273,0.78038727
departure_time_min,subway_station_exit,numeric,categorical,4532,3731,0.22145631,0.77854369
departure_time_min,person_tripcount,numeric,numeric,5801,10717,0.22152288,0.77847712
departure_time_min,school_type,numeric,categorical,3007,6515,0.22152614,0.77847386
departure_time_min,subway_station_board,numeric,categorical,4477,3701,0.22158250,0.77841750
departure_time_min,travel_mode,numeric,categorical,3346,7153,0.22186739,0.77813261
departure_time_min,school_mode,numeric,categorical,2881,5666,0.22209346,0.77790654
departure_time_min,employment_status,numeric,categorical,3079,6057,0.22240769,0.77759231
departure_time_min,hhsize,numeric,numeric,3561,6617,0.22241498,0.77758502
departure_time_min,travelers_hh,numeric,numeric,2264,4357,0.22245036,0.77754964
departure_time_min,numstudents,numeric,numeric,2877,5418,0.22280504,0.77719496
departure_time_min,j1_telecommute_days,numeric,numeric,2522,4151,0.22283060,0.77716940
departure_time_min,school_freq,numeric,categorical,2568,4884,0.22284104,0.77715896
departure_time_min,race_ethnicity,numeric,categorical,2583,5275,0.22284213,0.77715787
reported_travel_time,school_tpb_taz,numeric,categorical,5255,6771,0.22302040,0.77697960
departure_time_min,numdrivers,numeric,numeric,2956,4864,0.22307800,0.77692200
departure_time_min,numbicycle,numeric,numeric,3186,5752,0.22328876,0.77671124
departure_time_min,vehicle_occupancy,numeric,numeric,2845,4909,0.22331904,0.77668096
departure_time_min,numvehicle,numeric,numeric,3424,5840,0.22344912,0.77655088
departure_time_min,walk_bike_loop_trips,numeric,numeric,2429,3861,0.22349331,0.77650669
departure_time_min,numworkers,numeric,numeric,3034,4996,0.22354234,0.77645766
departure_time_min,travelers_nonhh,numeric,categorical,2261,3871,0.22356090,0.77643910
departure_time_min,numvehicle_transponder,numeric,numeric,3022,4873,0.22364843,0.77635157
departure_time_min,park_loc,numeric,categorical,2891,5397,0.22365221,0.77634779
departure_time_min,j1_commute_mode,numeric,categorical,3474,7027,0.22366710,0.77633290
departure_time_min,td_shop_time,numeric,numeric,2288,2977,0.22367014,0.77632986
departure_time_min,hh_income_detailed,numeric,numeric,3843,7185,0.22375299,0.77624701
departure_time_min,fueltype,numeric,categorical,2528,3800,0.22378349,0.77621651
departure_time_min,transit_access_mode,numeric,categorical,1680,2640,0.22385695,0.77614305
departure_time_min,j1_benefits_carpool,numeric,categorical,2032,2875,0.22393860,0.77606140
departure_time_min,subway_access_mode,numeric,categorical,1626,2395,0.22395713,0.77604287
departure_time_min,numdisabilities,numeric,numeric,1741,2328,0.22396356,0.77603644
departure_time_min,subway_pay,numeric,categorical,1723,2257,0.22397501,0.77602499
departure_time_min,subway_egress_mode,numeric,categorical,1625,2457,0.22397644,0.77602356
departure_time_min,bodytype,numeric,categorical,3003,5276,0.22400551,0.77599449
departure_time_min,transit_egress_mode,numeric,categorical,1710,2686,0.22403799,0.77596201
departure_time_min,jobs_count,numeric,numeric,2434,3496,0.22405285,0.77594715
departure_time_min,j1_benefits_ev_charging,numeric,categorical,2100,3147,0.22408111,0.77591889
departure_time_min,j1_workplace_loc,numeric,categorical,2775,4576,0.22408548,0.77591452
departure_time_min,student_status,numeric,categorical,1503,2268,0.22417563,0.77582437
departure_time_min,disability,numeric,categorical,1414,1875,0.22418039,0.77581961
departure_time_min,j1_benefits_walking_biking,numeric,categorical,1970,2768,0.22419715,0.77580285
departure_time_min,license,numeric,categorical,1352,2203,0.22420003,0.77579997
departure_time_min,home_type,numeric,categorical,2272,3440,0.22421556,0.77578444
departure_time_min,food_delivered,numeric,categorical,1336,1874,0.22422488,0.77577512
departure_time_min,subway_used,numeric,categorical,1305,2077,0.22427435,0.77572565
departure_time_min,tdate_dow,numeric,categorical,3147,5569,0.22427862,0.77572138
departure_time_min,park_pay,numeric,categorical,1282,1778,0.22428629,0.77571371
departure_time_min,home_ownership,numeric,categorical,1818,2744,0.22428697,0.77571303
departure_time_min,j1_benefits_parking,numeric,categorical,2079,3285,0.22429494,0.77570506
departure_time_min,j1_telecommute,numeric,categorical,2332,3425,0.22430298,0.77569702
departure_time_min,service_delivered,numeric,categorical,1399,2143,0.22430530,0.77569470
departure_time_min,toll_road_used,numeric,categorical,1262,1730,0.22432192,0.77567808
departure_time_min,j1_benefits_bicycle_parking,numeric,categorical,2106,3340,0.22432364,0.77567636
departure_time_min,race_ethnicity_hispanic,numeric,categorical,1357,2149,0.22433034,0.77566966
departure_time_min,j1_benefits_free_parking,numeric,categorical,2246,3428,0.22434680,0.77565320
departure_time_min,hov_used,numeric,categorical,1185,1369,0.22434905,0.77565095
departure_time_min,tolltransponder,numeric,categorical,2213,3426,0.22435032,0.77564968
departure_time_min,package_delivered,numeric,categorical,1706,2327,0.22435032,0.77564968
departure_time_min,j1_benefits_none,numeric,categorical,2149,3372,0.22435777,0.77564223
departure_time_min,j1_benefits_transit,numeric,categorical,2171,3394,0.22436821,0.77563179
departure_time_min,gender,numeric,categorical,1832,2339,0.22438632,0.77561368
departure_time_min,smartphone,numeric,categorical,1446,2196,0.22440398,0.77559602
departure_time_min,volunteer_status,numeric,categorical,1348,2324,0.22440398,0.77559602
reported_travel_time,race_ethnicity,numeric,categorical,587,746,0.22532375,0.77467625
distance,reported_travel_time,numeric,numeric,1571,2015,0.22563555,0.77436445
reported_travel_time,age,numeric,numeric,3947,6361,0.22608940,0.77391060
reported_travel_time,year,numeric,numeric,1809,2460,0.22696812,0.77303188
reported_travel_time,make,numeric,categorical,2114,2899,0.22704464,0.77295536
reported_travel_time,hhtrips,numeric,numeric,2082,3255,0.22708757,0.77291243
o_activity,reported_travel_time,categorical,numeric,1261,1653,0.22748237,0.77251763
d_activity,reported_travel_time,categorical,numeric,1269,1757,0.22760126,0.77239874
reported_travel_time,person_tripcount,numeric,numeric,1181,1414,0.22771708,0.77228292
reported_travel_time,walk_bike_loop_trips,numeric,numeric,541,573,0.22784709,0.77215291
vehicle_occupancy,reported_travel_time,numeric,numeric,628,669,0.22785730,0.77214270
park_loc,reported_travel_time,categorical,numeric,595,746,0.22785738,0.77214262
reported_travel_time,numstudents,numeric,numeric,615,757,0.22790247,0.77209753
reported_travel_time,employment_status,numeric,categorical,650,840,0.22793963,0.77206037
reported_travel_time,volunteer_status,numeric,categorical,306,339,0.22795195,0.77204805
reported_travel_time,numbicycle,numeric,numeric,686,777,0.22797803,0.77202197
travel_mode,reported_travel_time,categorical,numeric,715,1052,0.22801148,0.77198852
reported_travel_time,j1_telecommute_days,numeric,numeric,555,648,0.22809198,0.77190802
reported_travel_time,td_telecommute_time,numeric,numeric,708,1017,0.22809490,0.77190510
reported_travel_time,hh_income_detailed,numeric,numeric,822,992,0.22810743,0.77189257
reported_travel_time,bodytype,numeric,categorical,675,722,0.22812487,0.77187513
reported_travel_time,numworkers,numeric,numeric,650,732,0.22813700,0.77186300
reported_travel_time,hhsize,numeric,numeric,745,905,0.22814946,0.77185054
subway_station_exit,reported_travel_time,categorical,numeric,1687,1994,0.22821064,0.77178936
subway_station_board,reported_travel_time,categorical,numeric,1662,1885,0.22823003,0.77176997
reported_travel_time,td_shop_time,numeric,numeric,515,481,0.22825997,0.77174003
reported_travel_time,fueltype,numeric,categorical,542,644,0.22830353,0.77169647
reported_travel_time,j1_commute_mode,numeric,categorical,692,1017,0.22830835,0.77169165
reported_travel_time,numvehicle,numeric,numeric,745,848,0.22839427,0.77160573
reported_travel_time,school_type,numeric,categorical,625,918,0.22842077,0.77157923
reported_travel_time,school_freq,numeric,categorical,456,797,0.22842085,0.77157915
reported_travel_time,numvehicle_transponder,numeric,numeric,649,693,0.22843716,0.77156284
reported_travel_time,school_mode,numeric,categorical,595,908,0.22843918,0.77156082
reported_travel_time,numdrivers,numeric,numeric,657,743,0.22844161,0.77155839
reported_travel_time,j1_benefits_free_parking,numeric,categorical,471,490,0.22844161,0.77155839
reported_travel_time,j1_benefits_transit,numeric,categorical,461,500,0.22846040,0.77153960
reported_travel_time,tolltransponder,numeric,categorical,473,493,0.22846467,0.77153533
travelers_nonhh,reported_travel_time,categorical,numeric,489,631,0.22849303,0.77150697
reported_travel_time,tdate_dow,numeric,categorical,656,758,0.22849640,0.77150360
reported_travel_time,j1_workplace_loc,numeric,categorical,561,650,0.22850617,0.77149383
reported_travel_time,numdisabilities,numeric,numeric,390,392,0.22851949,0.77148051
reported_travel_time,j1_benefits_bicycle_parking,numeric,categorical,442,469,0.22855231,0.77144769
reported_travel_time,jobs_count,numeric,numeric,511,540,0.22855803,0.77144197
reported_travel_time,license,numeric,categorical,305,327,0.22859213,0.77140787
subway_pay,reported_travel_time,categorical,numeric,433,472,0.22859340,0.77140660
travelers_hh,reported_travel_time,numeric,numeric,473,581,0.22860163,0.77139837
reported_travel_time,j1_benefits_none,numeric,categorical,449,488,0.22860605,0.77139395
reported_travel_time,j1_benefits_carpool,numeric,categorical,424,443,0.22862498,0.77137502
reported_travel_time,j1_telecommute,numeric,categorical,466,495,0.22862506,0.77137494
reported_travel_time,student_status,numeric,categorical,339,341,0.22862760,0.77137240
reported_travel_time,j1_benefits_walking_biking,numeric,categorical,402,425,0.22863400,0.77136600
reported_travel_time,disability,numeric,categorical,312,301,0.22863524,0.77136476
reported_travel_time,service_delivered,numeric,categorical,301,303,0.22864440,0.77135560
reported_travel_time,package_delivered,numeric,categorical,352,353,0.22865167,0.77134833
reported_travel_time,home_type,numeric,categorical,493,511,0.22866323,0.77133677
transit_egress_mode,reported_travel_time,categorical,numeric,448,599,0.22866428,0.77133572
subway_egress_mode,reported_travel_time,categorical,numeric,397,556,0.22866428,0.77133572
reported_travel_time,j1_benefits_parking,numeric,categorical,435,480,0.22866925,0.77133075
reported_travel_time,j1_benefits_ev_charging,numeric,categorical,428,445,0.22867075,0.77132925
reported_travel_time,race_ethnicity_hispanic,numeric,categorical,305,307,0.22867412,0.77132588
reported_travel_time,home_ownership,numeric,categorical,390,427,0.22868093,0.77131907
reported_travel_time,smartphone,numeric,categorical,316,324,0.22868935,0.77131065
transit_access_mode,reported_travel_time,categorical,numeric,438,561,0.22869141,0.77130859
subway_access_mode,reported_travel_time,categorical,numeric,394,508,0.22869148,0.77130852
reported_travel_time,gender,numeric,categorical,370,356,0.22870174,0.77129826
subway_used,reported_travel_time,categorical,numeric,294,336,0.22870960,0.77129040
park_pay,reported_travel_time,categorical,numeric,275,302,0.22870967,0.77129033
reported_travel_time,food_delivered,numeric,categorical,294,295,0.22871839,0.77128161
hov_used,reported_travel_time,categorical,numeric,255,265,0.22872763,0.77127237
toll_road_used,reported_travel_time,categorical,numeric,256,295,0.22872763,0.77127237
home_tpb_taz,age,categorical,numeric,23451,50586,0.27147148,0.72852852
home_tpb_taz,hhtrips,categorical,numeric,11083,29512,0.36080565,0.63919435
model,tdate_days,categorical,numeric,13965,29888,0.36972513,0.63027487
tdate_days,work_tpb_taz,numeric,categorical,15320,34585,0.37166728,0.62833272
d_tpb_taz,age,categorical,numeric,56772,52665,0.38423992,0.61576008
o_tpb_taz,age,categorical,numeric,56783,53723,0.38587800,0.61412200
tdate_days,age,numeric,numeric,14611,25551,0.39274354,0.60725646
model,home_tpb_taz,categorical,categorical,18922,43311,0.40360826,0.59639174
tdate_days,hhtrips,numeric,numeric,4840,12545,0.42961830,0.57038170
d_tpb_taz,model,categorical,categorical,47906,47020,0.43968889,0.56031111
o_tpb_taz,model,categorical,categorical,47965,47846,0.43991056,0.56008944
d_tpb_taz,work_tpb_taz,categorical,categorical,36832,40706,0.44349504,0.55650496
home_tpb_taz,work_tpb_taz,categorical,categorical,17447,39144,0.44496133,0.55503867
o_tpb_taz,work_tpb_taz,categorical,categorical,36845,40554,0.44997110,0.55002890
year,home_tpb_taz,numeric,categorical,15163,24057,0.49448563,0.50551437
o_tpb_taz,hhtrips,categorical,numeric,29422,33482,0.49760514,0.50239486
d_tpb_taz,hhtrips,categorical,numeric,29421,32779,0.49770232,0.50229768
age,work_tpb_taz,numeric,categorical,12291,16305,0.49982488,0.50017512
year,tdate_days,numeric,numeric,5955,8984,0.51790260,0.48209740
hhsize,tdate_days,numeric,numeric,1789,3116,0.52190177,0.47809823
make,tdate_days,categorical,numeric,6170,10210,0.52772301,0.47227699
numstudents,tdate_days,numeric,numeric,1388,2541,0.53459043,0.46540957
tdate_days,person_tripcount,numeric,numeric,3159,5380,0.55326027,0.44673973
tdate_days,td_telecommute_time,numeric,numeric,2082,3855,0.55965561,0.44034439
make,home_tpb_taz,categorical,categorical,13925,23273,0.56078270,0.43921730
tdate_days,school_tpb_taz,numeric,categorical,4059,9970,0.56827190,0.43172810
numbicycle,tdate_days,numeric,numeric,1705,2755,0.57009190,0.42990810
hh_income_detailed,tdate_days,numeric,numeric,2318,3502,0.57198813,0.42801187
distance,tdate_days,numeric,numeric,5960,7280,0.57509781,0.42490219
d_tpb_taz,year,categorical,numeric,30433,25622,0.57557818,0.42442182
home_tpb_taz,person_tripcount,categorical,numeric,11068,15830,0.57822795,0.42177205
d_activity,tdate_days,categorical,numeric,5492,6985,0.57939038,0.42060962
numvehicle,tdate_days,numeric,numeric,1779,2844,0.58043157,0.41956843
o_tpb_taz,year,categorical,numeric,30463,26234,0.58057478,0.41942522
numdrivers,tdate_days,numeric,numeric,1442,2400,0.58110246,0.41889754
o_activity,tdate_days,categorical,numeric,5474,6982,0.58249707,0.41750293
model,work_tpb_taz,categorical,categorical,13514,18557,0.58378206,0.41621794
numworkers,tdate_days,numeric,numeric,1456,2404,0.58586212,0.41413788
numvehicle_transponder,tdate_days,numeric,numeric,1463,2390,0.58832949,0.41167051
tdate_days,employment_status,numeric,categorical,1921,3190,0.59106803,0.40893197
travelers_hh,tdate_days,numeric,numeric,1355,2111,0.59511770,0.40488230
travel_mode,tdate_days,categorical,numeric,2571,3620,0.59658322,0.40341678
tdate_days,j1_commute_mode,numeric,categorical,2259,3484,0.59745062,0.40254938
tdate_days,school_type,numeric,categorical,1939,3377,0.59772993,0.40227007
tdate_days,race_ethnicity,numeric,categorical,1591,2466,0.59974374,0.40025626
bodytype,tdate_days,categorical,numeric,1746,2476,0.60005398,0.39994602
park_loc,tdate_days,categorical,numeric,1822,2458,0.60042013,0.39957987
home_type,tdate_days,categorical,numeric,1098,1592,0.60239705,0.39760295
tdate_days,school_mode,numeric,categorical,1837,3050,0.60258637,0.39741363
tdate_days,school_freq,numeric,categorical,1533,2637,0.60562089,0.39437911
tdate_days,j1_workplace_loc,numeric,categorical,1523,2202,0.60743837,0.39256163
tdate_days,walk_bike_loop_trips,numeric,numeric,1331,1930,0.60868767,0.39131233
tdate_days,j1_telecommute_days,numeric,numeric,1472,2182,0.60905913,0.39094087
tolltransponder,tdate_days,categorical,numeric,1132,1569,0.60961645,0.39038355
vehicle_occupancy,tdate_days,numeric,numeric,1838,2415,0.60975798,0.39024202
home_ownership,tdate_days,categorical,numeric,877,1350,0.60976779,0.39023221
subway_station_exit,tdate_days,categorical,numeric,4681,2997,0.61030776,0.38969224
subway_station_board,tdate_days,categorical,numeric,4664,2917,0.61036127,0.38963873
tdate_days,j1_benefits_free_parking,numeric,categorical,1122,1576,0.61056923,0.38943077
fueltype,tdate_days,categorical,numeric,1396,1978,0.61082213,0.38917787
tdate_days,j1_benefits_transit,numeric,categorical,1099,1552,0.61120054,0.38879946
tdate_days,j1_benefits_none,numeric,categorical,1096,1559,0.61237706,0.38762294
tdate_days,package_delivered,numeric,categorical,747,1080,0.61242174,0.38757826
tdate_days,j1_telecommute,numeric,categorical,1137,1583,0.61264130,0.38735870
tdate_days,jobs_count,numeric,numeric,1204,1706,0.61316034,0.38683966
tdate_days,j1_benefits_bicycle_parking,numeric,categorical,1081,1515,0.61332736,0.38667264
d_tpb_taz,make,categorical,categorical,28899,24969,0.61367424,0.38632576
tdate_days,j1_benefits_parking,numeric,categorical,1079,1505,0.61425057,0.38574943
tdate_days,td_shop_time,numeric,numeric,1073,1533,0.61488618,0.38511382
tdate_days,j1_benefits_ev_charging,numeric,categorical,1062,1484,0.61521527,0.38478473
tdate_days,j1_benefits_carpool,numeric,categorical,1036,1412,0.61580112,0.38419888
tdate_days,j1_benefits_walking_biking,numeric,categorical,987,1373,0.61613553,0.38386447
hhtrips,work_tpb_taz,numeric,categorical,9172,12061,0.61615305,0.38384695
tdate_days,student_status,numeric,categorical,738,1066,0.61633420,0.38366580
travelers_nonhh,tdate_days,categorical,numeric,1542,1986,0.61664902,0.38335098
numdisabilities,tdate_days,numeric,numeric,787,1166,0.61725091,0.38274909
o_tpb_taz,make,categorical,categorical,28885,25593,0.61754870,0.38245130
tdate_days,license,numeric,categorical,698,1027,0.61792953,0.38207047
tdate_days,volunteer_status,numeric,categorical,690,1016,0.61904323,0.38095677
tdate_days,gender,numeric,categorical,792,1091,0.61953911,0.38046089
transit_egress_mode,tdate_days,categorical,numeric,1318,1499,0.61960216,0.38039784
subway_egress_mode,tdate_days,categorical,numeric,1213,1367,0.61984957,0.38015043
transit_access_mode,tdate_days,categorical,numeric,1294,1469,0.61985929,0.38014071
tdate_days,service_delivered,numeric,categorical,667,983,0.61993820,0.38006180
subway_access_mode,tdate_days,categorical,numeric,1194,1314,0.62013585,0.37986415
tdate_days,food_delivered,numeric,categorical,616,948,0.62026365,0.37973635
subway_pay,tdate_days,categorical,numeric,1054,1151,0.62030953,0.37969047
tdate_days,smartphone,numeric,categorical,734,1024,0.62063402,0.37936598
tdate_days,race_ethnicity_hispanic,numeric,categorical,682,990,0.62071168,0.37928832
subway_used,tdate_days,categorical,numeric,697,980,0.62133448,0.37866552
tdate_days,disability,numeric,categorical,686,962,0.62155255,0.37844745
home_tpb_taz,hh_income_detailed,categorical,numeric,7585,11017,0.62231376,0.37768624
park_pay,tdate_days,categorical,numeric,687,904,0.62317031,0.37682969
toll_road_used,tdate_days,categorical,numeric,643,877,0.62317091,0.37682909
hov_used,tdate_days,categorical,numeric,540,706,0.62379515,0.37620485
model,age,categorical,numeric,10560,11365,0.62415943,0.37584057
make,model,categorical,categorical,888,5508,0.62430737,0.37569263
distance,home_tpb_taz,numeric,categorical,18171,18846,0.62431525,0.37568475
home_tpb_taz,hhsize,categorical,numeric,6687,9852,0.62926692,0.37073308
d_tpb_taz,distance,categorical,numeric,23430,19270,0.63956680,0.36043320
d_tpb_taz,person_tripcount,categorical,numeric,21124,17217,0.64310740,0.35689260
o_tpb_taz,distance,categorical,numeric,23648,19674,0.64777203,0.35222797
o_tpb_taz,person_tripcount,categorical,numeric,21133,17566,0.64779707,0.35220293
d_activity,d_tpb_taz,categorical,categorical,19281,17720,0.65128386,0.34871614
o_activity,o_tpb_taz,categorical,categorical,19305,18156,0.65175334,0.34824666
year,work_tpb_taz,numeric,categorical,9653,10342,0.65214912,0.34785088
hhtrips,person_tripcount,numeric,numeric,462,510,0.65267625,0.34732375
d_tpb_taz,hhsize,categorical,numeric,12807,11482,0.65441190,0.34558810
home_tpb_taz,tdate_dow,categorical,categorical,7666,10743,0.65500944,0.34499056
o_activity,d_tpb_taz,categorical,categorical,25187,19922,0.65724763,0.34275237
home_tpb_taz,numstudents,categorical,numeric,5365,8146,0.66056945,0.33943055
home_tpb_taz,numbicycle,categorical,numeric,6222,8855,0.66412135,0.33587865
o_tpb_taz,hhsize,categorical,numeric,12805,11725,0.66484975,0.33515025
o_activity,home_tpb_taz,categorical,categorical,22597,19700,0.66547230,0.33452770
d_activity,home_tpb_taz,categorical,categorical,22616,19847,0.66835805,0.33164195
o_tpb_taz,d_activity,categorical,categorical,25273,20600,0.66885839,0.33114161
home_tpb_taz,race_ethnicity,categorical,categorical,5478,8523,0.67325259,0.32674741
home_tpb_taz,td_telecommute_time,categorical,numeric,6092,10327,0.67465553,0.32534447
hhsize,work_tpb_taz,numeric,categorical,5399,5189,0.67795778,0.32204222
d_tpb_taz,numstudents,categorical,numeric,10019,9709,0.67819636,0.32180364
model,hhtrips,categorical,numeric,5342,6451,0.68074771,0.31925229
work_tpb_taz,person_tripcount,categorical,numeric,6413,7182,0.68226690,0.31773310
home_tpb_taz,numvehicle,categorical,numeric,6059,8173,0.68480732,0.31519268
d_tpb_taz,hh_income_detailed,categorical,numeric,14661,12035,0.68654794,0.31345206
o_tpb_taz,numstudents,categorical,numeric,10021,9818,0.68812616,0.31187384
home_tpb_taz,home_type,categorical,categorical,4064,6164,0.68882665,0.31117335
o_tpb_taz,hh_income_detailed,categorical,numeric,14674,12277,0.69422740,0.30577260
numworkers,work_tpb_taz,numeric,categorical,4260,3890,0.69518369,0.30481631
make,work_tpb_taz,categorical,categorical,9404,10129,0.69692948,0.30307052
home_tpb_taz,numworkers,categorical,numeric,6070,7812,0.69766490,0.30233510
numstudents,work_tpb_taz,numeric,categorical,4473,4486,0.70118906,0.29881094
d_tpb_taz,td_telecommute_time,categorical,numeric,11073,11238,0.70140805,0.29859195
hhtrips,age,numeric,numeric,2288,2475,0.70263258,0.29736742
home_tpb_taz,j1_commute_mode,categorical,categorical,7474,9548,0.70278142,0.29721858
home_tpb_taz,school_tpb_taz,categorical,categorical,5914,10764,0.70511677,0.29488323
home_tpb_taz,numvehicle_transponder,categorical,numeric,5883,7698,0.70547571,0.29452429
year,model,numeric,categorical,4144,4795,0.70555359,0.29444641
d_tpb_taz,race_ethnicity,categorical,categorical,9772,9267,0.70741420,0.29258580
hhsize,age,numeric,numeric,592,517,0.70796706,0.29203294
d_tpb_taz,numbicycle,categorical,numeric,11635,10185,0.70798296,0.29201704
o_tpb_taz,td_telecommute_time,categorical,numeric,11064,11369,0.70983735,0.29016265
bodytype,home_tpb_taz,categorical,categorical,7672,8910,0.71102629,0.28897371
d_tpb_taz,school_tpb_taz,categorical,categorical,10495,12076,0.71239206,0.28760794
park_loc,home_tpb_taz,categorical,categorical,10060,9953,0.71586461,0.28413539
d_tpb_taz,numvehicle,categorical,numeric,11393,9257,0.71666454,0.28333546
o_tpb_taz,race_ethnicity,categorical,categorical,9764,9478,0.71669534,0.28330466
home_tpb_taz,numdrivers,categorical,numeric,5399,7022,0.71706906,0.28293094
o_tpb_taz,numbicycle,categorical,numeric,11638,10388,0.71769510,0.28230490
home_tpb_taz,employment_status,categorical,categorical,7018,8910,0.71774582,0.28225418
d_tpb_taz,tdate_dow,categorical,categorical,13064,11453,0.72008213,0.27991787
numstudents,age,numeric,numeric,443,403,0.72050649,0.27949351
model,hhsize,categorical,numeric,2413,2106,0.72132468,0.27867532
o_tpb_taz,school_tpb_taz,categorical,categorical,10476,12061,0.72288714,0.27711286
d_tpb_taz,numworkers,categorical,numeric,10710,8889,0.72301049,0.27698951
d_tpb_taz,park_loc,categorical,categorical,11314,10065,0.72328978,0.27671022
travel_mode,home_tpb_taz,categorical,categorical,9026,9880,0.72403822,0.27596178
d_tpb_taz,j1_commute_mode,categorical,categorical,12092,10310,0.72541881,0.27458119
o_tpb_taz,numvehicle,categorical,numeric,11375,9512,0.72650119,0.27349881
employment_status,work_tpb_taz,categorical,categorical,2238,2008,0.72809534,0.27190466
d_tpb_taz,home_type,categorical,categorical,7725,6750,0.72825149,0.27174851
home_tpb_taz,j1_workplace_loc,categorical,categorical,6769,7795,0.72863745,0.27136255
hhsize,school_tpb_taz,numeric,categorical,2121,2354,0.72898651,0.27101349
o_tpb_taz,tdate_dow,categorical,categorical,13075,11729,0.72905650,0.27094350
distance,work_tpb_taz,numeric,categorical,12633,8909,0.72947123,0.27052877
year,age,numeric,numeric,2134,1950,0.72971159,0.27028841
o_tpb_taz,numworkers,categorical,numeric,10701,9013,0.73077257,0.26922743
numstudents,school_tpb_taz,numeric,categorical,1951,2189,0.73083843,0.26916157
d_tpb_taz,employment_status,categorical,categorical,11664,10017,0.73107608,0.26892392
age,school_tpb_taz,numeric,categorical,3351,5850,0.73137139,0.26862861
d_tpb_taz,travel_mode,categorical,categorical,11683,10170,0.73144145,0.26855855
o_activity,work_tpb_taz,categorical,categorical,13313,7647,0.73149501,0.26850499
hhsize,td_telecommute_time,numeric,numeric,69,66,0.73174920,0.26825080
hh_income_detailed,work_tpb_taz,numeric,categorical,5597,5439,0.73205709,0.26794291
home_tpb_taz,school_type,categorical,categorical,5831,8067,0.73261683,0.26738317
work_tpb_taz,td_telecommute_time,categorical,numeric,4162,4846,0.73355733,0.26644267
travelers_hh,home_tpb_taz,numeric,categorical,5735,6735,0.73427682,0.26572318
age,person_tripcount,numeric,numeric,994,1016,0.73505630,0.26494370
fueltype,home_tpb_taz,categorical,categorical,5704,6193,0.73533718,0.26466282
o_tpb_taz,home_type,categorical,categorical,7712,6866,0.73579637,0.26420363
home_tpb_taz,walk_bike_loop_trips,categorical,numeric,5391,6056,0.73593834,0.26406166
o_tpb_taz,j1_commute_mode,categorical,categorical,12102,10293,0.73604291,0.26395709
home_tpb_taz,j1_benefits_free_parking,categorical,categorical,6359,6793,0.73607688,0.26392312
d_tpb_taz,numdrivers,categorical,numeric,9824,8160,0.73612646,0.26387354
d_tpb_taz,numvehicle_transponder,categorical,numeric,10394,8800,0.73628809,0.26371191
vehicle_occupancy,home_tpb_taz,numeric,categorical,8197,8122,0.73631573,0.26368427
home_tpb_taz,school_mode,categorical,categorical,5412,7238,0.73636366,0.26363634
home_tpb_taz,home_ownership,categorical,categorical,3852,4696,0.73681028,0.26318972
o_tpb_taz,park_loc,categorical,categorical,12338,10554,0.73697007,0.26302993
d_tpb_taz,bodytype,categorical,categorical,11750,9791,0.73717248,0.26282752
age,j1_commute_mode,numeric,categorical,564,566,0.73853894,0.26146106
