column_a,column_b,kind_a,kind_b,real_unique_pairs,synthetic_unique_pairs,cross_marginal_overlap,total_variation_distance
service_delivered,work_tpb_taz,categorical,categorical,2586,2215,0.78267375,0.21732625
o_tpb_taz,transit_access_mode,categorical,categorical,6001,4799,0.78273656,0.21726344
d_tpb_taz,toll_road_used,categorical,categorical,4100,3468,0.78273673,0.21726327
travelers_nonhh,work_tpb_taz,categorical,categorical,3673,2721,0.78291425,0.21708575
transit_egress_mode,work_tpb_taz,categorical,categorical,3081,2378,0.78308832,0.21691168
fueltype,numstudents,categorical,numeric,40,39,0.78351800,0.21648200
transit_access_mode,work_tpb_taz,categorical,categorical,3069,2324,0.78366448,0.21633552
o_tpb_taz,smartphone,categorical,categorical,5998,4988,0.78374280,0.21625720
travelers_nonhh,numstudents,categorical,numeric,51,38,0.78391453,0.21608547
work_tpb_taz,j1_telecommute,categorical,categorical,3118,3034,0.78394254,0.21605746
j1_workplace_loc,work_tpb_taz,categorical,categorical,2957,2846,0.78395585,0.21604415
numstudents,walk_bike_loop_trips,numeric,numeric,38,31,0.78404037,0.21595963
numstudents,food_delivered,numeric,categorical,13,13,0.78423144,0.21576856
subway_station_board,numstudents,categorical,numeric,361,287,0.78426643,0.21573357
numstudents,numdrivers,numeric,numeric,47,42,0.78433432,0.21566568
numstudents,j1_telecommute_days,numeric,numeric,35,33,0.78438645,0.21561355
numstudents,j1_benefits_ev_charging,numeric,categorical,21,20,0.78439633,0.21560367
o_tpb_taz,transit_egress_mode,categorical,categorical,5781,4739,0.78451471,0.21548529
o_tpb_taz,service_delivered,categorical,categorical,5020,4313,0.78456591,0.21543409
subway_station_exit,numstudents,categorical,numeric,367,300,0.78462108,0.21537892
park_loc,age,categorical,numeric,457,410,0.78483806,0.21516194
work_tpb_taz,j1_benefits_ev_charging,categorical,categorical,2489,2316,0.78484986,0.21515014
numstudents,numworkers,numeric,numeric,41,37,0.78492709,0.21507291
numstudents,j1_benefits_carpool,numeric,categorical,21,20,0.78493438,0.21506562
age,walk_bike_loop_trips,numeric,numeric,384,347,0.78495351,0.21504649
disability,work_tpb_taz,categorical,categorical,2351,1918,0.78500050,0.21499950
o_activity,numstudents,categorical,numeric,122,109,0.78509872,0.21490128
d_tpb_taz,hov_used,categorical,categorical,3611,3143,0.78515196,0.21484804
subway_station_exit,age,categorical,numeric,2825,1568,0.78516159,0.21483841
distance,numstudents,numeric,numeric,213,168,0.78525205,0.21474795
year,person_tripcount,numeric,numeric,424,405,0.78528880,0.21471120
work_tpb_taz,school_freq,categorical,categorical,3061,3067,0.78532426,0.21467574
subway_station_board,age,categorical,numeric,2801,1498,0.78535963,0.21464037
gender,work_tpb_taz,categorical,categorical,3351,2985,0.78539165,0.21460835
subway_pay,work_tpb_taz,categorical,categorical,2766,2123,0.78566308,0.21433692
work_tpb_taz,td_shop_time,categorical,numeric,3226,2824,0.78577469,0.21422531
subway_egress_mode,work_tpb_taz,categorical,categorical,2910,2210,0.78583129,0.21416871
numstudents,race_ethnicity,numeric,categorical,38,38,0.78586194,0.21413806
model,numvehicle,categorical,numeric,2229,1830,0.78594680,0.21405320
travelers_hh,work_tpb_taz,numeric,categorical,4236,3288,0.78598983,0.21401017
travel_mode,numstudents,categorical,numeric,76,65,0.78600844,0.21399156
subway_access_mode,work_tpb_taz,categorical,categorical,2908,2193,0.78615623,0.21384377
work_tpb_taz,j1_benefits_carpool,categorical,categorical,2405,2180,0.78618094,0.21381906
numstudents,j1_commute_mode,numeric,categorical,54,55,0.78627839,0.21372161
work_tpb_taz,school_type,categorical,categorical,3049,3026,0.78647881,0.21352119
o_tpb_taz,student_status,categorical,categorical,5897,5092,0.78659372,0.21340628
hhtrips,td_telecommute_time,numeric,numeric,295,351,0.78688209,0.21311791
home_ownership,numstudents,categorical,numeric,19,19,0.78691529,0.21308471
numstudents,employment_status,numeric,categorical,50,46,0.78700715,0.21299285
o_tpb_taz,race_ethnicity_hispanic,categorical,categorical,4844,4247,0.78704428,0.21295572
numstudents,student_status,numeric,categorical,14,14,0.78712756,0.21287244
numstudents,service_delivered,numeric,categorical,12,13,0.78714007,0.21285993
o_tpb_taz,subway_access_mode,categorical,categorical,4878,3983,0.78714661,0.21285339
work_tpb_taz,school_mode,categorical,categorical,2834,2656,0.78718450,0.21281550
d_activity,numstudents,categorical,numeric,121,112,0.78725747,0.21274253
numstudents,j1_benefits_walking_biking,numeric,categorical,21,20,0.78728198,0.21271802
subway_used,work_tpb_taz,categorical,categorical,2537,2047,0.78737848,0.21262152
numstudents,numvehicle_transponder,numeric,numeric,40,37,0.78765662,0.21234338
age,j1_telecommute_days,numeric,numeric,379,371,0.78767374,0.21232626
numstudents,j1_benefits_parking,numeric,categorical,21,20,0.78787599,0.21212401
o_tpb_taz,numdisabilities,categorical,numeric,5362,4488,0.78788627,0.21211373
o_tpb_taz,license,categorical,categorical,5672,4898,0.78792573,0.21207427
smartphone,work_tpb_taz,categorical,categorical,2622,2171,0.78795433,0.21204567
numstudents,jobs_count,numeric,numeric,34,30,0.78796516,0.21203484
travelers_hh,numstudents,numeric,numeric,46,40,0.78800263,0.21199737
work_tpb_taz,volunteer_status,categorical,categorical,3144,2824,0.78809793,0.21190207
toll_road_used,numstudents,categorical,numeric,14,14,0.78810000,0.21190000
numstudents,td_shop_time,numeric,numeric,41,29,0.78815254,0.21184746
model,hh_income_detailed,categorical,numeric,2646,2264,0.78819962,0.21180038
numstudents,numdisabilities,numeric,numeric,23,18,0.78831970,0.21168030
package_delivered,work_tpb_taz,categorical,categorical,3221,2887,0.78836654,0.21163346
numstudents,disability,numeric,categorical,14,12,0.78842774,0.21157226
vehicle_occupancy,numstudents,numeric,numeric,58,46,0.78843336,0.21156664
subway_egress_mode,numstudents,categorical,numeric,34,29,0.78843407,0.21156593
o_tpb_taz,subway_egress_mode,categorical,categorical,4901,3997,0.78844296,0.21155704
subway_pay,numstudents,categorical,numeric,46,28,0.78849973,0.21150027
home_type,numstudents,categorical,numeric,26,24,0.78851441,0.21148559
fueltype,age,categorical,numeric,511,454,0.78853566,0.21146434
subway_access_mode,numstudents,categorical,numeric,33,28,0.78858686,0.21141314
transit_egress_mode,numstudents,categorical,numeric,38,33,0.78860291,0.21139709
transit_access_mode,numstudents,categorical,numeric,39,31,0.78860596,0.21139404
hov_used,numstudents,categorical,numeric,14,13,0.78874549,0.21125451
o_tpb_taz,subway_pay,categorical,categorical,4981,3868,0.78878320,0.21121680
make,hhtrips,categorical,numeric,1099,1194,0.78882309,0.21117691
park_pay,numstudents,categorical,numeric,14,13,0.78882707,0.21117293
numstudents,j1_workplace_loc,numeric,categorical,34,32,0.78888548,0.21111452
work_tpb_taz,j1_benefits_none,categorical,categorical,3072,2876,0.78897438,0.21102562
subway_used,numstudents,categorical,numeric,14,13,0.78899641,0.21100359
numstudents,j1_telecommute,numeric,categorical,21,21,0.78923265,0.21076735
bodytype,numstudents,categorical,numeric,46,45,0.78945127,0.21054873
numstudents,j1_benefits_bicycle_parking,numeric,categorical,21,21,0.78947475,0.21052525
numstudents,j1_benefits_transit,numeric,categorical,21,20,0.78961750,0.21038250
model,school_tpb_taz,categorical,categorical,4391,5437,0.78971583,0.21028417
numstudents,race_ethnicity_hispanic,numeric,categorical,14,14,0.78971641,0.21028359
numstudents,j1_benefits_free_parking,numeric,categorical,21,21,0.78973628,0.21026372
bodytype,age,categorical,numeric,493,433,0.78974430,0.21025570
o_tpb_taz,food_delivered,categorical,categorical,4368,3728,0.78980105,0.21019895
numstudents,j1_benefits_none,numeric,categorical,21,21,0.78987048,0.21012952
numstudents,tdate_dow,numeric,categorical,35,34,0.78990984,0.21009016
tolltransponder,numstudents,categorical,numeric,21,21,0.78998670,0.21001330
numstudents,package_delivered,numeric,categorical,14,14,0.78998670,0.21001330
numstudents,gender,numeric,categorical,14,14,0.78998670,0.21001330
numstudents,license,numeric,categorical,14,14,0.78998670,0.21001330
numstudents,smartphone,numeric,categorical,14,14,0.78998670,0.21001330
numstudents,volunteer_status,numeric,categorical,14,14,0.78998670,0.21001330
o_tpb_taz,disability,categorical,categorical,4618,3675,0.79018354,0.20981646
jobs_count,work_tpb_taz,numeric,categorical,2902,2639,0.79022047,0.20977953
o_tpb_taz,subway_used,categorical,categorical,4486,3743,0.79027526,0.20972474
food_delivered,work_tpb_taz,categorical,categorical,2504,2033,0.79030213,0.20969787
age,race_ethnicity,numeric,categorical,486,445,0.79036307,0.20963693
work_tpb_taz,j1_benefits_walking_biking,categorical,categorical,2356,2139,0.79063032,0.20936968
o_activity,model,categorical,categorical,6560,4048,0.79090117,0.20909883
year,td_telecommute_time,numeric,numeric,243,230,0.79190350,0.20809650
model,numdrivers,categorical,numeric,1947,1589,0.79219395,0.20780605
numdisabilities,work_tpb_taz,numeric,categorical,2705,2244,0.79246390,0.20753610
transit_egress_mode,age,categorical,numeric,437,327,0.79260841,0.20739159
race_ethnicity_hispanic,work_tpb_taz,categorical,categorical,2675,2294,0.79271807,0.20728193
transit_access_mode,age,categorical,numeric,419,315,0.79300045,0.20699955
travelers_nonhh,age,categorical,numeric,491,429,0.79306042,0.20693958
model,numbicycle,categorical,numeric,2282,1950,0.79333929,0.20666071
o_tpb_taz,park_pay,categorical,categorical,4363,3643,0.79341582,0.20658418
o_tpb_taz,toll_road_used,categorical,categorical,4101,3487,0.79342379,0.20657621
work_tpb_taz,student_status,categorical,categorical,2797,2445,0.79350131,0.20649869
model,home_type,categorical,categorical,1669,1301,0.79362695,0.20637305
age,td_shop_time,numeric,numeric,314,267,0.79421213,0.20578787
park_pay,work_tpb_taz,categorical,categorical,2549,2028,0.79422279,0.20577721
subway_egress_mode,age,categorical,numeric,374,314,0.79442757,0.20557243
tolltransponder,age,categorical,numeric,276,249,0.79450284,0.20549716
subway_access_mode,age,categorical,numeric,377,282,0.79530774,0.20469226
subway_pay,age,categorical,numeric,360,265,0.79551880,0.20448120
license,work_tpb_taz,categorical,categorical,2488,2099,0.79552230,0.20447770
toll_road_used,work_tpb_taz,categorical,categorical,2538,2023,0.79552357,0.20447643
tdate_dow,age,categorical,numeric,455,414,0.79587605,0.20412395
model,numworkers,categorical,numeric,2156,1712,0.79591717,0.20408283
subway_used,age,categorical,numeric,173,158,0.79607403,0.20392597
o_activity,hhtrips,categorical,numeric,722,663,0.79621993,0.20378007
o_tpb_taz,hov_used,categorical,categorical,3617,3148,0.79639601,0.20360399
hov_used,work_tpb_taz,categorical,categorical,2335,1866,0.79642673,0.20357327
age,gender,numeric,categorical,186,167,0.79666105,0.20333895
food_delivered,age,categorical,numeric,175,159,0.79668778,0.20331222
model,j1_commute_mode,categorical,categorical,2253,1866,0.79687898,0.20312102
model,fueltype,categorical,categorical,994,1144,0.79746313,0.20253687
service_delivered,age,categorical,numeric,179,166,0.79772214,0.20227786
age,volunteer_status,numeric,categorical,174,166,0.79845421,0.20154579
numdisabilities,age,numeric,numeric,280,223,0.79948346,0.20051654
age,disability,numeric,categorical,186,167,0.79995337,0.20004663
age,race_ethnicity_hispanic,numeric,categorical,174,160,0.80008924,0.19991076
toll_road_used,age,categorical,numeric,176,157,0.80041144,0.19958856
numbicycle,hhtrips,numeric,numeric,218,241,0.80060297,0.19939703
package_delivered,age,categorical,numeric,183,167,0.80060879,0.19939121
park_pay,age,categorical,numeric,177,155,0.80082158,0.19917842
d_activity,model,categorical,categorical,6549,4022,0.80113036,0.19886964
hov_used,age,categorical,numeric,163,139,0.80164247,0.19835753
distance,hhtrips,numeric,numeric,965,852,0.80179820,0.19820180
hh_income_detailed,hhtrips,numeric,numeric,255,288,0.80196704,0.19803296
numworkers,hhtrips,numeric,numeric,201,215,0.80332863,0.19667137
model,home_ownership,categorical,categorical,1357,1055,0.80425869,0.19574131
travel_mode,model,categorical,categorical,1624,1324,0.80430075,0.19569925
td_telecommute_time,person_tripcount,numeric,numeric,123,140,0.80462000,0.19538000
year,make,numeric,categorical,909,904,0.80779561,0.19220439
year,school_tpb_taz,numeric,categorical,3280,4058,0.80846925,0.19153075
o_activity,person_tripcount,categorical,numeric,314,266,0.80945885,0.19054115
numvehicle,hhtrips,numeric,numeric,240,260,0.80953591,0.19046409
model,numvehicle_transponder,categorical,numeric,2153,1783,0.81262816,0.18737184
d_activity,hhtrips,categorical,numeric,725,680,0.81295871,0.18704129
model,employment_status,categorical,categorical,2244,1968,0.81307311,0.18692689
hhtrips,employment_status,numeric,categorical,277,291,0.81312293,0.18687707
park_loc,model,categorical,categorical,2832,1980,0.81395303,0.18604697
numdrivers,hhtrips,numeric,numeric,199,222,0.81401533,0.18598467
hhtrips,j1_commute_mode,numeric,categorical,301,319,0.81617383,0.18382617
year,home_type,numeric,categorical,129,108,0.81617975,0.18382025
year,numvehicle,numeric,numeric,235,205,0.81684179,0.18315821
year,numworkers,numeric,numeric,200,170,0.81706058,0.18293942
home_type,hhtrips,categorical,numeric,128,133,0.81743221,0.18256779
travelers_hh,model,numeric,categorical,1701,1434,0.81757871,0.18242129
hh_income_detailed,td_telecommute_time,numeric,numeric,72,70,0.81763487,0.18236513
o_activity,year,categorical,numeric,573,489,0.81767954,0.18232046
home_ownership,hhtrips,categorical,numeric,112,122,0.81831754,0.18168246
fueltype,hhtrips,categorical,numeric,224,234,0.81846321,0.18153679
distance,year,numeric,numeric,825,665,0.81946173,0.18053827
year,hh_income_detailed,numeric,numeric,267,238,0.81949030,0.18050970
model,j1_benefits_transit,categorical,categorical,1731,1326,0.81971566,0.18028434
year,numdrivers,numeric,numeric,200,174,0.82026689,0.17973311
numbicycle,td_telecommute_time,numeric,numeric,54,54,0.82045156,0.17954844
hhtrips,walk_bike_loop_trips,numeric,numeric,185,180,0.82061005,0.17938995
numvehicle_transponder,hhtrips,numeric,numeric,202,218,0.82108924,0.17891076
travelers_hh,hhtrips,numeric,numeric,231,219,0.82119991,0.17880009
hhtrips,race_ethnicity,numeric,categorical,219,220,0.82165807,0.17834193
year,numbicycle,numeric,numeric,198,181,0.82183510,0.17816490
park_loc,hhtrips,categorical,numeric,229,217,0.82200165,0.17799835
hh_income_detailed,person_tripcount,numeric,numeric,126,123,0.82218378,0.17781622
model,tolltransponder,categorical,categorical,1328,1141,0.82220751,0.17779249
transit_access_mode,model,categorical,categorical,1256,823,0.82277563,0.17722437
transit_egress_mode,model,categorical,categorical,1268,836,0.82306381,0.17693619
travel_mode,hhtrips,categorical,numeric,379,368,0.82326355,0.17673645
hhtrips,j1_telecommute_days,numeric,numeric,202,208,0.82336349,0.17663651
year,employment_status,numeric,categorical,236,226,0.82348931,0.17651069
subway_station_board,model,categorical,categorical,1488,914,0.82369643,0.17630357
subway_station_exit,model,categorical,categorical,1496,903,0.82376783,0.17623217
hhtrips,j1_benefits_bicycle_parking,numeric,categorical,134,131,0.82400837,0.17599163
hhtrips,j1_benefits_ev_charging,numeric,categorical,130,129,0.82440258,0.17559742
bodytype,hhtrips,categorical,numeric,240,240,0.82505659,0.17494341
vehicle_occupancy,hhtrips,numeric,numeric,312,256,0.82545184,0.17454816
hhtrips,j1_benefits_carpool,numeric,categorical,127,119,0.82547520,0.17452480
model,race_ethnicity,categorical,categorical,2052,1749,0.82600559,0.17399441
hhtrips,j1_workplace_loc,numeric,categorical,199,202,0.82605084,0.17394916
subway_station_board,hhtrips,categorical,numeric,1367,988,0.82605923,0.17394077
hhtrips,j1_benefits_parking,numeric,categorical,131,124,0.82618375,0.17381625
subway_station_exit,hhtrips,categorical,numeric,1384,1038,0.82628410,0.17371590
tdate_dow,hhtrips,categorical,numeric,193,220,0.82694479,0.17305521
hhtrips,service_delivered,numeric,categorical,82,84,0.82698010,0.17301990
travelers_nonhh,hhtrips,categorical,numeric,239,219,0.82702052,0.17297948
hhtrips,jobs_count,numeric,numeric,176,165,0.82704577,0.17295423
distance,person_tripcount,numeric,numeric,471,366,0.82706465,0.17293535
vehicle_occupancy,model,numeric,categorical,2334,1700,0.82755389,0.17244611
hhtrips,school_mode,numeric,categorical,335,363,0.82773493,0.17226507
hhtrips,school_type,numeric,categorical,332,370,0.82785100,0.17214900
model,walk_bike_loop_trips,categorical,numeric,1720,1327,0.82788259,0.17211741
model,j1_benefits_bicycle_parking,categorical,categorical,1665,1275,0.82794188,0.17205812
numdrivers,person_tripcount,numeric,numeric,99,87,0.82819055,0.17180945
hhtrips,j1_benefits_walking_biking,numeric,categorical,125,124,0.82823963,0.17176037
model,j1_workplace_loc,categorical,categorical,2064,1660,0.82852006,0.17147994
year,home_ownership,numeric,categorical,100,89,0.82859791,0.17140209
subway_egress_mode,model,categorical,categorical,1170,753,0.82870162,0.17129838
hhtrips,school_freq,numeric,categorical,259,301,0.82875924,0.17124076
hhtrips,food_delivered,numeric,categorical,76,81,0.82891856,0.17108144
travel_mode,year,categorical,numeric,173,194,0.82898996,0.17101004
hhtrips,td_shop_time,numeric,numeric,167,151,0.82918941,0.17081059
home_type,person_tripcount,categorical,numeric,65,61,0.82947024,0.17052976
subway_pay,model,categorical,categorical,1065,725,0.82947229,0.17052771
d_activity,year,categorical,numeric,575,486,0.82948181,0.17051819
subway_access_mode,model,categorical,categorical,1161,753,0.82949310,0.17050690
numvehicle,person_tripcount,numeric,numeric,118,111,0.82950326,0.17049674
hhtrips,smartphone,numeric,categorical,94,92,0.82950831,0.17049169
distance,td_telecommute_time,numeric,numeric,264,240,0.82951719,0.17048281
hhtrips,disability,numeric,categorical,76,75,0.82963197,0.17036803
model,j1_telecommute,categorical,categorical,1790,1384,0.82965475,0.17034525
numbicycle,person_tripcount,numeric,numeric,100,93,0.82972711,0.17027289
numworkers,person_tripcount,numeric,numeric,97,85,0.82973197,0.17026803
year,fueltype,numeric,categorical,122,132,0.82991614,0.17008386
hhtrips,j1_benefits_free_parking,numeric,categorical,138,132,0.82992030,0.17007970
subway_used,model,categorical,categorical,989,691,0.83002431,0.16997569
year,j1_commute_mode,numeric,categorical,244,230,0.83011103,0.16988897
model,j1_telecommute_days,categorical,numeric,1706,1326,0.83021857,0.16978143
school_tpb_taz,person_tripcount,categorical,numeric,2263,2849,0.83035619,0.16964381
hhtrips,package_delivered,numeric,categorical,88,93,0.83047154,0.16952846
hhtrips,j1_benefits_transit,numeric,categorical,138,132,0.83063658,0.16936342
model,tdate_dow,categorical,categorical,2449,2080,0.83077331,0.16922669
travelers_nonhh,model,categorical,categorical,1541,1093,0.83077798,0.16922202
model,j1_benefits_ev_charging,categorical,categorical,1620,1213,0.83085744,0.16914256
numdisabilities,hhtrips,numeric,numeric,105,111,0.83096862,0.16903138
model,j1_benefits_parking,categorical,categorical,1617,1257,0.83122087,0.16877913
hhtrips,volunteer_status,numeric,categorical,94,93,0.83132287,0.16867713
make,person_tripcount,categorical,numeric,563,517,0.83147911,0.16852089
model,j1_benefits_none,categorical,categorical,1705,1335,0.83155297,0.16844703
tolltransponder,hhtrips,categorical,numeric,136,137,0.83172015,0.16827985
model,j1_benefits_free_parking,categorical,categorical,1779,1388,0.83179293,0.16820707
transit_egress_mode,hhtrips,categorical,numeric,202,177,0.83189546,0.16810454
hhtrips,race_ethnicity_hispanic,numeric,categorical,84,88,0.83191376,0.16808624
model,j1_benefits_carpool,categorical,categorical,1547,1154,0.83196199,0.16803801
transit_access_mode,hhtrips,categorical,numeric,203,162,0.83215599,0.16784401
subway_pay,hhtrips,categorical,numeric,183,137,0.83234953,0.16765047
d_activity,person_tripcount,categorical,numeric,316,260,0.83239691,0.16760309
hhtrips,j1_benefits_none,numeric,categorical,136,128,0.83245670,0.16754330
subway_egress_mode,hhtrips,categorical,numeric,173,160,0.83249196,0.16750804
model,school_type,categorical,categorical,2016,1819,0.83255965,0.16744035
hhtrips,gender,numeric,categorical,96,92,0.83261892,0.16738108
travelers_hh,year,numeric,numeric,155,139,0.83282953,0.16717047
subway_access_mode,hhtrips,categorical,numeric,176,149,0.83286780,0.16713220
subway_used,hhtrips,categorical,numeric,84,82,0.83313155,0.16686845
hhtrips,j1_telecommute,numeric,categorical,140,130,0.83317819,0.16682181
toll_road_used,hhtrips,categorical,numeric,84,80,0.83343766,0.16656234
park_pay,hhtrips,categorical,numeric,85,80,0.83379339,0.16620661
hhtrips,student_status,numeric,categorical,95,92,0.83398823,0.16601177
hov_used,hhtrips,categorical,numeric,81,80,0.83432456,0.16567544
model,j1_benefits_walking_biking,categorical,categorical,1475,1112,0.83473621,0.16526379
model,school_freq,categorical,categorical,1752,1517,0.83478762,0.16521238
model,jobs_count,categorical,numeric,1735,1303,0.83486736,0.16513264
model,school_mode,categorical,categorical,1825,1585,0.83533618,0.16466382
hhtrips,license,numeric,categorical,94,92,0.83554980,0.16445020
o_activity,td_telecommute_time,categorical,numeric,160,157,0.83557571,0.16442429
travelers_hh,td_telecommute_time,numeric,numeric,54,48,0.83575421,0.16424579
year,numvehicle_transponder,numeric,numeric,193,168,0.83722604,0.16277396
make,td_telecommute_time,categorical,numeric,343,342,0.83733293,0.16266707
model,package_delivered,categorical,categorical,1314,1033,0.83736586,0.16263414
employment_status,person_tripcount,categorical,numeric,120,123,0.83772454,0.16227546
d_activity,td_telecommute_time,categorical,numeric,160,159,0.83874534,0.16125466
park_loc,year,categorical,numeric,179,162,0.83875661,0.16124339
model,gender,categorical,categorical,1406,1062,0.83930758,0.16069242
model,service_delivered,categorical,categorical,1125,853,0.83981323,0.16018677
employment_status,td_telecommute_time,categorical,numeric,22,51,0.83984605,0.16015395
model,student_status,categorical,categorical,1250,966,0.84115934,0.15884066
numdrivers,hh_income_detailed,numeric,numeric,54,49,0.84146883,0.15853117
model,food_delivered,categorical,categorical,1043,762,0.84155963,0.15844037
model,disability,categorical,categorical,1062,758,0.84170625,0.15829375
year,bodytype,numeric,categorical,171,162,0.84181843,0.15818157
model,volunteer_status,categorical,categorical,1289,1018,0.84198108,0.15801892
year,walk_bike_loop_trips,numeric,numeric,167,138,0.84202046,0.15797954
home_type,td_telecommute_time,categorical,numeric,32,33,0.84206465,0.15793535
model,td_shop_time,categorical,numeric,1537,1156,0.84207726,0.15792274
numworkers,j1_commute_mode,numeric,categorical,54,56,0.84249430,0.15750570
vehicle_occupancy,year,numeric,numeric,206,166,0.84280190,0.15719810
home_ownership,person_tripcount,categorical,numeric,52,48,0.84283978,0.15716022
model,smartphone,categorical,categorical,1258,944,0.84332386,0.15667614
year,j1_benefits_ev_charging,numeric,categorical,105,92,0.84380186,0.15619814
o_activity,distance,categorical,numeric,517,414,0.84413152,0.15586848
year,tolltransponder,numeric,categorical,74,83,0.84441836,0.15558164
year,school_freq,numeric,categorical,226,208,0.84461468,0.15538532
year,j1_benefits_carpool,numeric,categorical,105,90,0.84466503,0.15533497
numdrivers,numbicycle,numeric,numeric,44,38,0.84493378,0.15506622
model,race_ethnicity_hispanic,categorical,categorical,1081,828,0.84542514,0.15457486
model,numdisabilities,categorical,numeric,1228,905,0.84568162,0.15431838
year,school_type,numeric,categorical,255,245,0.84573839,0.15426161
year,j1_benefits_transit,numeric,categorical,111,97,0.84605513,0.15394487
numvehicle,td_telecommute_time,numeric,numeric,70,66,0.84680920,0.15319080
o_activity,d_activity,categorical,categorical,314,294,0.84692817,0.15307183
year,j1_workplace_loc,numeric,categorical,163,149,0.84722865,0.15277135
year,j1_benefits_parking,numeric,categorical,107,94,0.84736524,0.15263476
year,school_mode,numeric,categorical,250,244,0.84764716,0.15235284
j1_commute_mode,person_tripcount,categorical,numeric,126,125,0.84766433,0.15233567
park_pay,model,categorical,categorical,1160,791,0.84767539,0.15232461
travelers_hh,person_tripcount,numeric,numeric,110,83,0.84787053,0.15212947
home_type,numworkers,categorical,numeric,27,24,0.84789001,0.15210999
year,j1_telecommute_days,numeric,numeric,168,158,0.84802832,0.15197168
year,race_ethnicity,numeric,categorical,192,170,0.84814132,0.15185868
toll_road_used,model,categorical,categorical,1071,747,0.84843218,0.15156782
year,service_delivered,numeric,categorical,73,64,0.84845502,0.15154498
year,j1_benefits_bicycle_parking,numeric,categorical,107,95,0.84864430,0.15135570
year,j1_benefits_free_parking,numeric,categorical,114,101,0.84879028,0.15120972
transit_access_mode,year,categorical,numeric,126,99,0.84881853,0.15118147
model,license,categorical,categorical,1178,888,0.84884760,0.15115240
year,j1_benefits_walking_biking,numeric,categorical,102,89,0.84900698,0.15099302
numdrivers,td_telecommute_time,numeric,numeric,62,56,0.84906736,0.15093264
transit_egress_mode,year,categorical,numeric,130,110,0.84912823,0.15087177
hov_used,model,categorical,categorical,956,679,0.84926999,0.15073001
year,student_status,numeric,categorical,75,67,0.84933842,0.15066158
year,j1_telecommute,numeric,categorical,112,99,0.84959737,0.15040263
year,jobs_count,numeric,numeric,149,123,0.84969325,0.15030675
year,package_delivered,numeric,categorical,74,68,0.84971117,0.15028883
year,disability,numeric,categorical,70,62,0.84981414,0.15018586
year,j1_benefits_none,numeric,categorical,111,101,0.84983213,0.15016787
subway_station_board,year,categorical,numeric,572,334,0.85009915,0.14990085
year,food_delivered,numeric,categorical,65,59,0.85019009,0.14980991
subway_station_exit,year,categorical,numeric,570,312,0.85027907,0.14972093
fueltype,person_tripcount,categorical,numeric,101,91,0.85046303,0.14953697
o_activity,home_type,categorical,categorical,73,67,0.85066202,0.14933798
o_activity,numvehicle,categorical,numeric,152,123,0.85070133,0.14929867
park_loc,td_telecommute_time,categorical,numeric,45,45,0.85078635,0.14921365
toll_road_used,year,categorical,numeric,67,59,0.85088670,0.14911330
hh_income_detailed,school_tpb_taz,numeric,categorical,2142,2498,0.85135963,0.14864037
year,tdate_dow,numeric,categorical,180,165,0.85160655,0.14839345
year,td_shop_time,numeric,numeric,145,115,0.85170161,0.14829839
home_type,employment_status,categorical,categorical,32,29,0.85170965,0.14829035
o_activity,numdrivers,categorical,numeric,129,109,0.85173900,0.14826100
park_pay,year,categorical,numeric,71,61,0.85174606,0.14825394
year,numdisabilities,numeric,numeric,110,89,0.85179460,0.14820540
year,smartphone,numeric,categorical,76,68,0.85194699,0.14805301
distance,school_tpb_taz,numeric,categorical,3357,2957,0.85194883,0.14805117
travel_mode,td_telecommute_time,categorical,numeric,94,99,0.85203144,0.14796856
o_activity,numworkers,categorical,numeric,121,103,0.85230340,0.14769660
travelers_nonhh,year,categorical,numeric,167,133,0.85234292,0.14765708
year,race_ethnicity_hispanic,numeric,categorical,68,61,0.85282337,0.14717663
year,gender,numeric,categorical,77,68,0.85292837,0.14707163
hov_used,year,categorical,numeric,60,51,0.85325290,0.14674710
subway_pay,year,categorical,numeric,115,90,0.85379833,0.14620167
numbicycle,hh_income_detailed,numeric,numeric,47,46,0.85393899,0.14606101
subway_egress_mode,year,categorical,numeric,125,101,0.85394652,0.14605348
subway_access_mode,year,categorical,numeric,123,97,0.85405516,0.14594484
o_activity,numbicycle,categorical,numeric,108,105,0.85406646,0.14593354
year,volunteer_status,numeric,categorical,74,68,0.85408306,0.14591694
year,license,numeric,categorical,72,65,0.85424889,0.14575111
subway_used,year,categorical,numeric,64,58,0.85426203,0.14573797
numworkers,hh_income_detailed,numeric,numeric,49,47,0.85432319,0.14567681
travel_mode,person_tripcount,categorical,numeric,167,146,0.85436427,0.14563573
o_activity,school_tpb_taz,categorical,categorical,4720,3189,0.85446511,0.14553489
distance,numdrivers,numeric,numeric,221,165,0.85453501,0.14546499
o_activity,hh_income_detailed,categorical,numeric,143,140,0.85505623,0.14494377
numworkers,j1_benefits_bicycle_parking,numeric,categorical,21,20,0.85523661,0.14476339
park_loc,person_tripcount,categorical,numeric,102,85,0.85530641,0.14469359
race_ethnicity,person_tripcount,categorical,numeric,91,94,0.85544863,0.14455137
distance,numbicycle,numeric,numeric,220,187,0.85612895,0.14387105
numworkers,j1_benefits_transit,numeric,categorical,22,20,0.85614834,0.14385166
numvehicle_transponder,person_tripcount,numeric,numeric,99,89,0.85619937,0.14380063
