epoch,total_loss,reconstruction_loss,contrastive_loss,tv_loss,raw_reconstruction_loss,raw_numeric_loss,raw_categorical_loss,raw_contrastive_loss,raw_tv_loss
1,0.61683755,0.61128567,0.61455750,0.00446125,4.18235609,1.35494850,2.82740759,4.81114350,0.00892249
2,0.46889441,0.43433183,0.53080263,0.00240563,2.49255349,1.38768288,1.10487060,3.68036958,0.00481126
3,0.33404826,0.42160560,0.15230231,0.00221041,2.45187622,1.51608340,0.93579280,0.91401442,0.00442083
4,0.28696131,0.42054985,0.01355625,0.00207599,2.52222588,1.64507852,0.87714736,0.06739438,0.00415197
5,0.27680632,0.40930712,0.00562977,0.00205831,2.48630835,1.63759727,0.84871108,0.02771059,0.00411663
6,0.27012803,0.39794110,0.00834894,0.00205097,2.13275897,1.29300724,0.83975172,0.04156753,0.00410194
7,0.26486222,0.39095785,0.00659113,0.00202660,2.07256269,1.25341074,0.81915194,0.03286422,0.00405321
8,0.26768103,0.39713731,0.00247633,0.00209738,2.22979000,1.41687268,0.81291732,0.01213194,0.00419476
